6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060	6.143060
-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730	-0.590730
-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340	-0.189340
-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080	-0.277080
-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300	-0.201300
-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290	-0.230290
-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620	-0.200620
-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200	-0.207200
-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280	-0.195280
-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740	-0.189740
