3.266890	3.375210	3.379110	3.420620	3.299100	3.481520	3.492070	3.592580	3.561600	3.510200	3.576090	3.473770	3.414570	3.392750	3.424020	3.391120	3.484500	3.532780	3.540010	3.650810	3.881690	3.945940	3.737610	4.053310	4.179480	4.199260	4.192040	4.146940	4.105040	4.194480	4.192580	4.194680	4.183040	4.126370	4.084980	4.020520	4.033520	3.924370	3.686440	3.539880	3.548410	3.532490	3.550360	3.452110	3.359720	3.366180	3.489960	3.731250	3.580080	3.616670	3.504590	3.532450	3.499040	3.467380	3.415930	3.477930	3.395710	3.399550	3.343580	3.372380	3.252900	3.286970	3.305730	3.337370	3.338030	3.411600
-0.009260	-0.011220	-0.002000	-0.037090	0.014130	-0.046580	0.002040	-0.038470	-0.064280	-0.008010	-0.041760	-0.019650	-0.016720	-0.055720	-0.030950	0.003700	-0.072070	-0.026810	-0.078510	-0.054100	-0.273340	-0.262660	-0.094300	-0.002140	-0.055270	-0.031230	-0.039050	-0.003940	0.035340	-0.048990	-0.076230	-0.069720	-0.065310	-0.032390	-0.023850	-0.067980	-0.022170	-0.046060	-0.056380	0.017720	0.003080	-0.014990	-0.067000	-0.026640	0.001140	0.014090	-0.031670	-0.055590	-0.011340	-0.039090	-0.014840	-0.024470	-0.065840	-0.063190	-0.040460	-0.045530	-0.030750	-0.019410	0.033210	-0.046480	0.021770	-0.023000	-0.037560	-0.001890	-0.029170	-0.064740
-0.239230	-0.235540	-0.270040	-0.234870	-0.255560	-0.186790	-0.235370	-0.192680	-0.173160	-0.258730	-0.187720	-0.213990	-0.266650	-0.277830	-0.263900	-0.285100	-0.177950	-0.251970	-0.170160	-0.252320	-0.271890	-0.303680	-0.294060	-0.284110	-0.255750	-0.277100	-0.213470	-0.219620	-0.273550	-0.176050	-0.136500	-0.117300	-0.130620	-0.137310	-0.233810	-0.090250	-0.247060	-0.167270	-0.175140	-0.277740	-0.248790	-0.294660	-0.277200	-0.286870	-0.273230	-0.273890	-0.248660	-0.223520	-0.254620	-0.243340	-0.268010	-0.280440	-0.195190	-0.210070	-0.270870	-0.259900	-0.214260	-0.226770	-0.278330	-0.200000	-0.238070	-0.264970	-0.251420	-0.240070	-0.256480	-0.183390
-0.195780	-0.223210	-0.175620	-0.159370	-0.181540	-0.202600	-0.161920	-0.233830	-0.257480	-0.159780	-0.248200	-0.216090	-0.130560	-0.108320	-0.103900	-0.083750	-0.236390	-0.126030	-0.232460	-0.187700	-0.045210	-0.017130	-0.129230	-0.142180	-0.098100	-0.086140	-0.172800	-0.209400	-0.153040	-0.228020	-0.276460	-0.300490	-0.275530	-0.274410	-0.114320	-0.300170	-0.050740	-0.224860	-0.196160	-0.136110	-0.163730	-0.107560	-0.076490	-0.115320	-0.178570	-0.189720	-0.214680	-0.210020	-0.226340	-0.142060	-0.183940	-0.140710	-0.256190	-0.256640	-0.129310	-0.119950	-0.229350	-0.208270	-0.149160	-0.173800	-0.218990	-0.109010	-0.116730	-0.158620	-0.107970	-0.174040
-0.076140	-0.015640	-0.083030	-0.150010	-0.101230	-0.120420	-0.167240	-0.050940	-0.016250	-0.099220	-0.036170	-0.079310	-0.131880	-0.153090	-0.202310	-0.260080	-0.063530	-0.217680	-0.078990	-0.000580	0.002990	-0.017530	-0.028470	-0.107900	-0.186100	-0.185990	-0.157740	-0.102810	-0.146750	-0.112050	-0.063340	-0.059420	-0.085390	-0.112150	-0.235200	-0.127080	-0.344140	-0.118570	-0.149670	-0.135250	-0.133420	-0.118740	-0.178180	-0.117750	-0.049120	-0.055990	-0.051040	-0.076300	-0.041520	-0.197080	-0.070580	-0.113570	-0.031040	0.013040	-0.124350	-0.180400	-0.051990	-0.074050	-0.134880	-0.183890	-0.088820	-0.205850	-0.205840	-0.182690	-0.202340	-0.202590
-0.086020	-0.195340	-0.102890	-0.048330	-0.075620	-0.113630	-0.059870	-0.146260	-0.145350	-0.098370	-0.160700	-0.139190	-0.083320	-0.095830	-0.015460	-0.006210	-0.095870	-0.031490	-0.117960	-0.264060	-0.309480	-0.218020	-0.216140	-0.126630	-0.067780	-0.060380	0.010900	-0.022500	-0.012380	-0.009800	-0.049650	-0.057150	-0.060470	-0.053170	-0.017520	-0.013350	0.056100	-0.091730	-0.057170	-0.091500	-0.067480	-0.110260	-0.036230	-0.080020	-0.121910	-0.095540	-0.099310	-0.134820	-0.083340	-0.044220	-0.103730	-0.068470	-0.054660	-0.155770	-0.113910	-0.041310	-0.131430	-0.113790	-0.109840	-0.004580	-0.125950	-0.011660	0.020030	0.024030	-0.021090	0.034150
-0.203490	-0.112040	-0.194440	-0.235810	-0.194900	-0.128680	-0.170290	-0.126790	-0.172640	-0.193110	-0.138390	-0.102590	-0.191370	-0.134220	-0.230560	-0.165930	-0.197040	-0.154880	-0.179280	-0.067920	-0.145780	-0.303700	-0.182140	-0.158960	-0.086890	-0.066000	-0.163940	-0.169860	-0.148270	-0.195810	-0.187370	-0.166230	-0.139040	-0.088120	-0.094940	-0.132810	-0.100940	-0.083530	-0.068130	-0.113130	-0.175810	-0.106900	-0.182290	-0.150440	-0.137560	-0.215990	-0.229430	-0.149400	-0.224290	-0.160660	-0.212630	-0.264840	-0.304240	-0.147770	-0.165790	-0.209050	-0.173280	-0.189670	-0.125020	-0.188660	-0.119100	-0.153700	-0.213900	-0.217800	-0.113640	-0.230910
-0.029460	-0.098820	-0.093830	-0.023290	-0.038480	-0.055970	-0.054300	-0.089370	-0.013350	0.016030	-0.075430	-0.197160	0.006610	-0.188800	-0.014440	-0.196170	-0.068900	-0.242390	-0.051470	-0.150680	-0.070600	0.112820	-0.105100	0.006040	-0.184100	-0.165070	-0.087980	-0.021530	-0.052090	0.020110	0.029480	0.023880	-0.018180	-0.086700	-0.129390	-0.039170	-0.107920	-0.024100	-0.177440	-0.053110	-0.036270	-0.141330	-0.052240	-0.054660	-0.090830	-0.026860	-0.054600	-0.141470	-0.131910	-0.193740	-0.049220	0.019490	0.000370	-0.148290	-0.097980	-0.053260	-0.033170	-0.016040	-0.082580	-0.118600	-0.207930	-0.181780	-0.071730	-0.084230	-0.145930	-0.067850
-0.161900	-0.258920	-0.204120	-0.362310	-0.181940	-0.394870	-0.355330	-0.227440	-0.287730	-0.341930	-0.322010	-0.135390	-0.332670	-0.126090	-0.373870	-0.257590	-0.247720	-0.176630	-0.371320	-0.203630	-0.114390	-0.236400	-0.182700	-0.341120	-0.086620	-0.050770	-0.063680	-0.141130	-0.140920	-0.211750	-0.223300	-0.272430	-0.269980	-0.236950	-0.189000	-0.271090	-0.260110	-0.327560	-0.094700	-0.255420	-0.261140	-0.056070	-0.096040	-0.067580	-0.084490	-0.215560	-0.228560	-0.265520	-0.150450	-0.281120	-0.255560	-0.360650	-0.226860	-0.108910	-0.289950	-0.357960	-0.360020	-0.365480	-0.331410	-0.218970	-0.178870	-0.128560	-0.145850	-0.157430	-0.078470	-0.207140
-0.117600	-0.064150	-0.083950	-0.021510	-0.119260	0.044700	0.009650	-0.063470	-0.005570	0.045260	-0.020050	-0.175390	0.005360	-0.072710	0.076600	-0.051160	-0.028900	-0.117840	0.002410	-0.134320	-0.262580	-0.179250	-0.225050	0.113790	-0.039740	-0.033140	-0.015010	0.063270	0.071490	0.089330	0.065540	0.117620	0.138230	0.156050	0.030510	0.151310	0.102620	0.179090	0.005740	0.095490	-0.003280	-0.121960	-0.096150	-0.135720	-0.061610	-0.055980	-0.040320	-0.029200	-0.082760	-0.003620	-0.027120	0.021520	-0.069920	-0.067160	-0.006570	0.060440	0.018310	0.023720	0.018310	-0.021180	-0.095790	-0.053020	-0.032880	-0.035700	-0.020290	-0.029870
-0.136190	-0.123420	-0.168910	-0.124870	-0.084770	-0.144490	-0.156200	-0.159090	-0.175290	-0.169560	-0.151080	-0.113940	-0.098720	-0.239320	-0.224360	-0.224030	-0.196230	-0.231910	-0.165980	-0.164210	-0.094510	-0.087150	-0.085790	-0.257770	-0.231580	-0.189650	-0.224660	-0.250720	-0.245750	-0.203870	-0.166670	-0.167520	-0.215920	-0.249940	-0.199670	-0.186960	-0.158230	-0.173610	-0.246580	-0.228850	-0.171450	-0.158370	-0.125610	-0.063880	-0.212340	-0.152350	-0.191010	-0.209450	-0.213750	-0.269120	-0.189900	-0.196400	-0.177710	-0.237520	-0.232730	-0.213680	-0.105930	-0.152160	-0.138770	-0.205430	-0.250110	-0.213320	-0.187140	-0.202850	-0.227810	-0.212760
-0.011700	-0.093900	-0.051580	-0.139790	-0.087430	-0.122370	-0.085240	-0.025040	-0.043900	-0.112520	-0.079500	-0.026780	-0.174220	0.002760	-0.099420	0.002060	-0.047380	0.049520	-0.088070	0.010520	-0.064790	-0.119570	-0.072600	-0.063350	-0.005340	-0.052190	0.002080	-0.014040	-0.048480	-0.097660	-0.123000	-0.161940	-0.118240	-0.089590	-0.059370	-0.171020	-0.193510	-0.207590	0.019730	-0.086720	-0.064900	-0.015240	-0.078490	-0.110080	0.007400	-0.062430	-0.044090	-0.027950	-0.002510	0.017990	-0.052820	-0.083930	-0.033180	0.036970	-0.013040	-0.087930	-0.182920	-0.114210	-0.129560	-0.024720	0.088990	-0.015810	-0.057950	-0.033100	-0.004820	0.000190
-0.220400	-0.055540	-0.059210	0.051820	-0.165060	-0.034430	-0.064070	-0.167980	-0.120380	-0.025140	-0.048220	-0.136100	0.021310	-0.122930	0.046860	-0.024430	-0.033840	-0.100020	-0.016810	-0.182540	-0.112540	0.015890	-0.082040	-0.080900	-0.125420	-0.142580	-0.205080	-0.157890	-0.139470	-0.088990	-0.087670	-0.043880	-0.053340	-0.105620	-0.171710	-0.062200	-0.042630	-0.011100	-0.188460	-0.086870	-0.118410	-0.162800	-0.141310	-0.216740	-0.195560	-0.136360	-0.155810	-0.135040	-0.163680	-0.058730	-0.127020	-0.017890	-0.112850	-0.231960	-0.033340	-0.034010	0.027970	-0.026350	-0.045720	-0.087880	-0.187180	-0.095450	-0.083990	-0.111940	-0.175500	-0.133240
0.837290	1.289330	1.568950	2.025420	2.032300	1.538870	1.607300	1.085050	0.438870	-0.896150	-1.287600	-1.700400	-1.136220	-0.425730	0.085490	1.339560	2.930870	4.075190	3.745740	4.490630	4.946410	5.159820	4.871020	3.778680	2.465800	2.210860	1.956750	0.422780	-0.036300	-0.220990	-0.419200	-0.797060	-1.176910	-2.089420	-3.325800	-4.649900	-5.276630	-5.378990	-5.042710	-4.730340	-4.476960	-3.471970	-1.850220	-0.018540	0.430790	1.028980	1.031000	1.261650	0.885330	-0.126490	-1.419500	-1.895340	-1.481570	-1.472730	-1.324290	-1.347940	-1.578060	-1.559390	-1.411890	-1.233430	-0.663820	-0.071100	0.524960	0.829100	1.209240	0.952730
-0.062750	-0.212910	-0.131200	-0.222900	-0.388650	-0.274300	-0.305970	-0.172550	-0.185210	-0.118140	-0.185730	0.112880	-0.095890	-0.219070	-0.305210	-0.391910	-1.232690	-1.762390	-1.567730	-0.842030	-0.184350	0.249570	0.837690	1.319980	2.006910	1.170810	0.054820	-0.379740	-0.360490	-0.412010	-0.332030	-0.475080	-0.230410	0.133410	0.115610	0.265470	0.295370	0.202150	0.015190	0.067010	0.012140	0.168940	-0.012970	-0.356630	-0.153510	-0.105550	-0.008810	-0.210760	-0.418950	-0.438380	-0.237800	-0.231760	-0.272360	-0.071170	0.209820	0.220990	0.488710	0.324140	0.071780	0.050100	-0.144620	-0.424100	-0.612880	-0.493170	-0.673970	-0.495210
-0.195630	0.053200	0.055300	0.224300	0.424850	0.217010	0.331170	0.119980	-0.182100	-0.600610	-0.597240	-0.844480	-0.399920	-0.168530	0.040980	0.188360	0.190740	-0.139450	-0.450060	-0.634950	-0.792230	-0.528480	-0.281130	0.312130	0.328320	0.657910	0.890880	1.081580	1.092010	1.063960	0.424740	0.634600	0.063290	-0.431090	-0.575710	-0.933950	-0.939120	-1.062850	-0.986180	-1.290770	-0.769960	-0.852850	-0.409020	0.177360	0.174710	0.338840	0.169500	0.011060	0.148540	0.203040	-0.052130	-0.140310	0.090990	0.107480	-0.053670	0.010090	-0.208580	-0.150950	-0.043730	-0.153720	-0.305380	0.060160	0.332260	0.303200	0.570820	0.631460
