3.625790	3.679740	3.843410	4.042590	3.985440	3.950550	4.000900	3.922740	3.932760	3.852240	3.847380	3.874720	3.825750	3.870600	3.880840	3.899700	3.905640	4.179300	3.956440	3.829420	3.811020	3.885110	3.865740	3.922050	3.950260	3.865680	3.709870	3.852560	3.846630	3.785320	3.856510	3.802180	3.814020	3.902620	3.800830	3.889820	3.825450	3.742310	3.791670	3.910050	3.923780	3.811010	3.843620	3.880360	3.862440	3.780010	3.778580	3.674320	3.740060	3.711490	3.755330	3.746390	3.707180	3.659790	3.730350	3.746000	3.859430	3.833660	3.788820	3.848530	3.825820	3.773330	3.672290	3.718770	3.725200	3.622560	3.663720	3.632270	3.678480	4.022950	4.285250	4.184180	4.305470	4.359730	4.465550	4.520020	4.445730	4.402690	4.408210	4.360360	4.404890	4.481260	4.422340	4.392050	4.366230	4.115330	3.702660	3.868710	3.893120	3.959320	3.869550	3.894590	3.845780	3.914760	3.963460	3.920030	3.804780	3.969120	3.857970	3.752160	3.788420	3.728140	3.702410	3.720640	3.796820	3.751120	3.711450	3.718590	3.783030	3.781690	3.827400	3.818900	3.850370	3.795510	3.665810	3.725080	3.684880	3.696690
0.038600	-0.013280	-0.043150	-0.068280	0.001400	-0.045790	-0.035860	-0.067890	-0.060210	-0.003960	0.003570	-0.046880	-0.074670	-0.030400	0.028660	0.055620	0.040410	-0.088120	-0.000320	0.037960	0.044520	-0.041770	-0.001440	-0.096710	-0.078140	-0.066870	0.023350	-0.109880	-0.111000	-0.036370	-0.061700	-0.095010	-0.087990	-0.065530	-0.018580	-0.057100	-0.039260	0.001870	-0.033190	-0.108040	-0.096960	-0.079230	-0.090160	-0.108980	-0.050550	-0.037080	0.000650	-0.023240	-0.030800	-0.032060	-0.074760	-0.032500	0.009040	-0.010940	-0.026860	-0.021520	-0.045840	0.003570	0.001220	-0.074810	-0.044710	0.000440	0.011080	-0.027900	-0.056710	-0.025290	-0.019190	-0.004670	-0.045310	-0.104760	-0.356980	-0.249480	-0.045550	-0.015860	-0.065640	-0.098170	-0.055800	-0.023010	-0.034900	-0.002900	-0.020820	-0.089960	-0.016290	-0.010940	-0.020140	-0.055700	0.024170	-0.092330	-0.039450	-0.071960	-0.019940	-0.134080	-0.013980	0.009930	-0.022550	-0.032640	-0.014050	-0.048320	-0.015450	-0.016290	0.007440	-0.005280	-0.015020	-0.054780	-0.060970	-0.085300	-0.055690	-0.017350	-0.085890	-0.035610	-0.027510	-0.025180	-0.037630	-0.037370	-0.046790	-0.066840	-0.072450	-0.082660
-0.311920	-0.281420	-0.230380	-0.220510	-0.280020	-0.240390	-0.285020	-0.217170	-0.183530	-0.228010	-0.278000	-0.187370	-0.183580	-0.265530	-0.278480	-0.254020	-0.277450	-0.177780	-0.243730	-0.293130	-0.275470	-0.247920	-0.254440	-0.156200	-0.166630	-0.232250	-0.313150	-0.208040	-0.242680	-0.293510	-0.242900	-0.278360	-0.206900	-0.228320	-0.244630	-0.151100	-0.227340	-0.274930	-0.267470	-0.172340	-0.183750	-0.220830	-0.212000	-0.198990	-0.267730	-0.264370	-0.277860	-0.261850	-0.280470	-0.232350	-0.168420	-0.247320	-0.309270	-0.224760	-0.287190	-0.298570	-0.169030	-0.288900	-0.254600	-0.202210	-0.246750	-0.245150	-0.277700	-0.243970	-0.219300	-0.239840	-0.275370	-0.282610	-0.241110	-0.370710	-0.323590	-0.351780	-0.256620	-0.272570	-0.271220	-0.216810	-0.249370	-0.290390	-0.268960	-0.243870	-0.240610	-0.146700	-0.291850	-0.279670	-0.255520	-0.143980	-0.253540	-0.231190	-0.290330	-0.274220	-0.302650	-0.208470	-0.263210	-0.278430	-0.196750	-0.253730	-0.246200	-0.173900	-0.239460	-0.235760	-0.259190	-0.259130	-0.269640	-0.235760	-0.242730	-0.198940	-0.223760	-0.250480	-0.227240	-0.253220	-0.219750	-0.288710	-0.274190	-0.257510	-0.331240	-0.255750	-0.205110	-0.265230
-0.134890	-0.163460	-0.222530	-0.153920	-0.143180	-0.175010	-0.067960	-0.201110	-0.246010	-0.240960	-0.129020	-0.230440	-0.235480	-0.105120	-0.144380	-0.217080	-0.191640	-0.206360	-0.196850	-0.202240	-0.206860	-0.150000	-0.176110	-0.233100	-0.231210	-0.194200	-0.198750	-0.166250	-0.179470	-0.105830	-0.172520	-0.124690	-0.239310	-0.178830	-0.207870	-0.289850	-0.196260	-0.137460	-0.109800	-0.186940	-0.171140	-0.132430	-0.153680	-0.157270	-0.108040	-0.167460	-0.166170	-0.189250	-0.102920	-0.182900	-0.240110	-0.144680	-0.087110	-0.249920	-0.119560	-0.096530	-0.297110	-0.149850	-0.202210	-0.228200	-0.168280	-0.217460	-0.207670	-0.215940	-0.183280	-0.223770	-0.153130	-0.184210	-0.211590	-0.035300	0.055370	0.019680	-0.181660	-0.131710	-0.075300	-0.145240	-0.116800	-0.072600	-0.098110	-0.212880	-0.202880	-0.281730	-0.106800	-0.147890	-0.130640	-0.303380	-0.235180	-0.167430	-0.152050	-0.172650	-0.177530	-0.190310	-0.188630	-0.172410	-0.250730	-0.148230	-0.173850	-0.261670	-0.205720	-0.257430	-0.215200	-0.210230	-0.180140	-0.156030	-0.118940	-0.191480	-0.183310	-0.161480	-0.126160	-0.141240	-0.236460	-0.170050	-0.174820	-0.170590	-0.149390	-0.188940	-0.266980	-0.124770
-0.153360	-0.112560	-0.055770	-0.169160	-0.158020	-0.123640	-0.231210	-0.092950	-0.104810	-0.080380	-0.206650	-0.150180	-0.098030	-0.292170	-0.231480	-0.153630	-0.111220	-0.189700	-0.146980	-0.063280	-0.103720	-0.179620	-0.170640	-0.172940	-0.158730	-0.145830	-0.044080	-0.164000	-0.072630	-0.189650	-0.111600	-0.141780	-0.064880	-0.180410	-0.125260	-0.106750	-0.135990	-0.174250	-0.217420	-0.167790	-0.200990	-0.229140	-0.193610	-0.177950	-0.211320	-0.111020	-0.115510	-0.089650	-0.224780	-0.175640	-0.131520	-0.211030	-0.218420	-0.024400	-0.161270	-0.200760	-0.032700	-0.135960	-0.095810	-0.059770	-0.133640	-0.097270	-0.046020	-0.054190	-0.171600	-0.064230	-0.147320	-0.072080	-0.049090	-0.034580	-0.059090	-0.100250	-0.135700	-0.219610	-0.258280	-0.190270	-0.233850	-0.276150	-0.251240	-0.117540	-0.130370	-0.093820	-0.210600	-0.153580	-0.222060	-0.085460	-0.090480	-0.173360	-0.172340	-0.139260	-0.048860	-0.094400	-0.113720	-0.134400	-0.125160	-0.168200	-0.178860	-0.100870	-0.100020	-0.012630	-0.120290	-0.069970	-0.112370	-0.180980	-0.240670	-0.131930	-0.151540	-0.196240	-0.240210	-0.230760	-0.085880	-0.066090	-0.054870	-0.099200	-0.019290	-0.039440	0.003420	-0.141090
-0.096940	-0.086000	-0.184690	-0.105930	-0.062370	-0.150340	-0.104410	-0.125350	-0.052880	-0.075040	-0.044100	-0.022320	-0.094510	0.049400	-0.034900	-0.028250	-0.130400	-0.070200	-0.081410	-0.130500	-0.072760	-0.068360	-0.030880	0.003740	-0.039900	-0.011310	-0.118070	-0.084440	-0.151020	0.003970	-0.079590	-0.073570	-0.049590	0.077430	-0.041440	-0.045330	-0.073330	-0.072850	-0.023980	-0.047510	-0.006660	0.022520	-0.025340	-0.036580	-0.045250	-0.102840	-0.120120	-0.126020	-0.060360	-0.034420	-0.058400	-0.049460	-0.089860	-0.204800	-0.069090	-0.089700	-0.132610	-0.099730	-0.107460	-0.158640	-0.102800	-0.055590	-0.135760	-0.117980	0.019770	-0.099900	-0.079550	-0.134150	-0.185000	-0.274730	-0.234160	-0.175130	-0.101850	-0.019350	0.012060	-0.053000	0.011740	0.038280	0.010610	-0.022430	-0.038150	-0.033170	-0.012200	-0.064900	-0.043230	-0.059730	-0.084910	-0.019180	-0.048540	-0.032430	-0.151310	-0.131210	-0.077370	-0.062180	-0.000860	-0.106000	-0.043460	-0.091600	-0.159690	-0.186000	-0.068230	-0.132380	-0.095180	-0.078420	-0.045980	-0.127490	-0.061530	-0.045920	-0.061550	-0.063510	-0.130780	-0.127190	-0.209740	-0.140860	-0.154750	-0.165850	-0.155800	-0.096530
-0.109590	-0.163790	-0.084020	-0.056120	-0.124660	-0.062840	-0.013530	-0.192410	-0.245710	-0.269680	-0.131160	-0.215960	-0.187130	-0.226240	-0.142890	-0.194930	-0.101970	-0.114500	-0.156360	-0.147980	-0.178670	-0.089800	-0.210500	-0.237600	-0.186670	-0.257930	-0.166810	-0.135050	-0.085720	-0.204820	-0.202110	-0.085250	-0.172000	-0.296520	-0.154960	-0.191330	-0.085110	-0.072790	-0.083110	-0.103270	-0.087310	-0.159410	-0.130350	-0.103580	-0.056070	-0.169470	-0.106710	-0.122500	-0.105220	-0.163880	-0.172700	-0.139520	-0.058930	-0.058210	-0.213700	-0.098510	-0.157150	-0.033340	-0.138120	-0.072900	-0.138580	-0.192490	-0.151440	-0.144640	-0.262650	-0.238650	-0.133070	-0.159140	-0.062460	-0.111960	-0.227080	-0.260100	-0.184900	-0.167420	-0.137780	-0.005870	-0.098780	-0.118850	-0.072770	-0.169810	-0.115320	-0.168480	-0.094510	-0.086240	-0.050670	-0.172310	-0.216800	-0.240730	-0.231590	-0.315960	-0.206810	-0.198240	-0.223930	-0.168250	-0.289270	-0.139340	-0.158280	-0.163650	-0.066640	-0.101770	-0.189150	-0.149310	-0.200990	-0.133150	-0.158110	-0.121800	-0.219200	-0.215700	-0.165690	-0.158920	-0.153570	-0.233470	-0.089920	-0.146950	-0.247100	-0.171020	-0.195220	-0.083340
-0.133030	-0.068770	-0.200520	-0.185800	-0.073980	-0.196860	-0.195380	0.028900	0.013040	0.069490	-0.180320	-0.066670	-0.028830	-0.163930	-0.206920	-0.073800	-0.108620	-0.091860	-0.042920	-0.072130	-0.060410	-0.203240	-0.045880	-0.074410	-0.088140	-0.032400	-0.030340	-0.125250	-0.107290	-0.051670	0.037410	-0.122090	-0.029300	0.083850	-0.047820	-0.061300	-0.109160	-0.151400	-0.154900	-0.063870	-0.102380	-0.023070	-0.047940	-0.025170	-0.156380	0.008250	-0.143370	-0.095970	-0.193190	-0.182900	-0.140610	-0.195590	-0.198060	-0.127320	-0.001960	-0.158740	-0.005850	-0.150020	-0.059950	-0.125220	-0.085440	-0.032130	-0.034990	0.064940	0.004420	0.025860	-0.189870	-0.073350	-0.141020	-0.004130	0.099390	-0.016370	-0.052760	-0.015970	-0.046390	-0.156360	-0.134360	-0.142370	-0.200540	-0.049740	-0.063280	0.021020	-0.080010	-0.081740	-0.147860	-0.001310	-0.003190	-0.145220	-0.208530	-0.099800	-0.051700	-0.089900	-0.039410	-0.090230	0.054850	-0.037350	-0.168390	-0.038230	-0.166930	-0.108890	-0.106440	-0.095910	-0.057500	-0.186860	-0.126000	-0.091640	-0.029700	-0.038880	-0.104110	-0.142580	-0.137120	0.058770	-0.095680	-0.056030	0.015540	-0.013940	0.057370	-0.139460
-0.174370	-0.172240	-0.120190	-0.151370	-0.167870	-0.148220	-0.172940	-0.317480	-0.189880	-0.295200	-0.079000	-0.249270	-0.340510	-0.262860	-0.287110	-0.245450	-0.218430	-0.296170	-0.321130	-0.182030	-0.208510	-0.102720	-0.331260	-0.271330	-0.276730	-0.134490	-0.043040	-0.202720	-0.110810	-0.042120	-0.275450	0.016310	-0.044870	-0.106120	-0.079700	-0.204850	-0.098880	-0.149700	-0.064040	-0.186650	-0.112470	-0.190940	-0.178700	-0.191660	-0.062510	-0.258330	-0.149930	-0.161900	-0.196650	-0.104130	-0.168160	-0.171130	-0.195960	-0.203990	-0.283400	-0.197980	-0.289970	-0.066770	-0.223890	-0.130280	-0.229960	-0.121130	-0.152400	-0.221750	-0.177490	-0.246090	-0.082720	-0.193610	-0.111020	-0.117890	0.047250	-0.030570	-0.269010	-0.292890	-0.216730	-0.073290	-0.111560	-0.104470	-0.018230	-0.098770	-0.103180	-0.181900	-0.093130	-0.099070	-0.169050	-0.263160	-0.303200	-0.166760	-0.198170	-0.230730	-0.210340	-0.250640	-0.236860	-0.138220	-0.328180	-0.436420	-0.102020	-0.327610	-0.234110	-0.221730	-0.163810	-0.193960	-0.219430	-0.200850	-0.365110	-0.352490	-0.359800	-0.460440	-0.433950	-0.430540	-0.232330	-0.206480	-0.224560	-0.250960	-0.164120	-0.156410	-0.192410	-0.000840
-0.066720	-0.012810	-0.162030	-0.043170	0.032310	-0.114860	-0.037530	-0.063530	-0.157350	-0.096150	-0.187560	-0.028710	0.032450	-0.034450	0.015840	0.001700	-0.054120	0.083260	0.058840	-0.061660	0.005450	-0.042960	0.067700	-0.009710	-0.001830	-0.009860	-0.081690	-0.015820	0.057780	-0.085800	0.051900	0.017320	0.053130	0.009050	0.009780	-0.005600	0.046120	0.044370	0.005870	0.065760	0.071360	0.098060	0.087270	0.107450	0.031580	0.050350	-0.008580	0.021140	-0.007570	-0.127100	-0.096530	-0.098940	0.008460	-0.019290	-0.026190	-0.030430	0.052080	0.037570	0.002340	-0.011720	0.019960	-0.106450	-0.087390	0.061160	-0.039090	-0.083070	-0.126130	-0.076010	-0.078440	-0.161050	-0.287110	-0.208420	-0.008940	0.116030	0.149240	0.145220	0.128370	0.082620	-0.001940	0.015050	0.083770	0.105760	0.056910	0.032660	0.107670	0.083350	0.016790	-0.109920	-0.142590	-0.132630	-0.106620	-0.081930	-0.061280	-0.029660	0.040980	0.137040	-0.144250	0.041830	-0.051140	0.024430	-0.037480	-0.077060	-0.076090	-0.135030	-0.001420	0.022110	0.033250	0.080620	0.038700	0.011610	-0.130110	-0.160480	-0.072300	-0.102690	-0.141240	-0.134340	-0.054820	-0.106360
