2.870150	3.143380	3.342080	3.365890	3.335550	3.229380	3.256810	3.437490	3.278040	3.225950	3.266900	3.369040	3.330980	3.324140	3.281050	3.239760	3.255750	3.254410	3.246350	3.304040	3.319310	3.326650	3.395630	3.354750	3.332910	3.401000	3.364660	3.350310	3.320070	3.303560	3.324900	3.249840	3.341340	3.307050	3.332470	3.308760	3.305050	3.318870	3.418460	3.334720	3.377320	3.383870	3.313290	3.255380	3.358050	3.305530	3.265020	3.280880	3.288490	3.330580	3.387140	3.429280	3.332080	3.263780	3.326100	3.307690	3.287010	3.289500	3.280300	3.230060	3.342640	3.330970	3.263150	3.345660	3.347080	3.263210	3.299230	3.187240	3.308710	3.277790	3.265420	3.300940	3.326920	3.258010	3.219940	3.201660	3.314920	3.246210	3.233120	3.274920	3.823570	4.096280	4.158240	4.115950	4.316960	4.360290	4.472660	4.426490	4.527160	4.533660	4.524830	4.451830	4.464170	4.490570	4.520730	4.393930	4.442340	4.396440	4.427370	4.298130	4.314160	4.083950	4.093140	3.955960	3.968010	3.837790	3.738800	3.627290	3.458820	3.424420	3.504840	3.331240	3.273860	3.319720	3.257790	3.315680	3.382570	3.322180	3.234000	3.249130	3.217550	3.334640	3.245350	3.278700	3.346700	3.422460	3.357700	3.316220	3.343150	3.188360	3.240160	3.254950	3.310950	3.294830	3.336610	3.399210	3.423170	3.276470	3.318530	3.264110	3.313920	3.297080	3.260690	3.349220	3.350480	3.274150	3.312700	3.295240	3.284930	3.336680	3.312440	3.505850	3.401650	3.362440	3.323360	3.401070	3.321720	3.281370	3.284720	3.329790	3.248940
-0.046260	-0.019450	-0.054610	-0.089530	-0.049360	-0.031140	-0.007730	-0.081010	0.009030	-0.061690	0.017850	-0.048930	0.018340	-0.022680	-0.013450	-0.022710	-0.019180	-0.065990	-0.028140	-0.044450	0.001140	-0.044630	-0.057140	-0.062340	-0.007930	-0.050750	-0.065790	-0.064290	-0.068910	-0.009200	-0.035700	-0.009350	-0.094340	-0.006810	-0.014410	0.032510	0.023780	0.017660	-0.022920	-0.035000	-0.023490	-0.023660	-0.010980	-0.005520	-0.040890	-0.023830	0.025640	0.018330	0.039730	-0.025430	-0.039400	-0.082510	-0.037060	-0.027810	0.015830	-0.058660	-0.018520	-0.019060	-0.008500	-0.024760	-0.052180	-0.049140	-0.023230	-0.097850	-0.037790	0.010950	-0.060700	0.018190	-0.045890	-0.011410	-0.078070	-0.094160	-0.083710	-0.012860	-0.010820	0.006790	-0.063250	-0.028040	0.001680	-0.024240	-0.336830	-0.479800	-0.514210	-0.304390	-0.013420	-0.019820	-0.057880	0.028480	-0.071890	-0.078430	-0.066850	-0.005010	-0.019320	-0.032110	-0.069220	0.031360	-0.017760	-0.003060	-0.066940	-0.013680	-0.026860	0.058240	-0.003190	0.037870	-0.063290	-0.020690	0.038640	0.057440	0.019310	-0.068410	-0.072510	-0.059610	-0.043030	-0.025700	-0.016510	-0.044200	-0.095220	-0.087980	-0.002920	-0.011060	-0.058100	-0.040310	-0.028470	-0.028130	-0.067510	-0.070450	-0.049320	-0.026820	-0.115620	-0.019940	-0.016650	0.005520	0.013690	-0.043480	-0.080170	-0.093780	-0.030700	0.021840	-0.011690	-0.006520	-0.004770	-0.002400	0.010490	-0.044530	-0.080310	-0.048500	-0.079610	-0.064450	-0.041030	-0.058030	-0.020590	-0.029820	-0.087810	-0.055810	-0.070050	-0.089160	-0.059250	-0.060570	-0.066300	-0.099190	-0.015650
-0.216130	-0.228830	-0.167160	-0.208820	-0.170820	-0.300910	-0.269900	-0.228270	-0.288180	-0.230760	-0.277620	-0.234350	-0.252190	-0.238300	-0.246370	-0.288130	-0.284320	-0.286830	-0.310570	-0.242730	-0.312780	-0.236230	-0.214050	-0.233000	-0.245410	-0.235210	-0.222100	-0.181840	-0.202080	-0.296350	-0.244500	-0.258400	-0.211140	-0.261780	-0.279780	-0.260410	-0.253960	-0.272590	-0.232590	-0.228190	-0.242290	-0.221950	-0.272970	-0.202640	-0.244220	-0.236560	-0.283800	-0.275600	-0.297600	-0.225690	-0.314820	-0.250780	-0.286140	-0.255320	-0.300300	-0.250100	-0.259970	-0.270980	-0.233110	-0.272530	-0.280240	-0.237460	-0.266800	-0.252640	-0.232150	-0.251130	-0.251680	-0.227690	-0.298860	-0.267690	-0.278080	-0.221670	-0.273310	-0.295710	-0.279590	-0.288020	-0.255000	-0.269180	-0.245590	-0.254120	-0.327430	-0.324490	-0.314130	-0.305790	-0.319140	-0.250410	-0.174640	-0.325190	-0.188600	-0.127590	-0.137920	-0.193890	-0.216760	-0.210660	-0.170900	-0.246710	-0.237430	-0.296980	-0.165740	-0.158030	-0.220420	-0.245410	-0.241800	-0.228650	-0.140640	-0.235950	-0.288870	-0.284190	-0.267430	-0.163040	-0.205800	-0.203760	-0.296040	-0.278970	-0.254200	-0.304530	-0.208770	-0.244240	-0.281290	-0.282500	-0.261010	-0.234820	-0.257070	-0.250110	-0.247460	-0.178810	-0.269900	-0.324720	-0.236720	-0.280010	-0.312530	-0.270550	-0.260700	-0.272500	-0.223180	-0.251940	-0.275420	-0.268120	-0.273500	-0.275390	-0.232160	-0.268470	-0.259460	-0.307010	-0.282060	-0.282740	-0.281130	-0.202420	-0.265610	-0.305520	-0.286750	-0.208590	-0.224160	-0.272810	-0.249840	-0.180020	-0.256870	-0.252360	-0.232640	-0.198970	-0.317670
-0.254860	-0.228370	-0.293750	-0.223990	-0.322880	-0.138270	-0.179130	-0.163470	-0.138440	-0.238190	-0.167470	-0.168410	-0.195270	-0.193650	-0.216810	-0.153420	-0.185850	-0.139170	-0.140780	-0.245230	-0.107570	-0.206750	-0.177840	-0.159690	-0.235760	-0.203580	-0.193120	-0.278050	-0.249290	-0.163090	-0.185310	-0.215400	-0.188400	-0.173120	-0.152620	-0.205230	-0.206800	-0.177200	-0.151400	-0.214130	-0.161960	-0.207870	-0.172020	-0.309730	-0.189840	-0.207950	-0.179800	-0.182260	-0.159940	-0.237390	-0.109620	-0.163930	-0.147300	-0.181000	-0.134320	-0.153970	-0.155420	-0.123920	-0.217540	-0.212650	-0.127270	-0.218780	-0.188020	-0.153570	-0.194440	-0.202400	-0.163490	-0.286330	-0.080710	-0.171890	-0.131530	-0.211620	-0.095120	-0.165360	-0.184510	-0.190070	-0.172900	-0.170810	-0.253690	-0.189660	0.126140	0.107820	0.082560	-0.025320	-0.073970	-0.197650	-0.232550	-0.052780	-0.183150	-0.270330	-0.263510	-0.239850	-0.171500	-0.130260	-0.168710	-0.173940	-0.141740	-0.022990	-0.188180	-0.276770	-0.137500	-0.227160	-0.118560	-0.223580	-0.234540	-0.152000	-0.140850	-0.146730	-0.191170	-0.301140	-0.220190	-0.272730	-0.118950	-0.147560	-0.214300	-0.094790	-0.219560	-0.150660	-0.191280	-0.176540	-0.185400	-0.189090	-0.192810	-0.183660	-0.169000	-0.257340	-0.131210	-0.114470	-0.182730	-0.188050	-0.101140	-0.203550	-0.203300	-0.132750	-0.230360	-0.179610	-0.176520	-0.206350	-0.138160	-0.158790	-0.225310	-0.180800	-0.223370	-0.090260	-0.150060	-0.182190	-0.131120	-0.276910	-0.197170	-0.061280	-0.125370	-0.188740	-0.170500	-0.120350	-0.177450	-0.257330	-0.144040	-0.182500	-0.234980	-0.221920	-0.113040
-0.028430	-0.054720	-0.014680	-0.000420	0.050580	-0.049550	-0.065640	-0.087120	-0.134620	0.012150	-0.098930	-0.158260	-0.107360	-0.123860	-0.041960	-0.077520	-0.033410	-0.055280	-0.081190	0.009820	-0.156940	-0.082540	-0.193160	-0.166920	-0.071550	-0.127190	-0.137380	-0.012260	-0.008110	-0.069960	-0.096400	-0.039740	-0.083350	-0.128290	-0.102830	-0.118910	-0.113860	-0.098560	-0.207320	-0.046030	-0.130710	-0.105450	-0.051270	0.062920	-0.070630	-0.092510	-0.081910	-0.097000	-0.124760	-0.039790	-0.094230	-0.063460	-0.071810	-0.115420	-0.133250	-0.118820	-0.144030	-0.183930	-0.082660	0.005160	-0.104270	-0.053820	-0.061430	-0.089570	-0.083020	-0.111820	-0.098000	0.029000	-0.175470	-0.081760	-0.104730	0.001950	-0.162490	-0.059870	-0.052550	-0.037710	-0.058270	-0.055290	0.005750	-0.059410	-0.140650	0.032620	0.054980	-0.013270	-0.247160	-0.117160	-0.115400	-0.269200	-0.188430	-0.135370	-0.135380	-0.127180	-0.196620	-0.276740	-0.228000	-0.136050	-0.155400	-0.307440	-0.205070	-0.120570	-0.236560	-0.110010	-0.307890	-0.164050	-0.198970	-0.198250	-0.207490	-0.243640	-0.134700	-0.024280	-0.114490	0.004030	-0.127630	-0.136690	-0.047980	-0.181950	-0.056580	-0.128220	-0.022660	-0.046800	-0.067740	-0.092660	-0.064250	-0.094720	-0.103170	-0.064130	-0.180240	-0.102990	-0.024750	-0.037190	-0.139470	-0.065730	-0.067940	-0.135720	0.016870	-0.034920	-0.087520	-0.087270	-0.136050	-0.127240	-0.059850	-0.131700	-0.053640	-0.175450	-0.054780	-0.031970	-0.113580	0.029340	-0.047200	-0.197770	-0.147740	-0.182890	-0.089840	-0.117970	-0.077610	-0.008240	-0.119580	-0.054840	0.009230	-0.051520	-0.105880
-0.075240	-0.090600	-0.092630	-0.171900	-0.126540	-0.150560	-0.105700	-0.158220	-0.053100	-0.121260	-0.089290	-0.028660	-0.039130	-0.013160	-0.095050	-0.096430	-0.130850	-0.134470	-0.052020	-0.155570	-0.071480	-0.051580	0.040880	0.003360	-0.104180	-0.067270	-0.035060	-0.140510	-0.108720	-0.140900	-0.056840	-0.111960	-0.111440	-0.055640	-0.141940	-0.033510	-0.031240	-0.090930	0.027760	-0.139810	-0.093320	-0.081340	-0.169510	-0.170490	-0.155380	-0.040680	-0.075840	-0.075480	-0.045100	-0.132110	-0.167700	-0.147500	-0.127010	-0.036870	-0.113960	-0.095400	0.008290	0.002340	-0.038400	-0.138190	-0.111130	-0.057230	-0.080960	-0.128620	-0.095910	-0.005310	-0.106490	-0.088450	-0.056230	-0.094240	-0.093210	-0.172630	-0.017250	-0.074040	-0.082720	-0.096600	-0.149900	-0.123260	-0.150290	-0.099130	-0.266240	-0.351370	-0.352500	-0.227310	-0.038010	-0.041410	-0.059350	0.009890	0.000610	0.006840	0.002760	-0.017940	0.017890	0.099590	0.064500	-0.044330	-0.081420	0.025000	0.011870	0.004020	0.043460	-0.012510	0.102600	0.007440	0.045320	-0.046130	0.020890	0.063040	-0.041860	-0.072360	-0.042410	-0.111350	-0.089980	-0.061900	-0.108930	-0.045420	-0.115620	-0.030900	-0.162430	-0.130550	-0.086940	-0.072050	-0.065640	-0.056650	-0.038810	-0.033190	0.032120	-0.031180	-0.090530	-0.083890	-0.072110	-0.094470	-0.091010	-0.095320	-0.187160	-0.143580	-0.121960	-0.069190	-0.071460	-0.016870	-0.085350	-0.053450	-0.052440	-0.066450	-0.145310	-0.121680	-0.022470	-0.098170	-0.074730	-0.031660	-0.024040	-0.016680	-0.128920	-0.161980	-0.104900	-0.137660	-0.061910	-0.079310	-0.147200	-0.072440	-0.042840
-0.224200	-0.207600	-0.246560	-0.141830	-0.227080	-0.143650	-0.157190	-0.042380	-0.198610	-0.230460	-0.216890	-0.200970	-0.232990	-0.263860	-0.220880	-0.193460	-0.186050	-0.129140	-0.275430	-0.203300	-0.148260	-0.272040	-0.329680	-0.285100	-0.222010	-0.240680	-0.274890	-0.176980	-0.254720	-0.165850	-0.206230	-0.192980	-0.151360	-0.209760	-0.134310	-0.288720	-0.268510	-0.188450	-0.250140	-0.171150	-0.074530	-0.119820	-0.108650	-0.152980	-0.096480	-0.240060	-0.203160	-0.202970	-0.220410	-0.134600	-0.128650	-0.143900	-0.204640	-0.260750	-0.181170	-0.163160	-0.252020	-0.184750	-0.203350	-0.211770	-0.127030	-0.223370	-0.196200	-0.133640	-0.210740	-0.330860	-0.173020	-0.245840	-0.096800	-0.160070	-0.133120	-0.092920	-0.149310	-0.222330	-0.215380	-0.210580	-0.110670	-0.138960	-0.195620	-0.199470	-0.135110	-0.280620	-0.211780	-0.220830	-0.124870	-0.151770	-0.100280	-0.012590	-0.053450	-0.097940	-0.096060	-0.093230	-0.073400	-0.112210	-0.108760	-0.072770	0.010440	-0.022940	-0.039960	-0.099010	-0.013710	-0.111260	-0.072530	-0.106970	-0.129880	-0.099830	-0.163740	-0.181220	-0.231740	-0.227280	-0.192190	-0.234830	-0.176830	-0.216830	-0.214630	-0.202600	-0.155560	-0.249080	-0.124820	-0.158000	-0.182840	-0.149640	-0.242490	-0.236050	-0.207920	-0.227610	-0.318070	-0.295460	-0.188090	-0.182360	-0.177300	-0.223980	-0.182200	-0.161090	-0.125400	-0.189240	-0.188250	-0.259010	-0.144600	-0.231790	-0.215360	-0.187570	-0.292120	-0.177520	-0.177070	-0.223800	-0.230720	-0.228530	-0.212970	-0.145150	-0.242710	-0.221720	-0.179930	-0.051070	-0.232880	-0.198970	-0.236920	-0.181710	-0.197710	-0.203090	-0.266540
-0.051340	-0.089270	0.031200	-0.015480	-0.000320	-0.086780	-0.064580	-0.226040	-0.077680	-0.020380	-0.014250	-0.215790	-0.030820	-0.084040	-0.034400	-0.098740	-0.024540	-0.124150	-0.033680	-0.090670	-0.217720	-0.044010	-0.025830	-0.056630	-0.149980	-0.195240	-0.149240	-0.154910	0.052900	-0.086410	-0.113070	-0.127930	-0.147350	-0.163810	-0.139970	0.004740	-0.042320	-0.084460	-0.062130	-0.001190	-0.223730	-0.163090	-0.076190	-0.044570	-0.156610	-0.057320	-0.044450	-0.101750	-0.088390	-0.134710	-0.134570	-0.184270	-0.069720	-0.057850	-0.040770	-0.138620	-0.032450	-0.124780	-0.071780	-0.069130	-0.097380	-0.028990	-0.092070	-0.230650	0.016160	0.066710	-0.074870	0.052960	-0.147940	0.005090	-0.186780	-0.054260	-0.131860	0.005020	0.022930	-0.063110	-0.178720	-0.108660	-0.068610	-0.021940	0.031940	0.192830	-0.054950	-0.144970	-0.261330	-0.207060	-0.053540	-0.217780	-0.115040	-0.030680	-0.043990	-0.012820	-0.086300	-0.087920	-0.063850	-0.004360	-0.061880	-0.115170	-0.139630	-0.067540	-0.175030	-0.055660	-0.227550	-0.110570	-0.209960	-0.153220	-0.210720	-0.272690	-0.105870	-0.088240	-0.215870	-0.035740	-0.128050	-0.133690	-0.073240	-0.153840	-0.214620	-0.104090	-0.156000	-0.098660	-0.101330	-0.153980	-0.007090	-0.009550	-0.103930	-0.010390	0.015940	-0.036890	-0.098420	-0.122280	-0.122660	-0.090900	-0.120510	-0.151520	-0.098210	-0.125260	-0.113960	-0.062630	-0.154550	-0.047990	0.004520	-0.168940	-0.003050	-0.185450	-0.177820	-0.119840	-0.171140	-0.062920	-0.041640	-0.184890	-0.043550	-0.078150	-0.026540	-0.192920	-0.013270	-0.008030	0.013670	-0.034220	-0.075580	-0.076630	0.045130
-0.162190	-0.129800	-0.271080	-0.191700	-0.122730	-0.066390	-0.133860	-0.088200	-0.228650	-0.171990	-0.307740	-0.106150	-0.274310	-0.137400	-0.211330	-0.114260	-0.161820	0.034820	-0.147980	-0.179400	-0.116860	-0.287170	-0.310030	-0.205910	-0.270760	-0.146020	-0.110710	-0.091810	-0.272110	-0.272010	-0.109160	-0.105180	-0.133560	-0.089430	-0.330360	-0.376070	-0.285000	-0.241670	-0.275930	-0.361640	-0.017040	0.008110	-0.244530	-0.125990	-0.134980	-0.150520	-0.189720	-0.237500	-0.223320	-0.130700	-0.202390	-0.025290	-0.169310	-0.140400	-0.450940	-0.144030	-0.141030	-0.074660	-0.059500	-0.082170	-0.125700	-0.118900	-0.108300	-0.160210	-0.378390	-0.326050	-0.225400	-0.130030	-0.022700	-0.209280	-0.007940	-0.170690	-0.014550	-0.148590	-0.150710	-0.084800	-0.009700	-0.001090	-0.142560	-0.144110	-0.110610	-0.171320	0.105670	0.021450	-0.255810	-0.195010	-0.335030	-0.047530	-0.120930	-0.182860	-0.158860	-0.219480	-0.119420	-0.132660	-0.135640	-0.241450	-0.196860	-0.150850	-0.111870	-0.145420	-0.046530	-0.166340	-0.034040	-0.133570	-0.171720	-0.336730	-0.159770	-0.132580	-0.294260	-0.256140	-0.226050	-0.221140	-0.227240	-0.182080	-0.169090	-0.197400	-0.011070	-0.109050	-0.065860	-0.196250	-0.047590	-0.085740	-0.184600	-0.215970	-0.058350	-0.107620	-0.215310	-0.104150	0.018610	0.018610	-0.134200	-0.237710	-0.136350	-0.210880	-0.147670	-0.119850	-0.224100	-0.266030	-0.112450	-0.082540	-0.269610	-0.077430	-0.203130	-0.250950	-0.122610	-0.182810	0.023000	-0.090150	-0.097770	-0.074830	-0.143700	-0.322740	-0.372140	-0.162910	-0.286900	-0.290220	-0.278420	-0.092340	-0.211490	-0.135290	-0.234520
0.023940	-0.190820	-0.025330	-0.020830	-0.139750	-0.166390	-0.087070	-0.118100	-0.042340	-0.053300	-0.074380	-0.229010	-0.003310	-0.147520	-0.087570	-0.156330	-0.080860	-0.219540	-0.145180	-0.093370	-0.141440	-0.080950	-0.077580	-0.134650	-0.173570	-0.312940	-0.351690	-0.241450	-0.045670	-0.034390	-0.131830	-0.157400	-0.124210	-0.274400	-0.003690	-0.019410	-0.095870	-0.080710	-0.047280	0.062650	-0.181500	-0.210050	-0.015640	-0.106850	-0.131750	-0.108610	-0.038910	-0.070770	-0.074270	-0.084250	-0.096040	-0.280260	-0.211980	-0.162250	0.068880	-0.153800	-0.084600	-0.092780	-0.127900	-0.185030	-0.017660	0.026130	-0.055950	-0.060330	0.050100	-0.042280	0.016540	-0.096700	-0.043320	0.032530	-0.103830	0.136180	-0.012040	-0.015770	-0.038030	-0.140190	-0.186090	-0.229960	-0.207880	-0.133020	-0.281760	-0.232610	-0.338760	-0.307570	-0.004750	0.065360	0.244280	0.093450	0.187100	0.205060	0.173060	0.223100	0.142740	0.153300	0.119590	0.151470	0.148610	0.115730	0.150740	0.188310	0.176010	0.165250	0.139850	0.132470	0.103640	0.101890	0.004430	-0.050220	-0.090280	0.021390	-0.006440	-0.064110	-0.015280	-0.113620	-0.154500	-0.034010	-0.181800	-0.130240	-0.193380	0.008680	-0.059060	-0.032800	-0.058620	-0.085140	-0.074460	-0.040060	-0.041380	-0.089610	-0.062130	-0.108290	-0.103780	-0.042280	-0.115900	-0.103090	-0.054450	-0.107930	-0.067170	-0.126570	-0.123590	-0.127630	0.024890	-0.157470	-0.117050	-0.048590	-0.117740	-0.092520	-0.123850	-0.089360	-0.026500	-0.079490	-0.119600	-0.058220	0.019260	-0.044130	-0.027560	-0.026370	-0.048080	-0.048590	-0.024640	0.009690	-0.026770
