1.793740	1.793740	1.975680	2.091940	2.377950	2.506470	2.455910	2.451040	2.495720	2.483800	2.427390	2.451750	2.486400	2.461090	2.499970	2.465440	2.500440	2.408120	2.466750	2.480090	2.539830	2.539350	2.488190	2.474050	2.498990	2.476970	2.412030	2.507650	2.466880	2.521010	2.492100	2.495540	2.473780	2.512420	2.509800	2.472400	2.437760	2.419870	2.444190	2.536060	2.460940	2.478810	2.426300	2.471210	2.450640	2.425020	2.426670	2.464520	2.465940	2.421160	2.420190	2.495170	2.478260	2.502880	2.506320	2.465700	2.436980	2.410000	2.402380	2.505940	2.481630	2.466180	2.461930	2.416390	2.432930	2.417900	2.470700	2.392150	2.453210	2.420530	2.375590	2.481540	2.485380	2.403630	2.423190	2.534100	2.531320	2.501400	2.467870	2.467580	2.414550	2.461940	2.467620	2.497320	2.443690	2.496640	2.409020	2.502560	2.536250	2.585450	2.586640	2.844000	2.921240	3.341980	3.385090	3.456570	3.575460	3.633350	3.642140	3.634170	3.639030	3.624540	3.634460	3.579440	3.450480	3.556900	3.507770	3.436240	3.379720	3.078000	2.879980	2.683060	2.667370	2.650360	2.631540	2.598090	2.622040	2.583610	2.565780	2.578690	2.584250	2.535850	2.500120	2.510310	2.565440	2.439020	2.487440	2.463480	2.539550	2.460850	2.509860	3.574530	3.839040	3.173780	2.771220	2.533500	2.485740	2.452210	2.503740	2.473260	2.461580	2.446690	2.470870
0.151730	0.151730	-0.010840	-0.080260	0.026070	-0.042190	-0.027630	-0.010640	-0.014680	-0.042280	0.000870	-0.016090	-0.027730	-0.007040	0.010770	-0.016580	-0.081270	0.036110	-0.045920	0.012160	-0.039560	-0.025770	-0.011840	0.001100	-0.028170	-0.044480	0.023790	-0.056740	0.003760	-0.049500	-0.001860	-0.028870	0.004650	-0.070280	-0.055610	-0.003370	0.014740	-0.007980	-0.013090	-0.054670	-0.011930	0.011060	0.007110	-0.009530	-0.026440	0.016280	0.038510	0.000860	-0.024330	-0.017940	-0.020230	-0.070050	-0.031580	-0.035010	-0.049390	-0.021050	-0.015950	0.010250	0.022220	-0.028470	-0.037270	-0.012830	-0.046950	-0.025170	0.011270	0.002540	-0.032870	0.029700	-0.037550	0.005990	0.017450	-0.042320	-0.039540	-0.015850	-0.028080	-0.080940	-0.056010	-0.022060	-0.045660	-0.047460	0.007020	-0.034700	-0.020680	-0.024750	-0.016610	-0.010940	0.015760	-0.007740	-0.055830	-0.102090	-0.078740	-0.211120	-0.123350	-0.039250	0.001600	0.019840	0.031750	-0.000520	-0.042790	-0.012790	-0.019420	-0.014870	-0.036000	-0.058700	0.043810	-0.040900	-0.007460	-0.001270	-0.032620	-0.053410	-0.036910	0.006210	0.034360	0.023310	-0.020640	-0.021800	-0.038820	-0.045900	-0.025230	-0.036450	-0.040600	-0.074900	-0.042800	-0.023560	-0.060720	0.033770	-0.001730	-0.011720	-0.058180	0.002620	-0.025380	0.077860	-0.020850	-0.012810	-0.047190	-0.003080	-0.021010	0.013570	-0.048410	-0.026370	0.005750	-0.050240	-0.011860
-0.521740	-0.521740	-0.309640	-0.252410	-0.232560	-0.170750	-0.247280	-0.203870	-0.185480	-0.232980	-0.219780	-0.217730	-0.227000	-0.183920	-0.216410	-0.242860	-0.183360	-0.257840	-0.198820	-0.218710	-0.232620	-0.212740	-0.242850	-0.213690	-0.192820	-0.234600	-0.224760	-0.150520	-0.253440	-0.172940	-0.213720	-0.224610	-0.219300	-0.140270	-0.146260	-0.240160	-0.190990	-0.250020	-0.204880	-0.160870	-0.232160	-0.256530	-0.247630	-0.263070	-0.188750	-0.289550	-0.240110	-0.229850	-0.232150	-0.201080	-0.202430	-0.190460	-0.184630	-0.216850	-0.198320	-0.227680	-0.204000	-0.213370	-0.263670	-0.219560	-0.172170	-0.212760	-0.185560	-0.239870	-0.205390	-0.223890	-0.164350	-0.254770	-0.240250	-0.257380	-0.237810	-0.196710	-0.248930	-0.250640	-0.276300	-0.146130	-0.182260	-0.240210	-0.168140	-0.170170	-0.240290	-0.242840	-0.200120	-0.217630	-0.194380	-0.267000	-0.244240	-0.248200	-0.209030	-0.160910	-0.242660	-0.179680	-0.221180	-0.102300	-0.174310	-0.187330	-0.176880	-0.182400	-0.173770	-0.191850	-0.179380	-0.177810	-0.176790	-0.098990	-0.196790	-0.112960	-0.161350	-0.148080	-0.142570	-0.128940	-0.163740	-0.182500	-0.218130	-0.189750	-0.213350	-0.212880	-0.269630	-0.271240	-0.219930	-0.222970	-0.191530	-0.196730	-0.164200	-0.292840	-0.192130	-0.243620	-0.223120	-0.223180	-0.210960	-0.269730	-0.178330	-0.363090	-0.273130	-0.169360	-0.122780	-0.240480	-0.163800	-0.218100	-0.128310	-0.236310	-0.227620	-0.177180	-0.236770
0.138370	0.138370	-0.081420	-0.107750	-0.178090	-0.213750	-0.087490	-0.167830	-0.194440	-0.097510	-0.162880	-0.186820	-0.119510	-0.224780	-0.142630	-0.109160	-0.130820	-0.138270	-0.160910	-0.169080	-0.104910	-0.121150	-0.115860	-0.177190	-0.196870	-0.087920	-0.172710	-0.234180	-0.101610	-0.178580	-0.150550	-0.114260	-0.182240	-0.239600	-0.234140	-0.116510	-0.248410	-0.134380	-0.169450	-0.198470	-0.123360	-0.101980	-0.141920	-0.063930	-0.194110	-0.049430	-0.178640	-0.152940	-0.102820	-0.218480	-0.214210	-0.151200	-0.185980	-0.102420	-0.141520	-0.161530	-0.181850	-0.202580	-0.131990	-0.122580	-0.240060	-0.142530	-0.195360	-0.139020	-0.216640	-0.155860	-0.208760	-0.130390	-0.084670	-0.105510	-0.161420	-0.147560	-0.063140	-0.089250	-0.052590	-0.176320	-0.141140	-0.093200	-0.199680	-0.188000	-0.141170	-0.077780	-0.191850	-0.131490	-0.189370	-0.056150	-0.168120	-0.084310	-0.123740	-0.135890	-0.094310	-0.113970	-0.108290	-0.245210	-0.176680	-0.157780	-0.164860	-0.117270	-0.107430	-0.117380	-0.121890	-0.128320	-0.103390	-0.192200	-0.148690	-0.220400	-0.135510	-0.180510	-0.178910	-0.194750	-0.170430	-0.170160	-0.134400	-0.226920	-0.137200	-0.166500	-0.047540	-0.060730	-0.164270	-0.158390	-0.211250	-0.193080	-0.260090	-0.048830	-0.177740	-0.181260	-0.165210	-0.187780	-0.123030	-0.059260	-0.211500	-0.005430	-0.065420	-0.224250	-0.224660	-0.093020	-0.232430	-0.184550	-0.269630	-0.082510	-0.142870	-0.193040	-0.110220
-0.184830	-0.184830	0.013240	0.003790	-0.041240	-0.017350	-0.110060	-0.072930	-0.063900	-0.131510	-0.064850	-0.013150	-0.078810	0.005400	-0.112280	-0.087370	-0.107830	-0.051480	-0.068070	-0.044960	-0.127670	-0.126380	-0.072520	-0.047200	-0.003530	-0.134240	-0.054090	-0.019900	-0.112460	-0.087100	-0.099950	-0.119620	-0.049370	-0.017620	-0.018500	-0.103380	0.066680	-0.050190	-0.074240	-0.063260	-0.092630	-0.094930	-0.034850	-0.177160	-0.021100	-0.152960	-0.038020	-0.079720	-0.129160	0.039580	0.050590	-0.065110	-0.058390	-0.131240	-0.088110	-0.033510	-0.047150	0.019560	-0.060570	-0.107410	0.010660	-0.129890	0.001740	-0.031590	0.032520	-0.064850	-0.048790	-0.081560	-0.128430	-0.100710	-0.043700	-0.088630	-0.142200	-0.154650	-0.146370	-0.091700	-0.107450	-0.128070	-0.046010	-0.049710	-0.064280	-0.144170	-0.002340	-0.085060	-0.022630	-0.154640	-0.004850	-0.137570	-0.099960	-0.115740	-0.048010	0.025670	-0.042190	-0.135810	-0.145320	-0.176350	-0.178500	-0.224150	-0.222780	-0.195980	-0.207150	-0.202670	-0.234730	-0.202650	-0.196460	-0.109440	-0.241170	-0.193510	-0.155820	-0.154980	-0.133430	-0.161610	-0.175710	-0.008980	-0.141420	-0.071160	-0.171650	-0.149980	-0.053240	-0.042070	0.025990	-0.006170	0.047750	-0.148340	-0.033540	-0.010200	-0.051970	0.030340	-0.082340	-0.153180	-0.033770	-0.176330	-0.139100	-0.015050	-0.061150	-0.142010	-0.000250	-0.030010	0.001510	-0.174350	-0.078140	-0.039480	-0.107170
-0.109700	-0.109700	-0.264440	-0.203870	-0.072090	-0.093870	-0.087290	-0.020730	-0.028630	-0.033680	-0.031960	-0.086400	-0.114450	-0.130410	-0.056110	-0.131810	-0.053010	-0.117670	-0.049470	-0.098950	-0.035400	-0.049150	-0.147550	-0.066340	-0.136420	-0.060650	-0.050920	-0.056440	-0.056280	-0.011930	-0.033530	-0.064330	-0.060390	-0.056520	-0.094230	-0.068560	-0.190190	-0.106010	-0.038280	-0.052630	-0.078910	-0.101940	-0.141840	-0.011510	-0.109590	-0.073910	-0.075520	-0.042090	-0.062170	-0.152920	-0.198540	-0.075120	-0.040540	-0.074580	-0.077440	-0.103920	-0.046810	-0.157340	-0.097210	-0.070140	-0.089320	0.016290	-0.130570	-0.119170	-0.164710	-0.065680	-0.055740	-0.067170	-0.040030	-0.040900	-0.089400	-0.064380	-0.080040	0.029650	-0.044560	-0.059830	-0.055930	-0.073140	-0.063060	-0.075700	-0.077020	-0.039990	-0.150750	-0.111350	-0.120290	-0.054960	-0.146560	-0.071690	-0.090120	-0.063810	-0.118320	-0.211020	-0.094440	-0.014530	-0.002860	0.015050	-0.004420	0.019770	0.026530	0.005000	0.018330	0.018300	0.041260	0.074210	0.065900	-0.021690	0.050380	0.025720	-0.057430	-0.003640	-0.053930	0.040820	-0.001790	-0.129070	0.004720	-0.056510	0.004480	-0.000400	-0.026910	-0.051180	-0.129340	-0.055220	-0.088450	0.005350	-0.090370	-0.094910	-0.069380	-0.188660	-0.107640	-0.043170	-0.059280	-0.036350	-0.009260	-0.118550	-0.104910	-0.054690	-0.110460	-0.092750	-0.051230	0.012650	-0.087910	-0.087210	-0.089620
-0.105570	-0.105570	0.011890	-0.053710	-0.136680	-0.153370	-0.072370	-0.208670	-0.205610	-0.134920	-0.212270	-0.172320	-0.008900	-0.072090	-0.091380	0.001330	-0.118570	-0.076750	-0.151030	-0.100440	-0.113770	-0.024400	0.046520	-0.143590	-0.064310	-0.095080	-0.132480	-0.195450	-0.070590	-0.162120	-0.191650	-0.087500	-0.164000	-0.188650	-0.144280	-0.048760	-0.079730	-0.137580	-0.201330	-0.137740	-0.079170	-0.002040	-0.037600	-0.118110	-0.117260	-0.064700	-0.117990	-0.132630	-0.091790	-0.052540	-0.054170	-0.090980	-0.211760	-0.016390	-0.106670	-0.111110	-0.205160	-0.100610	-0.073270	-0.100010	-0.158290	-0.154820	-0.159290	-0.085790	-0.060930	-0.139890	-0.137830	-0.153070	-0.130880	-0.132790	-0.142970	-0.109900	-0.017690	-0.231860	-0.083740	-0.123880	-0.105790	-0.041510	-0.125930	-0.116020	-0.090940	-0.073060	-0.054420	-0.027180	-0.144890	-0.040160	-0.070310	-0.057340	-0.013890	-0.080060	-0.156800	-0.096080	-0.268440	-0.163300	-0.121970	-0.116670	-0.069940	-0.026030	-0.005030	0.002250	-0.002020	-0.005150	-0.004400	-0.056410	-0.128890	-0.100180	-0.061940	-0.109370	-0.064680	-0.105640	-0.072820	-0.202510	-0.134630	-0.075220	-0.146700	-0.123810	-0.102460	-0.135930	-0.163620	-0.143420	-0.118480	-0.188630	-0.158990	-0.123860	-0.113540	-0.096630	-0.126360	-0.054140	0.008740	-0.077590	-0.137300	-0.079590	-0.080950	-0.105980	-0.066290	-0.070560	-0.152000	-0.135680	-0.208710	-0.156630	-0.131700	-0.147790	-0.059660
-0.055670	-0.055670	-0.137200	-0.084740	-0.018510	0.000350	-0.099240	0.073780	0.078470	-0.103980	0.076340	0.039070	-0.137460	-0.098310	-0.099340	-0.179700	-0.047880	-0.051040	-0.032050	0.012330	-0.021490	-0.152680	-0.238800	-0.004050	-0.005770	-0.116320	-0.021270	0.025190	-0.135170	0.010870	0.032200	-0.103250	-0.026510	0.046730	-0.018460	-0.125260	0.015320	-0.023840	0.050520	-0.025540	-0.069710	-0.142840	-0.095290	-0.092820	0.000430	-0.145890	-0.058340	-0.049850	-0.123400	0.037140	-0.045370	-0.047510	0.060850	-0.206270	-0.065840	-0.043460	0.079780	-0.050450	-0.144450	-0.013650	-0.053030	-0.042150	0.058300	-0.078560	-0.053460	-0.027280	-0.044040	0.002970	0.020050	-0.025660	0.023730	-0.022530	-0.138740	0.072460	-0.077900	-0.068040	-0.065980	-0.130400	-0.040110	-0.007270	-0.047220	-0.110740	-0.078730	-0.146630	0.050760	-0.128060	-0.050930	-0.147850	-0.183500	-0.066770	0.109190	0.076630	0.076850	-0.069000	-0.109900	-0.100880	-0.112350	-0.145920	-0.126030	-0.116890	-0.132400	-0.132420	-0.145260	-0.137960	-0.084080	0.018040	-0.190630	-0.121740	-0.095200	-0.114900	-0.126620	-0.057110	-0.095350	-0.042920	-0.152760	-0.168010	-0.157360	-0.149460	0.025650	-0.036760	0.000760	-0.030280	0.077930	-0.121610	-0.046560	-0.064720	-0.010320	-0.070390	-0.157540	-0.108430	-0.022520	-0.177150	-0.009890	-0.008440	-0.074670	-0.113260	0.042760	-0.047040	0.043240	-0.065680	-0.026350	-0.042700	-0.077670
-0.142520	-0.142520	-0.078550	-0.052940	-0.090410	-0.179680	-0.101670	-0.209550	-0.196990	-0.104130	-0.204600	-0.219540	-0.015830	-0.061950	-0.180690	-0.041710	-0.147780	-0.145350	-0.074420	-0.190710	-0.112010	0.015750	0.021350	-0.131780	-0.160690	-0.109080	-0.027770	-0.170800	-0.053710	-0.111200	-0.265450	-0.095060	-0.144250	-0.181490	-0.187490	-0.024890	-0.215700	-0.150120	-0.207080	-0.139240	-0.112490	-0.039730	-0.063870	-0.094860	-0.171730	-0.075210	-0.061530	-0.078740	-0.098980	-0.134360	-0.113290	-0.087800	-0.213030	0.019340	-0.171690	-0.167860	-0.229810	-0.127720	-0.024740	-0.213080	-0.096650	-0.017340	-0.288160	-0.062530	-0.107470	-0.103680	-0.090020	-0.186740	-0.194430	-0.084210	-0.192510	-0.136070	-0.042190	-0.189870	-0.036310	-0.152250	-0.164450	-0.071280	-0.130900	-0.167570	-0.021680	-0.048660	-0.117480	-0.112110	-0.305800	-0.052400	-0.126020	-0.076200	0.034100	-0.151310	-0.189880	-0.081560	-0.175720	-0.388570	-0.167720	-0.205720	-0.237310	-0.160960	-0.093610	-0.097270	-0.092060	-0.094200	-0.068090	-0.096140	-0.125630	-0.282350	-0.155530	-0.256030	-0.382040	-0.207810	-0.231930	-0.182900	-0.231410	-0.228950	-0.071870	-0.051290	-0.000600	-0.006090	-0.111670	-0.051390	-0.218240	-0.121390	-0.136190	-0.052230	-0.173460	-0.076140	-0.139870	-0.148760	0.030540	-0.066440	-0.136970	0.003530	-0.045460	-0.219720	-0.292090	-0.105210	-0.209310	-0.104210	-0.151000	-0.101170	-0.187670	-0.132720	-0.111750
-0.079620	-0.079620	-0.096090	-0.103220	-0.044530	0.003170	0.008120	0.056350	0.033550	-0.019540	0.004190	0.091670	-0.043290	-0.066340	0.082520	-0.010590	0.038510	0.011120	-0.048290	0.045250	0.061290	-0.004240	-0.050710	0.005800	0.086550	0.001260	-0.095610	0.028440	0.022020	0.035680	0.064370	-0.022440	-0.023480	0.042120	0.028500	0.001530	0.040020	-0.039670	0.037000	0.026590	0.040580	0.018800	-0.036620	0.033780	0.004970	-0.065930	-0.041300	0.018410	-0.050810	0.080420	-0.050200	0.037130	-0.015520	-0.084800	0.020600	0.055200	0.067810	-0.091800	-0.074990	0.140510	-0.046410	-0.061240	0.064100	-0.056870	-0.050510	-0.019360	-0.018350	0.015000	0.106600	-0.048920	0.029900	0.025560	0.003920	0.035010	-0.020390	-0.004850	0.027030	0.023940	0.039940	0.069540	-0.088000	0.012730	-0.011430	0.031980	0.074260	0.020160	0.005010	-0.020270	-0.057880	0.062170	0.000710	-0.098910	-0.155990	0.055200	0.035350	0.080160	0.097870	0.124390	0.153540	0.162830	0.157230	0.159190	0.144760	0.178970	0.054110	0.158640	0.095600	0.092350	0.145110	0.108130	0.096550	-0.029470	0.026500	0.110760	-0.011140	-0.042480	0.004940	0.010050	0.112710	-0.004310	0.117440	0.061720	0.080350	0.079780	0.125160	0.025010	0.061080	0.000140	-0.007600	-0.037660	0.064230	-0.093400	0.083090	0.046350	0.113620	0.002930	-0.023800	-0.110520	-0.015490	0.020240	-0.066900	-0.032630	0.006360
