2.206870	2.206850	2.206950	2.208780	2.439590	2.490120	2.479420	2.493250	2.537540	2.549260	2.629850	2.722870	2.867400	2.856050	2.809490	2.934640	2.846370	2.756730	2.875200	2.710290	2.782170	2.733160	2.787520	2.779600	2.823340	2.814090	2.771380	2.875630	2.802930	2.761620	2.827970	2.940180	2.837570	2.773970	2.847060	2.827030	2.799060	2.788050	2.842110	2.861940	2.858230	2.794130	2.862640	2.778800	2.803490	2.785050	2.793700	2.780270	2.801600	2.915660	2.906950	2.948660	2.853950	2.920320	2.890960	2.857600	2.799020	2.781570	2.840970	2.739790	2.796370	2.786030	2.832330	2.776540	2.793700	2.812840	2.873270	2.866070	2.868890	2.857240	2.908740	2.761460	2.889370	2.815490	2.838600	2.936560	2.811140	2.908890	2.877880	2.797650	2.819000	2.831100	2.760630	2.855430	2.796380	2.848370	2.936260	2.803500	2.856740	3.101310	3.864250	4.077620	4.312810	4.420370	4.287810	4.290570	4.318670	4.252040	4.161790	3.909330	3.365920	3.491490	3.441670	3.274620	3.169780	3.058530	3.026480	2.863110	2.851930	2.882860	2.834410	2.801460	2.831600	2.900220	2.837850	2.800250	2.863080	2.807160	2.875450	2.897660	2.835480	2.811100	2.843880	2.801980	2.706620	2.874490	2.790210	2.755830	2.813340	2.733440	2.739760	2.929350	2.855310
0.192390	0.192380	0.192420	0.195160	-0.012140	-0.020190	-0.011030	-0.013960	-0.062760	-0.035320	-0.018830	-0.020910	-0.124020	-0.038420	-0.116530	-0.135080	-0.075650	-0.011410	-0.067420	0.010480	0.000230	0.006690	-0.024350	-0.015770	-0.045690	-0.057480	0.001900	-0.092890	-0.057520	-0.031290	-0.070190	-0.113790	-0.048930	-0.004980	-0.059590	-0.012940	-0.032460	-0.060900	-0.027710	-0.039840	-0.053600	0.002500	-0.081610	-0.007520	-0.026890	-0.015830	-0.056420	0.018210	-0.036110	-0.122700	-0.041010	-0.124500	-0.057620	-0.080000	-0.098230	-0.076220	-0.022130	-0.000400	-0.069900	0.003580	0.001220	-0.014410	-0.019780	-0.035460	-0.030300	-0.039270	-0.088000	-0.103590	-0.092820	-0.066900	-0.099110	-0.035410	-0.077530	-0.020760	-0.043000	-0.123270	-0.025170	-0.095470	-0.071540	-0.030330	-0.055110	-0.073270	-0.016800	-0.043820	-0.078720	-0.078810	-0.153780	-0.031460	-0.074850	-0.032020	-0.112800	-0.036900	-0.096840	-0.044740	0.030310	-0.054790	-0.064050	-0.009510	-0.016330	-0.022360	0.121070	0.019520	-0.050150	-0.030620	-0.067260	-0.058300	-0.093770	-0.006590	0.010820	-0.084680	0.000800	-0.063680	-0.080050	-0.104700	-0.075280	-0.040770	-0.064990	-0.021590	-0.083690	-0.109980	-0.060820	-0.059580	-0.102860	-0.062460	0.033560	-0.086320	0.004260	0.029160	-0.045630	0.013640	-0.011070	-0.107180	-0.035640
-0.633860	-0.633860	-0.633930	-0.636790	-0.390340	-0.338580	-0.377420	-0.380370	-0.310700	-0.383660	-0.352650	-0.353380	-0.256840	-0.317710	-0.296820	-0.236720	-0.236730	-0.308710	-0.233230	-0.328920	-0.312260	-0.334230	-0.319480	-0.318610	-0.300690	-0.270090	-0.350070	-0.218060	-0.244590	-0.305750	-0.298710	-0.237770	-0.285040	-0.305060	-0.250790	-0.297070	-0.312420	-0.302890	-0.289840	-0.242760	-0.308610	-0.324820	-0.297730	-0.315220	-0.309450	-0.345200	-0.229510	-0.354070	-0.329020	-0.242950	-0.283760	-0.243040	-0.239460	-0.287640	-0.226070	-0.243720	-0.299740	-0.275260	-0.275050	-0.319300	-0.349100	-0.269450	-0.308660	-0.310910	-0.333810	-0.273810	-0.240900	-0.284330	-0.184890	-0.281440	-0.225210	-0.284160	-0.327620	-0.260490	-0.307400	-0.222300	-0.328820	-0.276500	-0.267260	-0.314940	-0.262630	-0.292640	-0.297500	-0.336470	-0.275020	-0.278100	-0.199630	-0.325480	-0.230490	-0.264710	-0.310980	-0.300830	-0.275180	-0.262980	-0.306480	-0.177310	-0.149050	-0.248810	-0.137880	-0.216830	-0.257570	-0.257200	-0.230640	-0.204040	-0.205490	-0.225490	-0.151530	-0.257460	-0.322500	-0.261490	-0.329130	-0.313460	-0.289130	-0.231510	-0.314060	-0.274820	-0.307790	-0.304270	-0.276670	-0.254810	-0.237560	-0.312850	-0.255570	-0.252780	-0.342920	-0.218790	-0.263920	-0.357270	-0.279660	-0.349560	-0.325450	-0.223720	-0.296360
0.175980	0.175990	0.175960	0.176300	-0.033640	-0.156830	-0.076250	-0.046530	-0.175370	-0.013620	-0.095970	-0.076350	-0.161260	-0.091420	-0.092610	-0.151110	-0.238980	-0.186840	-0.224130	-0.154730	-0.198160	-0.153710	-0.145270	-0.161360	-0.157220	-0.240370	-0.117800	-0.246750	-0.242640	-0.173620	-0.157540	-0.150080	-0.191890	-0.188950	-0.235470	-0.176780	-0.161550	-0.120330	-0.185790	-0.263720	-0.094700	-0.151090	-0.101390	-0.188360	-0.140690	-0.116160	-0.256010	-0.123530	-0.088550	-0.164100	-0.115130	-0.129760	-0.238500	-0.117760	-0.229530	-0.210800	-0.169480	-0.226430	-0.158270	-0.192730	-0.107190	-0.222910	-0.137460	-0.164430	-0.092600	-0.200220	-0.179320	-0.106470	-0.311360	-0.114140	-0.192890	-0.220760	-0.033270	-0.225120	-0.100570	-0.167850	-0.103680	-0.111880	-0.157690	-0.112790	-0.246160	-0.108470	-0.178730	-0.074250	-0.216550	-0.124890	-0.206750	-0.114290	-0.273330	-0.269090	-0.055060	-0.158840	-0.067760	-0.116470	-0.156230	-0.259710	-0.237160	-0.127250	-0.339260	-0.154260	-0.252940	-0.208640	-0.230760	-0.301740	-0.203940	-0.210990	-0.306170	-0.221200	-0.106050	-0.125180	-0.132590	-0.109640	-0.120180	-0.211960	-0.064940	-0.233940	-0.111460	-0.168620	-0.149660	-0.153090	-0.265300	-0.116790	-0.167410	-0.236320	-0.195010	-0.248100	-0.271920	-0.109560	-0.200820	-0.159720	-0.173760	-0.210920	-0.138190
-0.220520	-0.220530	-0.220420	-0.218920	-0.095280	0.085030	-0.050670	-0.100140	0.080080	-0.145630	-0.063200	-0.117200	-0.067900	-0.161980	-0.119370	-0.077500	0.039740	0.032770	-0.020100	-0.028170	0.026400	-0.019370	-0.055250	-0.004620	-0.037510	0.067010	-0.050260	0.049150	0.042070	-0.003140	-0.030490	-0.109520	0.013210	-0.006960	0.015300	-0.038990	0.005140	-0.092480	0.011130	0.080650	-0.129760	-0.051140	-0.122000	0.015090	-0.085430	-0.024660	0.031970	-0.057670	-0.139840	-0.061810	-0.180380	-0.137310	0.016820	-0.107510	0.015110	-0.002970	-0.045140	-0.001160	-0.091600	0.040180	-0.112850	0.012090	-0.073340	0.005060	-0.097550	-0.012260	-0.058180	-0.108410	0.094750	-0.135550	-0.063270	0.068390	-0.216110	0.015710	-0.119390	-0.096350	-0.098970	-0.123270	-0.070900	-0.112280	0.091710	-0.134770	-0.055490	-0.122750	0.079320	-0.108670	-0.029050	-0.079600	0.095330	0.044990	-0.203320	-0.086840	-0.231190	-0.217640	-0.171310	-0.080550	-0.193180	-0.182520	-0.057910	-0.219560	-0.097170	-0.107080	-0.113020	-0.012450	-0.138650	-0.073900	-0.020020	-0.055020	-0.151890	-0.140030	-0.060630	-0.086090	-0.089810	-0.004930	-0.174520	0.069270	-0.089580	-0.000320	-0.068710	-0.051320	0.080610	-0.086570	-0.072670	0.069400	0.049020	0.035260	0.047120	-0.093620	0.008750	0.014010	0.021500	-0.055850	-0.119810
-0.128340	-0.128350	-0.128310	-0.126690	-0.147920	-0.338220	-0.143220	-0.110100	-0.278340	-0.076930	-0.128450	-0.030110	-0.005170	0.033990	-0.021190	-0.057160	-0.151070	-0.165180	-0.042190	-0.131280	-0.123310	-0.071820	-0.023380	-0.128970	-0.081530	-0.180700	-0.114420	-0.188240	-0.115460	-0.110030	-0.072820	-0.032300	-0.137410	-0.083910	-0.068540	-0.071870	-0.164720	-0.036470	-0.177590	-0.194280	-0.034470	-0.045440	-0.039110	-0.130060	-0.013770	-0.160020	-0.095220	-0.073640	-0.004020	-0.048370	0.078910	0.012920	-0.068620	-0.031520	-0.126090	-0.090750	-0.022630	-0.058550	0.011490	-0.158700	0.027220	-0.106930	-0.073900	-0.141510	-0.089980	-0.091100	-0.058080	-0.055170	-0.149150	-0.031030	-0.069150	-0.176860	0.082990	-0.135960	-0.056790	-0.043270	-0.078870	-0.041400	-0.068440	-0.006810	-0.189210	0.005360	0.021830	-0.035100	-0.177900	-0.019730	-0.086140	-0.070020	-0.185000	-0.033870	0.095620	0.038050	0.040560	0.033620	0.059440	-0.014740	0.104990	-0.059490	-0.025820	-0.006810	-0.024140	-0.020110	0.053490	0.015300	0.033870	-0.072130	0.003400	-0.021730	0.009560	-0.002200	-0.092320	-0.038320	-0.077500	-0.119080	0.000300	-0.209130	-0.073220	-0.164590	-0.014220	-0.105900	-0.157460	-0.018650	-0.001950	-0.197230	-0.178570	-0.096160	-0.054950	-0.016480	-0.100750	-0.104500	-0.124790	0.001450	0.067390
-0.123290	-0.123290	-0.123380	-0.124350	-0.180620	0.019050	-0.205150	-0.192120	-0.075620	-0.170060	-0.106640	-0.192970	-0.229720	-0.228530	-0.183110	-0.144340	-0.144220	-0.102910	-0.222910	-0.141030	-0.154730	-0.211510	-0.195500	-0.157610	-0.140080	-0.084150	-0.113160	-0.054490	-0.156940	-0.174400	-0.213570	-0.145060	-0.049910	-0.211420	-0.186060	-0.099560	-0.032890	-0.135160	-0.079110	-0.097040	-0.078590	-0.194900	-0.175660	-0.137000	-0.209730	-0.046740	-0.237960	-0.184130	-0.165260	-0.191180	-0.233010	-0.201890	-0.235780	-0.157340	-0.139070	-0.170220	-0.258700	-0.278650	-0.244030	-0.132100	-0.270020	-0.205370	-0.183230	-0.122050	-0.103910	-0.128710	-0.144160	-0.107370	-0.183130	-0.122090	-0.120620	-0.118510	-0.278770	-0.143770	-0.100350	-0.115800	-0.117350	-0.067260	-0.133610	-0.182810	-0.113230	-0.208800	-0.343880	-0.132170	-0.155320	-0.187720	-0.155530	-0.105090	-0.109020	-0.326290	-0.212650	-0.188770	-0.040920	-0.037240	-0.062960	-0.055340	-0.098000	0.059980	-0.080920	0.035190	-0.117390	-0.070510	-0.142300	-0.206730	-0.082030	-0.085060	-0.266910	-0.142330	-0.122800	-0.139570	-0.097910	-0.182730	-0.141630	-0.108000	-0.163440	-0.102380	-0.097170	-0.068330	-0.189730	-0.079350	-0.151960	-0.207680	-0.246980	-0.084260	-0.130470	-0.171040	-0.263830	-0.185880	-0.144080	-0.211250	-0.169060	-0.215950	-0.280100
-0.062070	-0.062070	-0.062080	-0.060950	0.034190	-0.107460	0.070240	0.039020	-0.085030	-0.061140	-0.041550	-0.011120	-0.059120	0.002560	-0.102710	-0.096000	-0.044580	-0.041990	-0.056430	-0.054970	0.011800	-0.000010	0.017670	-0.038650	-0.103410	-0.123160	-0.040640	-0.101450	0.030580	-0.023020	-0.047850	-0.137010	-0.173120	0.028530	0.013020	-0.044360	-0.078210	-0.146870	-0.108820	-0.069680	-0.172360	0.012280	-0.136300	-0.138130	-0.030920	-0.133460	-0.021950	-0.077070	-0.095920	-0.034760	0.065900	-0.074810	0.108500	-0.045210	-0.038730	-0.002680	-0.010090	0.103340	-0.044950	-0.008290	0.001560	-0.050740	-0.037070	-0.009790	-0.191180	-0.027750	-0.124630	-0.178940	0.068460	-0.138450	-0.099530	-0.058960	-0.042800	-0.021000	-0.152590	-0.044860	-0.073650	-0.190860	-0.065490	-0.094110	-0.072430	-0.044350	0.118580	-0.134100	-0.047470	-0.119330	-0.097530	-0.112750	-0.022220	-0.002400	-0.259710	-0.093800	-0.160200	-0.087000	-0.036000	0.017670	-0.071050	-0.135970	-0.008350	-0.209610	0.001860	-0.171360	-0.128140	0.002980	-0.245190	-0.099300	0.055930	-0.125760	-0.110190	-0.155680	-0.115030	-0.065060	-0.138860	-0.084960	-0.142510	-0.079380	-0.157100	-0.056220	-0.089960	-0.152570	-0.030480	-0.089830	-0.087040	-0.111860	-0.026490	0.035760	0.004180	-0.019470	-0.019400	0.070640	-0.050540	0.012320	0.036120
-0.168610	-0.168630	-0.168450	-0.162990	-0.286060	-0.141300	-0.245500	-0.168810	-0.144760	-0.113880	-0.084360	-0.049920	0.010200	-0.093690	0.018200	0.012010	-0.161500	-0.118630	0.015680	-0.100430	-0.082570	-0.042850	0.001940	-0.096430	-0.001620	-0.011210	-0.071090	-0.087720	-0.087790	-0.057150	-0.170480	0.002830	-0.009600	-0.102390	-0.041610	-0.011630	-0.074300	0.077750	-0.101810	-0.054540	0.093900	-0.013910	-0.033980	-0.021720	-0.035540	-0.042560	-0.147580	-0.067140	-0.016250	-0.092590	-0.110820	-0.020360	-0.149930	0.003430	-0.029110	-0.043800	0.012950	-0.198970	0.018840	-0.161290	-0.005450	-0.118800	-0.134080	-0.130350	0.020530	-0.010470	0.048070	0.070820	-0.152540	0.025980	-0.002380	-0.038960	-0.057730	-0.095570	0.030460	-0.027470	-0.085410	0.124120	-0.042570	0.028700	-0.048300	-0.038420	-0.185120	0.101820	-0.074640	0.029150	-0.022560	0.042810	-0.068150	-0.153050	0.030000	0.005130	0.045120	-0.086430	0.032430	-0.171220	-0.058110	-0.166240	-0.207740	-0.119000	-0.280150	-0.138780	0.017940	-0.097500	0.040180	-0.125700	-0.113850	0.142110	0.033530	0.070530	-0.017460	-0.021730	-0.025840	0.005100	0.050650	-0.170100	0.073260	-0.118120	0.058740	0.007430	-0.080380	0.029390	0.006130	-0.110870	-0.110400	-0.046750	-0.043210	-0.031620	-0.042800	-0.135320	-0.003900	0.034910	0.004300
-0.091430	-0.091450	-0.091360	-0.088480	0.055180	0.042540	0.057400	-0.015120	0.007660	-0.004020	0.079180	0.016360	0.029370	0.114930	0.004440	0.022050	0.108000	0.123030	-0.068130	0.005130	0.076860	0.012940	0.056970	0.031460	0.039950	0.042960	0.098150	0.151350	0.104740	0.043480	0.162060	0.027280	0.158340	0.051800	0.065780	0.107180	0.183730	-0.006790	0.107390	0.026320	0.014470	-0.022900	-0.012810	0.024010	0.035680	0.084920	0.015010	-0.001970	0.076070	0.098690	0.160970	0.039820	0.098010	0.025150	0.052220	0.052890	-0.088110	0.086290	-0.025750	0.132410	-0.046160	-0.023820	0.056800	0.164710	-0.057820	0.054990	-0.042490	-0.007200	0.109880	0.010850	0.066580	0.015250	0.046690	0.023070	-0.025910	0.116960	0.109550	-0.005710	0.096210	-0.038180	0.042040	0.045870	0.131760	-0.052580	0.031820	-0.066490	0.036170	0.020850	0.090790	0.068860	0.050120	0.161330	0.135340	0.273870	0.174070	0.310560	0.206680	0.211700	0.296640	0.217790	0.217710	0.243850	0.156410	0.193300	0.129620	0.204220	0.070510	-0.115920	0.037390	-0.032520	0.080270	0.030170	-0.009140	0.060390	-0.038310	0.127380	-0.005450	0.167840	-0.020350	0.037580	0.051830	-0.027030	-0.020300	0.101540	0.081330	0.047520	0.015840	0.059290	0.070040	0.102400	-0.023220	0.032940	0.026770
