1.852420	1.852420	1.852420	1.852420	1.951990	2.013610	2.076140	2.148190	2.269830	2.322600	2.490290	2.487400	2.614430	2.546170	2.429110	2.545470	2.638590	2.638330	2.524880	2.537930	2.505190	2.476930	2.483870	2.523230	2.526120	2.537060	2.561690	2.539930	2.534380	2.578920	2.530480	2.687950	2.561630	2.596310	2.522920	2.489010	2.513330	2.566450	2.523580	2.458750	2.450330	2.474800	2.488600	2.465800	2.494710	2.584160	2.527340	2.548470	2.417270	2.438220	2.451910	2.645000	2.488350	2.484200	2.612100	2.604550	2.573420	2.532590	2.450500	2.452850	2.468870	2.414880	2.493250	2.466930	2.480860	2.490010	2.518690	2.458520	2.563110	2.424470	2.679110	2.992320	3.007060	3.257160	3.763150	3.824820	3.940230	4.019680	3.901090	3.901650	3.971050	3.912380	3.918140	3.762680	3.756200	3.657460	3.468250	3.216140	3.084370	2.842320	2.825130	2.971800	2.928050	2.926720	2.747000	2.626550	2.567250	2.628040	2.586900	2.556320	2.661020	2.753630	2.625470	2.832410	2.664420	2.643420	2.636330	2.579710	2.716290
0.151550	0.151550	0.151550	0.151550	0.057140	0.010060	-0.005430	-0.002580	-0.050370	-0.023930	-0.060380	0.015710	-0.046620	0.064310	0.068350	0.005920	-0.070260	0.023770	-0.020080	-0.017060	-0.012670	0.000970	0.016940	-0.007210	-0.008660	-0.007570	-0.041770	-0.016400	-0.042090	-0.056190	-0.000340	-0.065340	-0.016240	-0.036520	-0.007690	-0.031700	-0.002160	-0.096970	-0.062210	-0.030200	-0.016330	-0.010940	-0.002370	-0.019490	-0.053090	-0.036870	-0.053520	-0.060390	-0.007890	-0.008540	-0.022770	-0.126070	-0.065820	-0.048860	-0.076110	-0.017680	-0.100340	-0.046090	-0.011560	-0.038840	-0.024420	-0.011780	-0.052710	-0.005390	-0.031680	-0.042140	-0.047820	-0.031860	-0.087200	-0.011100	-0.002130	-0.049330	-0.029050	-0.031430	-0.158100	-0.052000	-0.095570	-0.107880	0.000770	0.004080	-0.043200	-0.025190	-0.074740	0.016200	-0.011230	-0.021710	0.036260	0.015150	-0.039460	-0.017900	-0.078600	-0.150250	-0.139880	-0.158980	-0.092330	-0.069360	0.003890	-0.039990	0.006160	-0.026310	-0.006740	-0.070380	0.004650	0.048050	-0.014330	-0.055390	-0.025100	-0.002640	-0.068070
-0.546060	-0.546060	-0.546060	-0.546060	-0.416180	-0.360730	-0.348570	-0.318480	-0.278470	-0.238530	-0.146170	-0.232530	-0.149090	-0.300140	-0.268220	-0.257230	-0.129500	-0.223980	-0.234590	-0.232270	-0.230710	-0.218880	-0.255440	-0.266630	-0.267460	-0.238280	-0.220040	-0.246050	-0.233370	-0.270540	-0.273840	-0.193710	-0.305500	-0.187460	-0.251800	-0.249960	-0.241010	-0.196960	-0.178840	-0.198880	-0.290590	-0.260520	-0.299540	-0.280470	-0.252330	-0.280750	-0.253410	-0.243710	-0.229350	-0.289930	-0.245390	-0.195630	-0.212800	-0.227710	-0.229100	-0.302530	-0.178860	-0.200220	-0.278860	-0.264680	-0.275670	-0.261880	-0.255350	-0.270150	-0.238770	-0.298440	-0.259360	-0.257210	-0.185070	-0.285520	-0.228060	-0.228800	-0.295730	-0.306390	-0.150510	-0.239980	-0.219240	-0.149970	-0.213460	-0.219730	-0.239620	-0.213650	-0.147500	-0.214410	-0.246500	-0.138590	-0.226440	-0.225330	-0.259220	-0.257800	-0.252970	-0.278200	-0.253610	-0.226830	-0.176760	-0.168650	-0.236940	-0.222690	-0.241420	-0.196630	-0.205810	-0.171110	-0.239390	-0.354690	-0.209870	-0.160650	-0.200200	-0.215440	-0.207700
0.137710	0.137710	0.137710	0.137710	-0.002940	-0.044480	-0.011850	-0.044220	-0.038570	-0.142450	-0.246300	-0.178410	-0.240380	-0.106470	-0.190790	-0.140160	-0.249460	-0.179010	-0.144480	-0.175130	-0.204620	-0.245240	-0.165120	-0.159440	-0.169320	-0.235470	-0.226090	-0.167580	-0.175800	-0.089280	-0.157360	-0.167460	-0.047420	-0.246380	-0.167460	-0.159280	-0.194790	-0.172570	-0.265440	-0.254270	-0.094020	-0.163170	-0.101500	-0.130040	-0.145090	-0.065250	-0.148530	-0.181460	-0.224640	-0.144280	-0.177350	-0.208160	-0.187750	-0.198880	-0.120390	-0.025190	-0.214290	-0.226550	-0.141870	-0.125680	-0.148480	-0.166710	-0.131510	-0.137130	-0.214730	-0.065910	-0.105780	-0.158510	-0.204480	-0.152440	-0.264610	-0.219540	-0.125200	-0.096830	-0.206630	-0.137190	-0.113810	-0.221650	-0.221870	-0.230740	-0.116160	-0.201850	-0.252770	-0.243730	-0.110800	-0.305250	-0.210480	-0.177860	-0.112440	-0.162180	-0.227880	-0.116560	-0.092820	-0.202490	-0.218210	-0.299780	-0.205550	-0.149490	-0.179320	-0.248170	-0.176360	-0.171130	-0.137030	-0.138170	-0.181620	-0.210740	-0.193900	-0.178720	-0.132830
-0.197070	-0.197070	-0.197070	-0.197070	-0.065090	-0.043530	-0.126170	-0.128670	-0.190420	-0.093450	-0.067990	-0.098260	-0.088380	-0.114110	-0.052030	-0.081140	-0.082590	-0.121830	-0.132570	-0.051400	0.000290	0.020460	-0.064940	-0.052110	-0.038480	0.044200	0.023330	-0.099170	-0.091610	-0.142870	-0.058050	-0.130740	-0.197170	-0.002380	-0.055900	-0.048620	-0.025720	-0.086470	0.049550	0.005030	-0.131850	-0.036790	-0.106440	-0.079950	-0.050360	-0.182650	-0.054560	0.002080	0.016740	-0.037240	-0.041960	-0.023650	-0.048400	0.009910	-0.141470	-0.280590	-0.056060	-0.009160	-0.055810	-0.100430	-0.024830	-0.061190	-0.091370	-0.118920	0.017030	-0.158460	-0.123250	-0.059580	-0.040480	-0.018870	0.021890	0.039040	-0.057530	-0.150180	-0.096060	-0.141100	-0.176100	-0.089020	-0.092330	-0.056550	-0.205670	-0.068640	-0.077040	-0.040600	-0.209260	-0.012300	-0.077830	-0.116700	-0.097040	-0.094580	0.118650	-0.016720	-0.123080	0.049250	-0.047410	0.083970	-0.035470	-0.114300	-0.060520	-0.002950	-0.150030	-0.155580	-0.165470	-0.002650	-0.090470	-0.096900	-0.082660	-0.125920	-0.153090
-0.119250	-0.119250	-0.119250	-0.119250	-0.227570	-0.236680	-0.127290	-0.089050	-0.018250	-0.048900	0.016110	0.000120	0.023670	-0.071850	-0.038540	-0.081550	0.020370	0.019860	0.047770	-0.063080	-0.108310	-0.085290	-0.069390	-0.044400	-0.029710	-0.133840	-0.120020	-0.002650	0.031860	-0.021600	-0.113440	-0.075940	-0.011460	-0.124580	-0.092550	-0.093680	-0.075680	-0.024450	-0.134760	-0.077910	0.003380	-0.112830	-0.051280	-0.061430	-0.116760	-0.037680	-0.106640	-0.173550	-0.102760	-0.102520	-0.078820	-0.030840	-0.073610	-0.158450	-0.083010	0.050690	-0.044080	-0.152310	-0.099820	-0.016550	-0.144850	-0.044680	-0.042920	0.031390	-0.116770	0.004760	-0.071820	-0.076350	-0.064090	-0.122120	0.008040	-0.130090	-0.017970	-0.011690	0.021030	0.033520	0.032320	0.000490	0.045270	-0.015770	0.091290	-0.012000	0.021600	-0.007250	0.059110	-0.052130	-0.064670	-0.090400	-0.089300	-0.000910	-0.187620	-0.063290	0.045830	-0.117390	-0.055680	-0.144210	-0.069040	-0.034050	-0.074180	-0.065280	0.040340	-0.032620	0.006580	-0.043640	-0.083210	-0.043220	-0.051300	0.001720	0.015410
-0.114970	-0.114970	-0.114970	-0.114970	-0.036550	-0.018430	-0.088490	-0.089030	-0.136230	-0.092970	-0.145090	-0.092130	-0.111150	-0.016770	-0.084510	-0.022690	-0.136210	-0.055580	-0.184300	-0.111820	-0.077170	-0.148140	-0.111040	-0.190040	-0.217030	-0.159330	-0.144670	-0.217550	-0.274620	-0.160800	-0.163080	-0.125470	-0.146760	-0.131170	-0.150740	-0.114770	-0.170060	-0.197140	-0.174720	-0.220800	-0.196630	-0.144280	-0.105970	-0.174290	-0.077800	-0.109440	-0.149650	-0.098850	-0.191730	-0.179510	-0.134210	-0.192350	-0.114430	-0.116000	-0.094490	-0.228960	-0.214200	-0.115950	-0.129220	-0.158160	-0.103230	-0.218560	-0.133920	-0.242620	-0.149510	-0.161370	-0.069750	-0.117270	-0.118610	-0.120840	-0.278140	-0.066570	-0.273650	-0.205330	-0.212150	-0.174940	-0.094250	-0.119040	-0.145730	-0.091070	-0.114550	-0.104920	-0.149520	-0.139990	-0.099140	-0.149990	-0.098150	-0.058310	-0.116950	-0.271460	-0.129200	-0.148920	-0.245230	-0.133910	-0.071910	-0.105770	-0.120390	-0.050730	-0.099020	-0.225000	-0.228870	-0.123260	-0.209380	-0.193580	-0.062280	-0.102160	-0.094410	-0.166220	-0.196710
-0.063280	-0.063280	-0.063280	-0.063280	-0.107070	-0.126930	-0.050100	-0.010020	0.009140	0.020250	0.007200	-0.023020	0.001830	-0.043110	-0.049260	-0.052870	-0.008810	-0.078140	-0.026730	-0.029260	-0.049130	0.021950	-0.044460	-0.022260	-0.054920	-0.122230	-0.161400	-0.134530	-0.044330	-0.202690	-0.126020	-0.154680	-0.170630	-0.147730	-0.070700	-0.124600	-0.014690	-0.116340	0.004120	-0.027690	-0.127810	-0.079410	-0.131400	-0.129780	-0.179500	-0.214340	-0.150880	-0.186790	-0.013920	-0.097950	-0.107660	-0.180500	-0.206440	-0.122370	-0.256070	-0.115260	-0.155330	-0.096150	-0.073530	-0.127790	-0.146080	-0.142570	-0.154410	-0.014180	-0.094740	-0.184600	-0.232340	-0.104900	-0.113510	-0.105820	0.081530	-0.111560	-0.033740	-0.238920	-0.231770	-0.200320	-0.222570	-0.087040	-0.109130	-0.139160	-0.163220	-0.061080	-0.044780	-0.044150	-0.162940	0.003540	-0.068770	-0.104540	-0.116250	-0.100860	-0.054360	-0.078750	-0.073460	-0.037260	-0.104970	-0.037350	-0.061250	-0.178930	-0.129310	0.048750	-0.099850	-0.193810	-0.043380	-0.058800	-0.202370	-0.160610	-0.184340	-0.181820	-0.040790
-0.153250	-0.153250	-0.153250	-0.153250	-0.141090	-0.109450	-0.142300	-0.140650	-0.162070	-0.124180	-0.071490	-0.065300	-0.102310	-0.123690	-0.027380	-0.075540	-0.095170	-0.009170	-0.029780	-0.090260	-0.063370	-0.113100	-0.114020	-0.114460	-0.040030	-0.057110	-0.062460	-0.015250	-0.065110	-0.015230	-0.253200	-0.306960	-0.064960	-0.119370	-0.123790	-0.033760	-0.112410	-0.077220	-0.200520	-0.122230	0.026200	-0.159100	0.031690	-0.037380	0.029310	-0.050290	-0.121170	-0.106180	-0.151720	-0.113810	-0.058180	-0.032100	0.048370	-0.130120	-0.093660	-0.259260	-0.040380	-0.199300	-0.111060	0.046170	-0.132500	-0.042730	0.034560	-0.083340	-0.041050	0.099610	0.025020	-0.032860	0.009540	-0.051420	-0.008780	0.074780	-0.015570	-0.177640	-0.082730	-0.072240	-0.013300	-0.097760	-0.000360	0.016820	0.051450	-0.090220	-0.070720	-0.089070	-0.041260	-0.225750	-0.196150	-0.234600	-0.124760	-0.090610	-0.028270	0.201670	0.164210	0.166900	0.053730	-0.007720	-0.024780	0.085130	-0.021220	-0.154590	-0.111380	-0.172650	-0.264520	0.019850	-0.052870	-0.083580	0.020140	-0.005320	-0.149470
-0.088090	-0.088090	-0.088090	-0.088090	-0.069970	-0.078200	-0.003050	0.060990	0.079460	0.112550	0.126020	0.127100	0.174880	0.106530	0.083300	0.091370	0.151200	0.119330	0.043230	0.092840	0.075840	0.109020	0.086070	0.075110	0.013660	-0.060470	-0.001970	-0.098710	0.010590	-0.060430	-0.004780	0.084290	-0.026890	-0.022950	-0.003600	-0.005670	0.029710	0.021540	0.077720	-0.015540	-0.088730	0.018780	0.000520	-0.058440	-0.059770	-0.039640	-0.018190	-0.026240	0.037780	-0.032740	0.048570	0.014660	-0.025300	0.028500	-0.088100	0.030630	-0.089320	0.036550	0.053290	-0.030390	0.060170	-0.113680	-0.014390	0.062830	0.009550	-0.113870	-0.062140	0.063870	0.005430	0.018680	-0.023710	0.024150	-0.036880	-0.001820	0.023990	0.039580	0.107170	0.178030	0.122640	0.098110	0.086340	0.168180	0.148280	0.149810	0.121100	0.159780	0.126600	0.149320	0.009380	-0.052730	0.063310	-0.035500	-0.094030	-0.011140	0.077310	0.065100	0.042950	0.005180	-0.025910	0.025040	-0.046480	0.017690	0.072820	0.023680	0.004350	0.060460	-0.054780	-0.085960	0.052760
