3.336550	3.545620	3.511020	3.500620	3.434030	3.622610	3.728670	3.498590	3.589170	3.393610	3.459250	3.628750	3.558610	3.819720	3.871100	3.918140	3.904870	3.883370	3.881860	3.869480	3.884780	3.862150	3.820120	3.801170	3.461850	3.256170	3.236920	3.272850	3.287430	3.312720	3.452850	3.574410	3.666950	3.610520	3.563990	3.457110	3.480520	3.564270	3.457700	3.449350	3.463610	3.415380	3.500540	3.287900	3.382620
0.035960	-0.037640	-0.040360	-0.062530	-0.020230	-0.008280	-0.087730	0.018730	-0.077010	-0.039800	-0.086010	-0.186470	-0.127070	-0.029440	-0.041610	-0.044480	-0.028870	-0.025820	-0.005080	-0.005210	-0.008190	-0.000040	0.006160	-0.024730	-0.084850	-0.033800	-0.014350	-0.058740	0.020150	-0.000120	-0.057630	-0.052210	-0.039740	-0.090490	-0.070030	-0.071000	-0.051550	-0.096920	-0.076820	-0.056180	-0.034600	-0.017850	-0.071170	-0.009610	-0.095130
-0.256130	-0.165390	-0.216590	-0.141790	-0.171000	-0.243090	-0.140040	-0.204070	-0.173020	-0.224990	-0.281550	-0.310050	-0.367990	-0.262220	-0.207850	-0.181400	-0.227020	-0.206870	-0.233760	-0.238790	-0.231060	-0.240400	-0.198710	-0.143780	-0.158090	-0.230580	-0.250450	-0.210230	-0.244700	-0.233440	-0.146660	-0.199870	-0.212110	-0.188890	-0.253680	-0.265010	-0.275130	-0.203900	-0.207700	-0.272990	-0.234540	-0.203330	-0.154090	-0.237730	-0.246470
-0.181680	-0.238090	-0.122660	-0.253850	-0.238510	-0.063220	-0.177860	-0.223730	-0.126490	-0.097310	-0.044540	0.006150	-0.060370	-0.158370	-0.176440	-0.215030	-0.127980	-0.166550	-0.129320	-0.114560	-0.130180	-0.115140	-0.197710	-0.224570	-0.153890	-0.189330	-0.163190	-0.147050	-0.124800	-0.130120	-0.258740	-0.126640	-0.106600	-0.176330	-0.099140	-0.100330	-0.114150	-0.186480	-0.219230	-0.113040	-0.166620	-0.202690	-0.258320	-0.230350	-0.091460
-0.068400	-0.058870	-0.174180	-0.040180	-0.044080	-0.257530	-0.151320	-0.022970	-0.192470	-0.187990	-0.094850	-0.078140	0.059260	-0.065780	-0.102020	-0.065880	-0.148810	-0.107980	-0.138160	-0.163470	-0.132870	-0.163410	-0.093350	-0.137620	-0.206030	-0.035310	-0.042400	-0.110980	-0.197620	-0.173290	-0.029240	-0.209260	-0.241500	-0.080960	-0.127090	-0.109950	-0.077620	-0.025770	-0.009390	-0.071560	-0.062020	-0.084640	-0.020540	0.040230	-0.132790
-0.108800	-0.093690	-0.053430	-0.093620	-0.105610	-0.025660	-0.060290	-0.185600	-0.070110	-0.052570	-0.212730	-0.145810	-0.214640	-0.100620	-0.029880	-0.047520	-0.036180	-0.058480	-0.079890	-0.050720	-0.099940	-0.051410	-0.079500	-0.016390	0.013540	-0.105720	-0.133800	-0.084160	-0.020600	-0.045180	-0.116410	-0.042150	-0.020590	-0.125670	-0.103280	-0.073920	-0.159480	-0.170630	-0.150120	-0.112520	-0.117080	-0.057610	-0.123150	-0.175600	-0.064190
-0.146790	-0.150130	-0.134970	-0.208020	-0.176610	-0.061240	-0.111040	-0.020150	-0.075290	-0.109680	-0.073840	-0.188290	-0.225680	-0.164730	-0.246310	-0.217040	-0.125140	-0.156200	-0.093910	-0.112330	-0.057990	-0.123730	-0.126520	-0.172910	-0.179800	-0.187490	-0.146910	-0.159130	-0.184030	-0.130660	-0.179740	-0.109860	-0.106150	-0.168560	-0.143970	-0.216050	-0.119970	-0.132030	-0.202220	-0.209970	-0.148290	-0.205920	-0.189320	-0.174010	-0.153160
-0.122740	-0.159740	-0.128280	-0.013790	-0.016590	-0.184720	-0.066910	-0.149420	-0.112050	-0.103340	-0.086310	-0.114290	-0.094310	-0.151100	0.015160	0.054060	-0.108070	-0.039950	-0.048650	-0.043590	-0.083600	-0.037030	-0.028160	-0.033350	-0.113590	-0.115410	0.002470	-0.043920	-0.104830	-0.157860	-0.019800	-0.207030	-0.198680	-0.034120	-0.140810	-0.096040	-0.149490	-0.114210	-0.117490	-0.031130	-0.094850	-0.061210	-0.063530	-0.045850	-0.154980
-0.169430	-0.071120	-0.209340	-0.270580	-0.245810	-0.211630	-0.299900	-0.165140	-0.297150	-0.198170	-0.150500	0.048940	-0.103370	-0.088850	-0.260530	-0.214130	-0.073210	-0.162890	-0.259930	-0.249520	-0.226930	-0.274390	-0.257360	-0.333110	-0.279540	-0.108170	-0.207550	-0.214560	-0.242730	-0.147810	-0.327350	-0.191770	-0.254050	-0.350860	-0.150170	-0.157590	-0.237590	-0.278640	-0.206750	-0.218750	-0.141120	-0.232030	-0.228850	-0.110130	0.034360
-0.128540	-0.202320	-0.049140	-0.070300	-0.074970	0.007870	0.074420	-0.020240	0.048290	-0.026170	-0.215250	-0.250360	-0.121310	-0.105510	0.023600	0.055040	-0.034110	-0.062040	0.082710	0.075350	0.048840	0.057390	0.058710	0.059550	0.025280	-0.104240	0.024960	-0.008900	-0.086820	-0.108670	-0.012110	-0.103820	0.012250	-0.001270	-0.121500	-0.118390	-0.059000	0.006260	-0.133960	-0.017650	-0.083600	-0.026820	-0.064050	-0.113640	-0.175840
