1.786980	1.786980	1.836930	1.916530	1.888670	1.889360	1.883040	1.943890	1.997410	2.047900	2.169860	2.365940	2.379140	2.442840	2.521600	2.607560	2.717010	2.705170	2.763780	2.829130	2.935700	2.809750	2.782670	2.812350	2.886570	3.035130	2.877720	2.839870	2.777420	2.716290	2.874740	3.453880	3.522110	3.500300	3.579670	3.842640	4.001110	4.146760	4.168870	4.118580	4.026110	4.019280	3.887850	3.856060	3.665650	3.615660	3.495510	3.380110	3.246170	3.123530	3.139710	3.047470	2.973370	2.881620	2.805100	2.833540	2.837770	2.810810	2.759540	2.815920	2.838280	2.720200	2.816100	2.801570	2.778850	2.790160	2.703180	2.818820	2.812400	2.810100	2.781030	2.791780	2.781470	2.760700	2.804510	2.780500	2.714360	2.741930	2.748200	2.807960	2.799280	2.689200	2.794620	2.744870	2.725370	2.734020	2.735680	2.746780	2.743720	2.728550	2.836080	2.811770	2.778560
0.137830	0.137830	0.089820	0.012340	0.042860	0.040200	0.043280	-0.008450	-0.049690	-0.049680	-0.065230	-0.088550	-0.066790	-0.097240	-0.081470	-0.103780	-0.060340	-0.009760	-0.030830	-0.056550	-0.137640	-0.083430	-0.062230	-0.080350	-0.092820	-0.182830	-0.059490	-0.089210	-0.009350	-0.005090	-0.120590	-0.265820	-0.351540	-0.342210	-0.042970	-0.038230	-0.055150	-0.053150	-0.056080	-0.040510	0.031450	-0.012260	0.031260	-0.036290	0.013760	-0.021540	-0.035060	-0.014180	-0.034610	-0.031700	-0.146760	-0.061540	-0.049830	-0.032450	-0.019390	-0.049180	-0.109120	-0.059270	-0.032730	-0.038370	-0.096030	-0.052020	-0.060030	-0.064760	-0.008690	-0.112810	-0.005700	-0.054370	-0.089300	-0.093130	-0.090440	-0.050320	-0.081580	-0.042490	-0.034530	-0.041230	0.000690	-0.058220	-0.039890	-0.029330	-0.053540	-0.023100	-0.108560	-0.036630	-0.067680	-0.029010	-0.053920	-0.081340	-0.049900	-0.033280	-0.083530	-0.055360	-0.075440
-0.538580	-0.538580	-0.469330	-0.362260	-0.412760	-0.405460	-0.394980	-0.345880	-0.302630	-0.299830	-0.279570	-0.339690	-0.263440	-0.257470	-0.219380	-0.248750	-0.218440	-0.267790	-0.285730	-0.223810	-0.265790	-0.267260	-0.268380	-0.183650	-0.277170	-0.273780	-0.230400	-0.204190	-0.249550	-0.263700	-0.218880	-0.260740	-0.334350	-0.352740	-0.289310	-0.226710	-0.229780	-0.227870	-0.208590	-0.206710	-0.233740	-0.175360	-0.236740	-0.182750	-0.221450	-0.236750	-0.179480	-0.221290	-0.203110	-0.237160	-0.203620	-0.203980	-0.253440	-0.251750	-0.257690	-0.228320	-0.217370	-0.231970	-0.276110	-0.224960	-0.236000	-0.285860	-0.229850	-0.261240	-0.265320	-0.182020	-0.243840	-0.264180	-0.213810	-0.218860	-0.242980	-0.239220	-0.217890	-0.241910	-0.248410	-0.225130	-0.262830	-0.234880	-0.242360	-0.246870	-0.252340	-0.253800	-0.181300	-0.249700	-0.204080	-0.276080	-0.241400	-0.248490	-0.201260	-0.252030	-0.178980	-0.234140	-0.248430
0.124410	0.124410	0.044190	-0.069410	-0.002280	-0.012520	-0.052240	-0.072200	-0.097580	-0.077530	-0.073900	-0.016340	-0.113390	-0.116950	-0.177130	-0.100860	-0.220450	-0.142530	-0.068030	-0.138850	-0.089490	-0.088030	-0.090010	-0.211250	-0.063930	-0.004430	-0.136640	-0.126600	-0.136350	-0.131060	-0.164050	-0.018930	0.062260	0.045020	-0.153430	-0.188120	-0.163710	-0.080520	-0.089300	-0.093650	-0.151470	-0.222230	-0.178530	-0.208860	-0.186770	-0.158220	-0.208560	-0.195900	-0.202480	-0.156680	-0.153600	-0.238360	-0.136240	-0.171600	-0.145250	-0.144740	-0.124910	-0.141160	-0.115780	-0.167440	-0.097170	-0.078910	-0.148140	-0.089610	-0.137760	-0.199870	-0.198790	-0.064140	-0.139090	-0.138800	-0.087560	-0.125850	-0.183130	-0.168290	-0.148490	-0.150610	-0.152820	-0.148890	-0.142640	-0.129750	-0.118040	-0.157900	-0.186480	-0.127840	-0.220700	-0.112790	-0.134120	-0.080220	-0.195490	-0.141460	-0.220370	-0.129470	-0.100900
-0.200200	-0.200200	-0.112790	-0.023100	-0.088770	-0.090960	-0.015060	-0.027980	-0.026960	-0.081280	-0.117770	-0.099340	-0.069800	-0.066710	-0.027740	-0.103590	0.015590	-0.079920	-0.172370	-0.113490	-0.011360	-0.067710	-0.094700	-0.011800	-0.110720	-0.147340	-0.083250	-0.134470	-0.115280	-0.106040	0.010300	-0.059680	0.023130	0.072340	-0.014490	-0.051370	-0.063980	-0.249940	-0.243770	-0.268540	-0.208790	-0.123930	-0.129290	-0.113150	-0.147210	-0.133210	-0.163480	-0.167180	-0.153490	-0.177280	-0.137400	-0.018780	-0.122470	-0.039570	-0.069960	-0.106800	-0.106810	-0.105590	-0.058740	-0.060960	-0.108610	-0.089770	-0.076610	-0.124630	-0.078480	-0.021150	-0.016710	-0.178980	-0.095690	-0.078860	-0.145520	-0.114800	0.008720	-0.044550	-0.057260	-0.105850	-0.053350	-0.051450	-0.067690	-0.118430	-0.098700	-0.055950	-0.063630	-0.091060	0.031270	-0.079420	-0.107900	-0.149020	-0.061740	-0.057070	-0.011030	-0.109020	-0.112870
-0.124740	-0.124740	-0.214410	-0.254400	-0.210850	-0.176320	-0.284510	-0.259090	-0.243670	-0.162390	-0.136310	-0.122600	-0.135810	-0.113100	-0.174260	-0.095550	-0.128590	-0.120770	-0.023550	-0.092880	-0.251290	-0.198890	-0.147390	-0.194660	-0.122480	-0.124480	-0.144950	-0.095830	-0.099540	-0.114250	-0.208320	-0.206110	-0.299020	-0.293220	-0.253860	-0.186530	-0.114220	0.026950	-0.013550	0.034700	0.067140	-0.033710	-0.026470	-0.033310	-0.010550	-0.075520	-0.041570	0.063430	0.016110	0.051920	-0.017370	-0.100560	-0.012190	-0.107130	-0.134080	-0.084350	-0.107840	-0.085690	-0.186830	-0.134310	-0.142880	-0.165720	-0.139240	-0.117810	-0.132290	-0.147020	-0.143160	-0.101220	-0.154040	-0.160060	-0.066630	-0.077760	-0.221080	-0.116160	-0.180700	-0.078070	-0.133930	-0.160640	-0.181380	-0.066810	-0.129850	-0.111350	-0.114930	-0.153060	-0.232960	-0.146690	-0.072120	-0.107950	-0.075330	-0.184370	-0.162330	-0.079130	-0.114660
-0.120600	-0.120600	-0.028820	-0.059610	-0.050890	-0.136520	-0.015440	-0.028420	-0.042020	-0.115990	-0.056020	-0.157210	-0.137760	-0.159900	-0.109950	-0.149760	-0.197680	-0.101010	-0.212230	-0.156770	-0.098860	-0.071530	-0.176780	-0.089250	-0.146820	-0.150930	-0.129330	-0.153640	-0.079740	-0.156360	-0.137250	-0.058130	-0.164690	-0.187460	-0.090060	-0.091590	-0.092230	-0.093440	0.000730	-0.041060	-0.185210	-0.064330	-0.093960	-0.125710	-0.208680	-0.135320	-0.105130	-0.282530	-0.181060	-0.220620	-0.099230	-0.148110	-0.134060	-0.099550	-0.093890	-0.210840	-0.092400	-0.188640	-0.077980	-0.121690	-0.075210	-0.099630	-0.104100	-0.111640	-0.109300	-0.187640	-0.157000	-0.073100	-0.068110	-0.059150	-0.153640	-0.139870	-0.011060	-0.177750	-0.034730	-0.172890	-0.149710	-0.132680	-0.062940	-0.155550	-0.127660	-0.105100	-0.126740	-0.058070	-0.071600	-0.112390	-0.215800	-0.117920	-0.210590	-0.067120	-0.115530	-0.158080	-0.115000
-0.070480	-0.070480	-0.154870	-0.059770	-0.128260	0.002450	-0.108580	-0.120160	-0.115650	-0.006500	-0.067830	-0.031040	-0.037340	0.009090	-0.075770	-0.077920	0.043730	-0.097490	0.002170	-0.009960	-0.000510	-0.024470	0.063030	-0.089880	0.070240	0.026550	0.021220	-0.011860	-0.104690	-0.002980	0.086790	0.030230	0.089990	0.087490	-0.169780	-0.150140	-0.069300	-0.056750	-0.147580	-0.150210	0.056670	-0.103570	-0.106230	-0.075990	-0.025700	-0.154050	-0.289510	-0.107860	-0.194450	-0.116740	-0.136850	0.052090	-0.029290	0.059920	-0.064520	0.036320	-0.168080	-0.027940	-0.044870	-0.064010	-0.079600	-0.017600	-0.127490	-0.075330	-0.056340	0.013350	-0.033260	-0.125110	-0.121810	-0.093690	0.010870	-0.013010	-0.016660	0.106750	-0.106770	-0.019600	0.026870	0.018060	-0.093910	0.029610	0.025930	-0.051530	-0.035670	-0.086680	-0.034490	-0.057020	0.072800	-0.070840	0.086710	-0.034010	-0.002150	0.017620	-0.058920
-0.157710	-0.157710	-0.087580	-0.225140	-0.098950	-0.251890	-0.175170	-0.148110	-0.126220	-0.208640	-0.083600	0.018300	-0.063550	-0.061020	-0.062220	-0.099640	-0.160650	-0.065520	-0.162710	-0.162900	-0.059490	-0.147910	-0.258330	-0.048740	-0.123350	-0.027130	-0.247220	-0.250580	-0.044840	-0.217250	-0.217720	0.059710	0.015230	-0.023580	-0.238670	-0.215130	-0.189480	-0.200540	-0.141550	-0.126870	-0.253840	-0.139630	-0.098690	-0.181010	-0.333920	-0.254410	-0.164170	-0.276390	-0.153830	-0.134220	0.012860	-0.165980	-0.004070	-0.103730	-0.058010	-0.302400	0.023690	-0.104030	-0.171920	-0.077160	-0.073370	-0.178910	-0.028950	-0.124120	-0.114890	-0.215300	-0.148840	-0.106730	-0.085750	-0.049480	-0.117060	-0.105600	-0.124440	-0.242610	-0.087050	-0.137460	-0.193520	-0.278580	-0.155110	-0.133760	-0.276150	-0.013580	-0.071360	-0.178960	-0.136580	-0.100360	-0.217920	-0.138550	-0.203730	-0.200300	-0.147260	-0.106420	-0.051120
-0.094530	-0.094530	-0.133250	0.000150	-0.138290	-0.008500	-0.045530	-0.066230	-0.089390	0.017280	-0.016110	-0.156480	-0.168190	-0.102160	-0.186740	-0.062220	-0.001630	-0.089500	-0.069880	-0.119710	-0.220210	-0.087650	-0.105150	-0.260850	-0.106140	-0.211900	-0.045690	-0.056200	-0.113770	-0.082440	-0.014720	-0.129060	-0.163740	-0.053760	-0.094250	-0.091010	0.095260	0.145480	0.122120	0.106970	0.162070	0.155110	0.055610	0.102160	0.120880	0.016090	-0.033000	0.049250	0.042210	0.056580	0.105170	0.146790	0.031680	0.070830	-0.148640	-0.020230	-0.174210	-0.200490	-0.051360	-0.213960	-0.149180	-0.041820	-0.262210	-0.095410	-0.120950	-0.105200	-0.099070	-0.102170	-0.141940	-0.138140	-0.069740	-0.098380	0.035750	0.058710	-0.057200	-0.147330	-0.060870	0.053590	-0.088860	-0.083780	0.092000	-0.124610	-0.127960	0.007950	-0.105660	-0.166970	-0.058210	-0.107350	-0.032490	0.002420	-0.081150	-0.139020	-0.186010
