2.269130	2.335890	2.385950	2.374300	2.339910	2.349330	2.310320	2.380720	2.386930	2.418310	2.462790	2.440560	2.530860	2.403410	2.363490	2.404590	2.428270	2.390040	2.403510	2.502910	2.596560	2.593130	2.495790	2.557490	2.568080	2.493050	2.503150	2.427520	2.389390	2.410690	2.338410	3.045820	3.120380	3.316930	3.311090	3.564910	3.551890	3.645410	3.755990	3.770860	3.810110	3.755550	3.793990	3.783590	3.787740	3.768180	3.740660	3.529100	3.260600	3.294270	3.261950	3.256970	3.234990	3.202440	3.244590	3.226130	3.149740	3.084610	3.064200	2.899630	2.843860	2.886760	2.751830	2.681670	2.550480	2.560010	2.564610	2.482130	2.402530	2.304500	2.438570	2.373770	2.351780	2.327340	2.263210	2.275720	2.300510	2.429460	2.365280	2.379980	2.390810	2.401170	2.342060	2.357190	2.371660	2.326870	2.305940	2.368230	2.446290	2.398130	2.434090	2.385330	2.356650	2.345000	2.271240	2.267410	2.389700	2.370010	2.421500	2.450080	2.500800	2.549210	2.603320	2.567030	2.505330	2.480450	2.391220	2.388600	2.346060	2.337580
-0.094990	-0.115060	-0.095420	-0.048450	-0.084960	-0.060180	-0.086390	-0.058230	-0.114100	-0.127970	-0.146060	-0.097810	-0.133570	-0.093800	-0.084410	-0.124240	-0.075700	-0.063300	-0.122080	-0.180600	-0.223620	-0.228770	-0.124620	-0.146290	-0.139190	-0.101240	-0.131050	-0.081070	-0.071160	-0.106780	-0.076660	-0.253030	-0.410430	-0.389390	-0.318330	-0.237500	-0.027070	0.007280	-0.071620	-0.061720	-0.076470	-0.017160	-0.021610	-0.012870	-0.026230	-0.025230	-0.023760	0.027890	-0.015100	0.026870	-0.057640	-0.098940	-0.066820	-0.081730	-0.098710	-0.079960	-0.014910	-0.013160	0.071280	0.006230	0.012460	0.004560	0.008170	-0.010710	-0.003050	0.020880	-0.057350	-0.009970	-0.061760	-0.011670	-0.110210	-0.049610	-0.030820	-0.030240	-0.038900	-0.036980	-0.048130	-0.095810	-0.081890	-0.108060	-0.097520	-0.094840	-0.072010	-0.076660	-0.028810	-0.017940	-0.059140	-0.084130	-0.158440	-0.111010	-0.172840	-0.126100	-0.075920	-0.099730	-0.049830	-0.038730	-0.089150	-0.093630	-0.103080	-0.099220	-0.171510	-0.199350	-0.251360	-0.100660	-0.205120	-0.173270	-0.077200	-0.130430	-0.052510	-0.052090
-0.249790	-0.217110	-0.185630	-0.254680	-0.147210	-0.230260	-0.224630	-0.218530	-0.194860	-0.246280	-0.167860	-0.204830	-0.164290	-0.211810	-0.262730	-0.192110	-0.235770	-0.243550	-0.220330	-0.180680	-0.237540	-0.196640	-0.290040	-0.246350	-0.201080	-0.194460	-0.166020	-0.226570	-0.248380	-0.226450	-0.214670	-0.309150	-0.315520	-0.331100	-0.316950	-0.204020	-0.184260	-0.197120	-0.121130	-0.097740	-0.103580	-0.185190	-0.176770	-0.189960	-0.167640	-0.170350	-0.176180	-0.227490	-0.166320	-0.292910	-0.207120	-0.200160	-0.187950	-0.273910	-0.229700	-0.185230	-0.207840	-0.225040	-0.272060	-0.163290	-0.175000	-0.194160	-0.141720	-0.155810	-0.188160	-0.222580	-0.178020	-0.188400	-0.162240	-0.214180	-0.172830	-0.166090	-0.237870	-0.235220	-0.225280	-0.231840	-0.232050	-0.224900	-0.229220	-0.213370	-0.211060	-0.168320	-0.205060	-0.169380	-0.223230	-0.223080	-0.238180	-0.248610	-0.167600	-0.262170	-0.154610	-0.216610	-0.252030	-0.232740	-0.248530	-0.202450	-0.176460	-0.235710	-0.263760	-0.248880	-0.255000	-0.286970	-0.215960	-0.280610	-0.229380	-0.216700	-0.254480	-0.192660	-0.266030	-0.224900
-0.042680	-0.108550	-0.129650	-0.054530	-0.236000	-0.081870	-0.085670	-0.099080	-0.120010	-0.051960	-0.173290	-0.152050	-0.164780	-0.126700	-0.050860	-0.101440	-0.059000	-0.089950	-0.087120	-0.141230	-0.040190	-0.146310	-0.074890	-0.051130	-0.116800	-0.168940	-0.134830	-0.104270	-0.115370	-0.100540	-0.139550	0.107890	0.126140	0.105080	0.039700	-0.068600	-0.136420	-0.108360	-0.160280	-0.187820	-0.143820	-0.048330	-0.062590	-0.051280	-0.065750	-0.062720	-0.063580	-0.033330	-0.065400	-0.077130	-0.153060	-0.108490	-0.189860	-0.035150	-0.083690	-0.169020	-0.145030	-0.142470	-0.104610	-0.237960	-0.218870	-0.111950	-0.217260	-0.200600	-0.158140	-0.077440	-0.101100	-0.138010	-0.156010	-0.154230	-0.120740	-0.185500	-0.088880	-0.114760	-0.119390	-0.132590	-0.120020	-0.108470	-0.136390	-0.124420	-0.127830	-0.167760	-0.159810	-0.196930	-0.153650	-0.149790	-0.123180	-0.077140	-0.179110	-0.078870	-0.188590	-0.125750	-0.098480	-0.082570	-0.110880	-0.183850	-0.160130	-0.060370	-0.029460	-0.100390	-0.082180	0.000000	-0.087830	-0.104820	-0.141450	-0.148750	-0.131080	-0.160700	-0.075360	-0.125040
-0.066330	0.018670	-0.034150	-0.103780	0.069770	-0.110880	-0.039180	-0.111790	-0.040060	-0.037450	0.051720	0.048050	0.034540	-0.016180	-0.062630	-0.057240	-0.108890	-0.053800	-0.057990	0.053220	-0.025470	0.108200	0.072700	-0.043860	0.011540	0.051820	-0.039920	-0.018500	0.042330	-0.024190	0.008670	-0.050060	0.072180	0.055080	0.146120	-0.024570	-0.108500	-0.152260	-0.110860	-0.106850	-0.166020	-0.249240	-0.241030	-0.247750	-0.247270	-0.250400	-0.241370	-0.250400	-0.278980	-0.064220	-0.009840	-0.055320	0.070990	-0.070670	-0.070010	-0.001390	-0.116020	-0.040830	-0.115880	0.024230	-0.003010	-0.167690	-0.061740	-0.026330	-0.076930	-0.176460	-0.141080	-0.073320	-0.040530	-0.028420	-0.058360	-0.037510	-0.078200	-0.058050	-0.062720	-0.032640	0.001890	-0.002940	0.035490	-0.013940	0.003590	-0.030190	0.058540	0.044900	-0.026080	-0.011630	-0.005450	-0.047540	0.037290	-0.042380	0.050610	0.007640	-0.025430	-0.026350	0.004810	0.045810	-0.016750	-0.062470	-0.077680	0.022870	0.062930	-0.042160	0.037010	0.084740	0.129500	0.110780	0.036190	0.038780	-0.055670	-0.056580
-0.098360	-0.212540	-0.168350	-0.128620	-0.159560	-0.030810	-0.147010	-0.056990	-0.092930	-0.191950	-0.251090	-0.204830	-0.198600	-0.099750	-0.164180	-0.083090	-0.128120	-0.168290	-0.128850	-0.216220	-0.124360	-0.175180	-0.206880	-0.053630	-0.133850	-0.120110	-0.091690	-0.128380	-0.220340	-0.083570	-0.113060	-0.177230	-0.287600	-0.211420	-0.323290	-0.178410	-0.091660	-0.071640	-0.060360	-0.064310	-0.029470	0.000410	0.020760	0.030970	0.007650	0.003960	0.001660	-0.012120	0.014080	-0.063280	-0.120590	-0.122860	-0.186590	-0.049850	0.000610	-0.081530	0.016420	-0.115460	-0.100720	-0.092800	-0.094480	-0.009110	-0.029630	-0.117630	-0.006830	0.019450	-0.007400	-0.089470	-0.078390	-0.094040	-0.072670	-0.052650	-0.052400	-0.104290	-0.061320	-0.118130	-0.197990	-0.132320	-0.150170	-0.124880	-0.122270	-0.082700	-0.219760	-0.154710	-0.113710	-0.141350	-0.108880	-0.122230	-0.107100	-0.048760	-0.127320	-0.105220	-0.100380	-0.162220	-0.167690	-0.175090	-0.143440	-0.116980	-0.125430	-0.173590	-0.211570	-0.113160	-0.163290	-0.133500	-0.176690	-0.171910	-0.143520	-0.143220	-0.095820	-0.046370
-0.224390	-0.097910	-0.078180	-0.111470	-0.217730	-0.288840	-0.125940	-0.212620	-0.276480	-0.131250	-0.082950	-0.167700	-0.153490	-0.271040	-0.102890	-0.248690	-0.106730	-0.100560	-0.170120	-0.134550	-0.213420	-0.285700	-0.161700	-0.233510	-0.117540	-0.208730	-0.140870	-0.171550	-0.101270	-0.253710	-0.207770	-0.165590	-0.210670	-0.256820	-0.114120	-0.187670	-0.124760	-0.075680	-0.107970	-0.064400	-0.046680	0.003390	-0.024460	-0.043770	-0.008850	-0.009770	-0.028560	-0.030300	-0.008320	-0.106430	-0.143410	-0.108900	-0.090290	-0.112420	-0.213330	-0.185950	-0.282660	-0.130310	-0.076000	-0.094540	-0.105360	-0.083110	-0.115760	-0.088090	-0.194410	-0.115330	-0.168570	0.009560	-0.117470	-0.157010	-0.129280	-0.190350	-0.208100	-0.157540	-0.207760	-0.180750	-0.065510	-0.194090	-0.205570	-0.168630	-0.224570	-0.203180	-0.086520	-0.171210	-0.191240	-0.140800	-0.212010	-0.111900	-0.204190	-0.220600	-0.189460	-0.184530	-0.189040	-0.101290	-0.157930	-0.150480	-0.139160	-0.148600	-0.155320	-0.217120	-0.169940	-0.235380	-0.192100	-0.205180	-0.235380	-0.225070	-0.202890	-0.200360	-0.205360	-0.288160
0.078060	-0.091520	-0.159440	-0.120720	0.010940	0.056550	-0.075730	-0.102780	0.072340	-0.099930	-0.165910	-0.025100	-0.017740	0.041260	-0.165640	0.058880	-0.136390	-0.158010	-0.131750	-0.120860	-0.138410	-0.002630	-0.125450	-0.062990	-0.165730	-0.014220	-0.143760	-0.035760	-0.076900	0.033360	-0.012850	0.069820	0.045630	0.101350	0.044860	-0.121270	-0.089630	-0.083020	0.014350	-0.011410	-0.063890	-0.154210	-0.155610	-0.132600	-0.157370	-0.156570	-0.148140	-0.139200	-0.195930	-0.041820	-0.142490	-0.153240	-0.043820	-0.077230	-0.039190	-0.103420	-0.074020	-0.091350	-0.138610	-0.110670	-0.111570	-0.150910	-0.055730	-0.035040	0.055860	-0.017480	0.001280	-0.185720	-0.010520	-0.092130	-0.071040	-0.066780	0.022180	-0.116540	-0.059190	-0.097740	-0.127060	-0.010420	0.021900	-0.122530	0.015850	-0.103490	-0.077340	-0.001230	-0.093850	-0.061150	-0.031640	-0.152050	-0.099420	-0.183780	-0.106420	-0.133200	-0.112560	-0.133970	-0.021310	-0.030900	-0.109940	-0.079700	-0.130950	-0.019750	-0.127520	-0.157090	-0.214810	0.046670	-0.095490	-0.023780	-0.128390	-0.089440	-0.088380	0.009540
-0.214490	-0.053540	-0.069210	-0.153260	-0.211890	-0.277470	-0.113820	-0.106120	-0.238860	-0.114130	-0.107550	-0.225210	-0.216620	-0.179260	-0.092730	-0.238080	-0.176470	-0.174280	-0.076320	-0.072550	-0.025460	-0.118260	0.001440	-0.011250	0.067350	-0.108360	-0.025010	-0.174400	-0.195150	-0.210370	-0.131970	-0.049140	0.001990	0.043680	0.069480	-0.121510	-0.266720	-0.273610	-0.322790	-0.346640	-0.293050	-0.200800	-0.161060	-0.173620	-0.213090	-0.225850	-0.222860	-0.248460	-0.266540	-0.109900	-0.061930	-0.097410	-0.103560	0.119990	0.081160	0.027300	-0.152600	-0.242390	-0.330470	0.013210	-0.117980	-0.151660	-0.179770	-0.346260	-0.228850	-0.195630	-0.209610	0.027860	-0.097200	-0.116210	-0.084430	-0.135140	-0.192540	-0.128770	-0.139260	-0.124950	-0.145820	-0.192320	-0.218410	-0.050910	-0.199320	-0.113760	-0.174250	-0.152580	-0.157850	-0.219310	-0.165610	-0.050810	-0.086890	-0.004390	-0.113200	-0.065130	-0.119830	-0.050680	-0.233760	-0.180460	-0.120260	-0.071690	-0.049840	-0.136780	-0.039310	0.022450	0.045420	0.040880	-0.016770	-0.060680	-0.065710	-0.071210	-0.129440	-0.210620
-0.101440	-0.265620	-0.244520	-0.161010	-0.188100	-0.136730	-0.184390	-0.300450	-0.208150	-0.265440	-0.248030	-0.183650	-0.166810	-0.257120	-0.208350	-0.135220	-0.146980	-0.190110	-0.298190	-0.196720	-0.117160	-0.124020	-0.140950	-0.050930	-0.133700	-0.059050	-0.116520	-0.112380	-0.019380	-0.077340	-0.127380	-0.064810	-0.169770	-0.106030	-0.046800	-0.196880	-0.103820	-0.037540	0.074690	0.136860	0.114210	0.086370	0.068450	0.077300	0.090260	0.086710	0.073150	0.033770	0.075830	0.152090	-0.135330	-0.091590	-0.008490	-0.062610	-0.098900	-0.180660	-0.211700	-0.007150	0.087290	-0.074700	-0.006840	0.021620	0.104700	0.143140	0.110900	0.109010	0.018310	-0.055000	-0.040640	-0.084100	-0.027100	-0.065350	-0.078880	-0.207250	-0.128810	-0.218570	-0.100340	-0.043160	-0.012630	-0.196530	-0.103750	-0.168300	-0.043570	-0.115240	-0.177940	-0.075730	-0.121450	-0.076740	-0.017770	-0.083510	-0.011970	-0.038850	-0.078450	-0.196420	-0.077240	-0.129580	-0.209480	-0.194100	-0.236250	-0.214880	-0.118210	-0.180270	-0.172630	-0.081170	-0.075540	-0.069380	-0.183160	-0.136230	-0.192570	-0.153890
