3.228030	3.049050	3.003920	2.971620	2.956180	3.049420	2.941870	2.981360	3.028750	2.977320	3.046980	2.920970	2.979340	2.951570	3.127690	3.051750	3.013190	3.062900	2.988730	2.988500	3.024270	3.037320	3.004160	3.015420	2.986590	2.936080	2.914110	2.975020	2.933550	2.968450	2.997020	2.953030	2.954900	2.975720	2.989710	3.048920	3.086170	3.682760	3.856240	3.998310	3.919110	4.075110	4.311610	4.343330	4.333600	4.389770	4.435090	4.424250	4.222360	4.169580	4.083610	3.989810	3.900800	3.769390	3.771510	3.779930	3.584780	3.568300	3.454670	3.200590	3.275500	3.138720	3.223910	3.042680	3.089970	2.968700	2.916080	2.861910	2.911090	2.869310	2.807580	2.835140	2.885140	2.824680	2.845060	2.874980	2.863960	2.765900	2.878530	2.841190	2.863220	2.849870	2.933390	2.872190	2.895450	2.872260	2.898710	2.794700	2.887450	2.840570	2.828790	2.904620	2.868610	2.777420	2.834820	2.827710	2.871730	2.863440	2.869630
0.056920	-0.005800	-0.050510	-0.029410	-0.022020	-0.111290	-0.040800	-0.061810	-0.111530	-0.057890	-0.088570	-0.041230	-0.083020	-0.038960	-0.166160	-0.052600	-0.028230	-0.045660	-0.011800	-0.019460	-0.053120	-0.055200	-0.059340	-0.075560	-0.005640	-0.031510	-0.030720	-0.025170	-0.024380	-0.006280	-0.059470	-0.044030	-0.040850	-0.036600	-0.010730	-0.083210	-0.107110	-0.099070	-0.303260	-0.209730	-0.281580	-0.046930	-0.047290	-0.009570	-0.003680	-0.044920	-0.045810	-0.091480	0.018200	0.001990	0.034380	0.031650	-0.040900	0.060650	-0.016750	-0.019480	0.057240	0.034150	-0.022490	0.023690	-0.060190	-0.020680	-0.074550	-0.013070	0.010720	0.009330	0.029550	0.033900	-0.029840	-0.006410	0.046190	0.015370	-0.037380	-0.015160	0.007560	-0.014440	-0.066990	0.002930	-0.033940	0.004960	-0.028560	-0.032520	-0.070730	-0.028350	-0.022940	-0.016540	-0.039540	0.007980	-0.023230	-0.045070	-0.001900	-0.038370	-0.033090	-0.001810	-0.003490	0.006200	-0.004680	-0.025220	0.029870
-0.343740	-0.271030	-0.277610	-0.291190	-0.293430	-0.295110	-0.279610	-0.270980	-0.241290	-0.248030	-0.221680	-0.270620	-0.287610	-0.293060	-0.142860	-0.226670	-0.258890	-0.262090	-0.273600	-0.280460	-0.262670	-0.225460	-0.291080	-0.294140	-0.265790	-0.282740	-0.294730	-0.254440	-0.276790	-0.297080	-0.268910	-0.266750	-0.281770	-0.306340	-0.262650	-0.218050	-0.264720	-0.313510	-0.323900	-0.269200	-0.333710	-0.271140	-0.139370	-0.226500	-0.178410	-0.128740	-0.220000	-0.097060	-0.203550	-0.172450	-0.161110	-0.205100	-0.220290	-0.257620	-0.145340	-0.217170	-0.184530	-0.276160	-0.137550	-0.203950	-0.197470	-0.191040	-0.128090	-0.177220	-0.281020	-0.214500	-0.231230	-0.269530	-0.190130	-0.247890	-0.258240	-0.215040	-0.196140	-0.272140	-0.260980	-0.212010	-0.179410	-0.290820	-0.186460	-0.261780	-0.264360	-0.207240	-0.216990	-0.227810	-0.260770	-0.268040	-0.171100	-0.269680	-0.232230	-0.255060	-0.274530	-0.238330	-0.228400	-0.245660	-0.213880	-0.255560	-0.191150	-0.207980	-0.293280
-0.133530	-0.168460	-0.100900	-0.121820	-0.120860	-0.071990	-0.133870	-0.103490	-0.119920	-0.167520	-0.158070	-0.161310	-0.073330	-0.117260	-0.294160	-0.209090	-0.168830	-0.150590	-0.157160	-0.144260	-0.160380	-0.194730	-0.108380	-0.051590	-0.174220	-0.135770	-0.118430	-0.188510	-0.161550	-0.116940	-0.112010	-0.147580	-0.126660	-0.080770	-0.165870	-0.200110	-0.099700	-0.113800	0.030080	-0.119610	-0.000360	-0.176430	-0.279490	-0.100270	-0.204280	-0.304820	-0.104520	-0.250240	-0.175940	-0.231820	-0.265620	-0.204560	-0.095350	-0.180530	-0.276260	-0.116070	-0.284320	-0.062870	-0.227820	-0.195530	-0.140210	-0.239310	-0.303180	-0.274650	-0.058400	-0.206700	-0.214920	-0.164270	-0.238880	-0.148480	-0.191740	-0.236160	-0.228750	-0.105720	-0.141310	-0.208100	-0.243950	-0.140230	-0.243080	-0.124580	-0.101110	-0.230290	-0.155630	-0.171040	-0.098330	-0.124530	-0.257390	-0.170430	-0.174260	-0.102710	-0.132530	-0.134270	-0.184000	-0.191300	-0.235550	-0.153280	-0.254030	-0.211250	-0.117440
0.006110	-0.056060	-0.119380	-0.016870	-0.023390	-0.042200	0.011260	-0.055670	-0.060670	0.013220	-0.015200	0.012840	-0.097490	-0.035260	0.125440	0.000720	-0.029900	-0.068220	-0.001880	-0.007290	0.004010	0.004830	-0.054800	-0.132280	-0.010990	-0.005340	-0.047060	0.024160	0.005480	-0.068960	-0.055220	0.005800	-0.018540	-0.076830	-0.010310	0.023570	-0.048350	0.051460	0.041340	0.129980	0.032190	-0.061040	-0.064260	-0.253270	-0.142810	-0.014950	-0.215800	-0.153280	-0.170650	-0.078160	-0.082760	-0.087040	-0.240750	-0.097790	-0.069650	-0.243900	-0.038140	-0.284000	-0.198650	-0.139140	-0.178100	-0.055260	0.006790	-0.026620	-0.241920	-0.076200	-0.076250	-0.083160	-0.008830	-0.101930	-0.030660	0.000280	-0.029000	-0.142040	-0.091760	-0.064030	0.034790	-0.036660	-0.004960	-0.150200	-0.173190	0.017500	-0.075990	-0.078330	-0.161370	-0.101520	-0.022870	-0.037140	-0.130620	-0.109680	-0.094920	-0.095320	-0.042210	-0.019540	0.011940	-0.100810	-0.035030	-0.051140	-0.109860
-0.115950	-0.146710	-0.051240	-0.201890	-0.139490	-0.133240	-0.209800	-0.155160	-0.126890	-0.162890	-0.186080	-0.155170	-0.076420	-0.112950	-0.163700	-0.069760	-0.122390	-0.082100	-0.148890	-0.162110	-0.159160	-0.138930	-0.112370	-0.114460	-0.131870	-0.155720	-0.104440	-0.149830	-0.156760	-0.089400	-0.102200	-0.186930	-0.165430	-0.062580	-0.123290	-0.127720	-0.106120	-0.194830	-0.253420	-0.281300	-0.143960	-0.068320	-0.011230	0.098370	0.024400	-0.021710	0.044920	0.087900	0.037970	-0.052240	-0.008170	-0.063700	0.107920	-0.003110	-0.016110	0.038930	-0.042830	0.052700	0.068610	-0.082060	-0.011970	-0.016760	-0.079380	0.001020	0.025880	-0.082650	-0.030300	-0.083690	-0.123260	-0.069670	-0.131680	-0.115450	-0.089750	-0.040140	-0.105910	-0.080950	-0.152580	-0.081440	-0.117430	-0.023820	0.005430	-0.115850	-0.129370	-0.039900	-0.033740	-0.065570	-0.123610	-0.145380	-0.005780	-0.097660	-0.084790	-0.160420	-0.117810	-0.163840	-0.156240	-0.054270	-0.085910	-0.030390	-0.112490
-0.217050	-0.153500	-0.231020	-0.114940	-0.175060	-0.152560	-0.100620	-0.065010	-0.144310	-0.142800	-0.082510	-0.201490	-0.203780	-0.225240	-0.235930	-0.310590	-0.180390	-0.177550	-0.131620	-0.128210	-0.148100	-0.160310	-0.239030	-0.139260	-0.173920	-0.125140	-0.227160	-0.220820	-0.209770	-0.210000	-0.231870	-0.139950	-0.151810	-0.212290	-0.188110	-0.193230	-0.193550	-0.053510	-0.145060	-0.129050	-0.302440	-0.257920	-0.243300	-0.080680	-0.094300	-0.144750	-0.009310	-0.091660	-0.052660	-0.070430	-0.100030	-0.063270	-0.215790	-0.188850	-0.156700	-0.061760	-0.073160	-0.034750	-0.100840	-0.082760	-0.049680	-0.187160	-0.099120	-0.225090	-0.037720	-0.150750	-0.246350	-0.181220	-0.185550	-0.137680	-0.121780	-0.157710	-0.206550	-0.184720	-0.129550	-0.196840	-0.172780	-0.193490	-0.181580	-0.202430	-0.239460	-0.200080	-0.109730	-0.256490	-0.173460	-0.192500	-0.175940	-0.129820	-0.296490	-0.138990	-0.185930	-0.017310	-0.136680	-0.118500	-0.142540	-0.206880	-0.231990	-0.308670	-0.139280
0.067630	-0.170770	-0.074910	-0.099540	0.025050	-0.128180	-0.086210	-0.137160	-0.142320	-0.054490	-0.113600	0.004450	-0.057900	0.013200	0.063340	0.172320	-0.014760	0.007380	-0.001780	-0.023120	-0.010090	0.011420	0.002870	-0.139840	-0.036540	-0.068860	-0.001220	0.024380	0.047520	0.027630	0.049840	-0.056020	-0.063920	-0.024410	-0.006760	-0.047850	0.008610	0.016660	-0.006020	0.016310	0.048490	-0.138050	-0.026900	-0.178210	-0.077130	0.105250	-0.108940	-0.070470	-0.093980	0.033960	-0.021830	-0.020150	-0.083280	-0.026730	-0.102500	-0.160740	-0.057050	-0.209710	-0.201350	-0.135000	-0.125620	0.021150	0.062010	0.167470	-0.162560	-0.024040	-0.044790	-0.054110	-0.033760	-0.105670	-0.133250	-0.069120	-0.049620	-0.115200	-0.095280	-0.100880	-0.009830	-0.032050	-0.039270	-0.138190	-0.141880	-0.043000	-0.192820	0.026250	-0.139620	-0.091470	-0.076670	-0.164480	-0.066670	-0.072340	-0.109350	-0.243570	-0.110100	-0.129790	-0.091620	-0.075810	-0.057590	0.057250	-0.125380
-0.142980	-0.200300	-0.051550	-0.180490	-0.211940	0.012630	-0.107220	-0.040810	-0.063370	-0.068120	-0.108880	-0.140240	-0.008330	-0.089750	-0.104470	-0.260690	-0.149300	-0.073940	-0.104010	-0.159130	-0.056290	-0.101580	-0.259310	-0.100060	-0.133530	-0.082230	-0.152120	-0.167270	-0.217350	-0.173460	-0.211270	-0.138630	-0.089850	0.001530	-0.131360	-0.097140	-0.112010	0.126970	0.090600	0.004430	-0.005950	-0.244750	-0.268940	-0.002560	-0.098750	-0.148110	0.001470	-0.021980	-0.085610	-0.240390	-0.196500	-0.236390	-0.099820	-0.172240	-0.131180	-0.085610	-0.111410	-0.033220	-0.068670	-0.353890	-0.099370	-0.161350	-0.202640	-0.199800	0.005520	-0.261050	-0.167240	-0.215300	-0.261890	-0.136400	-0.096130	-0.087880	-0.170150	-0.104680	-0.199050	-0.158800	-0.178300	-0.005100	-0.195070	-0.081780	-0.127000	-0.112610	-0.117220	-0.195540	-0.125830	-0.117740	-0.269550	-0.099510	-0.203770	-0.150500	-0.143340	-0.082670	-0.093660	-0.121060	-0.166710	-0.157430	-0.299160	-0.237620	-0.260580
-0.041080	-0.176610	-0.226000	-0.140430	0.015850	-0.154770	-0.139510	-0.080250	-0.133520	-0.106500	-0.040900	-0.133250	-0.187670	-0.186440	-0.029800	0.027130	-0.053470	-0.064110	-0.032060	-0.017390	-0.123540	-0.079300	-0.008780	-0.161740	-0.076810	-0.070210	-0.099930	-0.132710	-0.032550	-0.061680	-0.077200	-0.122870	-0.198040	-0.209920	-0.105010	-0.061900	-0.051870	-0.131970	-0.133710	-0.043710	-0.096620	-0.077540	0.050510	0.136880	0.147790	0.189430	0.169780	0.191340	0.183650	0.194780	0.189510	0.178330	0.065830	0.109610	0.076800	0.128350	0.154200	0.085890	0.131030	0.095480	0.155880	0.118390	0.241600	0.166710	0.060550	0.032130	-0.107260	-0.032520	-0.028880	0.008090	-0.176290	-0.168010	-0.101960	-0.133030	-0.013020	-0.134980	-0.059280	-0.174990	-0.056040	-0.208850	-0.186020	-0.147670	-0.133480	-0.088290	-0.152910	-0.158500	-0.053650	-0.146350	-0.179200	-0.077970	-0.124270	-0.105340	-0.112060	-0.152470	-0.114550	-0.123690	-0.059390	-0.086120	-0.020990
