1.790320	1.790320	1.790320	1.790320	1.786540	1.952970	1.963410	2.046160	2.027100	2.054930	2.053170	2.020270	2.056580	2.049750	2.085510	2.033880	2.062780	2.006630	2.046890	2.040000	2.070800	2.033910	2.035420	2.015730	2.051570	2.006280	2.040540	2.029480	2.046720	2.001500	2.006690	2.008120	2.014670	2.029560	1.986200	2.042570	2.060610	2.014080	2.044340	2.052410	2.032660	2.100000	2.047630	2.091060	2.077740	2.082120	2.098330	2.090150	2.086220	2.090960	2.049670	2.051230	2.044220	2.050460	1.990080	2.042990	2.039880	2.085060	2.011470	2.078100	2.101180	2.124820	2.769270	3.662110	3.644760	3.736130	3.722660	3.792480	3.742840	3.586880	3.566330	3.578270	3.517710	3.372220	3.353120	3.414770	3.442040	3.415720	3.218390	3.072830	3.059190	2.764300	2.462710	2.359370	2.272490	2.191150	2.176110	2.059870	2.008560	2.050140	1.969580	2.013230	2.001380	1.976420	1.992390	1.994050	1.791390	1.870860	1.927590	1.798080	1.819190	1.874500	1.788720	1.790320	1.790320	1.790320	1.856880	1.970920	1.956360	1.976690	1.793080	1.790580	1.807250	1.822300	1.957790	1.995370	2.003090	1.957990	1.952610	1.919070	1.790320	1.790320	1.888060	1.955270	1.989810	1.999380	1.966950	2.002770	2.048730	2.004980	2.013050	2.022370	2.009580	2.021580	1.978730	1.984210	1.963770	1.968840
0.168100	0.168100	0.168100	0.168100	0.171770	0.019340	0.024020	-0.027070	-0.025110	-0.044210	-0.043000	-0.012120	-0.044000	-0.031550	-0.064460	-0.020040	-0.049290	-0.003940	-0.033300	-0.033020	-0.055530	-0.024630	-0.035060	-0.018240	-0.051200	-0.016100	-0.037120	-0.034080	-0.042390	-0.004730	-0.012640	-0.016490	-0.022790	-0.032860	0.000550	-0.039300	-0.050720	-0.015800	-0.031860	-0.046710	-0.031070	-0.079020	-0.024550	-0.055470	-0.061130	-0.050710	-0.076910	-0.072200	-0.055370	-0.079390	-0.033960	-0.035990	-0.033320	-0.039740	0.010330	-0.029830	-0.036070	-0.073630	-0.014540	-0.059090	-0.059760	-0.045880	0.106350	-0.039960	0.007330	0.002700	0.010890	-0.068080	-0.024980	0.058650	0.041360	-0.013920	0.004960	0.050980	0.022160	-0.025460	-0.040130	-0.031530	0.023820	0.013880	-0.040430	-0.034330	-0.004540	-0.019280	-0.027380	-0.038910	-0.006190	-0.021470	-0.011790	-0.043520	0.002160	-0.012230	-0.010450	0.000900	-0.000350	-0.004890	0.169090	0.096160	0.041500	0.161650	0.148220	0.095520	0.169860	0.168100	0.168100	0.168100	0.125660	0.005910	0.018280	0.002650	0.169320	0.168220	0.148820	0.144940	0.025400	-0.009470	-0.010470	0.021560	0.022370	0.054170	0.168100	0.168100	0.085280	0.018080	-0.004600	-0.010850	0.018220	-0.006770	-0.048430	-0.012550	-0.027380	-0.022150	-0.020090	-0.018150	0.011720	-0.000840	0.017120	0.012420
-0.497260	-0.497260	-0.497260	-0.497260	-0.501890	-0.310270	-0.329270	-0.302870	-0.263210	-0.271810	-0.246680	-0.281950	-0.248080	-0.243810	-0.206560	-0.282630	-0.259210	-0.302600	-0.284660	-0.261880	-0.245820	-0.267830	-0.260700	-0.284520	-0.241420	-0.278230	-0.271510	-0.266850	-0.264530	-0.299990	-0.300890	-0.274090	-0.270250	-0.274090	-0.306990	-0.267200	-0.257660	-0.280580	-0.298110	-0.253850	-0.254510	-0.233750	-0.284390	-0.273650	-0.253100	-0.247710	-0.213710	-0.231070	-0.247240	-0.205340	-0.269670	-0.278250	-0.277090	-0.255630	-0.299810	-0.273160	-0.261800	-0.234740	-0.275770	-0.228890	-0.240620	-0.286020	-0.191020	-0.080660	-0.122000	-0.138790	-0.177950	-0.088790	-0.169440	-0.156070	-0.155160	-0.110360	-0.146390	-0.169120	-0.096780	-0.071870	-0.064430	-0.074880	-0.120140	-0.162090	-0.099630	-0.128520	-0.214920	-0.246430	-0.182620	-0.232280	-0.271230	-0.279790	-0.305340	-0.266990	-0.279750	-0.283070	-0.286490	-0.292130	-0.306280	-0.306030	-0.503640	-0.410990	-0.332370	-0.492580	-0.477400	-0.408030	-0.499760	-0.497260	-0.497260	-0.497260	-0.470070	-0.307160	-0.316160	-0.303630	-0.497610	-0.497350	-0.455940	-0.478030	-0.317050	-0.281020	-0.300130	-0.317730	-0.306870	-0.368200	-0.497260	-0.497260	-0.393850	-0.297350	-0.288910	-0.289250	-0.316240	-0.302050	-0.238380	-0.298740	-0.256320	-0.301560	-0.273810	-0.295340	-0.317510	-0.295190	-0.315960	-0.308650
0.154900	0.154900	0.154900	0.154900	0.159100	-0.024510	-0.005620	0.018840	-0.070870	-0.018640	-0.075640	-0.046890	-0.063150	-0.092090	-0.116240	-0.027970	-0.033840	-0.013960	-0.015170	-0.054960	-0.055760	-0.059650	-0.052800	-0.026360	-0.074080	-0.049990	-0.025090	-0.032750	-0.025190	-0.018140	0.007910	-0.041640	-0.044130	-0.022870	0.003950	-0.027210	-0.030820	-0.043460	0.032240	-0.040160	-0.087100	-0.061400	-0.030280	-0.014980	-0.039130	-0.078850	-0.106440	-0.072770	-0.054620	-0.112910	-0.032890	-0.012390	-0.021010	-0.053210	-0.043070	-0.038040	-0.043850	-0.049250	-0.061470	-0.074310	-0.054060	0.006970	-0.180380	-0.178200	-0.182460	-0.152540	-0.102470	-0.181120	-0.052920	-0.176430	-0.143900	-0.175160	-0.111180	-0.099330	-0.221710	-0.208770	-0.208900	-0.204450	-0.180220	-0.095900	-0.177260	-0.165050	-0.112000	-0.062060	-0.139250	-0.046440	-0.006380	-0.013010	0.009060	-0.024140	-0.067230	-0.040250	-0.036880	-0.026560	-0.004670	-0.002350	0.165960	0.079590	-0.016530	0.155150	0.142000	0.073050	0.157500	0.154900	0.154900	0.154900	0.158500	-0.015390	-0.020200	-0.000570	0.154340	0.154940	0.086390	0.147860	-0.024500	-0.044620	0.005460	-0.020110	-0.044530	0.056210	0.154900	0.154900	0.047030	-0.057650	-0.034910	-0.021080	-0.013240	-0.002040	-0.079660	0.008870	-0.060570	0.024290	-0.033180	0.004410	0.001800	-0.027960	-0.010630	-0.025950
-0.164410	-0.164410	-0.164410	-0.164410	-0.166820	-0.016400	-0.010320	-0.067870	0.033110	-0.038430	0.036060	0.012190	0.005170	0.046330	0.046170	-0.020990	-0.037180	-0.027180	-0.031530	0.006320	-0.004310	0.019210	-0.000390	-0.024960	0.025660	0.016490	-0.032830	-0.043390	-0.054570	-0.020280	-0.081050	-0.026260	-0.018160	-0.043560	-0.068680	-0.050010	-0.044530	-0.000320	-0.117330	-0.042520	0.055240	-0.002980	-0.021410	-0.053530	-0.037870	0.025000	0.027060	0.004410	-0.018290	0.045550	-0.029340	-0.054140	-0.035550	-0.022110	0.007440	-0.006200	-0.020990	-0.024780	0.030880	-0.004870	-0.019650	-0.083210	-0.148990	-0.226920	-0.135180	-0.149710	-0.145670	-0.085820	-0.236460	-0.127220	-0.176260	-0.132290	-0.214900	-0.247440	-0.100610	-0.149370	-0.167530	-0.180490	-0.220160	-0.324810	-0.176870	-0.143740	-0.094030	-0.130070	-0.043850	-0.090820	-0.121270	-0.069420	-0.057800	-0.049040	0.025600	-0.006450	-0.006650	-0.037210	-0.047680	-0.046610	-0.174590	-0.112980	-0.001100	-0.170250	-0.155530	-0.098000	-0.166610	-0.164410	-0.164410	-0.164410	-0.173680	-0.022630	0.000070	-0.078930	-0.164010	-0.164480	-0.060480	-0.165550	0.000780	-0.001990	-0.074240	-0.005630	0.021660	-0.110340	-0.164410	-0.164410	-0.050090	0.034150	-0.013930	-0.042500	-0.019570	-0.051150	0.011870	-0.083480	-0.012210	-0.097230	-0.044140	-0.078220	-0.051380	-0.016450	-0.033310	-0.005750
-0.090190	-0.090190	-0.090190	-0.090190	-0.090090	-0.187260	-0.223070	-0.163450	-0.224050	-0.190230	-0.247150	-0.222680	-0.193250	-0.231890	-0.191250	-0.187050	-0.166740	-0.192740	-0.202400	-0.195110	-0.190000	-0.209220	-0.208150	-0.186860	-0.235420	-0.228460	-0.178180	-0.128550	-0.118860	-0.197450	-0.102020	-0.144800	-0.158860	-0.164470	-0.142750	-0.119980	-0.142640	-0.210130	-0.095550	-0.129520	-0.254410	-0.200350	-0.172310	-0.145910	-0.147200	-0.208340	-0.174190	-0.179180	-0.156950	-0.203250	-0.163100	-0.154070	-0.175860	-0.136800	-0.190480	-0.216150	-0.159560	-0.177840	-0.240190	-0.160280	-0.162210	-0.110810	-0.015970	0.076470	0.006810	0.044910	0.005970	-0.029290	0.042060	0.032550	0.080780	0.037700	0.051460	0.075900	-0.036070	-0.023180	-0.026750	-0.017460	0.032590	0.084530	-0.027680	-0.025930	-0.019390	-0.035530	-0.052960	-0.082240	-0.054020	-0.115540	-0.181480	-0.132830	-0.221890	-0.196780	-0.187340	-0.146590	-0.170390	-0.171590	-0.085250	-0.111710	-0.235350	-0.080460	-0.100870	-0.141100	-0.088650	-0.090190	-0.090190	-0.090190	-0.103050	-0.199920	-0.240970	-0.092790	-0.089250	-0.090070	-0.223050	-0.086500	-0.223680	-0.209050	-0.135130	-0.215990	-0.229640	-0.106520	-0.090190	-0.090190	-0.209940	-0.255310	-0.190710	-0.144840	-0.212710	-0.172830	-0.176650	-0.130630	-0.161880	-0.127530	-0.132010	-0.129690	-0.162960	-0.200180	-0.168210	-0.217470
-0.086110	-0.086110	-0.086110	-0.086110	-0.083470	-0.046640	0.003080	-0.024700	-0.032560	-0.001460	0.009360	-0.015970	-0.055490	-0.020160	-0.088870	-0.034120	-0.042350	-0.030150	0.006740	-0.057870	-0.047540	-0.047970	-0.020240	-0.033010	0.010520	-0.009850	-0.028410	-0.126720	-0.128860	-0.024230	-0.141150	-0.119110	-0.094020	-0.047740	-0.055590	-0.135500	-0.101090	-0.036090	-0.092300	-0.125150	-0.007630	-0.006460	-0.036370	-0.038620	-0.065930	-0.036070	-0.068670	-0.064640	-0.071990	-0.075310	-0.070250	-0.056130	-0.041770	-0.136400	-0.086850	0.014280	-0.092460	-0.023160	0.006120	-0.096800	-0.051480	-0.054590	-0.083650	-0.122150	-0.093690	-0.100580	-0.056910	-0.039830	0.020020	-0.049990	-0.067970	-0.064560	-0.008770	-0.013130	-0.044600	-0.042320	-0.039800	-0.049870	-0.072720	-0.059560	-0.074820	-0.103060	-0.100980	-0.073260	-0.146060	-0.025540	-0.017490	-0.078710	-0.005330	-0.105530	-0.032550	-0.048210	-0.059150	-0.093220	-0.037930	-0.034170	-0.085950	-0.098700	0.025160	-0.100000	-0.078790	-0.050940	-0.086720	-0.086110	-0.086110	-0.086110	-0.048170	-0.024230	0.044520	-0.156400	-0.085640	-0.086070	0.071470	-0.097250	-0.004620	-0.007840	-0.065510	-0.010150	-0.010500	-0.086360	-0.086110	-0.086110	0.028790	0.017850	-0.055280	-0.102880	0.001370	-0.027140	-0.091750	-0.059690	-0.099180	-0.051750	-0.117980	-0.066750	-0.049910	-0.023670	-0.063800	-0.004090
-0.036810	-0.036810	-0.036810	-0.036810	-0.041300	-0.019060	-0.062540	-0.071020	-0.011300	-0.116640	-0.052320	-0.039470	0.005340	-0.021620	0.059780	-0.053700	-0.078110	-0.053680	-0.119980	0.004960	-0.018970	0.010980	-0.054860	-0.047620	-0.082780	-0.036340	-0.063890	0.062420	0.048380	-0.054440	0.070090	0.073050	0.029160	-0.059320	-0.069910	0.052900	0.035820	-0.016400	-0.044170	0.051180	-0.043400	-0.111040	-0.072830	-0.094320	-0.070160	-0.012310	-0.055490	-0.021430	0.000450	0.015270	-0.005670	-0.042730	-0.045880	0.084350	0.067270	-0.103130	0.036830	-0.077790	-0.080750	0.046480	-0.054440	-0.117630	-0.187640	-0.168210	-0.098290	-0.100900	-0.052650	0.006240	-0.148360	-0.063600	-0.122980	-0.060140	-0.172530	-0.230370	-0.055420	-0.091010	-0.104750	-0.120540	-0.183820	-0.297190	-0.102940	-0.084410	-0.107380	-0.150700	0.057930	-0.040900	-0.018070	-0.037720	-0.095300	0.031190	-0.014760	-0.005660	-0.010480	0.016660	-0.067800	-0.061550	-0.038880	0.006660	-0.101890	-0.020530	-0.035180	-0.053220	-0.036970	-0.036810	-0.036810	-0.036810	-0.060270	-0.031420	-0.137180	0.081210	-0.036250	-0.036810	-0.191980	-0.015580	-0.060460	-0.081190	-0.052440	-0.052140	-0.045950	-0.036060	-0.036810	-0.036810	-0.127090	-0.073350	0.003040	0.029970	-0.088940	-0.082080	0.033290	-0.074530	0.033610	-0.083150	0.036960	-0.057170	-0.050510	-0.047800	-0.008960	-0.071540
-0.122620	-0.122620	-0.122620	-0.122620	-0.117100	-0.170730	-0.144090	-0.088360	-0.177240	-0.049460	-0.143950	-0.144380	-0.168370	-0.134850	-0.185320	-0.098010	-0.064240	-0.121550	-0.061620	-0.168900	-0.144570	-0.183050	-0.135770	-0.131710	-0.107560	-0.168910	-0.086460	-0.223090	-0.185900	-0.125780	-0.227760	-0.245720	-0.184480	-0.107090	-0.081020	-0.194860	-0.212530	-0.204610	-0.096220	-0.216730	-0.157460	-0.055070	-0.060970	-0.023870	-0.068590	-0.140930	-0.047760	-0.123810	-0.128310	-0.167210	-0.144320	-0.110220	-0.114950	-0.246890	-0.256000	-0.070940	-0.203540	-0.077310	-0.087700	-0.201220	-0.043000	0.012680	-0.320560	-0.286020	-0.313250	-0.199140	-0.227920	-0.261580	-0.106540	-0.138170	-0.073160	-0.192440	-0.130660	-0.116680	-0.425160	-0.421440	-0.443610	-0.425080	-0.348170	-0.279170	-0.480950	-0.404700	-0.140100	-0.097890	-0.201310	-0.036020	-0.014100	-0.045440	-0.089980	-0.176940	-0.211590	-0.199170	-0.152470	-0.181820	-0.108800	-0.116560	-0.120400	-0.184650	-0.106340	-0.139560	-0.136780	-0.125020	-0.121780	-0.122620	-0.122620	-0.122620	-0.115100	-0.185450	-0.053300	-0.240260	-0.120980	-0.122530	0.014680	-0.151800	-0.132290	-0.094740	-0.096100	-0.147030	-0.135970	-0.111490	-0.122620	-0.122620	-0.063780	-0.157240	-0.221110	-0.205790	-0.112710	-0.087200	-0.202910	-0.078870	-0.218860	-0.068510	-0.207540	-0.093700	-0.116170	-0.153900	-0.167850	-0.137200
-0.060470	-0.060470	-0.060470	-0.060470	-0.064730	-0.000590	-0.006400	-0.066650	0.005120	-0.127510	-0.022490	-0.041340	-0.035290	-0.045150	-0.019360	-0.097630	-0.123810	-0.074200	-0.086860	-0.041880	-0.044810	-0.000570	-0.045080	-0.040140	-0.047570	0.002280	-0.097080	0.012700	-0.046500	-0.055140	0.008590	0.044810	-0.033740	-0.082160	-0.114560	-0.035580	0.012330	0.035480	-0.101520	-0.012230	-0.016370	-0.085550	-0.093040	-0.098340	-0.115150	0.016650	-0.116980	-0.064690	-0.024310	-0.041800	-0.049850	-0.076930	-0.075150	0.033280	0.071960	-0.077300	0.000520	-0.072960	-0.092770	0.002000	-0.134200	-0.138280	0.017520	0.041690	0.130870	0.102220	0.136960	0.203600	0.147320	0.154410	0.093250	0.185060	0.158240	0.114910	0.229970	0.182200	0.165120	0.139460	0.088270	0.023580	0.110580	0.120060	0.079830	0.066930	0.066830	0.014440	0.023870	-0.135030	-0.070030	-0.028380	0.060980	0.018080	-0.055370	-0.021360	-0.078150	-0.046100	-0.062420	-0.002720	-0.044330	-0.049990	-0.049450	-0.048560	-0.061370	-0.060470	-0.060470	-0.060470	-0.044710	0.026740	-0.096590	0.020150	-0.058860	-0.060380	-0.143000	-0.041240	-0.054040	-0.078120	-0.099560	-0.011640	-0.047500	-0.073800	-0.060470	-0.060470	-0.084450	0.005810	0.040280	-0.005040	-0.066150	-0.106050	-0.003090	-0.117820	-0.003900	-0.118090	-0.014130	-0.082880	-0.078150	-0.014390	-0.016950	-0.021000
