1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.686990	1.869070	2.189360	2.442580	2.499130	2.680830	2.745970	2.720780	2.881280	2.943940	2.911190	3.005760	2.973650	3.039970	3.101450	3.144410	3.155920	3.051310	3.027000	3.090530	3.055250	3.031020	3.065370	3.053210	3.068960	3.039360	3.051410	3.132380	3.113960	3.335690	3.572480	3.783860	3.889130	3.895390	3.857070	3.839430	3.896510	3.884080	3.870000	3.911980	3.895690	3.871540	3.892170	3.831190	3.773830	3.689020	3.675160	3.488880	3.141620	3.124350	2.987860	2.901270	2.891050	2.946340	2.960280	3.000170	2.959010	2.829510	2.801890	2.840130	2.868640	2.821610	2.794600	2.931740	2.870970	2.869770	2.793270	2.803370	2.935940	2.822760
0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	0.122630	-0.011270	-0.020270	-0.036610	-0.024330	-0.093800	-0.119250	-0.032790	-0.107050	-0.129170	-0.090710	-0.088180	-0.042520	-0.086170	-0.114050	-0.108250	-0.124580	-0.042910	-0.042110	-0.052800	-0.101580	-0.009150	-0.057690	-0.079810	-0.009010	-0.009660	-0.068870	-0.105300	-0.034930	-0.177070	-0.309160	-0.081860	-0.070750	-0.069590	-0.001450	0.025520	-0.029080	-0.018170	-0.007240	-0.055170	-0.048700	-0.028480	-0.063850	-0.038910	-0.028340	-0.002670	-0.083570	-0.089160	0.002020	-0.061840	-0.026510	0.006550	-0.010580	-0.045110	-0.098220	-0.138200	-0.070010	-0.017390	-0.026240	-0.048950	-0.033270	0.009370	-0.016480	-0.087820	-0.043580	-0.047440	-0.006280	-0.021560	-0.062720	-0.010580
-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.518990	-0.341490	-0.246530	-0.235310	-0.250900	-0.181410	-0.178900	-0.228870	-0.188610	-0.156460	-0.208700	-0.208900	-0.283240	-0.217930	-0.217620	-0.192600	-0.224620	-0.237390	-0.176240	-0.186480	-0.154680	-0.236000	-0.174610	-0.143560	-0.252260	-0.217640	-0.189380	-0.165730	-0.276910	-0.340740	-0.272650	-0.309350	-0.212930	-0.151200	-0.213440	-0.257710	-0.173440	-0.181910	-0.200400	-0.125320	-0.149790	-0.206920	-0.166790	-0.215430	-0.180380	-0.246760	-0.130250	-0.162100	-0.206020	-0.181360	-0.191830	-0.250760	-0.236180	-0.281420	-0.225130	-0.245240	-0.252350	-0.201880	-0.236300	-0.163020	-0.253730	-0.273480	-0.270110	-0.210360	-0.192520	-0.207510	-0.210510	-0.218640	-0.246230	-0.256340
0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	0.109900	-0.063090	-0.185890	-0.157640	-0.185410	-0.187500	-0.178560	-0.220960	-0.186570	-0.255300	-0.222090	-0.209160	-0.139020	-0.221820	-0.151660	-0.184330	-0.124170	-0.206630	-0.261890	-0.240200	-0.261350	-0.167690	-0.241610	-0.273230	-0.151430	-0.205590	-0.192340	-0.182750	-0.145450	-0.063740	-0.083490	-0.104860	-0.207890	-0.235470	-0.163750	-0.126050	-0.212310	-0.175350	-0.141650	-0.240980	-0.226820	-0.157810	-0.196080	-0.106530	-0.215620	-0.128060	-0.215950	-0.136690	-0.160400	-0.155770	-0.216810	-0.165660	-0.197420	-0.126500	-0.197680	-0.124020	-0.143520	-0.236830	-0.192210	-0.289300	-0.115860	-0.130380	-0.154030	-0.236600	-0.247800	-0.200020	-0.241280	-0.234190	-0.128730	-0.150650
-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.198020	-0.074900	-0.044220	-0.127020	-0.064290	-0.119110	-0.098530	-0.016700	-0.066830	-0.000570	0.000990	-0.027220	-0.042170	0.039070	-0.068180	-0.078080	-0.110720	-0.000990	-0.029500	-0.000450	-0.023360	-0.113950	-0.031440	-0.024090	-0.122330	-0.094070	-0.093960	-0.124650	-0.020480	0.076090	0.087010	-0.063000	-0.015830	-0.087220	-0.173110	-0.194620	-0.123740	-0.198300	-0.243080	-0.137180	-0.117940	-0.153230	-0.109470	-0.224420	-0.097920	-0.175350	-0.165460	-0.240870	-0.213420	-0.184420	-0.077970	-0.131590	-0.075680	-0.081700	0.007320	-0.085980	-0.100540	-0.047770	-0.070770	0.027090	-0.175970	-0.118430	-0.095440	0.039130	-0.022250	-0.064800	-0.035550	-0.015120	-0.113920	-0.115840
-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.126440	-0.187970	-0.118750	-0.023000	-0.054930	0.001480	-0.046780	-0.092420	-0.088680	-0.100600	-0.081110	-0.078510	-0.110330	-0.171320	-0.105520	-0.083460	-0.060920	-0.117710	-0.061110	-0.154780	-0.053430	-0.055050	-0.088390	-0.069850	-0.037200	-0.039040	-0.067860	-0.032890	-0.186500	-0.239850	-0.207520	-0.098190	-0.171160	-0.064950	-0.036620	-0.006180	-0.065330	-0.005170	0.030810	-0.028320	-0.056300	-0.066630	-0.096640	-0.032690	-0.099480	-0.047580	-0.090550	-0.027300	-0.010560	-0.048070	-0.125920	-0.003730	-0.016030	-0.065940	-0.140380	-0.025290	0.003890	-0.050340	-0.063130	-0.148400	0.006680	-0.097310	-0.017380	-0.137190	-0.101970	-0.082330	-0.060530	-0.095750	-0.101580	-0.042260
-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.122500	-0.087990	-0.158800	-0.156160	-0.182580	-0.199360	-0.156750	-0.188650	-0.148340	-0.193650	-0.231230	-0.195360	-0.168730	-0.173760	-0.145190	-0.134360	-0.161720	-0.183970	-0.188160	-0.078100	-0.260340	-0.162460	-0.190250	-0.195640	-0.214950	-0.181980	-0.140340	-0.166190	-0.079820	-0.224830	-0.249300	-0.245570	-0.125150	-0.174520	-0.129430	-0.185660	-0.109300	-0.113790	-0.118750	-0.141410	-0.129700	-0.116260	-0.121210	-0.066500	-0.101590	-0.159860	-0.093270	-0.097780	-0.113150	-0.122550	-0.072320	-0.171140	-0.258300	-0.215280	-0.124760	-0.225890	-0.288610	-0.198370	-0.160460	-0.142330	-0.204610	-0.105500	-0.253980	-0.167910	-0.132620	-0.134060	-0.218480	-0.176530	-0.090620	-0.189180
-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.074960	-0.072680	-0.020130	-0.189080	-0.080190	-0.134110	-0.157950	-0.153260	-0.162130	-0.124820	-0.119440	-0.150840	-0.088990	-0.086910	-0.138080	-0.243590	-0.165660	-0.043610	-0.083680	-0.133630	-0.062400	-0.101830	-0.027690	-0.067230	-0.013490	-0.111740	-0.132930	-0.092930	-0.144500	-0.012120	-0.067450	-0.143430	-0.159440	-0.065410	-0.118440	-0.073640	-0.151860	-0.151810	-0.164390	-0.068490	-0.093570	-0.096260	-0.005590	-0.172060	-0.128110	-0.083720	-0.100860	-0.152310	-0.208810	-0.099050	-0.177710	-0.208650	-0.058000	-0.069660	-0.162900	-0.159280	-0.044790	-0.079400	-0.148350	-0.034640	-0.085600	-0.107850	-0.012420	-0.045970	-0.090770	-0.076770	0.003210	-0.094110	-0.179800	-0.094070
-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.157710	-0.173240	-0.227640	-0.035950	-0.008040	-0.065310	-0.044180	0.004780	-0.009770	-0.087860	0.029710	0.030190	-0.105640	-0.118670	-0.061390	0.028400	0.005650	-0.064470	-0.072350	-0.128140	-0.100990	-0.144640	-0.200250	-0.124500	-0.279160	-0.074440	-0.122110	-0.126840	-0.076840	-0.047320	0.008180	-0.001360	-0.123140	-0.226260	-0.243860	-0.250610	-0.165530	-0.200920	-0.177640	-0.284970	-0.245900	-0.236890	-0.341760	-0.189070	-0.227380	-0.276540	-0.440720	-0.317680	-0.238360	-0.319530	-0.187480	0.015420	-0.091160	-0.129960	0.011770	0.055370	-0.053120	-0.087440	-0.062140	-0.269240	-0.200550	-0.217440	-0.150410	-0.054390	-0.138920	-0.167040	-0.201680	-0.076210	-0.043860	-0.178110
-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.097780	-0.015710	0.054040	-0.053860	-0.064170	-0.012680	-0.023580	-0.119820	-0.098660	-0.043420	-0.154640	-0.124140	-0.002180	-0.039170	-0.032940	-0.126790	-0.088180	-0.048300	-0.031170	0.040680	-0.107940	-0.030330	-0.006340	-0.017650	0.096790	-0.073150	0.006400	0.008010	-0.052460	-0.112740	-0.062410	-0.169800	-0.076650	0.037410	0.043960	0.020100	-0.038990	0.036380	0.027750	0.074790	0.055480	0.013730	0.105900	0.046180	0.026140	0.021500	0.105690	0.065250	0.044440	0.060200	-0.000440	-0.079350	-0.067290	-0.018520	-0.043850	-0.088140	-0.055180	-0.051160	-0.024630	0.119080	0.043480	0.034580	0.003290	0.003910	0.103880	0.083890	0.027850	-0.048650	-0.035830	0.011820
