1.308340	1.308340	1.385100	1.401670	1.349210	1.402550	1.447990	1.415890	1.497360	1.571330	1.670060	1.743290	1.912970	2.146350	2.166110	2.254750	2.203320	2.227820	2.211920	2.229320	2.227350	2.163320	2.196440	2.294200	2.769080	2.926270	3.003540	3.057940	3.135240	3.162980	3.113720	3.158920	3.132620	3.085660	3.031020	2.874300	2.767320	2.560530	2.507080	2.441970	2.329620	2.246950	2.454230	2.260340	2.267010	2.206620	2.191050
0.082620	0.082620	0.010210	-0.004190	0.042870	-0.006050	-0.047790	-0.016280	-0.045640	-0.069030	-0.075310	-0.039520	-0.057080	-0.039870	-0.028950	-0.064440	-0.061970	-0.068720	-0.035520	-0.079580	-0.053930	-0.049110	-0.037500	-0.074600	-0.202790	-0.014100	0.029870	0.000580	-0.063310	-0.071520	-0.030580	-0.055810	-0.034880	-0.031780	-0.047430	0.012890	-0.029830	-0.019870	-0.025410	0.000470	-0.023890	-0.035080	-0.105860	-0.033590	-0.037180	-0.012350	-0.048990
-0.420110	-0.420110	-0.323090	-0.308420	-0.358370	-0.300320	-0.242950	-0.274270	-0.234350	-0.198940	-0.153170	-0.197800	-0.201240	-0.186120	-0.214030	-0.188130	-0.191100	-0.184180	-0.210240	-0.157060	-0.160220	-0.168000	-0.191300	-0.205860	-0.234510	-0.210380	-0.205480	-0.173510	-0.112940	-0.105600	-0.153040	-0.136120	-0.212670	-0.169330	-0.129380	-0.215390	-0.179980	-0.180960	-0.162120	-0.215240	-0.174970	-0.169960	-0.215900	-0.174240	-0.224830	-0.199350	-0.188920
0.072640	0.072640	-0.025620	-0.033050	-0.004010	-0.053790	-0.110870	-0.087660	-0.099530	-0.120920	-0.178370	-0.130190	-0.101450	-0.103750	-0.089100	-0.098130	-0.114930	-0.111040	-0.099130	-0.150640	-0.179750	-0.178340	-0.129400	-0.089030	-0.022030	-0.135120	-0.152650	-0.139980	-0.180200	-0.197440	-0.161820	-0.183770	-0.064110	-0.125730	-0.184750	-0.107750	-0.100310	-0.121940	-0.187170	-0.108270	-0.160950	-0.165480	-0.078960	-0.173780	-0.055760	-0.148300	-0.129480
-0.168620	-0.168620	-0.088070	-0.091060	-0.083610	-0.051540	-0.012180	-0.031160	-0.063920	-0.073740	-0.055340	-0.091000	-0.102630	-0.165440	-0.138780	-0.135890	-0.110470	-0.111490	-0.121790	-0.077850	-0.061210	-0.047300	-0.095570	-0.101630	-0.057510	-0.111860	-0.130060	-0.191730	-0.162150	-0.132490	-0.150430	-0.104210	-0.188040	-0.180910	-0.125770	-0.169890	-0.217380	-0.179530	-0.079820	-0.161690	-0.101380	-0.089630	-0.068040	-0.050540	-0.173610	-0.065110	-0.093320
-0.112530	-0.112530	-0.160440	-0.149130	-0.194330	-0.211890	-0.215360	-0.191990	-0.136480	-0.103050	-0.065910	-0.081460	-0.122390	-0.063700	-0.105700	-0.086310	-0.075930	-0.104550	-0.089690	-0.110870	-0.081400	-0.094430	-0.102410	-0.131070	-0.139840	-0.073460	-0.009750	0.048790	0.015380	-0.002810	-0.004940	-0.055070	-0.063720	-0.019200	-0.050350	-0.040960	0.000210	-0.017190	-0.078460	-0.015350	-0.090760	-0.056940	-0.157480	-0.120800	-0.071920	-0.132340	-0.098080
-0.109450	-0.109450	-0.098470	-0.111520	-0.036930	-0.028940	-0.066620	-0.092890	-0.137280	-0.164670	-0.206670	-0.140370	-0.056310	-0.065260	-0.060580	-0.070600	-0.165070	-0.062850	-0.091360	-0.103150	-0.150030	-0.188050	-0.086810	-0.045530	-0.226930	-0.135740	-0.173790	-0.163270	-0.122920	-0.130220	-0.096110	-0.087810	-0.010590	-0.074440	-0.101250	-0.116820	-0.071420	-0.089590	-0.162170	-0.137570	-0.110750	-0.165190	-0.131720	-0.079610	-0.031560	-0.057570	-0.099730
-0.072200	-0.072200	-0.050550	-0.041920	-0.126670	-0.133920	-0.060440	-0.040250	-0.001640	0.031750	0.068480	-0.024950	-0.103060	-0.118600	-0.110560	-0.047430	0.037050	-0.093050	-0.058590	-0.024560	0.004190	0.065390	-0.083720	-0.110410	0.072710	-0.115480	-0.013600	-0.051700	-0.093290	-0.071320	-0.094310	-0.040740	-0.152620	-0.169780	-0.086130	-0.081240	-0.198940	-0.145030	-0.041710	-0.118250	-0.105610	0.005120	0.007940	-0.088910	-0.142300	-0.069350	-0.040810
-0.137040	-0.137040	-0.175560	-0.177500	-0.098270	-0.094460	-0.176720	-0.168510	-0.195630	-0.228790	-0.201930	-0.118720	-0.068610	-0.154920	-0.147820	-0.176170	-0.207090	-0.090040	-0.131220	-0.177610	-0.133940	-0.218730	-0.068160	-0.033670	-0.146170	-0.155220	-0.208550	-0.172030	-0.136720	-0.141530	-0.121210	-0.169440	-0.095930	-0.095070	-0.226750	-0.238160	-0.108170	-0.124930	-0.243510	-0.068180	-0.161870	-0.163520	-0.200410	-0.071730	-0.050030	-0.123540	-0.116390
-0.090080	-0.090080	-0.048810	-0.050260	-0.108150	-0.111840	-0.038070	-0.077060	-0.056930	-0.011230	-0.041190	-0.112940	-0.120860	0.000890	-0.054290	0.026710	-0.067270	-0.084940	-0.074500	-0.037580	-0.081820	-0.058170	-0.173930	-0.159560	-0.113190	-0.075480	0.034900	0.049000	0.027760	0.022840	0.060580	0.076000	0.000810	-0.030000	0.045990	0.003260	0.006720	0.023690	-0.020030	-0.109810	-0.088560	-0.073030	-0.080020	-0.110280	-0.074540	-0.073110	-0.086460
