3.388060	3.617590	3.608220	3.514700	3.636000	3.647080	3.657970	3.702890	3.665850	3.499250	3.548720	3.558000	3.541020	3.583200	3.481440	3.690200	3.871570	3.890930	3.801030	3.930530	3.956500	4.060920	4.043990	4.026730	3.991030	3.955710	3.975660	3.903610	3.965860	3.780040	3.655690	3.701300	3.754800	3.749420	3.558070	3.510160	3.517070	3.451170	3.709120	3.715190	3.395700	3.421550	3.363620	3.314880	3.400480	3.445470	3.553310
-0.017420	-0.139990	-0.103170	-0.033710	-0.090630	-0.071340	-0.061060	-0.120330	-0.091480	-0.069590	-0.115020	-0.066250	-0.028200	-0.063410	-0.023230	-0.142780	-0.203910	-0.220140	-0.071730	-0.036540	-0.036860	-0.088260	-0.080470	-0.069760	-0.046460	-0.016940	-0.053110	-0.012530	-0.073810	0.022790	-0.047370	-0.057000	-0.077650	-0.127070	-0.118480	-0.088710	-0.081420	-0.029660	-0.072040	-0.068200	-0.025540	-0.050390	0.006230	-0.038360	-0.079710	-0.054640	-0.006290
-0.297600	-0.194410	-0.270060	-0.260300	-0.243830	-0.241800	-0.241720	-0.156950	-0.177260	-0.263140	-0.228920	-0.300390	-0.283480	-0.255560	-0.231920	-0.265230	-0.205010	-0.326170	-0.290770	-0.243650	-0.281530	-0.258010	-0.249540	-0.263220	-0.255750	-0.279240	-0.210530	-0.213040	-0.175090	-0.231370	-0.211200	-0.242640	-0.249920	-0.240620	-0.274270	-0.201200	-0.197930	-0.256300	-0.180550	-0.150870	-0.276140	-0.256430	-0.228310	-0.272190	-0.200030	-0.202140	-0.214560
-0.174520	-0.232750	-0.091020	-0.204400	-0.130890	-0.117570	-0.139340	-0.217460	-0.208760	-0.162790	-0.176340	-0.117860	-0.150760	-0.145440	-0.225290	-0.072570	-0.200510	-0.024290	-0.154720	-0.143400	-0.092030	-0.088890	-0.132110	-0.110720	-0.149830	-0.110790	-0.164830	-0.192700	-0.205240	-0.175340	-0.179610	-0.184500	-0.149510	-0.171000	-0.120840	-0.238800	-0.204360	-0.168920	-0.184900	-0.246160	-0.116930	-0.132710	-0.240700	-0.136450	-0.208120	-0.199910	-0.167320
-0.017760	0.009090	-0.166870	-0.038100	-0.133030	-0.210590	-0.198110	-0.162700	-0.197910	-0.095320	-0.093150	-0.105690	-0.118430	-0.146180	-0.050730	-0.141390	0.073760	-0.008180	-0.022010	-0.196380	-0.201480	-0.193760	-0.141510	-0.161570	-0.108700	-0.193770	-0.201130	-0.179790	-0.131470	-0.194620	-0.171280	-0.073330	-0.091720	-0.014740	-0.087320	-0.022740	-0.095520	-0.090340	-0.195280	-0.145290	-0.152370	-0.135140	-0.097030	-0.109950	-0.079430	-0.110850	-0.237360
-0.180200	-0.143680	-0.094460	-0.157920	-0.158490	-0.066020	-0.056980	-0.005120	-0.011540	-0.131530	-0.118730	-0.117290	-0.107000	-0.108870	-0.116620	-0.141460	-0.299360	-0.262400	-0.181080	0.024900	-0.024990	-0.034950	-0.082180	-0.055740	-0.106990	0.000870	0.048000	-0.001020	-0.102030	-0.021760	-0.033550	-0.153250	-0.155850	-0.230870	-0.146580	-0.139970	-0.099720	-0.146770	-0.029780	-0.043270	-0.125110	-0.106920	-0.078770	-0.115800	-0.150120	-0.108350	0.046860
-0.140460	-0.261900	-0.162820	-0.180200	-0.049680	-0.125920	-0.165690	-0.257890	-0.252560	-0.163100	-0.172160	-0.175780	-0.165730	-0.072850	-0.208190	-0.184320	-0.207380	-0.177400	-0.209650	-0.280360	-0.187550	-0.163840	-0.159530	-0.159980	-0.120570	-0.183710	-0.262760	-0.191140	-0.132710	-0.146630	-0.267350	-0.186370	-0.172050	-0.162280	-0.206750	-0.254910	-0.203390	-0.175430	-0.178660	-0.205060	-0.107890	-0.095350	-0.261940	-0.180300	-0.174790	-0.166810	-0.264570
-0.115390	-0.010270	-0.163760	-0.045860	-0.221280	-0.200910	-0.196110	-0.122180	-0.132880	-0.197290	-0.234540	-0.190330	-0.162220	-0.249680	-0.031330	-0.097910	0.031660	-0.078490	-0.109240	-0.054940	-0.179250	-0.186660	-0.164360	-0.168200	-0.160710	-0.164680	-0.045880	-0.126250	-0.067150	-0.181460	-0.014820	-0.117790	-0.120790	-0.134200	-0.177490	-0.012330	-0.105360	-0.074410	-0.143220	-0.081760	-0.159320	-0.236560	-0.051330	-0.092880	-0.065300	-0.054930	-0.015290
-0.088520	-0.229120	-0.196410	-0.318140	-0.135560	-0.178980	-0.271700	-0.249340	-0.359080	-0.165520	-0.063380	-0.182000	-0.114500	0.013100	-0.217550	-0.129190	-0.260430	-0.047870	-0.139780	-0.204240	-0.098990	-0.072580	-0.154250	-0.126670	-0.155040	-0.060880	-0.239780	-0.258960	-0.392640	-0.188550	-0.413320	-0.248880	-0.200950	-0.167340	-0.067020	-0.287280	-0.158970	-0.320590	-0.224960	-0.377030	-0.254840	-0.074500	-0.341610	-0.221660	-0.348660	-0.345740	-0.374200
-0.170280	-0.115700	-0.108470	0.059880	-0.075320	-0.050370	-0.040290	-0.072800	-0.063750	-0.076380	-0.175310	-0.061020	-0.121350	-0.106060	-0.096340	-0.281710	-0.198030	-0.200250	-0.198250	-0.078300	-0.124530	-0.114910	-0.051990	-0.054490	-0.004920	-0.093360	0.016060	0.024850	0.070400	-0.060700	-0.061800	-0.154780	-0.202360	-0.237270	-0.338580	-0.101190	-0.204240	-0.108970	-0.080470	0.005400	-0.030570	-0.159480	-0.083930	-0.137330	-0.046910	-0.015540	0.037390
