1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	1.521800	2.231340	2.503760	2.595760	2.591260	2.573700	2.589170	2.620910	2.571570	2.559210	2.596530	2.602070	2.648020	2.578490	2.596760	2.636980	2.685520	2.655610	2.608770	2.612120	3.036240	3.138930	3.352690	3.598480	3.697580	3.601080	3.690060	3.571540	3.601440	3.573010	3.482660	3.437640	3.476840	3.478440	3.460450	3.372090	3.498050	3.438790	3.325540	3.173320	3.257360	3.173470	3.122320	3.134040	3.073550	3.015710	2.882430	2.924890	2.841220	2.934430	2.878750	2.890120	2.772030	2.800040	2.686100	2.742060	2.738750
0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.101380	0.008620	-0.052770	-0.017990	-0.028170	0.025870	-0.021140	-0.033070	-0.027760	-0.022030	-0.009950	-0.008140	-0.047300	-0.014600	-0.028760	-0.020500	-0.045070	-0.064970	-0.029960	-0.047740	-0.136910	-0.200690	-0.076160	-0.044150	-0.077950	0.018540	-0.049270	-0.023280	-0.040890	-0.063020	-0.017830	0.023750	-0.049600	-0.059390	-0.064270	-0.002020	-0.082170	-0.036040	-0.039930	0.060130	-0.057350	0.002600	0.035400	-0.047610	-0.036370	0.000300	-0.030480	-0.039090	0.008230	-0.023680	-0.008160	-0.037050	-0.006070	-0.038700	0.015460	-0.061680	-0.055370
-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.481210	-0.311020	-0.231930	-0.219230	-0.217330	-0.266490	-0.217110	-0.203610	-0.225480	-0.201750	-0.233070	-0.228590	-0.187880	-0.231440	-0.240220	-0.253800	-0.235740	-0.151650	-0.237260	-0.240140	-0.227520	-0.299170	-0.237220	-0.188880	-0.154470	-0.240780	-0.180760	-0.201690	-0.153280	-0.070110	-0.156330	-0.213620	-0.179100	-0.150610	-0.118090	-0.208250	-0.170520	-0.176740	-0.151590	-0.234150	-0.128880	-0.170660	-0.258990	-0.151930	-0.185770	-0.200370	-0.190280	-0.164240	-0.188510	-0.193780	-0.248630	-0.175160	-0.215650	-0.206740	-0.257370	-0.206540	-0.198480
0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	0.089820	-0.106240	-0.182860	-0.203690	-0.197430	-0.128380	-0.173270	-0.168120	-0.143390	-0.212610	-0.151360	-0.162340	-0.186300	-0.159710	-0.120990	-0.083050	-0.092070	-0.234950	-0.114240	-0.121160	-0.157640	-0.060560	-0.108900	-0.167500	-0.177300	-0.125010	-0.154040	-0.136520	-0.200210	-0.311170	-0.199370	-0.154400	-0.135950	-0.167120	-0.222320	-0.155280	-0.127900	-0.138160	-0.163190	-0.167230	-0.217560	-0.214200	-0.098320	-0.190060	-0.159430	-0.178080	-0.167180	-0.192300	-0.196550	-0.135890	-0.074880	-0.179730	-0.166670	-0.116570	-0.135600	-0.121280	-0.144640
-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.189770	-0.064450	-0.023980	-0.056730	-0.034360	-0.139830	-0.084600	-0.113280	-0.119550	-0.039880	-0.100650	-0.083920	-0.098130	-0.099630	-0.148990	-0.198630	-0.184500	-0.072960	-0.151910	-0.095650	0.009960	0.046600	-0.159810	-0.144630	-0.159560	-0.192450	-0.169350	-0.189970	-0.127020	-0.084950	-0.172870	-0.171210	-0.192170	-0.200630	-0.153030	-0.151990	-0.196790	-0.242960	-0.237940	-0.136630	-0.132400	-0.114690	-0.194200	-0.149190	-0.150570	-0.125590	-0.149190	-0.126700	-0.136590	-0.204390	-0.215280	-0.132430	-0.129400	-0.220490	-0.118530	-0.167970	-0.139940
-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.124770	-0.139060	-0.125880	-0.088510	-0.150190	-0.072180	-0.106230	-0.078170	-0.090040	-0.133410	-0.129650	-0.127990	-0.111630	-0.103780	-0.074590	-0.068350	-0.077910	-0.063510	-0.096760	-0.156930	-0.166100	-0.251230	-0.070840	-0.098130	-0.069260	-0.040290	-0.059750	-0.003380	-0.086580	-0.011700	-0.014550	-0.056310	-0.070050	0.005870	-0.016590	-0.074900	-0.073040	0.002670	0.012360	-0.105230	-0.085800	-0.121180	-0.105530	-0.077600	-0.106350	-0.134270	-0.052810	-0.103500	-0.064000	-0.051680	-0.079350	-0.102850	-0.071270	0.018120	-0.095960	-0.055020	-0.086900
-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.121200	-0.144860	-0.172810	-0.170260	-0.138080	-0.153880	-0.125270	-0.161120	-0.116810	-0.131260	-0.080000	-0.133630	-0.118030	-0.140740	-0.134470	-0.091320	-0.094510	-0.223120	-0.087110	-0.076070	-0.219570	-0.191550	-0.212190	-0.105930	-0.110790	-0.102940	-0.106620	-0.167420	-0.087890	-0.196680	-0.096900	-0.072380	-0.037810	-0.126150	-0.134950	-0.077800	-0.059850	-0.083060	-0.081200	-0.066080	-0.077810	-0.037210	-0.028070	-0.089020	-0.053460	-0.031950	-0.168650	-0.079720	-0.141510	-0.076550	-0.016910	-0.086880	-0.124570	-0.160670	-0.105440	-0.125450	-0.108950
-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.078030	-0.080980	-0.073970	-0.134550	-0.074110	-0.126990	-0.057060	-0.025210	-0.096590	-0.106790	-0.124240	0.012930	-0.125720	-0.089970	-0.094330	-0.184700	-0.158110	-0.006960	-0.156050	-0.120330	0.021920	0.000800	-0.104660	-0.104480	-0.097690	-0.148110	-0.082930	0.025030	-0.041420	0.016590	-0.103100	-0.095740	-0.129660	-0.092880	-0.056800	-0.095590	-0.128830	-0.199010	-0.191530	-0.068810	-0.061420	-0.145580	-0.131890	-0.060950	-0.119280	-0.158520	-0.015930	-0.085140	-0.077180	-0.133090	-0.187640	-0.055950	-0.076670	-0.092120	-0.106150	-0.055500	-0.107970
-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.153170	-0.138810	-0.177860	-0.138050	-0.253920	-0.165190	-0.187280	-0.253800	-0.162200	-0.126190	-0.171860	-0.320680	-0.228770	-0.197010	-0.201140	-0.162070	-0.195380	-0.268670	-0.150010	-0.180370	-0.153360	-0.071680	-0.221050	-0.335720	-0.319850	-0.213770	-0.272740	-0.306830	-0.320550	-0.259480	-0.233150	-0.262400	-0.242960	-0.195410	-0.251970	-0.222430	-0.260200	-0.195230	-0.214070	-0.379450	-0.371280	-0.290180	-0.339540	-0.332770	-0.325730	-0.313810	-0.363400	-0.356730	-0.306640	-0.280060	-0.191110	-0.342850	-0.176680	-0.183180	-0.177140	-0.244500	-0.217560
-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.098750	-0.102900	-0.006070	-0.036150	0.000720	-0.108910	-0.041080	0.025770	-0.024230	-0.128280	-0.040010	0.060490	-0.027350	-0.051190	0.020160	-0.068740	-0.021180	-0.026240	-0.047070	-0.050420	-0.092390	-0.128270	-0.146300	0.078330	0.088580	0.007350	0.030400	0.096440	0.071590	0.016000	0.088290	0.071180	0.049080	0.036970	0.052830	0.025060	0.042750	0.033830	0.066160	0.117800	0.128800	0.043130	0.090520	0.084990	0.108080	0.068210	0.070450	0.120450	0.005430	0.058320	0.008130	0.099050	-0.038260	0.026760	-0.025840	0.080670	-0.000920
