1.828260	2.762410	2.650380	2.677020	2.668620	2.743710	2.722820	2.715940	2.709840	2.735390	2.687900	2.666870	2.630710	2.733180	2.756120	2.676990	2.744920	2.700130	2.743890	2.743310	2.743140	2.819670	2.740770	2.743520	2.706040	2.607580	2.834360	2.742370	2.686030	2.737580	2.734380	2.758340	2.719450	2.802760	2.632910	2.614480	2.597280	2.620500	2.572150	2.630980	2.595440	2.930720	3.140570	2.919270	3.276730	3.642290	3.712500	3.897350	3.897640	3.885090	3.874320	3.841650	3.863610	3.831650	3.899710	3.857350	3.890880	3.834990	3.868290	3.752670	3.308010	3.127980	3.021070	2.988020	2.780340	2.729330	2.731870	2.758910	2.747230	2.601900	2.651030	2.643350	2.628510	2.636060	2.629170	2.546840	2.689220	2.783280	2.941040	2.747250	2.728980	2.725950	2.844290	2.732290	2.762330	2.695630	2.699180	2.789880	2.789950	2.718340	2.676960	2.606350	2.569480	2.524750	2.476870	2.460280	2.392190	2.458460	2.476740	2.509360	2.447240	2.478220	2.473060	2.432830	2.433760	2.425800	2.393310	2.303720	2.349360	2.299990	2.312910	2.303230	2.390620	2.326350	2.348880	2.303940	2.387210	2.412720	2.497400	2.754360	2.744620	2.760360	2.725960	2.582150	2.495150	2.495080	2.421300	2.428880
0.185140	0.037370	-0.036870	-0.045470	-0.041950	-0.078350	-0.025810	-0.058450	-0.072640	-0.078960	-0.080100	-0.004950	0.001990	-0.060000	-0.071240	-0.005000	-0.037420	-0.004300	-0.029960	-0.013650	-0.027690	-0.055760	-0.020070	-0.002800	-0.006580	0.008490	-0.062030	-0.053030	0.015670	0.029370	0.055830	0.035270	0.017640	-0.009830	0.048520	0.071590	0.065320	0.009670	0.057230	-0.013560	-0.016880	-0.236580	-0.329570	-0.255300	0.032880	-0.078320	-0.034010	-0.072110	-0.039200	-0.032440	-0.029020	-0.012590	-0.037480	0.003420	-0.037460	0.013450	-0.049320	-0.034930	-0.090380	-0.077770	-0.056460	-0.104240	-0.120910	-0.074800	-0.077150	-0.070990	-0.084990	-0.092820	-0.116250	-0.008810	-0.041350	-0.023380	-0.046310	-0.073360	-0.085150	-0.034220	-0.025340	-0.017950	-0.115300	-0.077200	-0.066950	-0.091950	-0.152340	-0.070410	-0.044470	-0.071080	-0.041090	-0.124140	-0.123180	-0.079080	-0.095400	-0.078100	-0.064400	-0.040080	-0.040010	-0.004970	0.005540	0.000370	0.000480	-0.022430	0.001800	-0.059150	-0.036610	-0.046810	-0.005840	0.000360	-0.006720	-0.002390	-0.004650	0.010510	-0.022290	-0.026590	-0.098490	-0.025570	-0.041510	0.006600	-0.032800	-0.021590	-0.037550	-0.158520	-0.179370	-0.189580	-0.174420	-0.047780	-0.028590	-0.014820	-0.027500	0.028880
-0.535700	-0.281490	-0.236240	-0.234690	-0.222010	-0.195410	-0.217290	-0.214720	-0.193730	-0.216280	-0.214490	-0.206010	-0.267720	-0.244230	-0.233420	-0.249250	-0.206220	-0.245750	-0.237970	-0.281430	-0.193910	-0.202640	-0.233530	-0.224570	-0.230760	-0.215130	-0.338920	-0.172210	-0.239570	-0.216210	-0.213650	-0.171960	-0.213640	-0.121880	-0.196910	-0.239610	-0.228060	-0.121390	-0.225050	-0.242770	-0.189620	-0.196020	-0.220450	-0.259820	-0.250350	-0.190740	-0.238160	-0.227110	-0.246780	-0.231130	-0.242310	-0.280150	-0.230380	-0.276910	-0.182350	-0.262830	-0.182780	-0.251280	-0.221250	-0.243050	-0.228890	-0.222730	-0.223350	-0.271620	-0.224840	-0.215360	-0.146540	-0.224340	-0.182650	-0.238940	-0.239970	-0.231640	-0.247380	-0.146330	-0.172130	-0.210120	-0.192120	-0.235400	-0.179000	-0.257230	-0.231970	-0.193930	-0.158650	-0.164810	-0.236690	-0.220140	-0.208140	-0.162440	-0.203530	-0.265540	-0.171650	-0.219250	-0.172970	-0.244010	-0.161810	-0.228020	-0.230680	-0.253980	-0.231530	-0.232750	-0.238980	-0.208220	-0.167310	-0.182800	-0.191880	-0.220890	-0.216390	-0.197390	-0.242670	-0.259430	-0.246920	-0.228500	-0.168990	-0.195630	-0.185400	-0.278950	-0.205230	-0.181610	-0.309840	-0.278570	-0.226250	-0.236600	-0.220800	-0.292270	-0.227160	-0.216350	-0.251040	-0.257420
0.153810	-0.133960	-0.147490	-0.114460	-0.161220	-0.132560	-0.116870	-0.133840	-0.137680	-0.095690	-0.138620	-0.175390	-0.116360	-0.058540	-0.080510	-0.120580	-0.141760	-0.107020	-0.114070	-0.074900	-0.223380	-0.160970	-0.127850	-0.147840	-0.099480	-0.187110	-0.057100	-0.164770	-0.129530	-0.136300	-0.149880	-0.187820	-0.080510	-0.201220	-0.175230	-0.112420	-0.103600	-0.246460	-0.095800	-0.134050	-0.192130	-0.033720	-0.005450	-0.039320	-0.171530	-0.177310	-0.113190	-0.035680	-0.085590	-0.109830	-0.090980	-0.024160	-0.086190	-0.040440	-0.173450	-0.052410	-0.159920	-0.065770	-0.048750	-0.031210	-0.086120	-0.093090	-0.118780	-0.064680	-0.147770	-0.167840	-0.275060	-0.155340	-0.220800	-0.186830	-0.125200	-0.212430	-0.159320	-0.273720	-0.197530	-0.212240	-0.165870	-0.108780	-0.154510	-0.123170	-0.124950	-0.186530	-0.199750	-0.237760	-0.095540	-0.147700	-0.156910	-0.196390	-0.141490	-0.073180	-0.193330	-0.136980	-0.219030	-0.116670	-0.231710	-0.148210	-0.167070	-0.111060	-0.124350	-0.101540	-0.141390	-0.168360	-0.241030	-0.209470	-0.204030	-0.150970	-0.112780	-0.195920	-0.109720	-0.094770	-0.095350	-0.131630	-0.158920	-0.176810	-0.157730	-0.028410	-0.134170	-0.196590	-0.048450	-0.006070	-0.091190	-0.015340	-0.107340	-0.064510	-0.183540	-0.164850	-0.084100	-0.118150
-0.150830	0.008360	0.039280	-0.030830	0.027780	-0.042740	-0.089530	-0.053000	-0.051070	-0.074470	0.009520	-0.004500	0.002690	-0.098960	-0.078140	-0.021740	-0.030250	-0.059180	-0.067180	-0.076740	0.088790	-0.028430	-0.035380	-0.055710	-0.105740	0.007260	0.088270	-0.071000	-0.059740	-0.090050	-0.105870	-0.107610	-0.217870	-0.127570	-0.077290	-0.138250	-0.192970	-0.065890	-0.199080	0.066210	0.061510	-0.009550	0.056700	0.093430	-0.043670	0.000940	-0.050170	-0.189610	-0.069420	-0.071450	-0.086900	-0.156800	-0.097110	-0.157650	-0.026700	-0.188470	-0.045180	-0.101960	-0.145080	-0.171190	-0.086520	-0.065470	-0.011020	-0.058180	-0.012610	0.009380	0.110000	-0.005870	0.062120	-0.000570	-0.070210	0.013520	-0.033570	0.082920	-0.067160	0.037460	-0.045940	-0.079930	0.022700	-0.018590	-0.038710	0.051150	0.033280	0.053090	-0.124210	-0.031620	-0.045000	0.023200	-0.011590	-0.061940	0.025310	-0.022480	0.052570	-0.076510	0.025860	-0.062700	-0.046670	-0.072380	-0.059570	-0.059250	-0.004880	0.046350	0.080390	0.053710	0.027090	-0.032650	-0.113500	0.022840	-0.045990	-0.086460	-0.060810	-0.039730	0.003070	-0.006080	-0.055940	-0.163610	-0.077430	-0.032260	-0.040040	-0.026060	0.020860	-0.073000	0.047320	-0.033580	0.038740	-0.008280	-0.109910	-0.076570
-0.150220	-0.107650	-0.137440	-0.094970	-0.139970	-0.064310	-0.020150	-0.044460	-0.015310	-0.096260	-0.154710	-0.046990	-0.134260	-0.098180	-0.090470	-0.143770	-0.149300	-0.148710	-0.095510	-0.162860	-0.231560	-0.147010	-0.167090	-0.103730	-0.091520	-0.140740	-0.202090	0.002090	-0.065850	-0.009960	-0.013700	0.049100	0.089280	0.047970	-0.024860	0.006800	0.084530	0.034060	0.073020	-0.240220	-0.207010	-0.167580	-0.224720	-0.235060	-0.111040	-0.087650	-0.069620	0.033910	-0.073810	-0.044180	-0.057940	-0.018130	-0.073700	0.004910	-0.118460	0.064920	-0.095410	-0.082750	-0.040210	0.004700	-0.094700	-0.063010	-0.066800	-0.049300	-0.028740	-0.075980	-0.143030	-0.088080	-0.132330	-0.081710	-0.025530	-0.128350	-0.079670	-0.174640	-0.043080	-0.098670	-0.046610	-0.026350	-0.127340	-0.088570	-0.031150	-0.103010	-0.120820	-0.136510	-0.025220	-0.056080	-0.059820	-0.157790	-0.101730	-0.077900	-0.115140	-0.114150	-0.147560	-0.127490	-0.117560	-0.079810	-0.024630	-0.063550	-0.073030	-0.105670	-0.131380	-0.190400	-0.176240	-0.165790	-0.143730	-0.102750	-0.050000	-0.161960	-0.152640	-0.057910	-0.094390	-0.085770	-0.127380	-0.126940	-0.071280	-0.043940	-0.136340	-0.118730	-0.114500	-0.200040	-0.206630	-0.163740	-0.203820	-0.143290	-0.192110	-0.131900	-0.032290	-0.087320
-0.020400	-0.113610	-0.163640	-0.161270	-0.154620	-0.191730	-0.148590	-0.202460	-0.255250	-0.108130	-0.092580	-0.227190	-0.137010	-0.080290	-0.134000	-0.102630	-0.064100	-0.075860	-0.163860	-0.062520	-0.102910	-0.148100	-0.096270	-0.174630	-0.100820	-0.148150	-0.231980	-0.206590	-0.114330	-0.155620	-0.046890	-0.108230	-0.087730	-0.111880	-0.072980	-0.049720	-0.131360	-0.146150	-0.100990	-0.027220	-0.027080	-0.208660	-0.191910	-0.222540	-0.132700	-0.168430	-0.116350	-0.109410	-0.051140	-0.092880	-0.067760	-0.064770	-0.015140	-0.095520	0.033440	-0.118520	0.009150	-0.020290	-0.055540	-0.109760	-0.048910	-0.093820	-0.178190	-0.162110	-0.253230	-0.204370	-0.210040	-0.225860	-0.216710	-0.269360	-0.263630	-0.204190	-0.230410	-0.166720	-0.227270	-0.238080	-0.158570	-0.159030	-0.105920	-0.231990	-0.251690	-0.205370	-0.205180	-0.165600	-0.190040	-0.218740	-0.216980	-0.147460	-0.201290	-0.203750	-0.171060	-0.165460	-0.168520	-0.101620	-0.192780	-0.164980	-0.270960	-0.182480	-0.127940	-0.072710	-0.128860	-0.088780	-0.118060	-0.125650	-0.110710	-0.132150	-0.108010	-0.103680	-0.066160	-0.179890	-0.139810	-0.175460	-0.153910	-0.131990	-0.186710	-0.109650	-0.061470	-0.153210	-0.192140	-0.148560	-0.185290	-0.201860	-0.173800	-0.190680	-0.175180	-0.158780	-0.242860	-0.168020
-0.126750	-0.148190	0.054090	0.017770	-0.003620	0.110500	-0.074900	-0.097730	0.073330	-0.054180	-0.153720	0.113950	-0.031540	-0.164260	-0.116690	-0.084350	-0.138130	-0.139180	-0.103740	-0.202850	-0.071170	-0.085110	-0.107690	-0.057000	-0.108930	-0.086260	0.031060	-0.092790	-0.147780	0.075410	-0.150370	-0.040740	-0.132730	-0.054870	-0.037360	-0.056880	-0.063870	0.006620	-0.099890	0.019030	-0.020240	0.150980	0.024760	-0.007070	-0.228610	-0.152140	-0.101930	-0.115560	-0.108330	-0.071200	-0.053340	-0.082630	-0.099810	-0.034130	-0.157690	-0.088780	-0.173680	-0.155110	-0.206270	-0.176380	-0.209550	-0.194890	-0.108230	-0.131140	-0.057780	-0.128630	-0.050980	-0.182680	-0.174000	-0.033970	-0.087540	-0.190230	-0.208780	-0.126450	-0.218320	-0.126870	-0.102230	-0.131880	-0.121500	-0.177090	-0.108240	-0.111220	-0.192020	-0.172870	-0.187220	-0.172430	-0.112670	-0.170390	-0.164940	-0.158660	-0.143470	-0.166050	-0.072990	-0.247440	-0.041350	-0.155640	-0.035290	-0.113190	-0.031560	-0.100290	-0.065500	-0.106440	-0.085400	-0.104040	-0.082340	-0.058640	-0.127380	-0.081640	-0.124890	-0.039790	-0.067930	-0.081170	0.019410	-0.077000	-0.009420	-0.129680	-0.204080	-0.072220	-0.042920	0.002950	-0.010260	0.057060	-0.064790	-0.043100	-0.048560	-0.072120	-0.042220	-0.094920
-0.055140	-0.013440	-0.121340	-0.117000	-0.090250	-0.172610	0.017860	0.004130	-0.133190	-0.076780	-0.039240	-0.171230	-0.086610	-0.026400	-0.082460	-0.151350	-0.086860	-0.196890	-0.137540	-0.147070	-0.187630	-0.305350	-0.229890	-0.245340	-0.202970	-0.183690	-0.045840	0.048330	0.004840	-0.218740	-0.011230	-0.075760	-0.026710	-0.118350	-0.117870	-0.102150	-0.108400	-0.140910	-0.100500	-0.086930	-0.079360	-0.120210	0.051460	-0.038790	-0.138500	-0.086360	-0.159520	-0.089770	-0.058770	-0.034120	-0.073340	-0.086200	-0.071210	-0.112070	-0.025930	-0.046270	-0.019270	-0.089160	-0.018390	-0.059400	-0.031660	0.059950	-0.118790	-0.035310	-0.086300	-0.007260	-0.098230	-0.035870	-0.085030	-0.258100	-0.122410	-0.168900	-0.078930	-0.143720	-0.100710	-0.064840	-0.045140	0.061300	0.055580	-0.056990	0.006590	0.035270	-0.028180	-0.057000	-0.092160	-0.000730	-0.094650	-0.125790	0.010190	0.024910	0.012010	-0.029340	-0.145340	-0.146260	-0.255340	-0.101010	-0.140240	-0.099470	-0.105080	-0.036800	-0.113690	-0.103270	-0.099440	-0.096930	-0.133110	-0.136550	-0.087420	-0.139180	-0.133030	-0.085430	-0.036570	-0.050020	-0.143210	-0.135030	-0.259080	-0.106900	-0.154330	-0.344660	-0.129040	-0.142550	-0.224790	-0.317370	-0.082820	-0.220480	-0.255790	-0.135930	-0.145750	-0.212050
-0.112260	-0.081340	-0.030040	-0.037870	-0.087010	0.047540	-0.105500	-0.190190	-0.041120	-0.021440	-0.111390	0.004410	-0.096920	-0.128940	-0.129720	-0.082670	-0.113110	-0.094280	-0.139820	-0.141080	-0.124300	-0.079890	-0.101340	-0.131630	-0.044420	-0.146620	-0.207470	-0.199550	-0.132620	0.123930	-0.005590	0.129660	0.087480	0.097770	0.113960	0.132480	0.106460	0.115730	0.116300	-0.140570	-0.111780	-0.174900	-0.218560	-0.196490	-0.139060	-0.082800	0.086620	0.067030	0.091110	0.060510	0.124170	0.150040	0.142840	0.176920	0.142880	0.094640	0.119460	0.130610	-0.031950	0.016410	-0.061110	-0.044600	0.093980	0.009370	-0.017950	-0.088430	-0.070550	-0.144520	-0.106990	-0.016940	-0.118030	-0.141820	-0.201720	-0.115420	-0.203800	-0.177220	-0.041860	-0.129120	-0.075080	-0.160510	-0.155770	-0.126000	-0.164500	-0.123440	-0.136690	-0.132840	-0.164690	-0.102900	-0.179150	-0.202770	-0.149780	-0.159350	-0.056230	-0.121670	-0.018790	-0.141830	-0.064780	-0.149360	-0.011100	-0.062900	-0.086660	-0.054850	-0.065020	-0.088960	-0.021730	-0.049400	-0.033060	-0.094340	-0.140970	-0.161140	-0.202520	-0.213620	-0.077020	-0.097080	-0.029840	-0.085650	-0.158360	-0.012350	-0.116880	-0.217820	-0.175510	-0.132100	-0.143110	-0.088030	-0.144050	-0.186560	-0.200130	-0.113230
