1.639000	2.136160	2.076740	2.448720	2.176480	2.085510	2.054640	2.097810	2.272920	2.342080	2.290020	2.258930	2.192160	2.129840	2.158590	2.215460	2.154710	2.136400	2.191420	2.187820	2.177150	2.087530	2.089030	2.009260	2.067310	1.958990	1.898140	2.580280	2.808060	2.895290	2.928680	2.949000	2.977610	3.014560	3.002280	2.923340	2.903400	2.902400	2.912930	2.876900	2.850180	2.715820	2.610020	2.578500	2.595570	2.618460
-0.055650	-0.083070	-0.038180	-0.185810	-0.088920	-0.068280	-0.047600	-0.068120	0.010180	-0.036330	-0.053130	-0.085070	-0.064060	-0.060480	-0.068970	-0.076530	-0.076170	-0.063120	-0.058260	-0.044130	-0.091610	-0.028020	-0.043220	0.008470	-0.069840	-0.037430	-0.053320	-0.198020	-0.281550	-0.161610	-0.061300	-0.038920	-0.032950	-0.069940	-0.074670	-0.025820	-0.022440	-0.028620	-0.044230	-0.023700	-0.030920	-0.009930	-0.054850	-0.051640	-0.009800	0.003710
-0.242080	-0.196950	-0.212850	-0.249230	-0.234420	-0.218480	-0.176700	-0.151960	-0.209510	-0.209790	-0.205690	-0.180150	-0.130190	-0.182950	-0.183990	-0.204470	-0.245950	-0.191340	-0.190330	-0.182670	-0.169960	-0.215850	-0.204280	-0.209890	-0.174080	-0.206750	-0.149780	-0.263110	-0.243210	-0.221390	-0.193340	-0.239830	-0.197610	-0.177520	-0.184130	-0.229820	-0.230510	-0.215910	-0.219820	-0.236670	-0.201950	-0.163470	-0.144310	-0.216930	-0.209640	-0.156040
-0.059480	-0.119050	-0.132760	-0.015310	-0.075610	-0.104520	-0.145960	-0.171860	-0.137840	-0.108940	-0.107830	-0.105110	-0.182080	-0.100900	-0.137460	-0.136330	-0.056110	-0.142040	-0.101230	-0.136110	-0.131090	-0.148510	-0.139600	-0.153740	-0.150350	-0.101320	-0.207810	-0.020510	-0.047230	-0.060490	-0.114110	-0.047940	-0.100990	-0.102000	-0.099920	-0.078450	-0.079890	-0.105620	-0.059520	-0.047440	-0.106650	-0.170800	-0.195390	-0.146620	-0.118990	-0.175670
-0.079070	-0.034970	-0.013330	-0.025510	-0.017030	-0.027740	-0.078320	-0.032250	-0.089390	-0.096520	-0.082350	-0.097010	-0.082760	-0.139000	-0.049110	0.009530	-0.088970	-0.041060	-0.131640	-0.114860	-0.060020	-0.013560	-0.036050	-0.059860	-0.058390	-0.110350	-0.016270	0.016660	0.075770	-0.061130	-0.096050	-0.180880	-0.148280	-0.136880	-0.115790	-0.108860	-0.100130	-0.065210	-0.150000	-0.165970	-0.112840	-0.104020	-0.046990	-0.013430	-0.116580	-0.117680
-0.114880	-0.133300	-0.165090	-0.177380	-0.197970	-0.187940	-0.080840	-0.121170	-0.039550	-0.047500	-0.052980	-0.098040	-0.039500	-0.024420	-0.120740	-0.179380	-0.103630	-0.101880	-0.018160	-0.062560	-0.141480	-0.134300	-0.122250	-0.051050	-0.075830	-0.079220	-0.076100	-0.187650	-0.193230	-0.105800	-0.082580	-0.024860	-0.041300	-0.055100	-0.083980	-0.103500	-0.126130	-0.160550	-0.076440	-0.068130	-0.093640	-0.025960	-0.084440	-0.139770	-0.063780	-0.022830
-0.138820	-0.136460	-0.098950	-0.121300	-0.063000	-0.070390	-0.159930	-0.122930	-0.104910	-0.111170	-0.179160	-0.070540	-0.157520	-0.144150	-0.133600	-0.102790	-0.113420	-0.163810	-0.208550	-0.177870	-0.059260	-0.145510	-0.139310	-0.193990	-0.195820	-0.105960	-0.217620	-0.154350	-0.201570	-0.213790	-0.165200	-0.161320	-0.151130	-0.128970	-0.104120	-0.090790	-0.048300	-0.012340	-0.055880	-0.058230	-0.077880	-0.166320	-0.175600	-0.164740	-0.107750	-0.146630
-0.002000	-0.067370	-0.041730	0.068870	-0.055430	-0.106480	-0.065550	-0.014950	-0.015870	0.008100	0.036590	-0.088890	-0.030010	-0.037410	-0.049790	-0.075230	-0.139910	-0.067690	-0.039960	-0.102900	-0.174300	-0.071300	-0.094160	-0.036830	-0.027180	-0.107310	0.009160	0.016830	0.012890	-0.085100	-0.049980	-0.069670	-0.011800	-0.045820	-0.075310	-0.062950	-0.115370	-0.126700	-0.152720	-0.167050	-0.118010	-0.050430	-0.009160	-0.066150	-0.043660	-0.068830
-0.131040	-0.061730	-0.146770	0.015400	-0.034730	-0.122670	-0.126300	-0.170640	-0.074680	-0.066650	-0.105070	-0.089900	-0.133050	-0.140630	-0.151810	-0.068960	-0.036960	-0.079460	-0.120150	-0.215930	-0.056510	-0.098930	-0.083560	-0.089840	-0.151400	-0.119180	-0.180650	0.025920	0.033750	-0.060310	-0.253360	-0.151860	-0.215330	-0.195380	-0.179910	-0.215020	-0.151580	-0.137440	-0.066040	-0.076080	-0.178550	-0.173890	-0.180520	-0.116210	-0.117690	-0.183190
-0.079750	-0.168890	-0.041520	-0.116490	-0.109950	-0.064300	-0.147970	-0.039390	-0.010350	-0.002560	-0.081230	-0.004570	-0.015060	0.032370	-0.085330	-0.126260	-0.081840	-0.129180	-0.115160	-0.122160	-0.105070	-0.088910	-0.135670	-0.124810	-0.071730	-0.036860	-0.059870	-0.129290	-0.105370	-0.191960	-0.011560	-0.004270	0.016870	0.023450	0.018720	0.056060	0.003050	0.027740	-0.071770	-0.071160	0.030140	-0.005390	-0.049030	-0.115070	-0.004280	-0.017670
