3.291060	3.475580	3.551400	3.480210	3.315880	3.289800	3.444380	3.329640	3.350540	3.423000	3.572390	3.766720	3.919440	3.920410	3.914970	3.888210	3.891740	3.894580	3.831990	3.905700	3.943410	3.931750	3.865190	3.817400	3.829020	3.781770	3.691750	3.733390	3.594720	3.525440	3.363900	3.307100	3.304380	3.187470	3.350230	3.347320	3.535190	3.499020	3.534280	3.352480	3.285910	3.270800	3.259950	3.351290	3.530760	3.562800	3.685570	3.776210	3.660480	3.528350	3.660880	3.514210	3.454680	3.493170	3.530540	3.436090	3.416360	3.459900	3.387390	3.487100	3.472680	3.661820	3.704030	3.687800	3.678600
0.019360	-0.068780	-0.116590	-0.096800	-0.042700	-0.002460	-0.051560	0.016710	-0.058420	-0.073340	-0.192580	-0.332240	-0.244280	-0.082800	-0.035700	-0.077660	-0.038530	-0.033760	0.022020	-0.053190	-0.072070	-0.032400	-0.034760	0.000630	-0.039430	-0.020120	0.006520	-0.023300	-0.100050	-0.128140	-0.059160	-0.057180	-0.083410	-0.022420	-0.092950	-0.076720	-0.084210	-0.026310	-0.055730	-0.030030	-0.046840	-0.034470	-0.040030	-0.059380	-0.063210	-0.010390	-0.079470	-0.101380	-0.094370	0.010150	-0.096870	-0.028500	-0.053020	-0.085080	-0.081230	-0.044460	-0.068480	-0.107810	-0.054810	-0.055810	-0.044410	-0.063020	-0.034530	0.000980	-0.010150
-0.307110	-0.210700	-0.193360	-0.211620	-0.229710	-0.259390	-0.193180	-0.270300	-0.207620	-0.236450	-0.301220	-0.293810	-0.275530	-0.291690	-0.273520	-0.160340	-0.206080	-0.202570	-0.284260	-0.189130	-0.177170	-0.261530	-0.139530	-0.224790	-0.213130	-0.218620	-0.197570	-0.281920	-0.269620	-0.208650	-0.271800	-0.253540	-0.182870	-0.264990	-0.220980	-0.259860	-0.187050	-0.234460	-0.182780	-0.245620	-0.250540	-0.237420	-0.271100	-0.228640	-0.235680	-0.209590	-0.143760	-0.130800	-0.155210	-0.249880	-0.162380	-0.243590	-0.226610	-0.244600	-0.224860	-0.268390	-0.262960	-0.236520	-0.270920	-0.273610	-0.214280	-0.204050	-0.214310	-0.233410	-0.228380
-0.144520	-0.196080	-0.145900	-0.157600	-0.239360	-0.222170	-0.256060	-0.175470	-0.234340	-0.215320	-0.011910	-0.054670	-0.069380	-0.097160	-0.137800	-0.212380	-0.175280	-0.184660	-0.095840	-0.190920	-0.182680	-0.068620	-0.268810	-0.177960	-0.121150	-0.133320	-0.243960	-0.122370	-0.087860	-0.134090	-0.123830	-0.167710	-0.247640	-0.143340	-0.195600	-0.126550	-0.185130	-0.213320	-0.246640	-0.149700	-0.145690	-0.194720	-0.170930	-0.172230	-0.120170	-0.201100	-0.222260	-0.206170	-0.206510	-0.153860	-0.219540	-0.147240	-0.195490	-0.108520	-0.155900	-0.137730	-0.133630	-0.122720	-0.138790	-0.129740	-0.251260	-0.184470	-0.172390	-0.177410	-0.214490
-0.162270	-0.166200	-0.227750	-0.154120	0.013600	-0.036500	-0.044410	-0.118830	-0.038280	0.015130	-0.128410	0.088410	-0.051360	-0.162390	-0.131390	-0.152010	-0.158020	-0.152180	-0.230520	-0.142800	-0.161670	-0.256580	-0.125570	-0.160960	-0.267170	-0.270270	-0.122140	-0.127570	-0.129590	-0.165830	-0.131130	-0.089480	-0.036450	-0.133820	-0.060540	-0.139840	-0.181510	-0.094410	-0.112790	-0.205020	-0.158530	-0.109440	-0.071060	-0.163950	-0.211530	-0.153410	-0.185360	-0.243560	-0.181740	-0.190460	-0.147310	-0.167690	-0.037690	-0.164890	-0.110060	-0.088030	-0.098240	-0.162520	-0.098660	-0.150180	-0.074720	-0.162570	-0.193800	-0.181670	-0.111870
-0.119740	-0.071920	-0.065130	-0.136970	-0.211600	-0.136340	-0.128910	-0.088310	-0.168410	-0.233060	-0.134410	-0.328600	-0.188280	-0.085910	-0.102510	-0.097280	-0.099700	-0.088310	-0.027970	-0.106080	-0.088090	-0.044780	-0.040870	-0.073240	-0.025020	-0.006450	-0.068180	-0.151240	-0.162800	-0.097920	-0.128910	-0.106650	-0.131110	-0.094820	-0.143070	-0.089130	0.005130	-0.152350	-0.059020	0.018620	-0.057510	-0.058680	-0.122850	-0.005930	-0.083760	-0.026320	0.004680	0.010840	-0.031930	-0.073320	-0.091960	-0.136480	-0.240580	-0.096940	-0.142310	-0.185590	-0.189200	-0.115470	-0.187150	-0.095770	-0.038240	-0.107110	-0.063400	-0.073180	-0.082830
-0.201980	-0.251870	-0.180160	-0.123280	-0.114670	-0.197480	-0.150170	-0.187400	-0.152710	-0.141360	-0.178610	-0.176800	-0.231960	-0.191330	-0.181990	-0.125920	-0.098050	-0.087610	-0.133820	-0.087630	-0.091220	-0.034110	-0.154960	-0.106410	-0.043600	-0.066700	-0.115240	-0.084840	-0.086820	-0.167250	-0.131630	-0.236400	-0.210390	-0.146910	-0.117880	-0.159880	-0.270960	-0.117660	-0.238810	-0.278510	-0.188330	-0.268280	-0.164260	-0.306370	-0.120100	-0.217880	-0.181970	-0.191680	-0.201320	-0.146520	-0.211800	-0.083600	-0.048660	-0.194710	-0.181520	-0.102460	-0.103160	-0.183680	-0.116350	-0.183780	-0.295090	-0.129300	-0.159500	-0.133730	-0.162190
-0.128160	-0.078110	-0.123900	-0.156180	-0.120510	-0.127940	-0.102970	-0.104050	-0.094640	-0.097910	-0.116970	-0.031280	-0.086780	-0.127160	-0.021360	-0.054140	-0.063870	-0.075720	-0.062690	-0.076180	-0.056790	-0.178980	-0.033360	-0.093450	-0.244820	-0.255940	-0.153730	-0.128420	-0.124000	-0.093590	-0.121780	0.007040	-0.029560	-0.149860	-0.222620	-0.158740	-0.060620	-0.230310	-0.090810	-0.091620	-0.159230	-0.033430	-0.146850	-0.022550	-0.195960	-0.031300	-0.119340	-0.153570	-0.117220	-0.128600	-0.063360	-0.237370	-0.130950	-0.001160	0.007380	-0.060400	-0.104270	-0.079900	-0.132080	-0.138440	-0.090010	-0.100240	-0.111110	-0.128420	-0.086320
-0.339720	-0.367450	-0.432360	-0.341430	-0.164360	-0.149360	-0.115250	-0.221510	-0.265580	-0.162090	0.042300	-0.044580	-0.056510	-0.031070	-0.190820	-0.419310	-0.351750	-0.284550	-0.286820	-0.331420	-0.346520	-0.169940	-0.348950	-0.266020	-0.180770	-0.147760	-0.216500	-0.193870	-0.132780	-0.271390	-0.150870	-0.256990	-0.239910	-0.058140	-0.078050	-0.177720	-0.237080	-0.253140	-0.358720	-0.241520	-0.154050	-0.292770	-0.197740	-0.299300	-0.261090	-0.287330	-0.185810	-0.311150	-0.288950	-0.277840	-0.372110	-0.125650	-0.232340	-0.311290	-0.378770	-0.241580	-0.307570	-0.372450	-0.292380	-0.305610	-0.251700	-0.414840	-0.368780	-0.273560	-0.234040
-0.168890	-0.122110	-0.009190	-0.070820	-0.110000	-0.209020	-0.106240	-0.095060	-0.066220	-0.202070	-0.255720	-0.130920	-0.193660	-0.159210	-0.059000	0.094170	0.093140	0.087180	0.057670	0.080040	0.114770	0.042460	0.112600	0.032830	0.030040	-0.005010	0.061910	-0.022960	-0.102910	-0.051670	-0.113570	-0.114290	-0.092140	-0.222670	-0.108030	-0.044810	-0.075120	-0.102850	-0.043240	-0.101130	-0.115330	-0.090230	-0.021540	-0.058240	-0.070670	-0.016940	-0.016920	-0.054130	-0.061400	-0.080450	-0.117460	-0.295930	-0.104360	-0.071280	-0.040740	-0.078470	-0.019620	-0.051840	-0.073470	-0.031860	-0.106350	0.078020	-0.011800	-0.034870	0.005990
