1.296490	1.297850	1.299550	1.300630	1.300990	1.300560	1.299410	1.297680	1.296490	1.296500	1.296500	1.296500	1.296500	1.296500	1.296500	1.296500	1.296500	1.297850	1.299550	1.300630	1.300990	1.300560	1.296490	1.321530	1.456680	1.433790	1.505170	1.479420	1.627410	1.507800	1.449430	1.461300	1.434720	1.467160	1.438280	1.470100	1.480480	1.452410	1.457980	1.434790	1.465200	1.445070	1.447610	1.424130	1.422760	1.459920	1.437110	1.471340	1.440680	1.464660	1.455320	1.437930	1.481930	1.418900	1.490110	2.441010	2.635290	2.694040	2.772550	2.874010	2.775860	2.747810	2.760400	2.706760	2.714540	2.732650	2.750930	2.745470	2.716060	2.652250	2.525030	2.294560	2.261090	2.223670	2.129720	2.035610	1.690640	1.470590	1.495510	1.447060	1.457370	1.438620	1.493940	1.436370	1.558040	2.394870	2.240770	2.088680	1.854470	1.628820	1.646730
0.115010	0.113720	0.112080	0.111030	0.110680	0.111090	0.112210	0.113880	0.115010	0.115010	0.115010	0.115010	0.115010	0.115010	0.115010	0.115010	0.115010	0.113720	0.112080	0.111030	0.110680	0.111090	0.115020	0.093640	-0.018360	0.004830	-0.057510	-0.027170	0.060390	-0.014250	-0.016630	-0.023160	-0.005310	-0.033220	-0.003330	-0.031750	-0.041900	-0.018980	-0.017820	-0.001700	-0.027470	-0.008940	-0.015180	0.008410	0.003100	-0.022640	-0.003110	-0.034970	-0.002030	-0.023750	-0.017700	-0.007090	-0.035740	0.019910	-0.050630	-0.154040	-0.246800	-0.232840	0.003090	-0.018100	0.011250	-0.019260	-0.043870	-0.031920	-0.024360	-0.043280	-0.040660	-0.030440	-0.033010	-0.021340	0.004700	0.027850	-0.030220	-0.028220	-0.053450	-0.012890	0.042110	-0.013100	-0.036980	-0.001660	-0.013570	0.001270	-0.042280	0.009550	-0.075550	-0.067510	-0.139020	-0.092770	-0.081320	-0.086320	-0.137090
-0.369570	-0.367640	-0.365200	-0.363620	-0.363110	-0.363720	-0.365390	-0.367880	-0.369570	-0.369570	-0.369570	-0.369570	-0.369570	-0.369570	-0.369570	-0.369570	-0.369550	-0.367640	-0.365200	-0.363620	-0.363110	-0.363720	-0.369570	-0.335860	-0.187140	-0.219580	-0.167180	-0.217960	-0.183920	-0.179610	-0.200590	-0.209950	-0.200810	-0.169330	-0.222950	-0.179250	-0.178310	-0.201590	-0.211610	-0.221040	-0.187370	-0.225450	-0.204930	-0.235900	-0.216460	-0.213330	-0.217980	-0.177640	-0.224430	-0.208130	-0.222060	-0.191620	-0.202990	-0.230170	-0.164890	-0.228920	-0.270320	-0.239690	-0.154020	-0.104230	-0.155670	-0.143070	-0.106910	-0.094600	-0.149220	-0.112820	-0.119940	-0.123390	-0.127020	-0.118110	-0.130110	-0.187700	-0.158120	-0.125000	-0.116880	-0.106900	-0.163630	-0.211680	-0.178700	-0.205210	-0.206630	-0.205100	-0.171650	-0.214820	-0.178040	-0.237100	-0.115000	-0.140200	-0.146240	-0.150800	-0.187470
0.105400	0.103130	0.100230	0.098350	0.097740	0.098470	0.100460	0.103410	0.105400	0.105410	0.105400	0.105400	0.105410	0.105400	0.105400	0.105410	0.105390	0.103130	0.100230	0.098350	0.097740	0.098470	0.105400	0.060340	-0.082070	-0.055780	-0.068940	-0.010600	-0.098400	-0.073390	-0.055800	-0.032590	-0.084920	-0.099920	-0.024850	-0.081020	-0.066460	-0.047590	-0.028790	-0.039450	-0.073610	-0.015290	-0.048350	-0.017200	-0.058040	-0.018910	-0.038330	-0.078840	-0.023740	-0.028880	-0.005560	-0.104940	-0.018360	-0.044650	-0.080940	-0.026220	0.095780	0.037650	-0.085830	-0.138830	-0.078910	-0.073470	-0.120180	-0.161190	-0.081130	-0.111440	-0.095020	-0.084970	-0.097610	-0.126830	-0.130680	-0.098880	-0.136780	-0.154060	-0.159070	-0.172230	-0.110530	-0.025210	-0.059610	-0.058710	-0.037800	-0.072470	-0.072690	-0.066030	-0.046050	0.015510	-0.081930	-0.063390	-0.017520	-0.041300	0.024170
-0.127150	-0.124590	-0.121310	-0.119180	-0.118510	-0.119320	-0.121580	-0.124910	-0.127150	-0.127150	-0.127150	-0.127150	-0.127150	-0.127150	-0.127150	-0.127150	-0.127130	-0.124590	-0.121310	-0.119180	-0.118510	-0.119320	-0.127150	-0.071190	0.030850	0.017380	-0.008350	-0.055570	-0.044690	-0.017080	-0.007040	-0.028860	0.053550	0.041180	-0.047790	0.023910	0.000020	-0.021580	-0.035010	-0.005840	0.025110	-0.046450	-0.014490	-0.042770	0.011150	-0.050960	-0.025110	0.016240	-0.037510	-0.042570	-0.068940	0.084370	-0.064560	-0.006980	0.009190	0.063180	0.006670	0.029830	-0.118330	-0.053380	-0.105560	-0.096940	-0.053580	-0.007560	-0.047980	-0.054140	-0.082430	-0.112110	-0.070660	-0.037710	-0.050570	-0.033180	0.036740	-0.004730	0.002790	-0.024530	-0.063280	-0.049830	-0.017550	-0.004210	-0.038510	0.024570	-0.004080	0.025870	-0.003250	0.001050	0.012020	-0.023250	-0.094790	-0.047280	-0.042020
-0.073090	-0.075660	-0.078980	-0.081140	-0.081820	-0.081000	-0.078710	-0.075330	-0.073090	-0.073090	-0.073090	-0.073090	-0.073090	-0.073090	-0.073090	-0.073090	-0.073110	-0.075660	-0.078980	-0.081140	-0.081820	-0.081000	-0.073090	-0.132590	-0.169730	-0.171750	-0.115750	-0.101250	-0.031360	-0.095830	-0.123100	-0.120940	-0.203550	-0.163780	-0.073070	-0.171160	-0.148740	-0.107740	-0.128130	-0.164250	-0.187650	-0.112730	-0.135140	-0.091790	-0.146450	-0.109340	-0.102480	-0.153920	-0.110190	-0.103880	-0.085110	-0.244220	-0.084040	-0.119530	-0.143880	-0.116010	-0.105740	-0.087010	-0.005180	-0.067360	-0.014860	-0.020000	-0.029260	-0.041620	-0.081330	-0.046600	-0.014670	0.018160	-0.021930	-0.059750	-0.050880	-0.058010	-0.074100	0.000830	-0.005100	0.010510	-0.018040	-0.107230	-0.128380	-0.121260	-0.087110	-0.153120	-0.129960	-0.164800	-0.150130	-0.198590	-0.144500	-0.132670	-0.111040	-0.138870	-0.150230
-0.070120	-0.067520	-0.064150	-0.061940	-0.061270	-0.062090	-0.064420	-0.067850	-0.070120	-0.070120	-0.070120	-0.070120	-0.070120	-0.070120	-0.070120	-0.070120	-0.070100	-0.067520	-0.064150	-0.061940	-0.061270	-0.062090	-0.070120	-0.010920	-0.024820	-0.020470	-0.085110	-0.061520	-0.028920	-0.112160	-0.077070	-0.056740	-0.002170	-0.060410	-0.133310	-0.022110	-0.027610	-0.097090	-0.020410	-0.004420	0.014260	-0.042150	-0.047480	-0.108360	-0.068970	-0.042230	-0.108770	-0.041550	-0.065540	-0.073100	-0.075820	0.035780	-0.082940	-0.097400	-0.050860	-0.091380	-0.131450	-0.196940	-0.106830	-0.052200	-0.080790	-0.045210	-0.075970	-0.113810	-0.008060	-0.071520	-0.111150	-0.144650	-0.147720	-0.100490	-0.108320	-0.119380	-0.092630	-0.119090	-0.113020	-0.087520	-0.056160	-0.049350	-0.035190	-0.077610	-0.107780	-0.067570	-0.048880	-0.036680	-0.032820	-0.028730	-0.103570	-0.098570	0.001890	-0.019360	-0.094790
-0.034210	-0.036410	-0.039300	-0.041200	-0.041780	-0.041080	-0.039070	-0.036130	-0.034210	-0.034210	-0.034210	-0.034210	-0.034210	-0.034210	-0.034210	-0.034210	-0.034230	-0.036410	-0.039300	-0.041200	-0.041780	-0.041080	-0.034210	-0.082070	-0.033870	-0.036830	0.007810	-0.053990	-0.033100	0.058090	-0.000390	-0.041610	-0.051970	0.012000	0.052570	-0.041200	-0.060320	0.028640	-0.091430	-0.087400	-0.089550	-0.075990	-0.034560	0.031700	0.012850	-0.079820	0.048160	-0.035140	-0.016500	-0.014750	-0.039050	-0.071660	-0.030580	0.046420	-0.019600	0.009020	0.056340	0.101410	-0.098290	-0.027230	-0.063640	-0.084690	0.018960	0.068800	-0.059390	-0.004630	0.004260	0.042230	0.054460	0.002520	-0.009660	-0.022870	0.009860	-0.028140	-0.038220	-0.016170	-0.070510	-0.057610	-0.050250	0.021480	0.037310	0.042500	-0.026780	-0.002180	-0.045100	-0.030840	0.047290	0.030490	-0.066300	-0.058190	0.091800
-0.096710	-0.094980	-0.092690	-0.091160	-0.090700	-0.091260	-0.092880	-0.095210	-0.096710	-0.096710	-0.096710	-0.096710	-0.096710	-0.096710	-0.096710	-0.096710	-0.096700	-0.094980	-0.092690	-0.091160	-0.090700	-0.091260	-0.096710	-0.060100	-0.084690	-0.109740	-0.119690	-0.054770	-0.017250	-0.190590	-0.101290	-0.072580	-0.094980	-0.148190	-0.149030	-0.108930	-0.065670	-0.148910	-0.014430	-0.055500	-0.055360	-0.020570	-0.087180	-0.136990	-0.147070	-0.031970	-0.171260	-0.085520	-0.087930	-0.113010	-0.064110	-0.090820	-0.073180	-0.161040	-0.119780	0.087990	0.085620	-0.020240	-0.145590	-0.208010	-0.092180	0.010240	-0.092390	-0.113630	-0.001060	-0.079580	-0.100100	-0.158850	-0.164320	-0.151240	-0.193920	-0.114320	-0.021340	0.037530	0.018400	-0.014580	-0.027600	-0.062130	-0.078930	-0.117780	-0.145060	-0.189460	-0.099760	-0.130860	-0.048030	-0.073370	-0.140570	-0.184930	-0.057910	-0.085640	-0.174310
-0.051450	-0.051970	-0.052760	-0.053330	-0.053500	-0.053290	-0.052690	-0.051900	-0.051450	-0.051450	-0.051450	-0.051450	-0.051450	-0.051450	-0.051450	-0.051450	-0.051450	-0.051970	-0.052760	-0.053330	-0.053500	-0.053290	-0.051450	-0.062260	-0.055320	-0.010050	-0.025400	-0.076290	0.030070	0.017290	-0.067770	-0.072630	-0.042850	-0.011370	-0.035450	-0.018630	-0.063490	-0.018960	-0.112500	-0.077930	-0.052480	-0.123610	-0.058350	-0.038720	-0.011540	-0.105000	0.006040	-0.063040	-0.055390	-0.015640	-0.085700	-0.028900	-0.080520	-0.005260	-0.008910	-0.013150	-0.049100	-0.007240	-0.025630	0.078190	-0.008730	-0.068280	0.048950	0.002700	-0.044680	-0.004380	-0.016320	0.007810	-0.027230	-0.026630	0.003730	-0.031480	0.041690	0.010900	0.068430	0.103980	0.011390	-0.076220	-0.029270	-0.038670	-0.015890	0.057120	-0.018200	0.004880	-0.068650	-0.117190	-0.095660	-0.107890	-0.149440	-0.113770	-0.071670
