2.145550	2.145550	2.386920	2.572580	2.948330	3.006500	2.880020	2.988940	2.928790	2.860220	2.909430	2.966190	3.014950	3.040220	3.029890	2.951150	2.999360	3.061080	2.974770	2.947010	2.873300	2.917120	2.938890	2.896090	2.989140	2.882390	2.937770	2.966260	2.953500	2.943320	2.938000	2.925350	2.992250	2.949390	2.997780	2.958930	2.939700	3.001500	2.913040	2.954810	2.961360	2.942230	2.990480	2.889700	2.877960	2.982890	2.993780	2.884510	3.002380	2.946730	3.005590	2.950270	2.963730	2.956600	2.867290	2.948360	2.960540	3.007420	2.988540	2.994110	2.899300	2.968770	3.031930	2.929130	2.997630	2.916420	2.955180	2.913520	2.994950	2.965430	2.932500	2.983710	2.866350	2.941490	2.887800	2.942790	2.928940	2.930340	3.030930	2.913480	3.029590	3.040780	2.979840	2.905360	2.943690	2.929170	2.946680	2.996100	2.962330	2.940150	2.877230	2.974750	3.019570	2.974740	2.933890	2.972120	2.975530	2.996330	2.957740	3.256640	3.693750	4.019260	4.150090	4.058800	4.169400	4.021810	4.238220	4.109480	3.892650	3.641390	3.333180	3.286270	3.200180	3.115690	2.942470	2.983020	3.000850	2.952170	2.973280	3.008180	2.881870	2.932760	2.977210	2.984300	3.085960	2.978590	2.934080	3.026600	3.013620	2.990960	2.988270	3.005220	3.010340	3.000230	3.050040	3.032350	3.105580	3.090420	3.080200	3.064540	3.065710	3.979650	3.646320	3.203330	2.939120	3.139550	2.980570	2.960580	3.018320	2.953700	2.987650	2.972300	3.011700	3.001130
0.184670	0.184670	-0.025430	-0.149420	0.002350	-0.031000	0.004210	-0.041490	-0.003340	0.008140	0.040790	-0.022020	-0.034380	-0.096380	-0.058570	-0.029530	-0.058860	-0.074960	-0.035420	-0.004520	0.044620	0.037060	-0.009490	0.037820	-0.024100	0.045640	-0.006070	-0.039220	-0.017370	-0.022370	-0.041400	0.025720	-0.058980	0.020780	-0.048100	0.011200	0.002590	-0.016420	0.010130	-0.017760	-0.049960	0.021410	-0.029710	0.039510	0.035380	-0.005220	-0.010320	0.066670	-0.046190	0.007010	-0.053090	0.017000	-0.038460	0.026990	0.057840	-0.005340	-0.016380	-0.032300	-0.020570	-0.006660	0.035280	-0.050800	-0.073000	-0.009500	-0.052390	0.007110	-0.049020	-0.024450	-0.072910	0.018930	-0.023730	-0.017790	0.029310	-0.013780	0.015820	0.037000	-0.000270	0.012160	-0.073500	0.012690	-0.053730	-0.082290	-0.036200	0.031820	-0.009590	0.034670	-0.038990	-0.039300	-0.015450	-0.015900	0.025060	-0.044110	-0.069570	-0.016920	0.019650	-0.038060	-0.014930	-0.036660	0.003450	-0.185130	0.061170	0.024330	-0.043270	0.014230	-0.079860	0.051780	-0.085070	-0.003430	0.045940	0.015790	0.063250	0.000680	0.029280	-0.001060	0.074040	-0.020330	-0.033920	-0.049200	-0.041410	0.019260	0.010960	-0.009080	-0.003470	0.034140	-0.063670	-0.030200	0.005440	-0.069020	-0.051740	-0.049490	-0.030300	-0.023740	-0.028540	-0.048810	-0.063930	-0.027280	-0.084820	-0.066900	-0.081400	-0.055310	-0.074250	0.053280	0.033190	0.021100	0.040330	-0.071760	-0.011490	-0.009430	-0.084000	0.022000	-0.036940	0.008240	-0.018930	-0.000600
-0.619600	-0.619600	-0.377710	-0.259780	-0.303680	-0.277630	-0.287750	-0.286190	-0.241220	-0.240990	-0.245210	-0.290070	-0.230140	-0.175630	-0.209090	-0.222220	-0.218990	-0.173600	-0.256120	-0.258480	-0.252330	-0.259190	-0.215590	-0.281760	-0.275880	-0.279960	-0.271410	-0.257700	-0.253160	-0.231720	-0.298000	-0.263970	-0.187770	-0.284890	-0.216990	-0.269020	-0.281270	-0.208750	-0.295080	-0.243840	-0.213900	-0.258100	-0.254760	-0.299430	-0.284790	-0.235150	-0.208210	-0.339830	-0.213980	-0.267870	-0.192600	-0.322200	-0.239810	-0.245330	-0.269560	-0.274140	-0.287880	-0.212910	-0.221430	-0.298600	-0.318480	-0.214660	-0.178540	-0.229080	-0.235600	-0.279620	-0.202210	-0.241500	-0.191250	-0.278060	-0.294160	-0.247490	-0.257590	-0.247300	-0.300340	-0.238990	-0.262480	-0.280570	-0.199420	-0.277380	-0.223790	-0.222880	-0.272290	-0.275640	-0.315370	-0.297330	-0.190940	-0.202720	-0.178270	-0.296770	-0.333050	-0.247280	-0.238720	-0.241920	-0.247520	-0.231280	-0.239100	-0.204860	-0.311540	-0.242220	-0.261530	-0.227100	-0.157480	-0.233470	-0.145970	-0.252480	-0.111910	-0.207780	-0.252440	-0.149400	-0.211260	-0.227490	-0.233060	-0.184530	-0.319970	-0.261700	-0.219380	-0.228980	-0.216520	-0.270330	-0.277570	-0.291170	-0.278670	-0.296320	-0.228280	-0.301330	-0.262380	-0.218420	-0.206930	-0.223070	-0.248910	-0.243780	-0.203090	-0.296000	-0.164710	-0.198570	-0.180510	-0.155450	-0.158990	-0.161480	-0.199230	-0.303500	-0.225130	-0.234750	-0.245670	-0.199010	-0.230540	-0.252680	-0.188750	-0.273580	-0.249520	-0.258340	-0.279460	-0.246770
0.168710	0.168710	-0.031970	-0.136930	-0.122130	-0.131290	-0.176100	-0.086490	-0.231010	-0.267030	-0.263880	-0.125190	-0.244780	-0.238040	-0.226850	-0.214790	-0.197040	-0.232290	-0.169850	-0.210190	-0.284140	-0.228900	-0.255260	-0.188420	-0.171800	-0.218100	-0.195370	-0.162850	-0.201530	-0.220110	-0.087020	-0.193780	-0.257210	-0.152680	-0.224510	-0.200290	-0.135510	-0.262390	-0.148180	-0.216390	-0.235680	-0.204710	-0.186360	-0.177070	-0.186740	-0.222640	-0.276140	-0.099750	-0.222530	-0.197580	-0.252050	-0.091810	-0.197250	-0.228510	-0.237810	-0.135260	-0.093720	-0.270330	-0.261150	-0.113960	-0.119530	-0.240600	-0.255850	-0.227520	-0.163450	-0.149900	-0.249070	-0.230390	-0.257610	-0.149320	-0.127000	-0.169910	-0.267990	-0.184980	-0.152120	-0.219630	-0.206100	-0.146720	-0.198100	-0.175750	-0.186470	-0.149770	-0.110400	-0.208150	-0.075460	-0.140180	-0.276950	-0.244920	-0.319350	-0.122430	-0.068260	-0.182360	-0.167960	-0.206390	-0.246340	-0.199180	-0.198870	-0.263950	-0.120500	-0.138530	-0.197330	-0.212960	-0.196590	-0.149420	-0.195920	-0.213270	-0.265740	-0.136320	-0.137230	-0.298050	-0.237110	-0.145900	-0.207130	-0.262110	-0.139270	-0.188400	-0.230280	-0.244680	-0.273950	-0.188610	-0.204400	-0.136690	-0.150430	-0.138700	-0.131420	-0.069700	-0.203760	-0.210150	-0.238760	-0.229520	-0.207170	-0.215050	-0.287800	-0.086510	-0.286070	-0.240670	-0.209470	-0.287530	-0.278050	-0.293560	-0.182110	-0.188320	-0.243370	-0.203490	-0.259080	-0.231270	-0.224360	-0.217470	-0.249950	-0.178700	-0.202550	-0.196910	-0.112100	-0.208600
-0.217260	-0.217260	-0.100690	-0.005410	-0.115800	-0.101470	-0.019820	-0.169100	-0.015780	0.034570	-0.008150	-0.132570	0.034460	-0.019150	-0.023720	-0.069450	-0.078120	-0.090670	-0.087480	-0.023360	0.052950	-0.041880	-0.009650	-0.060460	-0.030240	-0.009350	0.003280	-0.092480	-0.012920	-0.022770	-0.133530	-0.053970	-0.001460	-0.118300	-0.036870	-0.038590	-0.147250	0.004920	-0.075470	-0.014960	-0.001750	-0.072100	-0.025860	-0.041280	-0.066540	-0.035900	-0.010000	-0.155100	-0.027500	-0.043670	-0.026700	-0.138420	-0.038490	-0.027280	-0.018450	-0.149540	-0.188030	0.030600	0.030440	-0.144980	-0.098830	0.003240	-0.019780	-0.053700	-0.102830	-0.108660	-0.009060	0.030410	0.008500	-0.125770	-0.085300	-0.103690	0.043210	-0.100130	-0.067190	-0.103010	-0.017920	-0.133470	-0.089500	-0.063370	-0.087710	-0.130280	-0.157730	-0.008390	-0.183150	-0.111640	0.006490	-0.021230	0.042670	-0.113390	-0.188400	-0.046990	-0.065900	-0.062620	-0.025110	-0.059050	-0.067110	0.028140	-0.078030	0.005780	-0.173630	-0.115780	-0.236890	-0.230040	-0.206380	-0.083540	-0.125980	-0.287830	-0.253880	-0.132140	-0.146950	-0.239660	-0.110620	-0.094590	-0.126710	-0.070020	-0.033990	0.046280	0.065070	-0.048420	-0.037720	-0.101950	-0.109360	-0.121020	-0.186930	-0.188220	-0.051690	-0.034140	-0.020980	-0.003980	-0.019670	-0.008930	0.053880	-0.163440	-0.020520	-0.045700	-0.105600	-0.021340	-0.015800	-0.022550	-0.151820	-0.020780	-0.057370	-0.096050	-0.018810	-0.047420	-0.070630	-0.024490	-0.038460	-0.080130	-0.039430	-0.093560	-0.173230	-0.042400
-0.127540	-0.127540	-0.125400	-0.172830	-0.076010	-0.118210	-0.152140	-0.056800	-0.125820	-0.122210	-0.074250	-0.009890	-0.211690	-0.122630	-0.133970	-0.074230	-0.094480	-0.052250	-0.094010	-0.136790	-0.165180	-0.066170	-0.118090	-0.114100	-0.211950	-0.130100	-0.207390	-0.065780	-0.173570	-0.158340	-0.090710	-0.123260	-0.123730	-0.036210	-0.103880	-0.106860	-0.003080	-0.153840	-0.131490	-0.138620	-0.157180	-0.036650	-0.206040	-0.128610	-0.127970	-0.102290	-0.095560	-0.039130	-0.163450	-0.125020	-0.129800	-0.099460	-0.154910	-0.114630	-0.087320	-0.030800	-0.034560	-0.151040	-0.177370	-0.089880	-0.102760	-0.146260	-0.094640	-0.038190	-0.083060	-0.061790	-0.108530	-0.213420	-0.128560	-0.065200	-0.133490	-0.054240	-0.138060	-0.050560	-0.097440	-0.031120	-0.166190	-0.013490	-0.067530	-0.099650	-0.096650	-0.057670	-0.061250	-0.160710	-0.026000	-0.078710	-0.109080	-0.111280	-0.095730	-0.072010	-0.007380	-0.133110	-0.160350	-0.052770	-0.053670	-0.125260	-0.102370	-0.180030	-0.124730	-0.165170	-0.008330	-0.087860	0.054250	0.045760	0.046840	-0.050740	-0.018470	0.084480	0.078730	0.074180	0.029090	0.090720	-0.042510	0.005990	-0.060050	-0.068320	-0.090760	-0.221550	-0.169370	-0.164470	-0.058580	-0.108430	-0.050720	-0.074650	-0.000690	-0.036020	-0.067850	-0.119270	-0.119680	-0.148030	-0.180060	-0.191770	-0.217670	-0.037090	-0.068320	-0.102530	-0.061100	-0.108590	-0.089650	-0.070100	-0.017160	-0.166930	-0.108020	-0.124220	-0.077910	-0.182700	-0.019700	-0.131580	-0.063020	-0.097320	-0.106140	-0.027560	-0.026560	-0.133390
-0.122610	-0.122610	-0.220080	-0.189680	-0.123210	-0.024130	-0.171350	-0.078540	-0.071230	-0.200300	-0.224810	-0.210560	-0.022120	-0.134730	-0.148860	-0.220230	-0.064740	-0.183970	-0.204060	-0.112690	-0.131880	-0.214580	-0.141860	-0.191130	0.032850	-0.159020	-0.028820	-0.143820	-0.082910	-0.117980	-0.102110	-0.126110	-0.170170	-0.141420	-0.169380	-0.161330	-0.148590	-0.154030	-0.128830	-0.123150	-0.142020	-0.198270	-0.022550	-0.097980	-0.127210	-0.130490	-0.239900	-0.215520	-0.105610	-0.153610	-0.156040	-0.053920	-0.094670	-0.144880	-0.201900	-0.193260	-0.123340	-0.127910	-0.062470	-0.078440	-0.105430	-0.188460	-0.170750	-0.241450	-0.106420	-0.169170	-0.228780	-0.052200	-0.150090	-0.112070	-0.070080	-0.185190	-0.167160	-0.238480	-0.166360	-0.207520	-0.084930	-0.265600	-0.159460	-0.089590	-0.111260	-0.150910	-0.131630	-0.113030	-0.160270	-0.127490	-0.228110	-0.137900	-0.212210	-0.123770	-0.166330	-0.026510	-0.038280	-0.164040	-0.226750	-0.101100	-0.148690	-0.083960	-0.123700	-0.210370	-0.216080	-0.051960	-0.083190	-0.005600	-0.059670	-0.060790	-0.063740	-0.030850	-0.057990	-0.164320	-0.147600	-0.208300	-0.101160	-0.206010	-0.125430	-0.161470	-0.180280	-0.076040	-0.186390	-0.046200	-0.213170	-0.160720	-0.216340	-0.134400	-0.203350	-0.102340	-0.174690	-0.128110	-0.197330	-0.118290	-0.080160	-0.031340	-0.067120	-0.146890	-0.237650	-0.170980	-0.152290	-0.164250	-0.207470	-0.240500	-0.145040	-0.080860	-0.130500	-0.099030	-0.251810	-0.079660	-0.304900	-0.160060	-0.216830	-0.122840	-0.163340	-0.242010	-0.156630	-0.109870
-0.063020	-0.063020	0.080340	0.030660	-0.038810	-0.172880	0.037930	-0.181960	-0.118150	-0.001130	0.000200	-0.036370	-0.167080	0.023020	0.014240	0.024620	-0.243720	-0.043630	-0.015490	-0.092860	-0.067600	0.032270	-0.060410	0.028750	-0.205990	0.002760	-0.095390	-0.043110	-0.057920	-0.052370	-0.068110	-0.001720	0.073060	-0.029610	-0.030600	-0.017860	-0.071260	0.034360	-0.056270	-0.038430	0.027640	0.010880	-0.156830	-0.098450	-0.126080	-0.033000	0.022900	0.003790	-0.055490	-0.090490	-0.023910	-0.122980	-0.076130	-0.013190	0.041340	-0.027480	-0.125230	-0.023210	-0.099080	-0.188690	-0.013110	0.037590	0.058990	0.093810	-0.100340	0.006060	0.061390	-0.120050	0.019050	-0.117140	-0.125270	-0.014020	-0.004490	0.043930	-0.001990	-0.075390	-0.095740	0.068330	0.008950	-0.116580	-0.094180	-0.034620	-0.103350	-0.010060	-0.099230	-0.056630	0.066610	-0.003450	0.085160	-0.059810	-0.098790	-0.098010	-0.167460	-0.119900	0.061070	-0.063600	-0.026530	-0.004330	0.000360	0.103270	-0.101600	-0.196830	-0.162220	-0.207890	-0.075070	0.080150	0.017690	-0.205500	-0.171420	-0.024880	-0.042900	-0.049320	-0.028450	0.041960	-0.071100	-0.057110	0.023890	-0.119020	0.062290	-0.131660	0.018660	-0.069610	0.048920	0.020490	-0.021060	-0.130970	-0.023480	-0.046440	0.025370	-0.039280	-0.181500	-0.148220	-0.132840	-0.104930	-0.002460	-0.023800	-0.149570	-0.062280	-0.010160	0.020020	-0.107480	-0.087920	-0.046090	-0.084760	0.043670	-0.196250	0.073130	-0.102570	-0.020300	-0.115250	-0.069410	-0.029830	-0.174160	-0.054000
-0.166740	-0.166740	-0.285750	-0.170310	-0.128360	-0.027920	-0.303450	-0.026480	0.010880	-0.147920	-0.127120	-0.143930	-0.084360	-0.212710	-0.260510	-0.272140	0.024750	-0.231700	-0.290950	-0.142250	-0.122680	-0.164500	-0.094420	-0.317690	-0.042220	-0.172020	-0.096180	-0.133830	-0.180880	-0.207050	-0.161240	-0.239220	-0.246150	-0.123540	-0.204670	-0.179550	-0.070610	-0.281630	-0.195160	-0.122070	-0.227980	-0.128200	-0.161280	-0.095950	-0.177450	-0.185190	-0.293490	-0.254920	-0.297880	-0.196740	-0.257160	-0.119880	-0.132670	-0.195850	-0.168380	-0.249070	-0.141630	-0.195850	-0.096530	-0.113850	-0.178250	-0.350320	-0.219110	-0.221410	-0.142530	-0.180550	-0.234440	-0.099970	-0.189980	-0.118800	-0.143880	-0.169340	-0.113690	-0.281100	-0.238110	-0.176000	-0.122750	-0.257810	-0.221640	-0.065310	-0.186230	-0.244990	-0.126240	-0.165910	-0.132060	-0.106180	-0.284870	-0.160440	-0.172410	-0.159960	-0.078280	-0.040740	-0.065940	0.055190	-0.176530	-0.169940	-0.200240	-0.219670	-0.149820	-0.105160	-0.429400	-0.140760	-0.140460	0.010020	-0.126940	-0.251450	-0.245940	-0.075030	-0.017480	-0.140730	-0.216740	-0.173550	-0.186350	-0.215960	-0.177220	-0.114470	-0.170550	-0.114090	-0.232190	-0.136350	-0.128030	-0.255100	-0.262000	-0.225860	-0.271540	-0.059740	-0.118360	-0.125210	-0.332570	-0.155260	-0.110760	-0.061390	-0.136430	-0.166250	-0.149730	-0.204420	-0.084310	-0.208100	-0.180290	-0.222850	-0.098150	-0.117210	-0.264680	-0.339280	-0.253400	-0.291100	-0.293980	-0.174460	-0.167420	-0.119270	-0.210880	-0.160790	-0.092140	-0.162290
-0.091620	-0.091620	0.002760	-0.085970	0.004250	-0.009110	0.022060	-0.055250	-0.074510	-0.050310	-0.110910	0.010450	0.008620	0.077290	0.062000	-0.008360	-0.079540	0.042430	0.020120	-0.009640	-0.070830	-0.018130	-0.088450	0.026610	0.005600	-0.015860	-0.034130	0.043040	0.004680	-0.061650	0.075020	0.027220	0.026080	0.055080	0.019290	0.021360	0.049310	0.032160	-0.047880	-0.051260	0.021180	-0.024770	0.024140	-0.010720	-0.064530	0.022960	0.006150	-0.050970	0.102880	-0.060400	0.009000	0.027180	-0.073940	0.004430	-0.031720	0.041120	0.037850	0.073500	-0.004420	-0.041800	0.041890	0.073960	0.065930	0.064380	0.032400	0.007120	-0.050350	-0.054210	0.046620	0.017810	0.025380	-0.044510	-0.043270	0.016910	0.029070	-0.050330	-0.047860	-0.017610	0.075680	0.025490	0.066440	0.117950	-0.056020	-0.035530	-0.020680	-0.111960	0.007600	0.025940	-0.021140	0.092670	-0.043800	0.039070	-0.041850	-0.203690	0.028670	0.033870	-0.015030	0.085860	-0.018440	-0.061990	0.108070	0.004380	0.137210	0.123390	0.181140	0.261670	0.235410	0.163880	0.085030	0.181720	0.152260	0.051230	0.123130	0.138590	0.053290	0.011540	0.014160	-0.057990	0.030410	-0.037430	-0.001660	0.009600	0.073760	0.078840	0.079770	-0.017790	0.006080	-0.023560	0.088650	0.045470	-0.114480	-0.064010	-0.057970	0.036950	-0.093560	-0.078820	-0.112200	-0.010890	-0.029610	-0.037010	0.025330	-0.028400	0.054820	0.036660	-0.001380	-0.008940	0.002410	-0.129120	0.016340	-0.039970	0.046490	-0.071180	-0.099410	-0.022470
