3.774440	4.044370	4.009030	3.885310	3.754120	3.733350	3.898260	3.992270	4.006390	4.039620	3.874140	4.021670	4.122230	4.200930	4.138280	4.055190	3.905530	3.862970	4.205720	4.319430	4.263710	4.338610	4.409710	4.432770	4.416140	4.408410	4.375730	4.292740	4.325220	4.074140	4.306920	4.218390	4.227920	4.163900	4.101420	3.968850	4.049000	4.010310	4.002150	3.869100	3.846710	3.873400	4.080140	3.979520	3.897340	3.928280	3.941870	3.883340	3.814740	3.873940	3.824890	3.859380	4.061920	3.940790	3.972680	3.954630	3.954010	3.694060	3.760200	3.804830	3.924930	3.902310	3.983820	3.938760	3.949460	3.931770	3.928680
-0.059000	-0.120010	-0.138510	-0.120690	-0.094730	-0.054880	-0.080620	-0.076410	-0.052880	-0.049640	-0.042230	-0.045880	-0.066710	-0.086890	-0.070360	-0.085230	-0.040770	-0.021520	-0.152340	-0.165830	0.002150	-0.018750	-0.044850	-0.055730	-0.047580	-0.041470	-0.018730	0.016570	-0.051880	0.053590	-0.115520	-0.026730	-0.045620	-0.100780	-0.085210	-0.040570	-0.037470	-0.102820	-0.116100	-0.022410	-0.010560	-0.021040	-0.094590	-0.030270	-0.043910	-0.050590	-0.085060	-0.037020	-0.029980	-0.064520	-0.054400	0.016860	-0.071240	0.030890	-0.003050	-0.001490	-0.021390	0.010440	-0.052010	-0.043020	-0.043870	-0.067180	-0.011420	-0.030010	-0.011690	-0.089480	-0.055500
-0.291010	-0.248090	-0.225450	-0.188910	-0.275830	-0.315520	-0.265510	-0.247290	-0.251430	-0.236940	-0.191260	-0.226090	-0.177440	-0.169700	-0.200740	-0.200120	-0.306590	-0.239510	-0.281900	-0.246780	-0.270020	-0.232070	-0.247990	-0.256840	-0.242580	-0.285140	-0.267710	-0.289330	-0.165800	-0.315670	-0.176520	-0.261990	-0.226610	-0.181330	-0.245550	-0.275940	-0.293900	-0.174070	-0.281080	-0.288280	-0.297510	-0.249860	-0.173500	-0.271860	-0.270700	-0.290650	-0.239240	-0.297750	-0.285330	-0.235810	-0.180520	-0.281530	-0.183120	-0.244600	-0.241060	-0.234520	-0.218720	-0.293500	-0.255380	-0.195270	-0.215800	-0.222350	-0.261680	-0.289080	-0.293240	-0.171510	-0.222110
-0.167460	-0.163550	-0.175170	-0.295150	-0.169020	-0.090050	-0.115270	-0.128260	-0.149030	-0.180460	-0.338250	-0.203460	-0.235000	-0.240180	-0.249960	-0.226270	-0.097680	-0.193050	-0.091150	-0.152770	-0.164600	-0.207800	-0.171660	-0.151380	-0.212830	-0.109790	-0.186470	-0.167760	-0.269280	-0.173820	-0.182190	-0.115270	-0.151200	-0.209470	-0.124370	-0.165180	-0.126730	-0.326710	-0.121410	-0.166510	-0.164930	-0.230400	-0.255960	-0.124050	-0.164700	-0.134480	-0.212850	-0.171970	-0.201660	-0.200590	-0.327060	-0.200050	-0.237790	-0.231700	-0.192510	-0.215020	-0.248090	-0.182600	-0.169350	-0.274020	-0.211530	-0.200730	-0.149180	-0.116300	-0.124780	-0.246170	-0.196610
-0.084130	-0.168620	-0.170860	-0.022050	-0.061690	-0.201170	-0.207650	-0.273210	-0.245350	-0.192940	-0.013290	-0.188750	-0.204680	-0.185660	-0.125300	-0.136340	-0.218270	-0.230780	-0.126770	-0.053610	-0.211270	-0.190460	-0.199670	-0.224560	-0.113790	-0.283740	-0.166790	-0.186330	-0.156280	-0.139270	-0.237480	-0.306080	-0.297250	-0.199280	-0.258030	-0.139890	-0.242400	-0.015350	-0.195770	-0.201690	-0.127160	-0.112670	-0.153270	-0.262390	-0.159530	-0.184520	-0.097860	-0.124850	-0.099810	-0.150420	-0.002930	-0.138120	-0.160150	-0.128400	-0.179060	-0.167240	-0.087760	-0.111810	-0.141470	-0.123670	-0.149530	-0.131070	-0.225410	-0.230970	-0.193160	-0.155550	-0.173450
-0.162910	-0.028480	-0.057510	-0.144120	-0.220950	-0.089520	-0.154710	-0.041510	-0.050740	-0.073620	-0.077090	-0.048140	0.012770	0.001960	-0.057020	-0.100860	-0.097490	0.077440	-0.146850	-0.217770	-0.052490	-0.023050	-0.063920	-0.017140	-0.132950	0.077400	-0.005300	-0.076480	-0.054700	-0.158690	-0.090180	-0.005780	0.054920	-0.029750	0.014570	-0.104330	-0.030710	-0.082360	-0.056180	0.009510	-0.136080	-0.086630	-0.054330	-0.006450	-0.068670	-0.057130	-0.104630	-0.078970	-0.107680	-0.070760	-0.139240	-0.044330	-0.043400	-0.048850	-0.043710	-0.036330	-0.123750	-0.141140	-0.139580	-0.024630	-0.121520	-0.107940	-0.043500	-0.066540	-0.101580	-0.043600	-0.016630
-0.126370	-0.283050	-0.257540	-0.308520	-0.090530	-0.176260	-0.049550	-0.146620	-0.128830	-0.082440	-0.287510	-0.076920	-0.174750	-0.215580	-0.249340	-0.204420	-0.109530	-0.314850	-0.271480	-0.181990	-0.173050	-0.194240	-0.098500	-0.164670	-0.076750	-0.268240	-0.290100	-0.125460	-0.179200	-0.097610	-0.115440	-0.142600	-0.250120	-0.188540	-0.230560	-0.172410	-0.170690	-0.287950	-0.155800	-0.319960	-0.163140	-0.239950	-0.218990	-0.131080	-0.116550	-0.204120	-0.214340	-0.227410	-0.176310	-0.174100	-0.206090	-0.249650	-0.186810	-0.194590	-0.125220	-0.170330	-0.135970	-0.148400	-0.061520	-0.278890	-0.089450	-0.089820	-0.082240	-0.117310	-0.091590	-0.222820	-0.234650
-0.193920	-0.124760	-0.145120	-0.021500	-0.212270	-0.122530	-0.269590	-0.245270	-0.279940	-0.257300	0.045850	-0.250820	-0.153180	-0.099930	-0.078650	-0.043260	-0.227520	-0.056360	0.126620	-0.007940	-0.143760	-0.156850	-0.262160	-0.201860	-0.242930	-0.144850	0.017150	-0.188950	-0.120250	-0.189760	-0.142600	-0.228670	-0.108180	-0.134550	-0.094280	-0.123100	-0.268640	-0.051210	-0.307750	-0.119530	-0.099380	-0.045830	-0.114220	-0.183530	-0.172120	-0.146250	-0.131110	-0.150530	-0.251100	-0.216370	-0.034710	-0.072640	-0.146520	-0.039390	-0.132790	-0.138580	-0.028000	-0.115130	-0.222230	0.031810	-0.094610	-0.145180	-0.226880	-0.250910	-0.188720	-0.121040	-0.033480
-0.005070	-0.145200	-0.230890	-0.331980	-0.130010	-0.238260	-0.243070	-0.309790	-0.198510	-0.098670	-0.278670	-0.104130	-0.189260	-0.256960	-0.285370	-0.416370	-0.195800	-0.208440	-0.343280	-0.284980	-0.274830	-0.233810	-0.192830	-0.242590	-0.235280	-0.198330	-0.376920	-0.275500	-0.346750	-0.299360	-0.465840	-0.290800	-0.304510	-0.229650	-0.280320	-0.324350	-0.220810	-0.275240	-0.160550	-0.270300	-0.337710	-0.289730	-0.262070	-0.165450	-0.045450	-0.177980	-0.262000	-0.238100	-0.147710	-0.183100	-0.272490	-0.241260	-0.225730	-0.266830	-0.217870	-0.238520	-0.354820	-0.280890	-0.101680	-0.303620	-0.373770	-0.210870	-0.182390	-0.206340	-0.192880	-0.249030	-0.228630
-0.296130	-0.150290	-0.141090	-0.172180	-0.148310	-0.081750	-0.123190	-0.024480	-0.104550	-0.040990	0.042490	0.081460	0.047640	0.041370	-0.052780	0.026300	-0.061570	-0.029000	-0.113440	-0.095350	-0.059880	-0.036840	0.001720	0.060680	0.078980	-0.029000	0.104160	-0.000540	0.002430	-0.087500	0.050060	-0.012590	-0.043280	-0.028800	0.020920	0.052910	-0.035730	-0.018370	-0.041130	-0.121210	-0.040470	-0.062450	-0.053170	0.043070	-0.036390	-0.099500	-0.055300	-0.010340	-0.080880	-0.042480	-0.001100	-0.075560	-0.054060	-0.001380	0.081140	0.014560	0.145040	-0.047510	-0.089300	0.030370	0.124480	0.083870	0.044750	-0.039820	-0.035250	-0.095020	-0.020650
