2.544320	2.626230	2.596360	2.520560	2.561650	2.646730	2.573680	2.604990	2.536500	2.597360	2.557550	2.640050	2.656550	2.708390	2.782030	2.628960	2.693340	2.586510	2.724560	2.649180	2.535950	2.530710	2.491770	2.605400	2.641860	2.630710	2.571150	2.567470	2.536780	2.618300	2.594200	2.632830	2.591410	2.598420	2.623740	2.594000	2.604110	2.579960	2.535000	2.607330	2.623260	2.587680	2.554970	2.947550	2.578510	2.547890	2.570290	2.628520	2.588870	2.598930	2.611590	2.643920	2.596020	2.588850	2.612730	2.568960	2.589590	2.560880	2.647020	2.542700	2.636790	2.606310	2.608870	2.546610	2.576840	2.576530	2.624560	2.579140	2.610970	2.845700	2.596930	2.678410	2.778850	2.617990	2.681300	2.882800	3.558960	3.760150	3.817320	4.095630	4.226260	4.213600	4.299820	4.213440	4.266020	4.195230	4.178840	4.164540	4.022860	3.595910	3.773670	3.604620	3.357040	3.185100	3.059210	2.820010	2.756140	2.752990	2.717040	2.680920	2.642660	2.581650	2.606830	2.675370	2.595880	2.587610	2.631970	2.576140	2.517080	2.601670	2.646180	2.643480	2.702810	2.698600	2.719660	2.614120	2.659280	2.615470	2.711980	2.648510	2.586980	2.519090	2.571780	2.630940	2.645560	2.588340	2.545040	2.624450	2.526240
-0.031570	-0.126890	-0.103860	-0.092200	-0.115220	-0.154580	-0.116280	-0.106740	-0.082850	-0.078500	-0.106510	-0.143660	-0.179840	-0.187620	-0.173980	-0.126290	-0.207370	-0.117170	-0.035010	-0.108900	-0.092450	-0.110220	-0.071590	-0.128080	-0.124500	-0.098370	-0.093750	-0.111240	-0.083430	-0.093340	-0.123280	-0.115050	-0.132680	-0.133920	-0.145040	-0.065930	-0.096750	-0.053410	-0.061610	-0.160040	-0.147510	-0.102020	-0.083140	0.075020	-0.084450	-0.122110	-0.062440	-0.104550	-0.075530	-0.070910	-0.108400	-0.111490	-0.116910	-0.125440	-0.098690	-0.076840	-0.114370	-0.053560	-0.141550	-0.065710	-0.101370	-0.109420	-0.146030	-0.076520	-0.112970	-0.136750	-0.129450	-0.119820	-0.134700	-0.176000	-0.102750	-0.089950	-0.116140	-0.102460	-0.132520	-0.150850	-0.389740	-0.458050	-0.360260	-0.128650	-0.074980	-0.021230	-0.016410	0.014280	-0.055000	-0.013510	-0.023560	-0.025340	-0.034730	-0.004700	-0.044120	-0.036020	-0.106740	-0.059210	-0.033940	0.024240	-0.022500	-0.065390	-0.042550	-0.088370	-0.072550	-0.046330	-0.078860	-0.045990	-0.082630	-0.090530	-0.062530	-0.085380	-0.063140	-0.103480	-0.141680	-0.130810	-0.170440	-0.192080	-0.217250	-0.114110	-0.087820	-0.118930	-0.097110	-0.128740	-0.123250	-0.055940	-0.128740	-0.080790	-0.116440	-0.092410	-0.083340	-0.147340	-0.044520
-0.326810	-0.227410	-0.270760	-0.294590	-0.261840	-0.196730	-0.262880	-0.246790	-0.298960	-0.315330	-0.229250	-0.254240	-0.224080	-0.205620	-0.249570	-0.250040	-0.182610	-0.257530	-0.286210	-0.247870	-0.306460	-0.273770	-0.294990	-0.272780	-0.249680	-0.254150	-0.287910	-0.232300	-0.281640	-0.266870	-0.269410	-0.261030	-0.225020	-0.257810	-0.223240	-0.297600	-0.258060	-0.312540	-0.289020	-0.234890	-0.214230	-0.243430	-0.252010	-0.279930	-0.288610	-0.282420	-0.270970	-0.226790	-0.277380	-0.282090	-0.259760	-0.225280	-0.289380	-0.263060	-0.259640	-0.264320	-0.251430	-0.284550	-0.206520	-0.265960	-0.249000	-0.243490	-0.229790	-0.284560	-0.258510	-0.263980	-0.229680	-0.267150	-0.216350	-0.359840	-0.272580	-0.206470	-0.239810	-0.242670	-0.202620	-0.312890	-0.302330	-0.357510	-0.387500	-0.249760	-0.235910	-0.233160	-0.229230	-0.217050	-0.169330	-0.232200	-0.178830	-0.159920	-0.154210	-0.134920	-0.184290	-0.247870	-0.163230	-0.246080	-0.207560	-0.253910	-0.208090	-0.208350	-0.259080	-0.230820	-0.276200	-0.276330	-0.226780	-0.266580	-0.317670	-0.280610	-0.298860	-0.252460	-0.298550	-0.277400	-0.234660	-0.276230	-0.271420	-0.194290	-0.230100	-0.279350	-0.260020	-0.264820	-0.282290	-0.265320	-0.264860	-0.295580	-0.280810	-0.326120	-0.222370	-0.246850	-0.310600	-0.275940	-0.261540
-0.028050	-0.105930	-0.012600	-0.029870	-0.059200	-0.111870	-0.063920	-0.068830	-0.019520	-0.025650	-0.118940	-0.055420	-0.084600	-0.100860	-0.020770	-0.065760	-0.097160	-0.054960	-0.048980	-0.036430	-0.001810	-0.033440	-0.066920	-0.039240	-0.049290	-0.057170	-0.002130	-0.110570	-0.053930	-0.034950	-0.009540	-0.035540	-0.079820	-0.022140	-0.074580	-0.047910	-0.089700	-0.007600	-0.060830	-0.049430	-0.089430	-0.104270	-0.093250	-0.178340	-0.019000	-0.001610	-0.055100	-0.136440	-0.042690	-0.054650	-0.047210	-0.084480	0.006310	-0.037910	-0.063350	-0.085200	-0.068140	-0.093460	-0.126920	-0.082150	-0.082600	-0.087720	-0.071580	-0.036080	-0.045650	-0.009400	-0.080860	-0.034900	-0.089810	0.029510	-0.030230	-0.152750	-0.111700	-0.071170	-0.150140	0.035240	0.104290	0.073790	0.079630	-0.084140	-0.097090	-0.097380	-0.075810	-0.163730	-0.163090	-0.081460	-0.192090	-0.209240	-0.167350	-0.224720	-0.096370	-0.046460	-0.221120	-0.151000	-0.162740	-0.133800	-0.189670	-0.133950	-0.035210	-0.081740	-0.009100	-0.072720	-0.140680	-0.074770	0.053310	-0.025570	-0.037190	-0.076120	-0.048670	-0.027760	-0.063210	-0.020860	0.018030	-0.085590	0.000560	-0.014030	-0.098590	-0.071140	-0.071720	-0.039310	-0.019770	-0.035300	-0.011960	-0.004800	-0.099850	-0.082630	0.004860	0.012100	-0.117120
-0.078630	0.008450	-0.096580	-0.035930	-0.009860	0.012530	-0.032760	-0.024230	-0.047270	-0.042980	0.022000	0.032840	0.020630	0.012610	-0.132590	-0.002930	-0.001410	-0.053330	-0.059720	-0.077840	-0.080970	-0.034350	-0.005500	-0.031700	-0.061700	-0.101070	-0.080240	0.019010	-0.047300	-0.107070	-0.089550	-0.047910	-0.001890	-0.084610	-0.026100	-0.035230	-0.014170	-0.067080	-0.002910	-0.020230	-0.008030	0.018350	-0.005590	0.035030	-0.036620	-0.050670	-0.051430	0.056430	-0.057850	-0.036880	-0.043170	-0.055630	-0.073940	-0.039180	-0.056220	-0.044310	-0.047370	-0.030510	0.003770	-0.021250	-0.043590	-0.017140	-0.033940	-0.061470	-0.031640	-0.089080	-0.035000	-0.051090	-0.014030	0.007650	-0.069340	-0.032890	0.030950	-0.082960	-0.041080	-0.013260	0.033430	0.224310	0.120210	-0.070430	-0.098800	-0.138870	-0.175390	-0.035490	-0.057070	-0.158500	-0.017890	-0.022090	-0.122460	-0.064800	-0.190970	-0.167140	0.080270	0.074420	-0.029290	-0.053800	0.038390	-0.045420	-0.132690	-0.024550	-0.123610	-0.059650	0.011710	-0.107750	-0.143210	-0.071550	-0.114700	-0.068580	-0.006270	-0.098460	-0.084760	-0.055220	-0.127040	-0.028040	-0.086620	-0.100470	-0.079520	-0.041960	-0.075810	-0.056310	-0.089940	-0.117360	-0.045330	-0.092470	-0.057120	-0.053950	-0.040700	-0.102090	0.020760
-0.238310	-0.233570	-0.181050	-0.220320	-0.272660	-0.239200	-0.232000	-0.255140	-0.218410	-0.207160	-0.228780	-0.276150	-0.225650	-0.259950	-0.172820	-0.245020	-0.218610	-0.172880	-0.109820	-0.168420	-0.170640	-0.201250	-0.239850	-0.211600	-0.213150	-0.191750	-0.207010	-0.251210	-0.178230	-0.143010	-0.173250	-0.172410	-0.224810	-0.159280	-0.200330	-0.217810	-0.264580	-0.251140	-0.268130	-0.206550	-0.237770	-0.300550	-0.241380	-0.134060	-0.213830	-0.184660	-0.158300	-0.342530	-0.181480	-0.244750	-0.203050	-0.205340	-0.202310	-0.185050	-0.197490	-0.132110	-0.204810	-0.187740	-0.230840	-0.187330	-0.190210	-0.254330	-0.215190	-0.202140	-0.226440	-0.151550	-0.220800	-0.223900	-0.175980	-0.233330	-0.197270	-0.176850	-0.246520	-0.149800	-0.196820	-0.278720	-0.234480	-0.334410	-0.274320	-0.108350	-0.041900	0.027660	0.041030	-0.080000	-0.069580	0.036510	-0.073580	-0.062680	0.004000	-0.064650	0.026880	-0.022870	-0.170690	-0.191320	-0.115420	-0.087020	-0.215640	-0.147750	-0.117700	-0.262210	-0.141670	-0.142000	-0.214390	-0.170120	-0.173280	-0.174090	-0.195990	-0.151530	-0.255430	-0.146280	-0.174890	-0.206440	-0.152000	-0.189600	-0.173560	-0.164570	-0.192100	-0.210180	-0.125300	-0.204000	-0.171740	-0.094620	-0.198770	-0.133110	-0.181920	-0.198270	-0.245570	-0.142520	-0.261830
-0.045580	-0.126250	-0.075680	-0.093530	-0.028900	-0.104290	-0.099670	-0.018190	-0.078220	-0.119030	-0.128940	-0.121320	-0.181360	-0.139560	-0.155070	-0.127460	-0.148470	-0.180640	-0.120300	-0.093240	-0.113110	-0.130590	-0.125120	-0.097750	-0.049260	-0.059890	-0.038700	-0.106810	-0.170310	-0.132120	-0.142810	-0.178280	-0.096970	-0.128140	-0.111520	-0.085220	-0.067830	-0.020630	-0.064100	-0.076340	-0.088010	-0.002480	-0.080970	0.050320	-0.037630	-0.094510	-0.128360	0.025920	-0.135840	-0.042250	-0.117350	-0.052930	-0.061480	-0.133680	-0.095620	-0.247250	-0.075900	-0.169620	-0.125490	-0.166240	-0.147120	-0.048750	-0.064670	-0.076620	-0.035520	-0.109870	-0.059750	-0.069230	-0.147250	-0.152360	-0.080350	-0.186960	-0.136530	-0.135140	-0.149830	-0.010290	-0.204210	-0.189290	-0.306970	-0.155020	-0.156770	-0.132880	-0.096580	-0.058570	-0.041060	-0.132230	-0.107820	-0.142810	-0.122160	-0.109430	-0.114530	-0.057080	-0.178710	-0.071950	-0.121560	-0.133490	-0.076110	-0.124600	-0.074240	0.015470	-0.102570	-0.180290	-0.143950	-0.088220	-0.050090	-0.116690	-0.071120	-0.154440	-0.066450	-0.170510	-0.115260	-0.125850	-0.159240	-0.185520	-0.143680	-0.136890	-0.135330	-0.158790	-0.254100	-0.122500	-0.118860	-0.211770	-0.126650	-0.166490	-0.151170	-0.101720	-0.032760	-0.121910	-0.054940
-0.165970	-0.031570	-0.110450	-0.076810	-0.121950	-0.010300	-0.090170	-0.143980	-0.085370	-0.114920	-0.023200	0.036860	0.026430	-0.023440	-0.124110	-0.010690	0.005070	-0.016150	-0.046320	-0.053580	-0.131870	0.017130	-0.061720	-0.118920	-0.168000	-0.203100	-0.135160	-0.015620	-0.014780	-0.124370	-0.001700	0.083610	0.020380	-0.072420	-0.049690	-0.125730	-0.118750	-0.129980	-0.033600	-0.045090	-0.047670	-0.179720	-0.057000	-0.076830	-0.041860	0.016280	-0.018210	-0.181320	-0.006100	-0.136410	-0.018820	-0.152530	-0.106030	-0.002400	-0.136320	0.048290	-0.166270	-0.077760	-0.032730	0.014350	-0.040460	-0.129880	-0.159840	-0.117940	-0.121370	-0.118040	-0.150720	-0.128180	0.032620	-0.114680	-0.120490	-0.005950	-0.052410	-0.141660	-0.159800	-0.067330	0.235470	0.073210	0.005910	-0.232770	-0.105190	-0.094860	-0.075570	-0.092560	-0.138370	-0.070660	0.015090	0.023000	-0.070510	-0.044130	-0.030370	-0.112330	0.024360	-0.057450	-0.076040	-0.000500	-0.060620	-0.087440	-0.075530	-0.120090	-0.056770	-0.041020	-0.020810	-0.185490	-0.111310	-0.049380	-0.211750	-0.081080	-0.064400	-0.052590	-0.159600	-0.082780	-0.106200	0.042560	-0.055600	-0.086110	-0.178980	-0.053540	-0.026630	-0.052800	-0.072570	-0.067490	-0.005150	-0.103510	-0.043650	-0.130020	-0.084770	-0.098370	-0.123870
-0.321050	-0.308040	-0.153620	-0.224690	-0.179500	-0.257420	-0.274950	-0.169950	-0.157340	-0.190610	-0.288550	-0.239740	-0.236880	-0.323410	-0.228050	-0.282730	-0.234170	-0.301990	-0.083380	-0.220770	-0.111460	-0.227470	-0.295950	-0.145060	-0.157960	-0.174660	-0.138080	-0.320380	-0.295930	-0.174360	-0.315100	-0.287230	-0.270620	-0.184640	-0.230040	-0.195310	-0.324140	-0.281560	-0.315550	-0.129210	-0.282280	-0.225180	-0.288400	0.101940	-0.108700	-0.187120	-0.155480	-0.244990	-0.306320	-0.234480	-0.284570	-0.154530	-0.164870	-0.229450	-0.192020	-0.328670	-0.118720	-0.257150	-0.316120	-0.280950	-0.312980	-0.223870	-0.105130	-0.160430	-0.090040	-0.091140	-0.168950	-0.173070	-0.229690	-0.073870	-0.149070	-0.373910	-0.190590	-0.132160	-0.202090	0.017740	-0.002600	0.049130	-0.144680	-0.049030	0.028770	0.081210	0.007410	0.013160	0.045260	0.015200	-0.127050	-0.160170	-0.099140	-0.298180	-0.203890	-0.028260	-0.168480	0.063000	-0.092220	-0.120780	-0.203950	-0.153950	-0.149740	-0.214280	-0.210110	-0.232170	-0.325000	-0.232090	-0.160850	-0.236090	-0.236920	-0.179180	-0.246850	-0.299010	-0.155100	-0.152530	-0.148460	-0.272440	-0.094060	-0.197580	-0.214320	-0.350970	-0.337650	-0.300170	-0.183520	-0.166260	-0.265850	-0.159700	-0.349970	-0.184420	-0.196430	-0.091750	-0.223670
-0.124710	-0.108400	-0.184050	-0.114880	-0.167500	-0.118330	-0.091960	-0.170830	-0.183260	-0.134210	-0.108770	-0.171310	-0.220850	-0.175670	-0.333410	-0.199510	-0.178240	-0.184180	-0.097790	-0.057690	-0.223060	-0.110230	-0.142790	-0.173520	-0.187370	-0.245570	-0.176400	-0.056190	-0.150430	-0.233840	-0.109140	-0.094830	-0.038780	-0.154510	-0.124340	-0.152210	-0.115980	-0.096900	-0.024150	-0.062950	-0.092180	-0.116150	-0.070690	0.014850	-0.108810	-0.012640	-0.166100	-0.100310	-0.076100	-0.138850	-0.086160	-0.166730	-0.121840	-0.090390	-0.165660	-0.149360	-0.217060	-0.231380	-0.105020	-0.162620	-0.111660	-0.114610	-0.213380	-0.178990	-0.154790	-0.199750	-0.173730	-0.177490	-0.073440	-0.218170	-0.189630	-0.145410	-0.245380	-0.296930	-0.316110	-0.214200	-0.090360	-0.034710	-0.105800	-0.149390	-0.081260	-0.046600	0.050750	-0.013780	-0.023160	-0.017990	0.103920	0.049920	0.030290	0.083910	0.153290	0.046880	-0.024360	-0.082750	-0.060490	-0.002220	-0.063800	-0.188890	-0.118870	-0.065480	-0.131540	-0.193100	-0.110290	-0.236360	-0.154290	-0.112310	-0.224640	-0.261800	-0.099960	-0.139470	-0.260330	-0.270210	-0.328210	-0.164560	-0.285740	-0.220810	-0.331710	-0.189130	-0.193200	-0.079770	-0.167850	-0.291620	-0.076260	-0.162280	-0.126890	-0.283000	-0.081870	-0.170190	-0.183090
