2.223630	2.224580	2.454020	2.381980	2.410700	2.499330	2.446850	2.532590	2.560900	2.628350	2.767480	2.824590	3.012330	2.998030	2.914360	2.795010	2.935350	3.024400	2.885660	2.966780	3.007510	3.022450	2.889050	3.001410	2.931800	2.921630	2.968400	2.894350	3.030290	2.931040	2.942770	2.940870	2.915070	2.994940	2.952810	2.967020	2.959450	2.992900	2.995790	2.939760	2.918730	2.966940	2.883990	2.931140	2.928720	2.893360	2.960770	2.877190	2.948000	3.011910	2.970030	2.984200	2.991490	3.024280	2.940670	2.966060	2.953970	2.990940	2.971720	2.965830	3.002780	2.893530	2.992560	2.983260	2.941310	2.970570	3.010560	3.093900	3.098320	3.110490	3.921840	4.270160	4.305950	4.345370	4.471640	4.444460	4.265100	4.312930	4.199960	4.081140	4.112020	4.114210	3.920340	3.661890	3.109160	3.127710	3.089460	3.132700	3.052960	2.990680	2.955890	3.004190	2.995630	3.049470	3.103040	3.153930	3.129880	3.125290	3.031540	2.967080	3.020930	3.086430	3.136400	3.237800	3.075240	3.033860	2.928000	3.069130	3.085070	3.022700	2.948200	3.013590	2.863060	3.035490	3.059440	2.946680	2.913340	2.867990	2.986290	2.992020	3.022000	2.915930	2.957940	2.925230	2.954960	3.045020	3.080010	2.906430	2.980710	2.940420	2.946980	2.968010	2.950700	2.880760	3.076590	2.986270	3.003770	2.884640	2.865950	2.910460	2.937910	2.981320	3.030300	3.034490	2.905960	2.968450	3.016590	2.966790	2.985070	2.970750	2.931550	2.998960	2.964510	2.995700	2.922650	2.846180	3.001250	2.827440	2.947070	2.980890	2.926180	2.987600	2.971470	3.002400	2.921380
0.192770	0.193250	0.011680	0.050390	0.036100	-0.016250	0.039540	-0.045990	-0.034500	0.010390	-0.037330	-0.012840	-0.050080	-0.019670	0.013490	0.034900	-0.039310	-0.113640	0.042710	-0.021230	-0.036250	-0.065480	0.037990	-0.058660	0.029720	0.015650	0.006540	0.025210	-0.034720	0.023630	0.008540	-0.014930	0.071020	-0.046980	-0.004300	-0.019560	-0.039850	-0.040140	-0.082340	0.019430	0.031400	-0.017800	0.039010	0.013490	-0.027650	-0.016100	-0.016780	0.048590	-0.042640	-0.055520	0.007050	-0.051620	-0.039790	-0.003640	-0.008680	0.025620	-0.035660	-0.021850	0.013030	0.004330	0.032370	0.064110	0.004090	-0.016920	0.030100	0.014970	-0.071440	-0.056600	-0.057340	-0.065760	-0.016390	-0.050870	-0.022000	0.011370	-0.020770	-0.022350	0.035130	-0.035410	-0.013110	0.035760	-0.033520	-0.019770	0.043470	-0.056350	0.035430	-0.044350	-0.028250	-0.121200	-0.049490	-0.047930	-0.003220	0.037830	0.031350	0.040730	0.021590	0.010990	0.019530	-0.041140	0.019590	0.001230	-0.010840	0.034850	0.062180	-0.002940	0.035340	0.025150	0.040330	-0.032560	-0.031630	-0.032670	0.034780	-0.087880	0.026090	-0.020410	-0.028330	-0.053820	-0.019970	0.063150	-0.041330	-0.041840	-0.086060	-0.001540	0.013110	0.054220	-0.025880	-0.025900	-0.070820	0.009600	0.009890	-0.036910	-0.028560	-0.055820	-0.065220	0.031390	-0.062040	-0.053460	-0.053910	0.049980	0.002910	0.046390	-0.051080	-0.051420	0.012270	-0.005340	-0.013790	-0.064380	0.017100	-0.014920	-0.037880	-0.061150	-0.023130	-0.055620	-0.004170	-0.031850	0.010210	0.034450	-0.039980	0.013280	-0.003230	-0.025360	-0.014840	0.009010	-0.032510	-0.025290	0.000620
-0.640200	-0.640390	-0.439340	-0.435460	-0.402260	-0.382730	-0.421860	-0.316580	-0.342400	-0.370470	-0.312090	-0.298820	-0.248670	-0.244790	-0.302910	-0.268850	-0.218490	-0.212940	-0.306590	-0.248380	-0.205060	-0.176370	-0.306010	-0.192980	-0.274720	-0.279280	-0.247810	-0.302070	-0.316410	-0.280100	-0.203160	-0.274240	-0.342700	-0.183590	-0.252590	-0.234440	-0.207460	-0.234060	-0.271820	-0.327390	-0.237020	-0.189760	-0.255650	-0.267790	-0.209750	-0.239720	-0.233480	-0.239330	-0.228360	-0.178530	-0.273140	-0.259500	-0.234290	-0.310780	-0.270830	-0.298840	-0.222450	-0.215530	-0.309010	-0.282180	-0.256360	-0.283710	-0.241050	-0.244550	-0.253230	-0.282280	-0.182420	-0.246600	-0.273270	-0.287880	-0.287700	-0.269350	-0.176870	-0.236420	-0.262500	-0.201880	-0.233030	-0.184010	-0.218100	-0.275090	-0.130820	-0.210170	-0.183050	-0.078630	-0.266230	-0.178420	-0.197290	-0.198470	-0.299470	-0.208620	-0.229900	-0.287620	-0.231970	-0.267750	-0.227280	-0.251570	-0.270050	-0.210240	-0.263630	-0.232410	-0.264110	-0.280550	-0.216880	-0.115860	-0.252910	-0.247250	-0.265930	-0.280260	-0.156390	-0.221980	-0.258510	-0.203260	-0.286050	-0.263600	-0.284740	-0.194170	-0.271240	-0.308360	-0.200560	-0.182610	-0.205330	-0.295710	-0.256450	-0.307660	-0.255450	-0.272530	-0.200370	-0.264830	-0.265430	-0.231890	-0.253430	-0.198150	-0.163910	-0.275700	-0.227620	-0.210570	-0.225100	-0.313180	-0.256790	-0.314830	-0.259060	-0.187920	-0.320540	-0.348060	-0.213190	-0.286200	-0.249770	-0.248100	-0.203350	-0.237750	-0.283290	-0.176670	-0.297650	-0.284900	-0.261750	-0.358450	-0.193860	-0.336670	-0.273780	-0.200200	-0.271850	-0.302350	-0.233930	-0.171710	-0.259530
0.176230	0.175920	0.023580	-0.065230	-0.104040	-0.064190	-0.054640	-0.165120	-0.113130	-0.086420	-0.093180	-0.209600	-0.150510	-0.217340	-0.145990	-0.264920	-0.293460	-0.189780	-0.184880	-0.212960	-0.268660	-0.293850	-0.180060	-0.268390	-0.205720	-0.215180	-0.267980	-0.157130	-0.068710	-0.207240	-0.318030	-0.160890	-0.144860	-0.282850	-0.198510	-0.253840	-0.278840	-0.248170	-0.119550	-0.088000	-0.262480	-0.293400	-0.253270	-0.194580	-0.262430	-0.226650	-0.214570	-0.286770	-0.228650	-0.296510	-0.156180	-0.172230	-0.208430	-0.071510	-0.165500	-0.175360	-0.260200	-0.261800	-0.156530	-0.189290	-0.215860	-0.239520	-0.210540	-0.217170	-0.241150	-0.207940	-0.304080	-0.114180	-0.218140	-0.260170	-0.104990	-0.108340	-0.282840	-0.159970	-0.080030	-0.214140	-0.196030	-0.217120	-0.180100	-0.129230	-0.286790	-0.127360	-0.235980	-0.287260	-0.154520	-0.264470	-0.268130	-0.192540	-0.113170	-0.285800	-0.246950	-0.202680	-0.234820	-0.200970	-0.257120	-0.191150	-0.145600	-0.269000	-0.222310	-0.268950	-0.209340	-0.147150	-0.299050	-0.363910	-0.207500	-0.199730	-0.225740	-0.104440	-0.304200	-0.229250	-0.232070	-0.217600	-0.191340	-0.145480	-0.067100	-0.256560	-0.175560	-0.204210	-0.293450	-0.293040	-0.223690	-0.174250	-0.215950	-0.197270	-0.235730	-0.120980	-0.217160	-0.212920	-0.196150	-0.225060	-0.200700	-0.273320	-0.327350	-0.217780	-0.161080	-0.234150	-0.212450	-0.158000	-0.250630	-0.143490	-0.188320	-0.283770	-0.069260	0.003570	-0.286560	-0.093790	-0.211720	-0.238660	-0.280310	-0.207650	-0.155420	-0.266980	-0.148780	-0.148120	-0.225010	-0.099070	-0.326660	-0.141400	-0.209100	-0.304730	-0.200610	-0.132770	-0.213710	-0.331940	-0.226510
-0.223500	-0.223080	-0.148720	0.008170	0.034810	-0.054340	-0.049150	0.045460	-0.027350	-0.054110	-0.122860	0.061240	-0.133660	-0.090940	-0.109350	0.001280	0.064910	-0.097220	-0.040820	-0.063740	-0.016380	0.001980	-0.043210	-0.024160	-0.075090	-0.038510	0.047720	-0.118540	-0.196340	-0.064230	0.029060	-0.106630	-0.070070	0.008370	-0.101820	0.019920	0.009000	0.024660	-0.133990	-0.215390	-0.058160	-0.024190	-0.040270	-0.090990	-0.049690	-0.066610	-0.105600	-0.006900	-0.031060	-0.002240	-0.148850	-0.064410	-0.056400	-0.209940	-0.136660	-0.068900	0.020850	-0.009740	-0.058220	-0.031840	-0.073880	-0.026130	-0.091870	-0.077670	-0.025750	-0.022280	0.063200	-0.224900	0.023990	0.099650	-0.258060	-0.231460	-0.070900	-0.210090	-0.258520	-0.143290	-0.191630	-0.127790	-0.187070	-0.249890	-0.124570	-0.290130	-0.201910	-0.219820	-0.205340	-0.101230	-0.061080	-0.119130	-0.149250	0.030920	-0.068730	-0.052730	-0.093740	-0.092430	-0.041270	-0.117780	-0.195670	0.004420	-0.035280	0.019200	-0.052980	-0.191800	-0.067540	-0.070290	-0.121800	-0.185840	-0.074820	-0.175420	-0.089230	-0.070860	-0.039630	-0.072370	-0.087120	-0.165850	-0.269880	-0.071720	-0.096910	-0.029700	0.022350	0.002840	-0.056960	-0.058760	-0.079240	-0.011140	0.021580	-0.163170	-0.090510	-0.058760	-0.050350	-0.037160	-0.052080	-0.025380	0.050760	-0.052810	-0.150560	-0.051870	-0.059470	-0.120810	0.009180	-0.131900	-0.065200	-0.009970	-0.222320	-0.304740	0.023030	-0.175000	-0.092800	-0.011490	0.021480	-0.075070	-0.110230	-0.048960	-0.081790	-0.080670	-0.013800	-0.143250	0.089570	-0.062060	-0.021000	0.034340	-0.042600	-0.143770	-0.061820	0.020210	-0.027810
-0.130570	-0.130220	-0.132250	-0.291200	-0.296820	-0.175710	-0.189130	-0.247260	-0.175080	-0.189930	-0.106840	-0.215150	-0.052130	0.060110	-0.007020	-0.026220	-0.135060	-0.029850	-0.123860	-0.059700	-0.069000	-0.079930	-0.099640	-0.057990	-0.017950	-0.038270	-0.157710	-0.015390	0.002600	-0.002030	-0.048420	-0.033010	-0.096960	-0.122810	0.012360	-0.133230	-0.104160	-0.156610	-0.058820	0.070390	0.024910	-0.037210	-0.011580	-0.041780	-0.028090	-0.006980	-0.002180	-0.053110	-0.108750	-0.028790	-0.006020	-0.119860	-0.096340	0.004710	0.054970	-0.066120	-0.160560	-0.088940	-0.141910	-0.125030	-0.063540	-0.027860	-0.038250	-0.011250	-0.090470	-0.102150	-0.170210	0.046360	-0.100030	-0.087110	0.090520	0.060130	-0.034000	0.037550	0.005740	0.022930	0.059900	-0.068990	0.006370	0.127710	0.009810	0.074690	0.071060	0.083430	0.032560	0.033100	-0.046440	-0.017230	0.013970	-0.098780	-0.000950	-0.097820	-0.047130	-0.052370	-0.101280	-0.040210	0.032940	-0.085090	-0.076880	-0.139170	-0.102960	-0.034660	-0.044260	-0.038970	-0.014900	0.038230	-0.027820	-0.039160	0.029050	-0.038670	-0.075750	-0.042950	-0.035770	0.046950	0.092050	0.051710	-0.011930	-0.083610	-0.041590	-0.062130	-0.036380	-0.071950	0.006920	-0.135390	-0.127350	-0.032400	-0.015920	-0.024970	-0.101810	-0.062250	-0.070060	-0.025140	-0.096950	-0.013200	-0.018380	-0.032080	-0.047170	0.015270	-0.150200	-0.029350	-0.027710	-0.063010	0.025950	0.124880	-0.121760	0.013920	-0.013010	-0.131310	-0.104450	-0.005290	-0.017500	-0.047190	-0.091030	-0.120740	-0.141060	0.010270	-0.161270	-0.079770	-0.100380	-0.115250	-0.068740	0.006930	-0.059080	-0.028890	-0.078650
-0.125480	-0.125680	-0.122590	-0.061190	-0.050870	-0.134430	-0.120960	-0.109970	-0.141640	-0.030270	-0.067770	-0.038030	-0.058110	-0.225540	-0.188440	-0.227220	-0.134840	-0.171930	-0.088510	-0.193500	-0.182380	-0.190440	-0.163060	-0.218890	-0.213790	-0.153960	-0.041420	-0.153870	-0.078420	-0.215960	-0.242680	-0.228890	-0.121050	-0.090580	-0.191340	-0.038220	-0.145710	-0.095940	-0.136370	-0.244740	-0.233910	-0.177530	-0.264630	-0.123400	-0.159420	-0.226510	-0.212010	-0.238890	-0.116520	-0.247180	-0.170780	-0.037220	-0.100000	-0.096590	-0.327880	-0.115360	-0.107290	-0.127000	-0.053760	-0.066570	-0.063870	-0.259170	-0.086950	-0.182050	-0.106020	-0.131000	-0.112710	-0.117680	-0.162810	-0.315130	-0.124680	-0.107600	-0.074170	-0.176440	-0.027620	-0.153170	-0.177390	-0.104120	-0.057070	-0.284580	-0.165390	-0.042420	-0.156600	-0.148600	-0.143450	-0.180010	-0.130190	-0.115970	-0.174140	-0.178190	-0.148850	-0.117660	-0.138990	-0.140960	-0.060540	-0.113500	-0.159640	-0.186210	-0.077370	-0.118570	-0.175230	-0.187060	-0.246320	-0.238830	-0.257370	-0.261730	-0.263100	-0.082960	-0.297940	-0.187740	-0.110910	-0.183970	-0.242940	-0.175510	-0.177020	-0.287470	-0.262490	-0.137140	-0.260850	-0.179890	-0.188780	-0.180440	-0.197560	-0.065830	-0.082200	-0.059200	-0.187010	-0.206820	-0.053300	-0.177100	-0.158540	-0.254190	-0.195760	-0.243420	-0.145110	-0.214590	-0.174030	-0.200350	-0.106620	-0.094160	-0.245100	-0.237550	-0.107880	-0.171020	-0.135810	-0.185920	-0.105000	-0.106700	-0.153500	-0.196120	-0.216630	-0.168780	-0.052140	-0.057940	-0.065420	-0.235160	-0.122370	-0.184680	-0.154860	-0.080480	-0.165950	-0.147490	-0.169790	-0.263930	-0.147440
-0.063760	-0.063770	-0.098450	-0.029390	-0.037380	-0.034340	-0.026050	-0.019850	-0.036930	-0.093200	-0.153290	-0.085730	-0.159140	-0.035600	0.007980	-0.006760	-0.090700	-0.172500	-0.094040	0.007150	0.058690	0.015310	0.052660	0.024530	0.012110	0.023030	-0.065450	-0.132940	-0.123460	0.068390	0.105820	0.064160	-0.016430	-0.019450	-0.074500	-0.088820	-0.039890	-0.058350	-0.215960	-0.108870	0.015590	-0.025480	0.074600	-0.093970	-0.167130	-0.071720	-0.117500	0.015940	0.044150	0.129470	-0.069620	-0.184290	-0.034830	-0.122600	0.134690	-0.022730	-0.078050	0.037410	-0.111540	0.003210	-0.084240	0.124960	-0.138880	-0.060860	0.017590	-0.008240	-0.013690	-0.096840	-0.055410	-0.000980	-0.196300	-0.187090	-0.150220	0.026280	-0.169200	-0.073850	-0.094740	-0.003700	-0.246390	0.032350	-0.005610	-0.201020	-0.025300	-0.110110	-0.132630	-0.083910	-0.186920	-0.118760	-0.122440	-0.043030	-0.099430	-0.167220	-0.122180	-0.062860	-0.141910	-0.050500	-0.177620	0.016180	-0.079220	-0.052770	-0.068270	-0.095180	-0.058700	-0.035920	0.011060	-0.147310	0.009340	-0.124940	-0.025680	0.040910	-0.052950	-0.090220	-0.049550	0.037550	-0.063090	0.042200	0.084310	0.017310	0.089630	0.082040	-0.057320	-0.052960	0.017790	-0.040150	-0.089890	-0.105440	-0.011730	0.052390	-0.045010	-0.036510	-0.043300	-0.007890	0.078090	0.089560	-0.006840	0.099120	0.011220	0.002230	-0.095180	-0.102440	0.021480	-0.022480	-0.080870	0.047490	-0.061390	-0.089610	-0.046900	-0.010920	0.041690	-0.143440	-0.071290	-0.046690	-0.047730	-0.082770	-0.083360	-0.039400	-0.042780	-0.058850	0.011660	-0.122950	-0.037060	-0.117440	-0.033620	0.105200	-0.038960
-0.171160	-0.170370	-0.092230	-0.273840	-0.218370	-0.174870	-0.177470	-0.211770	-0.143070	-0.084810	-0.053050	-0.051300	-0.008790	0.055890	-0.123920	-0.045660	-0.029940	-0.024880	-0.128780	-0.156160	-0.195090	-0.180160	-0.276010	-0.183860	-0.145030	-0.088730	-0.060410	0.016670	0.028950	-0.097520	-0.149360	-0.249850	-0.183100	-0.137970	-0.003150	0.013010	-0.092170	-0.089220	0.028040	-0.028840	-0.050980	-0.096980	-0.176620	-0.001350	0.069860	-0.023940	-0.039490	-0.168460	-0.252410	-0.168450	-0.117490	0.035910	-0.142770	-0.045530	-0.284440	-0.060910	-0.174790	-0.165920	-0.116270	-0.131100	-0.092630	-0.227330	-0.029240	-0.054340	-0.152220	-0.115170	-0.168440	-0.043480	-0.034160	0.008140	0.087540	0.094050	-0.029870	-0.366730	-0.151630	-0.105360	-0.197400	-0.382970	-0.049250	-0.307310	-0.319970	-0.119000	-0.300950	-0.282150	-0.156590	-0.061250	-0.012500	-0.057220	-0.010570	-0.077090	0.013110	-0.034150	-0.182410	-0.159310	-0.073980	-0.188070	-0.015300	-0.191350	-0.065870	-0.112640	-0.256660	-0.397770	-0.362040	-0.448430	-0.356590	-0.219800	-0.232340	-0.095830	-0.231800	-0.210090	-0.081800	-0.057110	-0.147240	-0.137840	-0.113790	-0.077980	-0.215330	-0.154380	-0.146880	-0.171150	-0.012410	-0.105890	-0.079120	-0.091160	-0.007110	-0.051670	-0.111670	-0.167910	-0.096580	-0.053250	-0.089020	-0.083750	-0.190710	-0.161330	-0.215370	-0.193570	-0.114300	-0.145920	-0.074810	-0.026320	-0.107480	-0.166710	-0.092310	-0.161840	-0.091400	-0.017370	-0.085260	-0.161620	-0.148160	0.058270	-0.075720	-0.137140	-0.114230	-0.158240	-0.105190	-0.029000	-0.046010	-0.099310	-0.180900	0.023810	-0.077410	0.016020	-0.121440	-0.165530	-0.076460
-0.093360	-0.092850	-0.103110	0.071390	0.007520	0.005540	-0.006640	0.029480	-0.022000	0.032310	0.006090	0.081360	0.040470	0.011610	0.110660	0.059450	0.044470	-0.004700	0.095670	0.033130	0.123780	0.116440	0.199400	0.080060	0.040720	0.153640	0.128050	-0.031650	0.048510	0.072360	0.049600	0.101240	0.126650	0.099600	-0.030940	0.044720	0.072730	0.053320	-0.106930	-0.063990	0.026070	0.085930	0.060290	-0.014130	-0.064640	-0.055960	-0.071950	0.011210	0.233090	0.085200	0.029900	-0.011090	0.104100	0.036650	0.112980	0.050460	0.086920	0.137100	0.121370	0.128410	0.144320	0.122970	0.066380	0.076170	0.126120	0.070780	0.116380	0.076550	0.093560	-0.048890	0.061570	0.037910	0.122810	0.238070	0.145610	0.037270	0.107840	0.169310	0.067600	0.177530	0.167220	0.157630	0.168520	0.131110	0.118500	0.111650	-0.005620	0.143630	0.010510	0.042140	0.073840	-0.058850	0.086540	0.038110	0.035020	0.144460	-0.086040	0.116060	0.152710	0.004790	0.105040	0.015920	-0.004760	0.009810	0.025000	-0.063000	0.012160	0.083680	0.003470	0.136390	0.064850	-0.040080	-0.073730	0.166170	0.119840	0.022430	0.096230	0.131240	0.073730	0.132360	-0.035420	0.026300	0.056540	0.068250	0.067570	0.069760	0.048430	0.124780	0.088690	-0.034350	0.015810	-0.011590	0.111760	0.089290	0.181660	0.113110	0.021790	0.160610	-0.000060	0.059940	-0.035350	0.010660	0.114750	0.222400	0.042660	-0.034550	0.169120	0.132580	0.099170	-0.057800	-0.048840	0.083750	0.176830	0.197220	0.096720	-0.066520	0.021080	0.007610	0.127720	0.047280	0.030210	0.001950	0.063810	0.059890	0.002790
