3.209520	3.197880	3.257280	3.159870	3.204860	3.213300	3.276720	3.212730	3.279840	3.187550	3.184850	3.185560	3.097990	3.136710	3.110810	3.133840	3.147410	3.200930	3.120470	3.165890	3.173460	3.177640	3.167250	3.307530	3.305640	3.190830	3.210210	3.214780	3.203590	3.189370	3.261430	3.632120	3.668170	3.843010	3.941710	3.979620	4.022360	4.018370	4.008640	4.060870	4.029150	4.031930	4.011750	4.087660	4.044190	4.083290	4.048510	3.930830	3.938400	3.895610	3.854830	3.649820	3.331710	3.223690	3.257550	3.435950	3.435430	3.486570	3.364610	3.280170	3.257190	3.236560	3.118380	3.187750	3.120780	3.078130	3.145020
0.010970	-0.018340	-0.067610	-0.038180	-0.063840	-0.050090	-0.084810	-0.053200	-0.072070	-0.069150	-0.029340	-0.078040	-0.000960	-0.016540	0.001920	-0.053710	-0.022190	-0.046560	-0.018080	-0.021410	-0.029420	-0.001790	0.031500	-0.064730	-0.062830	-0.012810	-0.000060	0.019020	0.004930	-0.024440	-0.045830	-0.189840	-0.343730	-0.129560	-0.074980	-0.076340	-0.070510	-0.072240	-0.051150	-0.073850	-0.047460	-0.058950	-0.053890	-0.107310	-0.052150	-0.086070	-0.071520	-0.015640	-0.057950	-0.031560	-0.042080	-0.051180	-0.013820	-0.010350	-0.061520	-0.066930	-0.060690	-0.060360	0.002620	-0.018120	-0.038300	-0.010510	0.016340	-0.000170	0.008440	-0.002350	-0.047930
-0.311090	-0.253380	-0.198070	-0.256480	-0.238430	-0.214710	-0.209390	-0.225260	-0.248140	-0.171420	-0.245790	-0.160820	-0.239730	-0.206890	-0.269890	-0.174700	-0.185840	-0.151060	-0.257460	-0.257690	-0.247210	-0.237310	-0.231290	-0.180090	-0.173660	-0.260100	-0.260460	-0.254610	-0.232710	-0.190410	-0.174770	-0.257270	-0.277000	-0.258330	-0.221070	-0.262340	-0.258990	-0.249380	-0.234190	-0.255390	-0.269050	-0.246950	-0.210820	-0.185720	-0.275500	-0.265550	-0.255680	-0.247630	-0.175930	-0.230030	-0.213420	-0.119860	-0.209610	-0.198750	-0.260120	-0.195280	-0.229720	-0.221910	-0.242110	-0.184150	-0.166930	-0.215900	-0.262740	-0.223690	-0.219520	-0.245560	-0.192700
-0.052090	-0.127560	-0.189150	-0.114450	-0.124400	-0.185660	-0.141840	-0.187800	-0.083560	-0.252690	-0.124540	-0.226000	-0.180700	-0.210870	-0.118870	-0.205700	-0.206660	-0.261440	-0.116600	-0.083240	-0.086090	-0.141690	-0.179170	-0.142500	-0.157350	-0.130130	-0.090280	-0.122080	-0.133410	-0.194950	-0.216540	-0.031680	0.084280	-0.085610	-0.178000	-0.136690	-0.116130	-0.137950	-0.202570	-0.110850	-0.130470	-0.125320	-0.201740	-0.172150	-0.071740	-0.070170	-0.099970	-0.144920	-0.254390	-0.144800	-0.125880	-0.266550	-0.173270	-0.252190	-0.097190	-0.211390	-0.154070	-0.133750	-0.134010	-0.235840	-0.231350	-0.159530	-0.132230	-0.157480	-0.180500	-0.155720	-0.189000
-0.160010	-0.119150	-0.035010	-0.125740	-0.095820	-0.019040	-0.093280	-0.044670	-0.158350	0.047300	-0.091360	-0.046320	-0.041790	-0.055790	-0.122050	-0.074220	-0.078380	-0.013280	-0.117380	-0.176080	-0.213160	-0.129030	-0.123310	-0.168620	-0.172150	-0.098990	-0.197460	-0.135750	-0.152830	-0.100190	-0.048250	-0.036280	-0.044230	-0.054280	-0.084430	-0.057850	-0.084050	-0.055600	0.021730	-0.112650	-0.058980	-0.108960	-0.024660	-0.096480	-0.169810	-0.170560	-0.144460	-0.141050	-0.013220	-0.168440	-0.215800	-0.138550	-0.178870	-0.015390	-0.164920	-0.044420	-0.094900	-0.184650	-0.225160	-0.116090	-0.095010	-0.137080	-0.140230	-0.137380	-0.092380	-0.094860	-0.083660
-0.098040	-0.050510	-0.126570	-0.065150	-0.091030	-0.157360	-0.117340	-0.020790	-0.013300	-0.174460	-0.134710	-0.071990	-0.105970	-0.064320	-0.048680	-0.079630	-0.086470	-0.108810	-0.106860	-0.070310	-0.029340	-0.090820	-0.029060	-0.059560	-0.043830	-0.112100	-0.011110	-0.064560	-0.057050	-0.050630	-0.120750	-0.280760	-0.358790	-0.241520	-0.071370	-0.078940	-0.073830	-0.096500	-0.165200	-0.055470	-0.123890	-0.047640	-0.098370	-0.039150	-0.021440	-0.017420	-0.048490	0.008270	-0.073760	0.044400	0.026000	0.019490	-0.039800	-0.111410	-0.031220	-0.120850	-0.108200	-0.034850	0.028000	-0.034940	-0.075790	-0.049370	-0.067890	-0.064590	-0.085960	-0.065220	-0.065740
-0.092760	-0.178150	-0.121030	-0.154990	-0.143450	-0.115220	-0.060530	-0.249300	-0.182900	-0.178700	-0.061140	-0.185520	-0.169530	-0.201230	-0.151080	-0.156230	-0.169010	-0.195320	-0.082760	-0.089630	-0.149680	-0.158130	-0.187010	-0.080750	-0.133100	-0.144150	-0.123340	-0.132060	-0.129610	-0.198160	-0.134090	0.001850	0.004230	-0.112120	-0.184280	-0.154960	-0.132990	-0.074610	-0.042350	-0.063520	-0.022480	-0.119100	-0.115270	-0.120920	-0.064200	-0.076180	-0.074010	-0.158760	-0.131140	-0.187580	-0.081870	-0.206450	-0.145830	-0.155620	-0.149950	-0.179840	-0.223130	-0.223460	-0.246540	-0.259150	-0.161570	-0.188670	-0.167200	-0.146170	-0.150740	-0.185750	-0.237810
-0.152270	-0.107130	-0.096640	-0.121860	-0.079680	-0.074840	-0.157700	0.049790	-0.041080	0.019360	-0.155240	-0.015230	0.013800	-0.020280	-0.077800	-0.000770	-0.028360	0.046340	-0.173070	-0.157080	-0.150170	0.003210	-0.089910	-0.142370	-0.111660	-0.058770	-0.154270	-0.029110	-0.058290	-0.000520	-0.069240	-0.047940	0.011420	-0.064140	-0.154630	-0.138060	-0.064410	-0.087120	-0.018310	-0.048550	-0.049840	0.038550	0.065810	0.017290	-0.061850	-0.053660	-0.093450	-0.092490	-0.131920	-0.183960	-0.319420	-0.149610	-0.200930	-0.108540	-0.192250	-0.099580	-0.010330	-0.065170	-0.116220	-0.078050	-0.129000	-0.042190	-0.105560	-0.094060	-0.065720	-0.028180	0.047200
-0.121020	-0.083060	-0.133860	-0.100890	-0.111700	-0.158650	-0.009150	-0.082840	-0.108410	-0.211750	-0.093550	-0.140860	-0.187670	-0.209380	-0.150330	-0.224670	-0.252650	-0.300790	-0.121860	-0.157080	-0.249580	-0.451090	-0.196580	-0.251600	-0.283450	-0.296870	-0.167400	-0.267900	-0.308130	-0.304370	-0.202610	-0.084840	-0.054030	-0.314330	-0.227520	-0.118170	-0.096860	-0.006870	-0.076590	-0.012910	-0.018340	-0.127100	-0.138390	-0.054790	-0.013330	-0.007620	-0.040910	-0.111610	-0.134760	-0.105620	-0.080480	-0.333370	-0.313850	-0.174450	-0.126600	-0.274990	-0.383910	-0.418600	-0.362620	-0.367070	-0.363730	-0.336620	-0.239800	-0.274870	-0.218190	-0.211380	-0.297230
-0.131300	-0.160880	-0.037130	-0.065860	-0.093670	-0.077380	-0.104050	-0.079120	-0.017520	-0.119170	-0.083670	-0.044170	-0.017490	-0.002080	-0.016940	0.029240	-0.065490	-0.000230	-0.070690	-0.061720	-0.041220	0.116540	-0.071990	0.074810	0.003890	0.018900	0.039630	0.036750	0.032580	-0.006290	-0.086020	-0.125130	-0.222500	-0.144730	0.009180	0.032960	0.016010	-0.002080	0.068260	0.062580	0.059600	0.152580	0.112640	0.065270	0.082860	0.089810	0.106130	0.066280	0.097580	0.021790	0.032970	0.049920	-0.021630	-0.054950	-0.007020	-0.032430	-0.059100	-0.038760	-0.089200	-0.103860	0.009200	-0.031810	-0.081790	-0.013130	-0.082980	-0.035070	-0.057340
