3.326200	3.409680	3.413060	3.571550	3.673500	3.644860	3.651500	3.645090	3.509570	3.518810	3.448410	3.435530	3.451430	3.437440	3.516500	3.635420	3.640190	3.530200	3.395090	3.362380	3.509520	3.438770	3.362390	3.374440	3.362840	3.781330	3.960760	3.988650	4.003630	4.119370	4.147420	4.067110	4.143440	4.029080	3.954990	3.576690	3.511650	3.551690	3.486170	3.413280	3.360230	3.272860	3.274210	3.239900	3.294050	3.235330	3.193480	3.235280	3.232210	3.200900	3.227710	3.261140
-0.007300	0.025360	-0.011600	0.014560	-0.036790	0.006690	-0.001020	-0.033400	0.015550	-0.019310	0.052570	-0.004170	-0.009740	-0.043040	-0.023440	-0.059810	-0.078440	-0.015260	0.027600	0.013860	-0.111370	-0.064860	-0.079450	0.003060	-0.062540	-0.267650	-0.135850	-0.015170	0.015170	-0.022170	-0.031110	0.006430	-0.052250	-0.012120	0.023130	0.013010	-0.000310	-0.032860	0.019980	0.008250	0.029350	0.031390	0.022140	-0.029460	-0.025260	-0.009860	-0.004400	0.018830	-0.033070	0.016350	0.012010	0.026150
-0.286270	-0.240850	-0.252880	-0.258570	-0.169880	-0.222530	-0.175490	-0.164580	-0.170280	-0.195000	-0.261420	-0.232780	-0.239400	-0.233200	-0.224680	-0.201960	-0.208270	-0.246740	-0.268350	-0.230020	-0.193020	-0.204690	-0.178850	-0.233490	-0.255250	-0.232030	-0.275630	-0.237740	-0.249390	-0.250680	-0.221170	-0.256700	-0.206930	-0.193900	-0.220480	-0.237700	-0.207580	-0.177780	-0.304690	-0.234870	-0.209560	-0.237910	-0.262180	-0.210610	-0.199720	-0.243220	-0.269570	-0.252670	-0.241390	-0.230030	-0.256370	-0.231280
-0.058580	-0.154510	-0.118600	-0.123180	-0.239650	-0.170870	-0.263670	-0.228070	-0.279040	-0.197220	-0.175210	-0.180650	-0.157290	-0.145460	-0.179100	-0.151490	-0.196840	-0.095640	-0.134760	-0.199320	-0.164400	-0.188330	-0.174940	-0.146930	-0.091700	-0.103580	-0.093020	-0.210090	-0.170130	-0.145290	-0.165760	-0.125120	-0.141960	-0.218620	-0.178770	-0.135060	-0.189680	-0.200080	-0.050290	-0.173220	-0.234990	-0.210420	-0.125470	-0.169810	-0.204440	-0.157820	-0.123330	-0.136990	-0.151060	-0.222740	-0.149150	-0.208450
-0.240000	-0.190170	-0.170240	-0.174870	-0.069480	-0.156530	-0.036550	-0.110490	-0.036820	-0.110950	-0.095510	-0.085390	-0.119170	-0.138280	-0.080780	-0.129200	0.005300	-0.213680	-0.119880	-0.066550	-0.041300	-0.040680	-0.123120	-0.162570	-0.165870	0.046420	-0.076700	-0.028860	-0.088010	-0.085370	-0.098990	-0.156870	-0.143510	-0.068130	-0.157400	-0.223450	-0.136290	-0.121690	-0.215440	-0.115140	-0.054250	-0.050150	-0.157210	-0.141260	-0.070590	-0.103330	-0.118880	-0.154390	-0.081820	-0.042170	-0.109010	-0.055250
0.026050	0.047960	-0.027950	-0.035490	-0.094370	0.010030	-0.096850	-0.004580	-0.093380	-0.053850	-0.072170	-0.077500	-0.063840	-0.029590	-0.107530	-0.102480	-0.180530	-0.010480	-0.108880	-0.092330	-0.191730	-0.178900	-0.059720	-0.039310	-0.020820	-0.207130	-0.142370	-0.150960	-0.113820	-0.113970	-0.076250	-0.016940	-0.089860	-0.120980	0.000140	0.053820	-0.037380	-0.061540	-0.081830	-0.081130	-0.107450	-0.084660	-0.057600	0.024840	-0.093970	-0.078210	-0.099550	-0.046550	-0.127890	-0.141550	-0.072690	-0.113100
-0.190570	-0.276610	-0.146250	-0.138160	-0.095210	-0.193430	-0.129820	-0.162860	-0.141490	-0.106570	-0.163880	-0.137740	-0.164370	-0.215010	-0.121290	-0.054740	-0.137540	-0.134170	-0.084550	-0.135880	-0.091540	-0.140880	-0.146240	-0.127280	-0.225670	-0.258410	-0.173780	-0.129820	-0.104010	-0.114130	-0.090940	-0.135910	-0.044090	-0.037910	-0.173610	-0.217020	-0.124510	-0.159620	-0.064380	-0.165950	-0.165500	-0.173640	-0.078320	-0.245990	-0.151590	-0.176850	-0.137830	-0.159130	-0.077740	-0.131170	-0.168630	-0.121680
-0.107260	-0.020630	-0.124070	-0.108260	-0.192250	-0.066930	-0.088090	-0.049570	-0.027390	-0.122620	0.004020	-0.048240	0.007170	-0.035810	-0.076860	-0.103310	0.053650	-0.092040	-0.113330	-0.036960	-0.013230	-0.044650	-0.101840	-0.151160	-0.045510	0.069060	-0.198750	-0.171720	-0.112280	-0.034900	-0.037510	-0.013570	-0.075740	-0.195640	-0.068510	-0.122530	-0.144820	0.012120	-0.195160	-0.065090	-0.036030	0.025420	-0.181920	0.060840	-0.009200	-0.054060	-0.089430	-0.071470	-0.065500	-0.131880	-0.006460	-0.088820
-0.194190	-0.311280	-0.134430	-0.226890	-0.077060	-0.138220	-0.182210	-0.170460	-0.281200	-0.143700	-0.282410	-0.179380	-0.280620	-0.270780	-0.202250	-0.175970	-0.231640	-0.206210	-0.155700	-0.158950	-0.230870	-0.189280	-0.127010	-0.121320	-0.163030	-0.113630	-0.036770	-0.086870	-0.160470	-0.185380	-0.143860	-0.182210	-0.208640	-0.081230	-0.221650	-0.179900	-0.148310	-0.379420	-0.198050	-0.284250	-0.260020	-0.203530	-0.048870	-0.193910	-0.262640	-0.173300	-0.186950	-0.247950	-0.152690	-0.187320	-0.276940	-0.184500
0.012170	0.023680	-0.013040	0.061900	-0.059590	-0.020830	0.018790	0.124810	0.087460	0.050660	0.056610	0.030680	0.071840	0.066600	0.002690	0.054590	-0.002930	0.030730	-0.081470	-0.035120	-0.046460	-0.256100	-0.097160	-0.068490	-0.061550	-0.146980	-0.231750	-0.148360	-0.040630	0.030160	0.086930	0.116120	0.116040	-0.011330	0.056630	-0.013180	0.013870	0.101940	-0.061130	-0.017950	-0.101030	0.001670	-0.078190	0.030730	0.034090	-0.127810	-0.097980	-0.000550	0.039390	-0.110350	0.022250	-0.033970
-0.233680	-0.205410	-0.228160	-0.265580	-0.250070	-0.217080	-0.219250	-0.299030	-0.203270	-0.250840	-0.144510	-0.180940	-0.132630	-0.240410	-0.171890	-0.183860	-0.106880	-0.181710	-0.088900	-0.103880	-0.088750	0.062340	-0.139390	-0.214320	-0.218460	-0.092640	-0.122980	-0.165690	-0.177470	-0.195810	-0.216360	-0.250560	-0.197160	-0.238700	-0.224140	-0.255960	-0.227040	-0.108550	-0.141150	-0.167000	-0.031820	-0.136700	-0.172950	-0.183870	-0.151980	-0.057440	-0.089250	-0.189940	-0.204780	-0.139280	-0.104130	-0.156940
-0.039810	-0.054310	-0.002950	-0.013420	0.072730	0.009920	-0.012750	0.008410	-0.060970	-0.010160	-0.125280	-0.076420	-0.171760	-0.055830	-0.072480	-0.093690	-0.110590	-0.089890	-0.100800	-0.111840	-0.094760	-0.129420	-0.013020	0.050070	0.033960	-0.142500	-0.052500	-0.019690	-0.036550	-0.059340	-0.067860	-0.051140	-0.119390	0.009470	-0.054790	0.026710	-0.029680	-0.216550	-0.075580	-0.046880	-0.135110	-0.081100	-0.015080	-0.049170	-0.089090	-0.112630	-0.092640	-0.026580	-0.045110	-0.026010	-0.163980	-0.051660
-0.045030	-0.006390	-0.118450	-0.063220	-0.226000	-0.192490	-0.132800	-0.112920	-0.107890	-0.117910	-0.086070	-0.139340	-0.032290	-0.002800	-0.127870	-0.073440	-0.119250	-0.026390	-0.127160	-0.094370	-0.075010	-0.121850	-0.159820	-0.189870	-0.134310	-0.045480	-0.032450	-0.072850	-0.115810	-0.119220	-0.135760	-0.139570	-0.072320	-0.126330	-0.051980	-0.103070	-0.113660	0.044350	-0.070980	-0.091440	-0.077620	-0.149980	-0.143500	-0.125640	-0.098390	-0.102960	-0.118020	-0.125330	-0.138580	-0.126020	-0.021580	-0.120880
2.302860	2.814520	3.034090	2.902690	1.910310	0.771550	-0.424030	-1.692980	-2.128340	-1.989790	-1.442100	-0.257180	0.930810	1.006130	0.566610	-0.232000	-0.420460	-0.886390	-1.715160	-2.025320	-1.645260	0.705200	3.082250	4.464790	5.150120	6.392870	6.784240	5.763760	4.404190	1.760160	0.245980	-2.057910	-4.098430	-5.426900	-5.986830	-6.064830	-6.022500	-5.241090	-4.155480	-2.822680	-2.449700	-2.354160	-1.949500	-1.347070	-0.870440	-0.603250	-0.506330	-0.223780	-0.099680	0.273890	0.386790	0.264610
-0.107890	-0.072640	-0.082270	-0.227710	-0.151190	-0.237020	0.140070	0.078100	0.117250	-0.209230	-0.233650	-0.412020	-0.768000	-0.581420	-0.366890	0.105180	-0.168720	-0.177260	-0.355510	-0.069270	-0.253860	-1.349280	-1.412390	-0.657840	0.192170	0.265300	0.445970	0.670160	0.986320	1.190260	0.459270	0.056000	0.053960	0.058620	0.135960	0.079480	0.255800	0.123900	0.072010	-0.044290	-0.141790	-0.206050	-0.401630	-0.268480	-0.400460	-0.187920	0.030470	0.278540	0.264530	0.215900	0.192850	0.161100
0.581250	0.613310	0.769800	0.859140	0.803990	0.533990	0.134110	-0.190750	-0.590670	-0.541510	-0.658230	-0.446680	-0.179360	-0.050750	-0.055690	-0.166080	-0.016640	0.013230	0.142760	0.041980	-0.023430	0.025770	-0.268000	-0.489360	-0.596340	-0.504060	-0.294460	-0.081280	0.135630	0.269290	0.351380	0.135090	0.190780	0.277210	-0.222010	-0.240410	-0.321510	-0.314310	-0.308060	-0.160170	-0.064620	-0.030500	0.082830	-0.278960	-0.298600	-0.139670	-0.207400	-0.277670	-0.121000	0.110820	0.156700	0.058880
-1.213610	-1.261140	-1.567620	-1.526600	-1.519940	-0.965580	-0.664150	-0.184220	0.428250	0.539830	0.766570	0.647960	0.413770	0.298360	0.252130	-0.004740	-0.125030	-0.240520	-0.212250	-0.210660	0.117720	0.112050	0.561380	0.344220	0.039420	-0.020620	-0.301330	-0.375060	-0.425930	-0.512280	-0.371690	0.071730	-0.246620	-0.427180	0.145550	0.029210	-0.123550	-0.152350	-0.156240	-0.231390	-0.235420	-0.256710	-0.223860	0.426530	0.492700	-0.058860	-0.205480	-0.225850	-0.384930	-0.678510	-0.734990	-0.568360
0.987210	0.965880	1.340970	1.216830	1.257890	0.799250	0.522450	0.291120	-0.183310	-0.262950	-0.479020	-0.364600	0.010740	-0.237250	-0.303880	-0.071070	0.284370	0.429360	0.070490	-0.173820	-0.591590	0.548980	0.061020	0.096430	0.070870	0.203580	0.329000	-0.131020	-0.701100	-1.005230	-0.702680	-1.076190	-0.715070	-0.483870	-0.580750	-0.214490	0.122090	0.439250	0.611690	0.490690	0.305930	0.273190	0.218260	-0.450200	-0.388010	0.103940	0.336930	0.308550	0.257970	0.474700	0.512430	0.424290
