1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.780610	1.891300	2.006390	2.192980	2.383270	2.435290	2.508940	2.567880	2.620670	2.637100	2.684090	2.725800	2.678310	2.803710	2.833630	2.786220	2.770210	2.787890	2.749210	2.791940	2.793860	2.833910	3.108800	3.010220	3.254800	3.494980	3.569290	3.518770	3.694710	4.047800	4.103850	4.114320	4.052410	4.034070	3.994530	4.066060	4.037540	4.013690	4.017980	3.972320	3.930330	3.962590	3.840970	3.746880	3.693010	3.597700	3.417900	3.270410	3.299920	3.299940	3.214800	3.154220	2.966940	2.904000	2.848270	2.795350	2.750540	2.736980	2.684770	2.788730	2.746080	2.738710	2.800980	2.769690	2.773680	2.831180	2.814620	2.847290	2.913510	2.770870	2.717100	2.834270
0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.136090	0.036800	0.027990	0.001150	-0.015850	-0.022020	-0.021050	-0.004270	-0.024600	0.036150	0.004330	0.005670	0.025590	-0.042680	-0.055870	0.030370	0.019450	-0.006360	0.017730	0.016200	-0.059420	-0.031410	-0.084630	-0.118880	-0.231160	-0.293450	-0.259490	-0.185430	0.000380	-0.079120	-0.077160	-0.078410	-0.028540	-0.009470	0.010370	-0.062700	-0.029560	-0.033210	-0.051830	-0.017410	0.007100	-0.046390	-0.037480	-0.029990	0.026270	-0.026330	-0.023290	-0.077020	-0.080330	-0.161560	-0.106530	-0.104820	0.023250	0.008480	-0.000980	-0.037950	0.009360	0.008130	-0.014720	-0.066950	-0.046150	-0.017740	-0.036060	-0.012970	0.008870	-0.033060	-0.050810	-0.073750	-0.107510	-0.007700	0.009780	-0.077820
-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.538420	-0.400360	-0.324460	-0.298700	-0.251110	-0.245050	-0.219380	-0.262840	-0.270030	-0.238850	-0.183910	-0.232630	-0.244050	-0.176670	-0.196470	-0.255380	-0.223860	-0.201090	-0.265810	-0.227580	-0.137260	-0.212310	-0.243020	-0.229070	-0.294010	-0.303920	-0.325270	-0.329490	-0.286910	-0.183780	-0.187660	-0.134260	-0.191250	-0.221230	-0.186310	-0.072710	-0.155880	-0.131300	-0.122900	-0.206400	-0.198770	-0.124580	-0.169270	-0.116400	-0.235090	-0.143840	-0.167930	-0.205800	-0.269700	-0.163800	-0.182520	-0.150570	-0.229430	-0.207360	-0.279720	-0.168210	-0.232300	-0.208880	-0.203160	-0.207130	-0.230200	-0.283510	-0.210740	-0.236450	-0.215850	-0.236420	-0.231780	-0.186530	-0.167300	-0.243000	-0.241690	-0.177200
0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	0.122700	-0.021120	-0.125950	-0.090930	-0.109790	-0.117040	-0.138820	-0.075110	-0.119430	-0.171520	-0.246460	-0.178320	-0.202950	-0.235540	-0.173380	-0.157810	-0.223710	-0.212080	-0.147240	-0.188910	-0.283120	-0.167900	-0.119610	-0.128240	-0.024300	-0.036630	-0.029280	-0.070220	-0.119170	-0.168620	-0.136360	-0.211930	-0.157430	-0.129880	-0.234980	-0.323770	-0.200060	-0.253160	-0.246150	-0.129590	-0.179190	-0.307150	-0.201490	-0.307100	-0.160780	-0.302910	-0.234720	-0.203100	-0.083900	-0.187470	-0.264240	-0.315000	-0.264390	-0.262880	-0.104800	-0.258540	-0.179170	-0.212820	-0.241930	-0.175070	-0.142490	-0.054360	-0.188180	-0.149280	-0.217880	-0.166740	-0.170240	-0.239310	-0.186990	-0.199330	-0.218210	-0.206230
-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.201000	-0.081760	-0.038570	-0.143110	-0.174920	-0.191750	-0.191180	-0.256280	-0.144970	-0.170580	-0.092660	-0.104240	-0.072160	-0.074670	-0.114380	-0.124870	-0.065430	-0.120380	-0.119880	-0.126240	-0.044810	-0.155030	-0.091550	-0.076620	-0.033280	0.066320	0.041110	0.063750	-0.135580	-0.142140	-0.220620	-0.179210	-0.226590	-0.211510	-0.087890	-0.093830	-0.207490	-0.125650	-0.133560	-0.231260	-0.182600	-0.047500	-0.172920	-0.061720	-0.219700	-0.074570	-0.159230	-0.129620	-0.234850	-0.149100	-0.052670	-0.009370	-0.019780	-0.025930	-0.166630	-0.034110	-0.111010	-0.116420	-0.051080	-0.095160	-0.137880	-0.242350	-0.087690	-0.134740	-0.053530	-0.106670	-0.084850	0.011050	-0.113060	-0.037780	-0.068070	-0.116390
-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.125750	-0.202360	-0.182870	-0.097650	-0.073200	-0.035740	-0.023000	0.022270	-0.032240	0.039050	-0.028500	-0.088210	-0.047630	-0.038830	-0.078720	-0.053110	-0.063050	-0.039110	-0.085590	-0.038890	-0.047760	0.028710	-0.133580	-0.146500	-0.186090	-0.250110	-0.231370	-0.250220	-0.179320	-0.083680	0.047640	0.038590	0.076610	0.013180	-0.044060	0.012700	0.057250	-0.019740	-0.027780	0.011100	0.004140	-0.042690	0.012210	-0.063420	0.075640	-0.022840	0.016510	0.053520	0.090800	0.052090	0.003300	0.010990	-0.023740	-0.090850	-0.028480	-0.084240	-0.052060	-0.009730	-0.052220	-0.113110	-0.072270	0.020260	-0.092570	-0.067360	-0.116220	-0.052030	-0.087210	-0.184460	-0.082550	-0.154510	-0.088860	-0.014030
-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.121610	-0.097640	-0.168610	-0.150510	-0.105160	-0.145200	-0.128460	-0.146070	-0.194220	-0.224590	-0.209250	-0.095780	-0.237250	-0.219650	-0.101960	-0.161280	-0.198830	-0.185180	-0.123020	-0.169150	-0.242250	-0.279450	-0.092840	-0.165140	-0.244760	-0.244250	-0.180940	-0.128050	-0.025580	-0.130480	-0.197390	-0.151450	-0.139690	-0.054050	-0.105580	-0.126180	-0.066260	-0.068580	-0.075640	-0.034430	-0.068830	-0.106300	-0.066530	-0.109810	-0.124280	-0.167610	-0.131380	-0.153340	-0.145910	-0.135860	-0.114640	-0.197490	-0.205970	-0.116830	-0.106440	-0.142550	-0.146890	-0.209150	-0.215510	-0.077370	-0.147790	-0.202500	-0.143900	-0.153710	-0.135310	-0.182210	-0.141830	-0.079470	-0.113430	-0.107410	-0.183700	-0.229330
-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.071640	-0.046260	0.009790	-0.075480	-0.118470	-0.165440	-0.155110	-0.167190	-0.100870	-0.094900	-0.072380	-0.143370	-0.004940	-0.047040	-0.133750	-0.029630	-0.073960	-0.107140	-0.131920	-0.138420	-0.035200	0.023080	-0.124150	-0.086100	0.088600	0.131370	0.159010	-0.011340	-0.283860	-0.071640	-0.052320	-0.065080	-0.084540	-0.112710	0.037940	0.005210	-0.133110	-0.061560	-0.028890	-0.132310	-0.093920	0.038630	-0.161430	-0.042980	-0.145540	-0.018030	-0.129690	-0.207760	-0.227330	-0.185690	-0.095900	-0.010460	0.042670	0.002360	-0.036130	-0.025860	-0.040670	-0.099070	-0.113150	-0.212880	-0.143180	-0.060610	-0.132330	-0.070960	-0.058890	-0.129190	-0.147540	-0.141350	-0.188640	-0.163280	-0.174870	-0.136720
-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.158620	-0.225370	-0.323150	-0.279440	-0.238290	-0.234040	-0.199640	-0.164550	-0.166920	-0.144300	-0.232490	-0.164380	-0.235490	-0.207380	-0.130850	-0.270190	-0.179570	-0.215010	-0.224660	-0.183770	-0.217360	-0.281210	-0.060130	-0.103030	-0.135690	-0.074070	-0.051480	0.062260	-0.237280	-0.317920	-0.178280	-0.138530	-0.079280	-0.102270	-0.246320	-0.211020	-0.084170	-0.211480	-0.267760	-0.153250	-0.161500	-0.183120	-0.061850	-0.276540	-0.047120	-0.179400	-0.116590	0.020720	0.025040	-0.013620	0.044360	-0.057570	-0.119310	-0.144990	-0.169580	-0.173150	-0.204850	-0.147700	-0.087590	-0.094610	-0.198030	-0.218980	-0.156530	-0.268610	-0.258020	-0.184560	-0.086510	-0.183820	-0.125150	-0.214650	-0.173000	-0.086110
-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.095620	-0.018190	-0.015210	-0.011360	0.017190	0.016250	0.030670	-0.016500	0.022780	-0.050090	-0.003970	0.052600	0.023630	0.006480	-0.020690	0.077020	-0.069460	-0.007790	0.049450	-0.028530	-0.043560	0.043170	-0.107290	-0.200040	-0.088640	-0.081590	0.011170	-0.090770	-0.074350	0.073540	0.062320	0.081120	0.051600	0.081830	0.155030	0.179740	0.141410	0.173760	0.184540	0.144980	0.140480	0.190150	0.116510	0.185280	0.118250	0.128860	0.107830	0.108710	0.087610	0.146960	0.163590	0.156230	0.093150	0.122400	0.178790	0.070050	0.075060	-0.025360	-0.081000	-0.012980	-0.043070	-0.004360	-0.087640	0.023900	0.011490	0.005630	-0.042060	0.043920	-0.017250	-0.009040	-0.057700	-0.113290
