1.836950	1.836950	1.836950	1.836960	2.500530	2.536620	2.491540	2.525990	2.463860	2.580350	2.524710	2.576160	2.475000	2.454590	2.466500	2.461850	2.444380	2.427840	2.467400	2.408380	2.536090	2.407160	2.328410	2.423060	2.383630	2.414870	2.375880	2.391790	2.393550	2.615700	3.039830	3.073820	3.050540	3.325050	3.400070	3.496410	3.564750	3.421220	3.446960	3.434300	3.357140	3.321070	3.233580	3.052970	2.785020	2.656920	2.724770	2.784710	2.796130	2.784870	2.585910	2.474170	2.388620	2.406100	2.398090	2.417760	2.479310	2.413900	2.400610	2.403730	2.374120	2.421500	2.494850	2.386090	2.441740	2.428950	2.404640	2.440180	2.444870	2.436300	2.439050	2.455430	2.433590	2.426160	2.460110	2.402480	2.497510	2.451670	2.501680	2.398890	2.412030	2.427460	2.417140	2.369380	2.404510	2.435390	2.456090	2.416500	2.393090	2.456730	2.592160	2.442230	2.468100	2.513070
0.159540	0.159540	0.159540	0.159540	-0.076270	-0.116180	-0.080580	-0.093230	-0.100790	-0.142440	-0.114360	-0.143980	-0.072840	-0.083300	-0.071720	-0.079490	-0.084510	-0.057640	-0.108410	-0.077460	-0.140570	-0.028010	-0.002760	-0.089550	-0.037860	-0.080870	-0.017100	-0.057830	-0.085670	-0.141960	-0.419570	-0.386130	-0.053060	-0.030170	-0.031400	-0.069890	-0.117180	-0.003040	-0.031160	-0.037670	0.002650	0.006590	-0.005450	-0.000150	-0.023000	-0.077090	-0.182560	-0.235780	-0.258780	-0.232530	-0.138360	-0.087540	-0.014470	-0.028170	-0.016320	-0.081130	-0.079920	-0.057190	-0.063900	-0.076090	-0.043920	-0.082460	-0.087280	-0.043420	-0.043260	-0.063680	-0.082490	-0.030980	-0.080200	-0.065090	-0.071170	-0.115250	-0.100820	-0.047880	-0.067620	-0.050580	-0.106330	-0.064700	-0.128750	-0.065330	-0.036190	-0.061870	-0.092150	-0.024880	-0.062420	-0.076080	-0.076040	-0.049710	-0.034390	-0.086830	-0.131920	-0.106590	-0.095690	-0.145430
-0.528460	-0.528460	-0.528460	-0.528460	-0.295680	-0.228200	-0.265870	-0.280300	-0.263910	-0.215490	-0.249590	-0.208790	-0.273840	-0.259630	-0.265780	-0.211250	-0.240080	-0.234200	-0.209690	-0.218630	-0.295870	-0.270000	-0.261700	-0.201390	-0.261960	-0.235590	-0.251710	-0.194600	-0.183280	-0.248440	-0.246210	-0.333000	-0.282170	-0.280790	-0.228830	-0.220950	-0.145940	-0.216750	-0.200070	-0.167820	-0.224280	-0.235500	-0.223260	-0.194430	-0.221370	-0.247950	-0.322970	-0.306550	-0.255170	-0.258070	-0.241110	-0.217410	-0.262840	-0.264050	-0.258890	-0.242890	-0.308080	-0.264520	-0.224350	-0.230090	-0.246520	-0.250360	-0.275160	-0.267660	-0.256520	-0.241000	-0.244660	-0.279610	-0.245480	-0.280410	-0.265720	-0.213810	-0.239740	-0.272680	-0.252080	-0.279730	-0.242940	-0.285050	-0.230160	-0.269720	-0.243290	-0.233370	-0.234440	-0.272590	-0.253100	-0.184710	-0.259270	-0.245850	-0.251940	-0.239620	-0.246200	-0.255400	-0.266580	-0.188630
0.145890	0.145890	0.145890	0.145890	-0.012550	-0.087490	-0.079600	-0.047040	-0.111970	-0.161660	-0.109210	-0.126490	-0.084290	-0.118630	-0.069710	-0.178200	-0.121500	-0.124320	-0.125530	-0.147760	0.029550	-0.145120	-0.188660	-0.152740	-0.112300	-0.113250	-0.155540	-0.212070	-0.202310	-0.045810	0.101520	0.152280	-0.058420	-0.070180	-0.167770	-0.101460	-0.165270	-0.169630	-0.156820	-0.209160	-0.141410	-0.120440	-0.124420	-0.199480	-0.151530	-0.118710	0.019330	0.066210	-0.050610	0.003250	-0.071910	-0.130970	-0.138020	-0.105020	-0.126070	-0.100300	-0.028550	-0.088200	-0.172630	-0.122680	-0.130190	-0.125630	-0.042530	-0.125750	-0.113810	-0.134180	-0.110310	-0.076680	-0.113700	-0.058340	-0.062110	-0.135540	-0.104650	-0.109970	-0.113710	-0.094950	-0.083120	-0.062870	-0.090200	-0.114930	-0.152210	-0.126290	-0.110580	-0.123550	-0.106930	-0.199230	-0.066760	-0.105990	-0.137280	-0.090680	-0.112240	-0.071850	-0.062620	-0.148660
-0.184290	-0.184290	-0.184290	-0.184290	-0.105700	-0.075390	-0.066040	-0.066770	0.017410	0.064710	0.005370	0.010120	-0.025730	0.017190	-0.076800	0.056530	-0.006580	-0.058240	-0.020940	-0.019180	-0.074000	0.018560	0.068830	-0.008860	-0.056840	-0.047380	0.036730	0.068270	0.061760	-0.048440	-0.029950	-0.008910	-0.103350	-0.162840	-0.050470	-0.150670	-0.118730	-0.057550	-0.083490	-0.015450	-0.090990	-0.119850	-0.125490	-0.067440	-0.079070	0.017710	0.002310	-0.059860	0.092050	-0.027990	-0.007790	-0.011700	0.026260	-0.067120	-0.034800	-0.056710	0.000000	-0.035460	0.054880	-0.026810	-0.020420	0.024180	-0.092450	0.054600	-0.027320	0.000590	-0.026440	-0.072290	-0.015510	-0.096850	-0.073910	0.015590	-0.012340	0.013440	-0.021460	-0.014480	-0.042150	-0.080960	-0.055790	0.021950	0.026680	-0.030330	-0.036110	0.008210	-0.031130	0.039730	-0.085490	-0.073610	0.018570	-0.053270	0.033350	-0.046200	-0.048870	0.011190
-0.107530	-0.107530	-0.107530	-0.107530	-0.121980	-0.103550	-0.053960	-0.102030	-0.143700	-0.196730	-0.142400	-0.149600	-0.151570	-0.182240	-0.076250	-0.217590	-0.110560	-0.074180	-0.155510	-0.091180	-0.221310	-0.229220	-0.194220	-0.121870	-0.095480	-0.091700	-0.220290	-0.201670	-0.187030	-0.184050	-0.282270	-0.286440	-0.102220	0.057970	-0.033830	0.025720	0.036480	-0.022410	-0.013510	-0.094370	-0.019460	-0.015410	-0.016220	-0.006340	-0.048740	-0.204730	-0.223620	-0.187010	-0.332820	-0.202310	-0.186550	-0.134230	-0.176200	-0.095090	-0.098430	-0.090120	-0.261060	-0.174080	-0.226290	-0.163680	-0.138260	-0.241560	-0.168900	-0.252500	-0.172630	-0.148520	-0.121440	-0.184130	-0.166950	-0.100300	-0.111500	-0.181180	-0.168490	-0.188330	-0.194360	-0.185370	-0.143440	-0.124830	-0.140130	-0.172680	-0.179550	-0.115540	-0.103340	-0.190170	-0.134590	-0.160080	-0.104770	-0.085960	-0.202250	-0.156890	-0.231620	-0.161510	-0.170400	-0.154140
-0.103320	-0.103320	-0.103320	-0.103320	-0.114810	-0.164590	-0.273150	-0.140690	-0.192170	-0.131760	-0.206440	-0.141720	-0.139230	-0.125930	-0.220920	-0.083590	-0.199510	-0.207260	-0.107120	-0.180630	-0.036270	-0.094630	-0.183870	-0.184800	-0.230980	-0.207330	-0.037820	-0.123140	-0.146740	-0.149630	-0.153920	-0.180060	-0.148640	-0.224290	-0.174280	-0.105340	-0.133320	-0.122460	-0.118660	-0.056120	-0.131720	-0.109360	-0.119500	-0.185320	-0.191290	-0.102390	-0.066770	-0.092190	-0.032600	-0.181320	-0.105670	-0.155860	-0.126750	-0.171430	-0.190390	-0.227110	-0.060050	-0.064030	-0.079800	-0.108490	-0.184430	-0.056240	-0.089320	-0.043870	-0.137060	-0.191700	-0.191140	-0.058700	-0.143930	-0.160960	-0.153790	-0.161580	-0.137880	-0.118520	-0.072630	-0.097030	-0.199900	-0.168150	-0.146550	-0.175630	-0.150940	-0.210400	-0.220400	-0.123170	-0.135020	-0.185650	-0.137490	-0.224540	-0.101510	-0.091240	-0.152820	-0.127390	-0.086460	-0.107180
-0.052340	-0.052340	-0.052340	-0.052340	-0.109920	-0.070130	0.042690	-0.047710	-0.021390	-0.096820	0.007670	-0.032400	-0.058870	-0.080100	0.023350	-0.103530	0.049850	0.032180	-0.062320	-0.005430	-0.018770	-0.128100	0.073950	0.027960	-0.003480	0.126960	-0.075490	-0.034560	0.034060	0.062260	0.178770	0.051520	-0.144670	-0.168320	-0.090790	-0.175230	-0.107630	-0.076230	-0.062920	-0.090930	-0.011790	-0.061550	-0.062180	-0.087630	-0.050140	-0.058430	-0.096310	-0.025470	-0.073340	0.085590	-0.012060	0.062430	0.025970	-0.046220	0.000780	0.043090	-0.010840	-0.092690	-0.078560	-0.103060	-0.003160	-0.151430	-0.149920	-0.055340	-0.027650	0.024310	0.004670	-0.143000	-0.029680	-0.082690	-0.020900	0.035500	-0.049920	-0.049150	-0.149560	-0.051230	0.086240	-0.078510	-0.100680	0.075600	0.090460	0.026870	0.081460	-0.038810	-0.036320	0.059200	-0.029920	0.024380	-0.043170	-0.136740	-0.036240	-0.071940	-0.046450	-0.042090
-0.141070	-0.141070	-0.141070	-0.141070	-0.042360	-0.097170	-0.146560	0.011190	-0.071680	-0.052730	-0.124840	-0.100560	-0.055100	-0.049350	-0.123460	-0.065050	-0.095650	-0.129460	-0.109220	-0.081580	-0.107840	-0.192120	-0.232890	-0.146840	-0.231940	-0.208370	-0.084180	-0.128970	-0.177410	-0.253070	-0.161310	-0.016200	-0.108630	-0.064890	-0.090070	0.004410	-0.036590	-0.070970	-0.081060	-0.071420	-0.149880	-0.139530	-0.194140	-0.197100	-0.229260	-0.153380	0.054480	0.004700	-0.018060	-0.200200	-0.081270	-0.207450	-0.159870	-0.085260	-0.125160	-0.223070	-0.169740	-0.048610	-0.104990	-0.054840	-0.187060	-0.082480	-0.103570	-0.099340	-0.209010	-0.213950	-0.145870	-0.119860	-0.169600	-0.045750	-0.083450	-0.202040	-0.103230	-0.103790	-0.047500	-0.029060	-0.254290	-0.087020	-0.120720	-0.158750	-0.223230	-0.179360	-0.181220	-0.154630	-0.015960	-0.198320	-0.127410	-0.199210	-0.143640	-0.076980	-0.209450	-0.156310	-0.035760	0.002660
-0.076800	-0.076800	-0.076800	-0.076800	-0.176150	-0.124750	-0.127160	-0.114800	-0.125470	-0.093850	-0.120770	-0.048140	-0.125410	-0.146480	-0.124040	-0.150170	-0.119560	-0.053110	-0.062390	-0.075770	-0.121290	-0.171890	-0.005300	-0.112930	-0.104620	0.019990	-0.061360	-0.124450	-0.058580	-0.079480	-0.122620	-0.277190	-0.170260	0.017810	0.043620	0.068590	0.096660	0.070150	0.070100	0.031860	0.082450	0.067060	0.094430	0.062170	-0.000130	-0.122970	-0.170700	-0.119850	-0.122120	-0.122850	-0.118720	0.026150	-0.064070	-0.172880	-0.137080	-0.034850	-0.123900	-0.114000	-0.136430	-0.228750	-0.132420	-0.145880	-0.196910	-0.096020	-0.125070	-0.105090	-0.111320	-0.147300	-0.121560	-0.191720	-0.162760	-0.086980	-0.175370	-0.115190	-0.189950	-0.202980	-0.074880	-0.204040	-0.145820	-0.084520	0.007270	-0.152000	-0.084040	-0.094730	-0.208900	-0.107550	-0.060690	-0.172150	-0.127990	-0.174530	-0.163480	-0.102130	-0.142750	-0.128490
