3.578160	3.638350	3.633600	3.548330	3.581610	3.559000	3.650190	3.709060	3.615450	3.605890	3.583240	3.639280	3.673500	3.570370	3.612350	3.600530	3.633830	3.571870	3.640190	3.555100	3.564800	3.629950	3.867120	3.661020	3.563510	3.623560	3.726460	3.807550	3.625810	3.863520	4.160650	4.509970	4.455330	4.490920	4.468220	4.463650	4.437420	4.355010	4.338500	4.044040	3.901540	3.838750	3.685880	3.799950	3.707340	3.671310	3.624580	3.644080	3.592750	3.574720	3.574800	3.570700	3.612900	3.606310	3.653800	3.575470	3.495310	3.563600	3.558390	3.619080	3.532750	3.595750	3.677180	3.600130	3.587270	3.612080	3.686170	3.581150	3.597530	3.607490	3.626320	3.497970	3.540570	3.583670	3.581260	3.611730	3.713980	3.579340	3.544810	3.553020	3.686050	3.582040	3.589400	3.615570
0.009580	-0.074900	-0.062480	-0.007380	-0.025930	-0.034800	-0.065250	-0.083290	-0.052140	-0.063390	-0.028800	-0.034840	-0.088550	-0.056650	-0.016780	-0.052260	-0.080430	-0.034130	-0.051350	-0.042380	-0.030270	-0.051590	-0.156030	-0.011820	-0.044690	-0.041510	-0.085700	-0.111270	-0.073160	-0.073650	-0.083100	-0.110420	-0.074510	-0.065200	-0.035610	-0.069900	-0.131590	-0.131570	-0.243760	-0.105340	-0.139740	-0.089310	-0.089680	-0.121730	-0.052120	-0.105440	-0.061950	-0.070530	-0.018890	-0.022100	-0.059030	-0.035700	-0.048000	-0.058910	-0.039980	-0.041930	-0.013720	-0.030620	0.027220	-0.040450	-0.014940	-0.013830	-0.061500	-0.062760	-0.050600	-0.050040	-0.087250	-0.018330	-0.041330	-0.080460	-0.053100	-0.013740	-0.013590	-0.065200	-0.031600	-0.040210	-0.049120	0.000900	-0.048980	-0.055580	-0.107910	-0.040700	-0.063130	-0.037250
-0.282180	-0.290730	-0.237220	-0.294310	-0.316910	-0.298070	-0.262160	-0.278890	-0.255180	-0.267250	-0.328750	-0.277100	-0.375300	-0.292860	-0.318340	-0.294330	-0.267330	-0.294060	-0.262170	-0.290040	-0.329380	-0.252860	-0.413160	-0.329100	-0.282030	-0.282280	-0.253820	-0.342660	-0.288750	-0.220170	-0.287150	-0.281000	-0.277680	-0.288910	-0.280900	-0.297350	-0.254870	-0.334590	-0.251250	-0.338320	-0.380210	-0.268200	-0.267740	-0.275440	-0.321310	-0.310190	-0.305800	-0.271640	-0.292850	-0.292140	-0.300030	-0.291310	-0.276260	-0.254470	-0.312360	-0.267080	-0.317330	-0.278300	-0.323450	-0.301180	-0.252250	-0.317930	-0.297120	-0.277430	-0.247820	-0.281540	-0.215570	-0.301860	-0.325020	-0.261860	-0.237720	-0.287760	-0.323360	-0.297920	-0.293530	-0.287870	-0.225410	-0.304220	-0.331000	-0.323210	-0.239080	-0.275640	-0.249710	-0.314690
-0.209590	-0.108190	-0.218080	-0.191650	-0.133380	-0.135130	-0.173830	-0.110700	-0.225990	-0.200100	-0.090940	-0.179500	0.021000	-0.152150	-0.118350	-0.129600	-0.151900	-0.143240	-0.196530	-0.179760	-0.082850	-0.189490	0.081400	-0.114550	-0.169530	-0.158550	-0.131800	-0.096190	-0.090750	-0.192880	-0.165630	-0.142990	-0.114120	-0.099590	-0.102740	-0.117070	-0.245510	-0.199590	-0.216420	-0.150970	0.004460	-0.193190	-0.235340	-0.141180	-0.102310	-0.055890	-0.087920	-0.139130	-0.175210	-0.158550	-0.130140	-0.152670	-0.155240	-0.196780	-0.076000	-0.174250	-0.162120	-0.203640	-0.152960	-0.118700	-0.263350	-0.115980	-0.078820	-0.144870	-0.218170	-0.142120	-0.223290	-0.166450	-0.078490	-0.143920	-0.245820	-0.213080	-0.141980	-0.121060	-0.171790	-0.150260	-0.222470	-0.162670	-0.083680	-0.089760	-0.152020	-0.182320	-0.209910	-0.082450
-0.061290	-0.107770	-0.009740	0.000940	-0.059640	-0.084620	-0.065480	-0.103710	0.040320	0.041850	-0.120630	-0.029050	-0.187370	-0.056270	-0.087160	-0.109680	-0.084360	-0.083010	-0.008910	0.004850	-0.125470	-0.047570	-0.087600	-0.070560	-0.056840	-0.097230	-0.145470	0.026890	-0.174290	-0.183610	-0.148700	-0.118290	-0.207260	-0.210550	-0.245700	-0.200630	-0.006470	-0.045580	0.003650	0.001300	-0.111240	0.046380	0.130550	-0.042770	-0.095520	-0.149370	-0.126220	-0.083000	-0.022380	-0.057710	-0.062220	-0.075130	-0.078870	0.003080	-0.190540	-0.058620	-0.011280	0.036590	-0.053930	-0.101600	0.073680	-0.089730	-0.181170	-0.104250	-0.017170	-0.088200	-0.022810	-0.031060	-0.141920	-0.125710	0.030970	0.027170	-0.028170	-0.097760	-0.024270	-0.073890	-0.047680	-0.075670	-0.101060	-0.099670	-0.095270	-0.047050	0.007320	-0.128920
-0.081400	-0.146550	-0.195200	-0.202210	-0.177710	-0.139690	-0.184230	-0.168200	-0.247730	-0.299450	-0.119690	-0.208740	-0.105840	-0.118410	-0.146110	-0.066250	-0.098530	-0.107490	-0.187630	-0.198640	-0.143710	-0.155840	-0.357470	-0.175790	-0.118880	-0.140090	-0.108050	-0.253710	-0.083680	-0.057710	-0.090090	-0.210550	-0.140780	-0.122360	-0.075040	-0.123090	-0.177280	-0.140570	-0.252400	-0.258610	-0.207350	-0.295380	-0.345850	-0.177580	-0.174340	-0.136560	-0.142890	-0.201830	-0.194150	-0.179670	-0.151850	-0.114330	-0.122260	-0.228980	-0.108930	-0.142700	-0.198120	-0.273610	-0.168530	-0.142290	-0.248440	-0.218490	-0.102060	-0.085040	-0.150500	-0.161110	-0.179040	-0.221390	-0.121870	-0.083090	-0.206370	-0.201530	-0.227780	-0.099950	-0.180960	-0.116660	-0.170640	-0.084930	-0.159570	-0.141700	-0.110720	-0.119820	-0.200470	-0.168980
-0.247900	-0.055990	-0.173430	-0.132420	-0.115520	-0.174590	-0.130090	-0.022730	-0.074590	0.029670	-0.126290	-0.082420	-0.131280	-0.249740	-0.089870	-0.275590	-0.205910	-0.180270	-0.122870	-0.139340	-0.065880	-0.135010	0.019750	-0.015210	-0.215350	-0.184180	-0.169620	-0.210940	-0.158400	-0.249350	-0.261200	-0.111260	-0.105170	-0.131010	-0.139090	-0.168310	-0.306430	-0.335330	-0.265040	-0.211880	-0.134740	-0.067250	-0.103940	-0.164410	-0.117820	-0.089290	-0.087190	-0.042610	-0.147800	-0.112730	-0.177570	-0.231880	-0.191540	-0.048350	-0.112270	-0.167290	-0.127860	-0.029620	-0.090750	-0.106230	-0.121670	-0.043200	-0.133120	-0.259490	-0.152350	-0.067740	-0.158510	-0.089110	-0.117230	-0.223100	-0.119810	-0.131670	-0.097300	-0.248530	-0.140570	-0.181180	-0.141200	-0.204010	-0.081930	-0.136870	-0.142360	-0.201500	-0.111980	-0.035050
-0.044250	-0.157640	0.021170	-0.030190	-0.026040	-0.001530	-0.144140	-0.164330	-0.086250	-0.145200	-0.074560	-0.099460	-0.049480	0.116530	-0.101280	0.093980	0.049810	0.009860	0.025640	-0.013330	-0.114520	-0.086640	-0.025890	-0.180290	-0.001250	-0.116620	-0.091770	0.158100	-0.121680	-0.107550	-0.273800	-0.256670	-0.252220	-0.226390	-0.197840	-0.247450	-0.105090	-0.240670	-0.189970	-0.119200	-0.221640	-0.137500	-0.065100	-0.135010	-0.123680	-0.194450	-0.151520	-0.199380	0.024340	-0.080500	0.013760	0.025200	-0.024670	-0.059450	-0.158270	-0.009110	-0.027650	-0.080600	-0.103830	-0.007920	-0.000180	-0.158230	-0.124420	0.044670	-0.092200	-0.152500	0.042210	-0.055610	-0.079720	-0.037610	-0.047060	0.000580	-0.013270	0.055020	-0.062850	0.088470	-0.065110	-0.021940	-0.088210	-0.067370	0.004230	0.097960	0.003600	-0.161560
-0.132710	-0.001050	-0.331090	-0.158070	-0.198150	-0.186480	-0.228110	-0.042770	-0.106800	-0.147730	-0.138950	-0.135880	-0.079140	-0.235500	-0.076850	-0.254090	-0.234140	-0.216990	-0.230940	-0.128170	-0.106820	-0.124680	-0.238770	0.000080	-0.168770	-0.211270	-0.252220	-0.214350	-0.112070	-0.432560	-0.083360	-0.278080	-0.350070	-0.340010	-0.409160	-0.302460	-0.370010	-0.242280	-0.306200	-0.389030	-0.035980	-0.151380	-0.175880	-0.096810	-0.231640	-0.073290	-0.075990	-0.104690	-0.319070	-0.228750	-0.246290	-0.213880	-0.179740	-0.177890	-0.195210	-0.213170	-0.157490	-0.174020	-0.128370	-0.215940	-0.240080	-0.228800	-0.195270	-0.283740	-0.093720	-0.039570	-0.310510	-0.247730	-0.146640	-0.211710	-0.135240	-0.211190	-0.249740	-0.312460	-0.136040	-0.285320	-0.307040	-0.082500	-0.117150	-0.175890	-0.207330	-0.242380	-0.206500	-0.108280
-0.206340	-0.145480	-0.047810	-0.141630	-0.047390	-0.154700	-0.187310	-0.080480	-0.120620	0.023570	-0.062640	-0.167820	-0.099150	-0.099250	-0.125030	-0.080410	0.031640	-0.024230	0.026840	-0.143080	-0.039700	-0.155280	-0.046600	-0.077540	-0.159190	-0.226750	-0.110760	-0.049440	-0.179130	-0.124200	-0.391780	-0.170630	-0.137200	-0.137950	-0.006270	-0.186180	-0.156880	-0.228510	-0.211020	-0.060930	-0.302840	-0.130070	-0.137930	-0.210180	-0.000080	-0.149840	-0.146260	-0.176730	0.048870	-0.044920	-0.030840	-0.141950	-0.183330	0.020670	-0.094620	-0.056220	-0.091990	-0.042810	-0.105930	0.046380	-0.070000	-0.048060	-0.094700	-0.067130	-0.174120	-0.142430	0.018220	-0.003780	-0.085620	-0.067200	-0.099670	-0.003610	0.001140	-0.014560	-0.166040	0.072590	-0.014960	-0.168710	-0.043780	-0.062340	0.048930	0.018870	-0.021230	-0.116310
