3.003160	3.022690	2.962820	3.135070	3.078570	3.056370	3.017890	3.011620	3.106120	3.098920	3.113250	3.098020	3.206320	3.261570	3.219630	3.238730	3.231310	3.207080	3.219760	3.239760	3.316370	3.297020	3.311960	3.203830	3.222540	3.296040	3.333550	3.415120	3.689250	4.060700	4.111910	4.061460	4.042170	4.027170	4.025710	4.021100	4.015000	4.022650	4.019250	3.881270	3.891300	3.799700	3.719780	3.530100	3.498490	3.419980	3.391730	3.300330	3.240460	3.153220	3.140250	3.154680	3.097020	3.058820	3.109450	3.034610	3.067720	3.104360	3.067530	3.241450
-0.045890	-0.084530	-0.066730	-0.130890	-0.117540	-0.107570	-0.070270	-0.107500	-0.145030	-0.126720	-0.088200	-0.052450	-0.074180	-0.092840	-0.056650	-0.102240	-0.036090	-0.082800	-0.121450	-0.081220	-0.072180	-0.045340	-0.132700	-0.084130	-0.080940	-0.086580	-0.141580	-0.085490	-0.100220	-0.119080	-0.123320	-0.107530	-0.097230	-0.084840	-0.093310	-0.098470	-0.104570	-0.111890	-0.108710	-0.011540	-0.053780	-0.070190	-0.100400	-0.073910	-0.100340	-0.077710	-0.109310	-0.085610	-0.091760	-0.114260	-0.126940	-0.133280	-0.117070	-0.120280	-0.132010	-0.064130	-0.085930	-0.081090	-0.015380	-0.120550
-0.248620	-0.270920	-0.279810	-0.196060	-0.214970	-0.248550	-0.293460	-0.240750	-0.214200	-0.233340	-0.287720	-0.315090	-0.259220	-0.249200	-0.215510	-0.220190	-0.227670	-0.232280	-0.199050	-0.297050	-0.302170	-0.287040	-0.243300	-0.325610	-0.312550	-0.268880	-0.236890	-0.257220	-0.290220	-0.191950	-0.161870	-0.140110	-0.146450	-0.156010	-0.141590	-0.144100	-0.130280	-0.135880	-0.157280	-0.298640	-0.236560	-0.265120	-0.281660	-0.238110	-0.273870	-0.298320	-0.264260	-0.269460	-0.291070	-0.251810	-0.271080	-0.248170	-0.245050	-0.214340	-0.239380	-0.285810	-0.278900	-0.217380	-0.278680	-0.303350
-0.145870	-0.076450	-0.109240	-0.162540	-0.159340	-0.139810	-0.099200	-0.161840	-0.152770	-0.127700	-0.090750	-0.085900	-0.091310	-0.121960	-0.218670	-0.143310	-0.202780	-0.150390	-0.191030	-0.084570	-0.049650	-0.089720	-0.147570	-0.056520	-0.068140	-0.114790	-0.105950	-0.108520	-0.110860	-0.130860	-0.154920	-0.208400	-0.198300	-0.198160	-0.203910	-0.200190	-0.211810	-0.187400	-0.136670	0.000550	-0.077780	-0.076130	-0.093480	-0.194910	-0.103600	-0.059750	-0.101870	-0.145060	-0.096450	-0.120300	-0.095080	-0.117410	-0.131090	-0.205740	-0.100430	-0.117270	-0.113390	-0.198530	-0.173210	-0.032020
-0.160060	-0.157430	-0.074200	-0.055740	-0.056260	-0.041800	-0.049020	-0.013540	-0.014610	-0.065280	-0.067040	-0.020670	-0.122730	-0.050040	0.020450	-0.059570	-0.009120	-0.060500	-0.004910	-0.051990	-0.145520	-0.135010	0.017630	-0.056040	-0.081000	-0.113070	-0.133120	-0.214680	-0.066050	-0.251240	-0.248670	-0.191960	-0.198810	-0.190940	-0.194850	-0.192710	-0.189750	-0.222900	-0.250780	-0.380890	-0.315900	-0.295080	-0.189080	-0.068390	-0.150990	-0.196160	-0.149780	-0.064170	-0.045480	-0.069940	-0.026320	-0.024080	-0.051110	0.058630	-0.128100	-0.046570	-0.059660	0.004660	-0.024680	-0.100050
-0.079850	-0.120890	-0.165160	-0.199240	-0.159370	-0.221220	-0.242280	-0.227640	-0.215580	-0.181920	-0.215680	-0.294130	-0.132100	-0.205270	-0.193650	-0.197950	-0.183430	-0.127030	-0.182140	-0.203210	-0.106210	-0.086460	-0.267120	-0.212870	-0.158680	-0.152210	-0.175910	-0.135180	-0.223260	-0.053540	-0.060740	-0.098090	-0.088870	-0.095010	-0.094360	-0.093090	-0.099860	-0.080010	-0.055860	0.000170	-0.053820	-0.044970	-0.133910	-0.208690	-0.224570	-0.173610	-0.190100	-0.246720	-0.282040	-0.182580	-0.304560	-0.257570	-0.224730	-0.310250	-0.086710	-0.225010	-0.198570	-0.259210	-0.182150	-0.223850
-0.225560	-0.143540	-0.139740	-0.105210	-0.193060	-0.096710	-0.088090	-0.134170	-0.143160	-0.128780	-0.121860	-0.012230	-0.095270	0.006260	-0.096180	-0.029880	-0.072380	-0.170130	-0.146520	-0.102200	-0.150050	-0.199060	-0.037880	-0.090670	-0.127860	-0.191230	-0.123120	-0.114110	-0.145300	-0.145550	-0.129160	-0.123700	-0.124510	-0.122080	-0.113700	-0.123070	-0.108730	-0.102950	-0.083720	-0.103610	-0.075730	-0.145070	-0.118590	-0.142050	-0.068390	-0.103230	-0.118120	-0.108590	-0.054200	-0.178920	-0.024070	-0.051590	-0.065980	-0.073650	-0.237130	-0.130300	-0.147460	-0.064620	-0.202840	-0.103000
-0.096780	-0.126130	-0.104480	-0.068560	0.015700	-0.146780	-0.087420	-0.083970	-0.011900	-0.100010	-0.079250	-0.116570	-0.079850	-0.115070	0.002770	-0.114120	-0.007860	0.074970	0.016030	-0.053750	-0.074960	-0.042970	-0.149580	-0.112430	-0.114610	-0.072150	-0.170040	-0.230410	-0.134980	-0.168360	-0.149150	-0.100720	-0.096450	-0.098700	-0.098340	-0.092390	-0.096070	-0.125170	-0.162170	-0.206220	-0.227620	-0.239550	-0.289270	-0.152550	-0.239930	-0.208920	-0.177890	-0.156940	-0.163920	-0.041690	-0.124800	-0.108400	-0.164210	-0.085610	0.007090	-0.069630	-0.106200	-0.126690	-0.013180	-0.052690
-0.360270	-0.199950	-0.072300	-0.255370	-0.265040	-0.174300	-0.271470	-0.196360	-0.211890	-0.095190	-0.172870	-0.185080	-0.101210	-0.000370	-0.104980	-0.110170	-0.168740	-0.227610	-0.215470	-0.104780	-0.075660	-0.132320	-0.078670	-0.118490	-0.069890	-0.369260	-0.270290	-0.385980	-0.287130	-0.421250	-0.459920	-0.540510	-0.525580	-0.520130	-0.526710	-0.523260	-0.540960	-0.508550	-0.401780	-0.380230	-0.392750	-0.345520	-0.227710	-0.370610	-0.308420	-0.282720	-0.312250	-0.315940	-0.226910	-0.302330	-0.213180	-0.150870	-0.110790	-0.235390	-0.177050	-0.231130	-0.136010	-0.171360	-0.206660	-0.216990
-0.134220	-0.177560	-0.301190	-0.094630	-0.120600	-0.164320	-0.077450	-0.209940	-0.143910	-0.265660	-0.240600	-0.078030	-0.144050	-0.115030	-0.111380	-0.072480	0.000640	-0.002480	-0.020140	-0.149690	-0.203770	-0.200810	-0.120520	-0.099470	-0.154030	-0.081190	-0.184540	-0.110650	-0.144450	0.012980	0.030290	0.065740	0.057730	0.056890	0.059060	0.056090	0.073080	0.065440	0.042810	-0.041720	-0.001120	-0.066630	-0.170430	-0.083460	-0.182660	-0.250660	-0.216340	-0.150950	-0.192640	-0.164330	-0.116950	-0.147160	-0.174890	-0.129400	-0.177430	-0.201780	-0.254780	-0.202850	-0.252410	-0.178640
-0.122450	-0.071890	0.053810	-0.109490	-0.065200	-0.106650	-0.146340	-0.028070	-0.053970	-0.004710	-0.016290	-0.164560	-0.080580	-0.077370	-0.014890	-0.149790	-0.117320	-0.103670	-0.145920	-0.060560	-0.038670	-0.070760	-0.150010	-0.158740	-0.106670	-0.149870	-0.095400	-0.158770	-0.166770	-0.178640	-0.154440	-0.118890	-0.113090	-0.121270	-0.109050	-0.114210	-0.108280	-0.127920	-0.163750	-0.106290	-0.193910	-0.214920	-0.161090	-0.223160	-0.135870	-0.044740	-0.044100	-0.141030	-0.087890	-0.021140	-0.141240	-0.075230	-0.124340	-0.126880	-0.073170	-0.037180	-0.056820	-0.057920	-0.010840	-0.022280
