2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.094610	2.102920	2.277070	2.359260	2.437590	2.498320	2.619280	2.651760	2.724140	2.822130	2.859800	2.933560	2.907300	2.975240	2.935070	3.065630	2.993290	2.977940	3.023230	3.048110	2.983020	3.029080	3.051580	3.124110	3.169900	3.004200	3.193560	3.340460	3.133480	3.123310	3.059260	3.098400	3.058260	4.248180	4.656720	4.367370	4.473920	4.447220	4.385110	4.440880	4.388190	4.299660	4.239780	4.219330	4.236270	4.058630	4.031910	3.932100	3.795560	3.680590	3.605510	3.491320	3.327390	3.409420	3.366410	3.304830	3.245290	3.409190	3.213630	3.204330	3.167130	3.156370	3.227340	3.312830	3.188070	3.272940	3.254990	3.266610	3.321500	3.429990	3.231960	3.328410	3.238130	3.212070	3.241570	3.351910	3.333730	3.108170	3.201010	3.246730	3.223110	3.302060	3.244050	3.206400	3.331890	3.326480	3.477670	3.257670	3.273840	3.295150	3.205080	3.165600	3.235080	3.243690	3.180430	3.188950	3.170480	3.175020	3.218400	3.200630	3.188030	3.240720	3.259520	3.178790	3.099490	3.134790	3.149310	3.155360	3.126940	3.014590	3.185440	3.254180	3.120240	3.094430	3.089310	3.156820	3.036490	3.058560	3.234950	3.070850	3.061960	3.100640	3.194650	3.141600	3.214920	3.053740	3.201190	3.092630	3.007900	3.144970	3.152850	3.169040	3.142690	3.038320
0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.178690	0.171070	0.031440	0.013850	0.068990	0.038820	0.050650	0.071210	0.039560	-0.023560	-0.007460	0.029560	0.027260	-0.078050	-0.003420	0.024660	0.038070	-0.052450	0.037460	0.009480	0.040870	-0.056730	0.021410	-0.020510	0.022090	0.032330	-0.020580	0.001360	0.034120	0.042080	-0.004910	0.031520	0.044140	-0.071060	-0.082110	0.040100	-0.023590	-0.011990	0.024890	-0.023030	-0.043840	-0.040710	-0.042330	-0.153130	-0.152930	-0.177960	-0.164720	-0.208000	-0.090310	-0.036940	-0.005390	-0.043870	-0.045950	-0.053610	-0.130130	-0.049910	-0.038670	0.040780	-0.023310	0.030080	-0.017750	0.054450	0.000410	0.039640	0.014300	0.040920	0.046030	0.061020	-0.003950	-0.032150	0.034830	0.066030	0.070850	0.063300	0.043920	-0.010160	-0.002590	0.079160	0.052610	0.073780	0.025680	0.011260	0.065840	0.044870	-0.042150	0.008600	-0.046580	0.017720	-0.028890	-0.020990	0.072830	0.060210	0.063950	0.045290	0.073680	0.033830	-0.046970	0.056630	-0.031240	0.061090	0.033500	-0.035030	0.033170	-0.025630	0.024090	-0.031340	0.041770	-0.028580	-0.065370	0.016450	-0.012330	-0.057600	-0.008870	-0.005640	0.036490	-0.039140	0.024070	0.026290	-0.066500	0.074940	0.036680	-0.031960	-0.036710	-0.041690	-0.039110	0.044880	-0.028980	0.046120	0.065400	-0.032660	0.029350	-0.027500	0.049760	0.042650
-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.607130	-0.596960	-0.400750	-0.366120	-0.409580	-0.339600	-0.279000	-0.299790	-0.308600	-0.222810	-0.215380	-0.289340	-0.251500	-0.138380	-0.209890	-0.249470	-0.276010	-0.140040	-0.241160	-0.233380	-0.220290	-0.153480	-0.279590	-0.188300	-0.234340	-0.164530	-0.242140	-0.213140	-0.179420	-0.154760	-0.154160	-0.259140	-0.259240	-0.207990	-0.199730	-0.253360	-0.228140	-0.227280	-0.304880	-0.227550	-0.203670	-0.174030	-0.236230	-0.160950	-0.257340	-0.309370	-0.251470	-0.276450	-0.283040	-0.178290	-0.226950	-0.213440	-0.285300	-0.225140	-0.167100	-0.194100	-0.183760	-0.269770	-0.244300	-0.280560	-0.146760	-0.251790	-0.190460	-0.284370	-0.240970	-0.258080	-0.194130	-0.209350	-0.157100	-0.164730	-0.227510	-0.206670	-0.242380	-0.254240	-0.281940	-0.111350	-0.230610	-0.212030	-0.218380	-0.212710	-0.203550	-0.198720	-0.258900	-0.197180	-0.088770	-0.218650	-0.177090	-0.164240	-0.169700	-0.138950	-0.178330	-0.220220	-0.244590	-0.252760	-0.210410	-0.224660	-0.120460	-0.218840	-0.129100	-0.209290	-0.295120	-0.093910	-0.230190	-0.206290	-0.251530	-0.134520	-0.249100	-0.146110	-0.133330	-0.171530	-0.275440	-0.184780	-0.221970	-0.181720	-0.226840	-0.112490	-0.221350	-0.262360	-0.174530	-0.276830	-0.300960	-0.150980	-0.193580	-0.194960	-0.183950	-0.217630	-0.189170	-0.194770	-0.268730	-0.170060	-0.240600	-0.147540	-0.251670	-0.240100
0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.163100	0.152950	-0.048410	-0.064980	0.002720	-0.074520	-0.193210	-0.125760	-0.060050	-0.156760	-0.143730	-0.055230	-0.102710	-0.208460	-0.155770	-0.084320	-0.069080	-0.221720	-0.140480	-0.114060	-0.201840	-0.213910	-0.040620	-0.148420	-0.171690	-0.308550	-0.092210	-0.171120	-0.286190	-0.289720	-0.264570	-0.146950	-0.154200	-0.231940	-0.235840	-0.230520	-0.203590	-0.175200	-0.076960	-0.198660	-0.219450	-0.280460	-0.140040	-0.231230	-0.094850	-0.070520	-0.185870	-0.147460	-0.148830	-0.235210	-0.212470	-0.246390	-0.176070	-0.217760	-0.200290	-0.195120	-0.206520	-0.102260	-0.129460	-0.091120	-0.260920	-0.145570	-0.193450	-0.070970	-0.137500	-0.108850	-0.213410	-0.213350	-0.302560	-0.200780	-0.200680	-0.228280	-0.172280	-0.158670	-0.106060	-0.325380	-0.114780	-0.241650	-0.194610	-0.232850	-0.220630	-0.209760	-0.113750	-0.214240	-0.313420	-0.121320	-0.164710	-0.249680	-0.193790	-0.281380	-0.287010	-0.185010	-0.163340	-0.117020	-0.217780	-0.147950	-0.281640	-0.223480	-0.233620	-0.228450	-0.078280	-0.321980	-0.148000	-0.147590	-0.116110	-0.281830	-0.103930	-0.235640	-0.208910	-0.246080	-0.086430	-0.199300	-0.155930	-0.236800	-0.167640	-0.305690	-0.179050	-0.101780	-0.163990	-0.123190	-0.060660	-0.251870	-0.177020	-0.158360	-0.186730	-0.194540	-0.164770	-0.216930	-0.132290	-0.194540	-0.113840	-0.201060	-0.111830	-0.158670
-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.214020	-0.205970	-0.033140	-0.078850	-0.197360	-0.141870	-0.099490	-0.219730	-0.264910	-0.184590	-0.267610	-0.306780	-0.285120	-0.197820	-0.252980	-0.314840	-0.327580	-0.199740	-0.235290	-0.270870	-0.198950	-0.175690	-0.361470	-0.276390	-0.202080	-0.097060	-0.322680	-0.380440	-0.160230	-0.204080	-0.155100	-0.147430	-0.182780	-0.010300	0.010800	-0.035850	-0.050440	-0.138640	-0.208860	-0.049010	-0.065900	-0.011130	-0.144870	-0.057390	-0.113770	-0.045410	-0.049940	0.032610	-0.107620	-0.088070	-0.087930	0.015340	-0.053470	-0.041740	-0.097320	-0.126200	-0.145780	-0.309100	-0.196870	-0.237940	-0.162920	-0.254450	-0.261340	-0.325480	-0.226540	-0.300270	-0.255130	-0.206020	-0.068040	-0.231510	-0.165560	-0.221810	-0.272090	-0.240520	-0.277000	-0.135940	-0.353960	-0.155330	-0.281580	-0.194400	-0.185490	-0.210150	-0.356380	-0.194970	-0.220230	-0.329580	-0.307970	-0.217910	-0.227280	-0.187660	-0.188010	-0.279910	-0.307740	-0.322690	-0.213640	-0.354470	-0.151170	-0.198350	-0.266530	-0.182130	-0.377840	-0.190620	-0.320100	-0.254960	-0.271860	-0.143150	-0.353950	-0.258540	-0.215900	-0.175490	-0.267220	-0.192850	-0.241310	-0.150970	-0.243540	-0.146960	-0.225390	-0.264440	-0.222020	-0.245460	-0.287430	-0.184540	-0.204690	-0.223830	-0.184820	-0.208740	-0.253130	-0.253360	-0.266920	-0.206740	-0.302250	-0.261720	-0.295280	-0.217590
-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.126350	-0.131000	-0.279310	-0.220030	-0.164100	-0.169110	-0.158970	-0.013920	-0.048150	-0.086340	0.050810	-0.037390	0.019430	-0.020480	0.037430	0.030430	0.059620	0.016510	-0.048670	-0.007870	-0.007600	-0.014770	0.037210	0.009190	-0.023820	-0.016990	-0.038490	0.075020	-0.006690	0.086920	-0.010790	-0.157940	-0.068610	-0.091980	-0.117220	-0.136280	-0.147640	-0.048880	-0.030090	-0.184070	-0.110720	-0.130670	-0.108110	-0.194980	-0.245390	-0.292900	-0.238640	-0.325170	-0.198440	-0.076610	-0.136950	-0.203340	-0.126260	-0.181660	-0.083230	-0.097820	-0.081170	-0.035940	-0.018420	-0.085130	0.042700	0.025280	0.044020	-0.013290	-0.050980	-0.018930	0.093590	0.036450	-0.081680	-0.005840	-0.070610	0.020070	0.062580	-0.040210	0.004970	0.013760	0.056740	-0.000700	0.118560	-0.032420	-0.030980	-0.036030	0.099500	0.003140	0.052760	0.065640	-0.025380	0.033230	-0.019830	0.035400	0.051080	0.104780	0.069080	0.066870	0.055310	0.170100	-0.006070	-0.029640	0.102660	-0.049170	0.028390	0.051050	0.027460	-0.012450	0.000570	-0.013340	0.061100	0.116200	-0.000150	0.005070	0.083610	0.043890	0.081300	-0.016860	0.026560	0.026770	0.059590	-0.002490	-0.043660	0.010030	0.019350	0.088570	-0.085960	-0.003280	-0.045150	0.033050	0.037900	0.125870	0.101660	-0.017250	0.051580	0.102630	0.033950	-0.000040
-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.121540	-0.120640	0.001630	-0.069800	-0.042640	-0.062110	-0.141880	-0.213450	-0.086060	-0.096750	-0.200800	-0.043610	-0.081410	-0.119030	-0.148160	-0.075050	-0.170400	-0.174960	-0.080840	-0.075310	-0.189730	-0.148680	-0.083830	-0.079050	-0.150600	-0.254210	-0.042140	-0.139610	-0.225890	-0.292740	-0.165210	0.006770	-0.108250	-0.208760	-0.229040	-0.168200	-0.150560	-0.211640	-0.137970	-0.030730	-0.191020	-0.273800	-0.184840	-0.234030	-0.120570	-0.111750	-0.226180	-0.188110	-0.177380	-0.229360	-0.165190	-0.142330	-0.214570	-0.127770	-0.148050	-0.089400	-0.138220	-0.039660	-0.194160	-0.000700	-0.246160	-0.107140	-0.170420	-0.059220	-0.077690	-0.054310	-0.244250	-0.177220	-0.185670	-0.141880	-0.137710	-0.161560	-0.183450	-0.064770	-0.147010	-0.205110	-0.111380	-0.188050	-0.259940	-0.104860	-0.176280	-0.137770	-0.152220	-0.163510	-0.192450	-0.103100	-0.057280	-0.179890	-0.112290	-0.249760	-0.239880	-0.245100	-0.175430	-0.152780	-0.202410	-0.274100	-0.214300	-0.143340	-0.213910	-0.102580	-0.121860	-0.231260	-0.103320	-0.101240	-0.105470	-0.198330	-0.090760	-0.251420	-0.102600	-0.174560	-0.242530	-0.258760	-0.259570	-0.171260	-0.122110	-0.259940	-0.211860	-0.057220	-0.072240	-0.120910	-0.140330	-0.314680	-0.021770	-0.128860	-0.098750	-0.187140	-0.147710	-0.292070	-0.222620	-0.087780	-0.110340	-0.189320	-0.074890	-0.108480
-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.063310	-0.060950	-0.159070	-0.134370	-0.219720	-0.153230	-0.087510	-0.116260	-0.214470	-0.180600	-0.144760	-0.258680	-0.260050	-0.179800	-0.221860	-0.225500	-0.117950	-0.134720	-0.163650	-0.214270	-0.136150	-0.144980	-0.255460	-0.230230	-0.142210	-0.037760	-0.305040	-0.355340	-0.113040	-0.065880	-0.163780	-0.214480	-0.126740	0.057150	0.070820	-0.072660	-0.015250	0.018430	-0.147290	-0.214870	-0.058160	0.094570	-0.013840	-0.017110	-0.125970	-0.179930	-0.087840	-0.096690	-0.212540	0.032880	-0.106260	-0.055870	-0.174280	-0.133020	-0.149050	-0.176000	-0.070630	-0.312840	-0.095270	-0.305350	-0.063740	-0.275460	-0.233860	-0.269370	-0.189690	-0.274040	-0.119660	-0.146290	-0.101540	-0.166680	-0.104170	-0.198210	-0.210790	-0.271740	-0.186600	-0.141700	-0.307700	-0.076000	-0.185840	-0.184570	-0.098330	-0.145580	-0.292340	-0.050450	-0.222150	-0.270110	-0.288240	-0.181590	-0.165460	-0.114200	-0.146210	-0.124010	-0.232320	-0.207480	-0.124720	-0.206630	-0.076820	-0.149020	-0.198940	-0.160730	-0.290980	-0.147580	-0.268370	-0.222050	-0.196370	-0.110600	-0.321510	-0.216890	-0.181510	-0.148540	-0.208420	-0.171480	-0.155020	-0.196080	-0.272030	-0.077300	-0.173390	-0.288430	-0.218390	-0.170310	-0.169130	-0.060740	-0.311700	-0.181890	-0.159510	-0.122880	-0.180240	-0.104100	-0.154450	-0.210470	-0.233680	-0.139000	-0.263120	-0.215450
-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.164660	-0.169050	-0.129240	-0.222880	-0.256070	-0.295490	-0.517040	-0.319260	-0.295100	-0.366400	-0.294360	-0.333780	-0.194940	-0.323950	-0.217780	-0.276920	-0.394590	-0.311250	-0.412550	-0.291330	-0.356480	-0.282830	-0.314960	-0.336680	-0.407560	-0.403600	-0.398920	-0.439500	-0.512410	-0.460210	-0.293240	-0.283840	-0.413300	-0.089660	-0.163480	-0.239810	-0.291050	-0.359450	-0.180120	-0.100230	-0.246960	-0.387580	-0.375560	-0.379170	-0.273790	-0.200620	-0.461780	-0.352610	-0.231280	-0.357360	-0.290470	-0.329230	-0.205110	-0.416580	-0.191400	-0.298460	-0.438680	-0.377700	-0.291680	-0.228540	-0.324010	-0.204500	-0.332380	-0.400500	-0.357920	-0.381910	-0.354970	-0.267350	-0.357430	-0.428180	-0.506930	-0.415800	-0.341460	-0.364730	-0.415520	-0.403960	-0.375500	-0.374510	-0.316110	-0.523740	-0.511390	-0.522120	-0.309820	-0.492650	-0.435800	-0.340010	-0.486900	-0.405130	-0.434800	-0.452140	-0.362930	-0.408090	-0.430820	-0.402900	-0.318070	-0.326220	-0.425320	-0.552770	-0.294840	-0.520030	-0.478220	-0.467390	-0.468040	-0.349380	-0.369020	-0.400600	-0.309750	-0.272330	-0.327520	-0.332710	-0.093530	-0.194690	-0.176070	-0.223420	-0.201290	-0.387970	-0.190160	-0.187120	-0.335120	-0.301130	-0.316920	-0.282840	-0.314800	-0.290650	-0.367720	-0.308930	-0.326800	-0.296000	-0.208340	-0.296700	-0.269150	-0.271020	-0.230190	-0.207040
-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.091260	-0.086450	-0.105950	-0.102070	-0.120790	-0.036230	0.011890	-0.154220	-0.032080	0.022250	-0.048300	0.018910	-0.020330	0.067640	-0.018090	0.068110	0.066280	0.008190	0.069770	0.044780	-0.093260	0.033130	-0.018840	0.085200	0.030710	-0.022790	0.008820	0.008040	-0.004940	-0.003290	0.002670	-0.030870	0.070780	-0.078140	-0.132520	-0.115810	-0.057220	-0.000060	-0.086220	-0.130900	-0.162680	-0.172520	-0.132740	-0.361040	-0.324370	-0.338180	-0.222900	-0.310520	-0.410620	-0.078280	-0.239500	-0.049010	-0.151490	0.040760	-0.015770	0.051600	0.069700	0.020530	-0.038590	-0.021460	0.024330	0.015280	-0.005770	0.046530	0.066990	0.079130	-0.057220	0.013500	-0.053160	0.014970	0.069830	0.046860	-0.035870	0.032810	0.019110	0.046250	-0.031030	0.055200	-0.020540	0.112670	0.033660	0.063240	-0.009810	0.149980	0.023210	0.091340	0.077520	0.019280	0.092940	-0.023930	-0.082240	-0.036540	-0.022660	0.110590	-0.020320	-0.084770	0.009210	0.077530	-0.048350	0.107760	0.028190	0.013720	0.065610	0.055990	0.084450	0.032120	0.000880	-0.056500	0.113490	0.012600	-0.136920	-0.124380	-0.140850	-0.038590	-0.022060	-0.026420	-0.059690	0.027230	0.078450	0.095980	0.046250	-0.059030	0.061920	0.025010	0.125430	0.024220	0.091200	-0.114190	0.010730	0.101980	0.038140	0.079490	0.032880	0.028730
