2.654300	2.661900	2.700420	2.676510	2.708580	2.753490	2.710820	2.694580	2.655030	2.709030	2.682050	2.713650	2.737800	2.662750	2.760480	2.781360	2.717670	2.701440	2.643460	2.665140	2.673840	2.733700	2.728500	2.679460	2.703240	2.718690	2.728550	2.715090	2.690740	2.734210	3.213770	3.372750	3.337500	3.226340	3.494050	3.950850	4.029320	4.015800	3.929560	3.948540	3.936520	3.904000	3.939820	4.021350	3.942690	3.889520	3.938560	3.725960	3.657350	3.483540	3.402110	3.344760	3.277550	3.072290	2.958760	2.955340	2.875460	2.926720	2.842560	2.876520	2.782470	2.805300	2.754650	2.777910	2.804460	2.796940	2.845530	2.742840	2.656900	2.757030	2.664440	2.685680	2.644540	2.708440	2.710660	2.693420	2.767250	2.764390	2.631540	2.672420
0.004070	-0.023100	-0.114230	-0.059900	-0.079300	-0.114710	-0.059980	-0.015900	-0.013650	-0.078950	-0.041920	-0.094880	-0.099920	-0.047170	-0.111440	-0.060170	-0.049780	-0.084280	-0.027850	-0.030780	-0.060400	-0.094200	-0.075380	-0.082320	-0.082460	-0.094910	-0.072680	-0.099710	-0.047140	-0.075560	-0.047600	-0.036440	-0.038550	-0.049860	-0.076350	-0.104420	-0.090630	-0.089900	-0.020790	-0.002120	0.019790	0.039060	-0.010890	-0.069910	-0.099160	-0.120980	-0.139330	-0.064730	-0.083590	-0.035180	-0.049120	-0.045610	-0.046940	-0.053750	-0.024360	-0.040100	-0.036250	-0.035750	-0.005590	-0.072420	-0.051800	-0.017300	-0.001830	-0.002060	-0.070330	-0.039080	-0.067330	-0.045970	0.006860	-0.054270	-0.029630	-0.030430	0.019060	-0.077200	-0.055810	-0.094290	-0.107350	-0.086360	-0.040850	-0.058110
-0.257570	-0.296300	-0.211310	-0.299760	-0.266470	-0.226420	-0.247020	-0.297960	-0.281650	-0.270770	-0.274630	-0.244700	-0.224560	-0.271200	-0.220370	-0.237810	-0.284290	-0.266170	-0.314300	-0.285430	-0.265310	-0.252150	-0.249170	-0.270110	-0.259420	-0.265470	-0.237110	-0.241880	-0.295060	-0.265050	-0.239340	-0.242330	-0.245150	-0.217230	-0.315670	-0.183710	-0.194430	-0.135210	-0.173660	-0.201280	-0.207610	-0.249760	-0.206860	-0.126240	-0.128790	-0.189000	-0.190970	-0.311280	-0.259870	-0.302190	-0.278540	-0.313700	-0.275700	-0.309880	-0.279710	-0.245200	-0.256280	-0.244460	-0.247700	-0.179530	-0.228400	-0.261900	-0.263320	-0.256680	-0.206920	-0.275080	-0.228610	-0.217490	-0.301870	-0.260350	-0.265240	-0.279550	-0.298880	-0.288020	-0.248170	-0.254190	-0.300140	-0.260180	-0.266570	-0.249720
-0.166220	-0.063040	-0.134030	-0.040500	-0.036800	-0.097260	-0.128360	-0.103050	-0.107400	-0.059520	-0.124260	-0.087130	-0.129140	-0.099720	-0.103420	-0.093770	-0.059230	-0.055290	-0.051730	-0.092400	-0.123620	-0.063400	-0.108660	-0.066680	-0.080070	-0.047090	-0.108410	-0.081390	-0.084480	-0.070880	-0.077000	-0.066390	-0.072570	-0.114450	-0.133250	-0.125230	-0.065970	-0.167850	-0.165460	-0.127560	-0.147660	-0.098740	-0.120020	-0.173060	-0.184770	-0.157290	-0.145000	-0.068510	-0.134520	-0.138950	-0.179930	-0.117440	-0.133280	-0.043640	-0.091790	-0.099880	-0.090270	-0.064200	-0.105400	-0.152690	-0.115520	-0.074310	-0.105360	-0.111370	-0.141290	-0.022300	-0.072540	-0.160340	-0.070870	-0.055430	-0.123420	-0.072400	-0.106050	-0.022180	-0.114900	-0.056400	-0.002450	-0.089680	-0.127760	-0.138720
-0.004280	-0.068210	-0.022290	-0.083750	-0.127250	-0.062450	-0.025430	-0.008850	-0.015120	-0.085260	0.004720	-0.068080	-0.036330	-0.018130	-0.028090	-0.123470	-0.079010	-0.107480	-0.058110	-0.003480	0.025240	-0.111940	-0.057260	-0.079040	-0.058600	-0.108600	-0.048230	-0.085450	-0.010550	-0.097470	-0.353370	-0.365060	-0.366220	-0.337970	0.095970	-0.115540	-0.267700	-0.169380	-0.129750	-0.222910	-0.183190	-0.241590	-0.233500	-0.171540	-0.158770	-0.128290	-0.173470	-0.213700	-0.166270	-0.138470	-0.066060	-0.101270	-0.099890	-0.194310	-0.100580	-0.143430	-0.109350	-0.167100	-0.096700	-0.057650	-0.073490	-0.130980	-0.063680	-0.041310	-0.024860	-0.149300	-0.118790	0.002530	-0.055350	-0.110400	0.015490	-0.051840	0.006280	-0.102670	-0.015420	-0.083440	-0.069700	-0.028990	0.034660	0.044990
-0.202280	-0.206690	-0.175050	-0.188240	-0.108670	-0.147810	-0.156230	-0.226540	-0.204690	-0.119350	-0.243110	-0.138660	-0.197530	-0.207750	-0.213220	-0.126560	-0.183160	-0.117120	-0.149310	-0.248110	-0.243740	-0.103720	-0.176360	-0.161720	-0.160230	-0.118010	-0.225370	-0.130090	-0.210250	-0.129030	-0.008280	-0.041840	-0.045070	-0.013160	-0.211250	-0.116900	-0.004860	-0.071530	-0.104470	-0.008870	-0.072130	-0.004230	-0.014690	-0.054530	-0.079090	-0.103220	-0.102770	-0.054060	-0.010560	-0.078230	-0.126670	-0.179170	-0.077980	-0.086630	-0.159380	-0.062810	-0.057050	-0.065220	-0.111500	-0.122700	-0.083420	-0.040230	-0.113370	-0.170110	-0.172400	-0.115160	-0.166910	-0.198100	-0.171940	-0.163770	-0.254580	-0.177230	-0.249600	-0.183930	-0.257140	-0.134200	-0.192750	-0.194670	-0.285780	-0.317120
-0.146870	-0.060780	-0.150310	-0.064330	-0.184400	-0.149180	-0.190700	-0.078970	-0.117640	-0.185790	-0.088250	-0.154690	-0.092730	-0.126780	-0.054380	-0.126950	-0.075700	-0.143970	-0.167370	-0.017950	-0.089670	-0.171930	-0.116770	-0.116490	-0.130740	-0.156530	-0.026660	-0.166320	-0.099930	-0.154790	-0.143010	-0.043320	-0.051820	-0.097120	-0.197640	-0.109550	-0.172040	-0.131420	-0.076570	-0.157290	-0.084720	-0.170020	-0.179990	-0.122010	-0.129150	-0.164440	-0.130510	-0.219300	-0.309260	-0.283260	-0.218380	-0.133530	-0.254530	-0.138020	-0.088430	-0.201600	-0.222080	-0.120230	-0.111050	-0.135500	-0.219950	-0.197130	-0.142490	-0.069990	-0.117010	-0.033670	-0.012200	-0.081540	-0.115930	-0.042810	-0.059730	-0.094180	-0.039290	-0.057900	-0.026970	-0.159660	-0.099960	-0.151740	-0.045880	-0.004170
-0.058940	-0.137550	-0.034630	-0.183950	0.025280	-0.047660	-0.006180	-0.138360	-0.037170	-0.011370	-0.127820	-0.070260	-0.180240	-0.032810	-0.109510	-0.124070	-0.139760	-0.115780	-0.007390	-0.149650	-0.082050	-0.067090	-0.136810	-0.119450	-0.093180	-0.061690	-0.187580	-0.036110	-0.091630	-0.064960	-0.199640	-0.316490	-0.311800	-0.304750	-0.114770	-0.126910	-0.083830	-0.063750	-0.118900	-0.099090	-0.167840	-0.110460	-0.054570	-0.050150	-0.082500	-0.151130	-0.254050	-0.239400	-0.211910	-0.138990	-0.262890	-0.272550	-0.111350	-0.269920	-0.194300	-0.048360	0.019330	-0.072110	-0.010720	0.041820	0.081580	0.076570	0.061740	-0.014170	0.046610	-0.135630	-0.170380	-0.074440	-0.039500	-0.162960	-0.065450	-0.031970	-0.071770	-0.153550	-0.109780	0.009500	-0.051990	-0.031330	-0.087370	-0.128210
-0.294330	-0.194610	-0.295470	-0.144610	-0.346500	-0.289740	-0.263210	-0.243000	-0.290170	-0.301590	-0.255290	-0.172150	-0.127610	-0.249100	-0.173180	-0.222380	-0.191480	-0.197000	-0.283430	-0.160940	-0.222420	-0.223460	-0.213790	-0.189770	-0.171830	-0.225750	-0.172370	-0.253480	-0.208920	-0.212340	-0.544940	-0.467730	-0.485880	-0.461530	-0.134720	-0.280350	-0.447320	-0.507330	-0.351240	-0.416090	-0.352480	-0.389020	-0.517320	-0.475290	-0.509210	-0.429850	-0.340730	-0.300400	-0.186090	-0.361690	-0.191620	-0.292950	-0.378870	-0.266250	-0.298940	-0.403030	-0.353300	-0.267550	-0.218240	-0.326350	-0.320510	-0.210030	-0.238990	-0.247500	-0.297690	-0.089010	-0.169760	-0.104850	-0.236920	-0.154040	-0.256030	-0.211970	-0.211780	-0.125390	-0.257950	-0.232440	-0.163370	-0.249380	-0.287680	-0.254990
-0.197700	-0.182020	-0.069780	-0.180850	-0.060660	-0.032930	-0.186590	-0.140410	-0.099720	-0.029930	-0.192270	-0.176740	-0.279780	-0.180620	-0.144130	-0.198620	-0.139090	-0.123600	-0.075220	-0.110550	-0.142940	-0.087630	-0.142190	-0.157610	-0.165550	-0.094620	-0.149040	-0.103110	-0.083640	-0.081900	0.017120	-0.011460	0.001460	0.001580	-0.033320	-0.046990	0.014280	0.035860	-0.086900	-0.052640	-0.049730	-0.070710	0.026860	0.044630	0.041530	0.012540	-0.082970	-0.115480	-0.241110	-0.144640	-0.257890	-0.116250	-0.056240	-0.119300	-0.054280	-0.027910	0.028860	-0.003040	-0.040380	0.048930	-0.020780	-0.047350	0.008200	0.008500	0.023990	-0.102560	-0.124440	-0.194920	-0.141770	-0.144550	-0.099270	-0.080900	-0.095270	-0.204310	-0.063540	-0.114560	-0.121430	-0.204650	-0.110540	-0.103120
