3.340520	3.272990	3.106440	3.008040	3.009690	3.076990	3.199940	3.116100	3.146140	3.095330	3.115450	3.099800	3.091130	3.062890	3.325770	3.532970	3.547840	3.638780	3.512080	3.487170	3.604140	3.648070	3.587630	3.437490	3.518110	3.606470	3.685540	3.551650	3.625390	3.598980	3.697280	3.688000	3.487140	3.533490	3.512880	3.553390	3.500410	3.473810
-0.160700	-0.121600	-0.058270	0.025250	0.033280	0.053450	-0.039020	0.004880	0.007910	0.003260	-0.011830	-0.019350	-0.001060	-0.025940	-0.093470	-0.072920	-0.002180	-0.058680	-0.071610	-0.049300	-0.061400	-0.040980	-0.017670	0.043590	-0.024690	-0.068240	-0.080490	-0.005660	-0.004700	-0.024060	-0.066610	-0.097760	0.010500	-0.044720	-0.095660	-0.116130	-0.104230	-0.136670
-0.322830	-0.263340	-0.120490	-0.204430	-0.214240	-0.250580	-0.139850	-0.220640	-0.197160	-0.202690	-0.203410	-0.189950	-0.223730	-0.214020	-0.303690	-0.204830	-0.247830	-0.113580	-0.109670	-0.129340	-0.099540	-0.117860	-0.143050	-0.211610	-0.108220	-0.076490	-0.067090	-0.212160	-0.194030	-0.206900	-0.159900	-0.119660	-0.269920	-0.211480	-0.169220	-0.152580	-0.167630	-0.181280
-0.080090	-0.099320	-0.257880	-0.182220	-0.181210	-0.122870	-0.197230	-0.132870	-0.173080	-0.181000	-0.202510	-0.214640	-0.168560	-0.181010	-0.067270	-0.271630	-0.120040	-0.241380	-0.267290	-0.236250	-0.207640	-0.176480	-0.173440	-0.178180	-0.280310	-0.237270	-0.225900	-0.063380	-0.091160	-0.114640	-0.185160	-0.246640	-0.148610	-0.189190	-0.229010	-0.211460	-0.206590	-0.158730
0.126180	-0.027310	-0.113540	-0.138180	-0.129220	-0.197510	-0.194970	-0.274790	-0.186930	-0.208440	-0.169200	-0.153850	-0.207240	-0.175860	-0.053640	0.059120	-0.191160	-0.135070	-0.124250	-0.134420	-0.218670	-0.262710	-0.254100	-0.203340	-0.147320	-0.224040	-0.237410	-0.362060	-0.335680	-0.306160	-0.267790	-0.196050	-0.203870	-0.170120	-0.125840	-0.173850	-0.161530	-0.218230
-0.358670	-0.211050	-0.040230	-0.033530	0.007050	-0.043630	0.014450	0.055050	-0.017970	-0.010710	-0.087120	-0.065490	-0.039960	-0.040000	-0.126660	-0.194080	-0.063730	-0.028010	-0.051310	-0.046650	0.030390	0.066300	0.053150	-0.044790	-0.028420	0.053820	0.060720	0.077310	0.053710	0.030500	0.051620	-0.014810	-0.081160	-0.065540	-0.120790	-0.079360	-0.083020	-0.062070
0.006320	-0.166570	-0.206140	-0.157800	-0.159980	-0.087650	-0.175470	-0.205970	-0.157770	-0.185850	-0.111080	-0.155860	-0.148040	-0.215130	-0.234630	-0.221700	-0.117930	-0.200040	-0.215060	-0.209600	-0.139010	-0.120050	-0.147810	-0.136050	-0.198860	-0.172320	-0.137620	-0.117620	-0.071840	-0.142870	-0.228710	-0.216300	-0.152880	-0.200570	-0.181670	-0.193350	-0.196730	-0.167180
0.004640	-0.028090	-0.059710	-0.098990	-0.064300	-0.166970	-0.082700	-0.168850	-0.144620	-0.161730	-0.266020	-0.221060	-0.234310	-0.149570	-0.039920	-0.102080	-0.231720	-0.033050	-0.062150	-0.034690	-0.133200	-0.164300	-0.156510	-0.143930	-0.060120	-0.141790	-0.144510	-0.207830	-0.269270	-0.254410	-0.206240	-0.153110	-0.228110	-0.171600	-0.144770	-0.119090	-0.114650	-0.223740
-0.026530	-0.313550	-0.408830	-0.266890	-0.160370	-0.298460	-0.350260	-0.384020	-0.298310	-0.394940	-0.336010	-0.326080	-0.354130	-0.384910	-0.133300	-0.256670	-0.230390	-0.402190	-0.457830	-0.431210	-0.300020	-0.259790	-0.295980	-0.415260	-0.489490	-0.325760	-0.290250	-0.341620	-0.289400	-0.328620	-0.336470	-0.447220	-0.382750	-0.397020	-0.446260	-0.520140	-0.518280	-0.405430
-0.007750	-0.060530	-0.008720	-0.081210	0.031380	0.041300	0.027070	-0.078480	-0.041100	-0.048860	-0.116530	-0.129560	-0.096750	-0.094960	-0.172700	-0.216800	-0.135170	-0.015200	-0.058090	-0.046900	0.018810	0.043700	0.004700	-0.061970	-0.010850	-0.004940	0.040920	-0.001040	0.008850	-0.062800	-0.098740	-0.050920	-0.077280	-0.093720	-0.117660	-0.030550	-0.011460	-0.042200
-0.122610	-0.161320	-0.110320	-0.042770	-0.190060	-0.191960	-0.136350	-0.054000	-0.165050	-0.147390	-0.127700	-0.121270	-0.121940	-0.139900	-0.103950	-0.031810	-0.138800	-0.091200	-0.076170	-0.106060	-0.180040	-0.204410	-0.191520	-0.072500	-0.083010	-0.166570	-0.179810	-0.127610	-0.188530	-0.191440	-0.170550	-0.135520	-0.189000	-0.152680	-0.061150	-0.094230	-0.117380	-0.196640
-0.122270	-0.000870	-0.098120	-0.133810	-0.032370	-0.044620	-0.090950	-0.130370	-0.000530	-0.013360	0.002790	0.013690	-0.020510	0.015880	-0.037210	-0.071970	0.030350	-0.081620	-0.068230	-0.018760	-0.010380	-0.009330	0.010160	-0.078790	-0.096370	-0.016250	-0.044380	-0.109130	-0.030770	0.041080	0.031330	-0.045530	0.026910	0.007630	-0.080470	-0.111850	-0.111360	-0.020100
-0.135120	-0.059840	0.052360	0.011920	-0.128270	0.019420	0.038310	0.141120	-0.020270	0.036210	0.026700	0.034970	0.054350	0.017510	-0.091740	-0.030830	-0.068360	-0.011000	0.015800	-0.048780	-0.091110	-0.095450	-0.083580	-0.032570	0.002150	-0.049530	-0.063280	0.063380	0.004300	-0.013190	-0.003980	0.062970	0.012850	0.043540	0.058280	0.115550	0.138710	0.108770
-2.928100	-3.017310	-2.351170	-1.879790	-1.063850	-0.256740	0.538370	0.595640	0.132880	-0.517700	0.166540	2.045550	3.231850	4.500330	4.515370	4.114590	3.731720	2.976900	1.282140	-0.223480	-0.482400	-0.298630	0.597480	0.277790	0.088920	0.241060	1.011220	1.392810	0.119920	-0.614150	-1.004210	-0.743280	-1.231570	-1.406350	-1.561580	-1.100150	-0.461670	-0.613300
1.506160	1.841330	1.592430	1.397480	1.049060	0.513430	-0.051100	-0.438830	-0.374640	-0.343530	-0.422470	-0.734650	-0.510420	-0.489980	-0.477910	-0.377220	-0.325090	-0.057740	0.218340	0.393590	0.261380	0.260440	-0.005920	-0.015860	0.023690	-0.119320	-0.367740	-0.598640	-0.009970	0.049400	-0.292720	-0.750520	-0.750990	-0.777800	-0.769440	-0.861230	-1.038710	-0.635920
1.182060	0.982250	1.153120	0.817850	0.474320	-0.017000	-0.333940	0.057300	-0.036840	-0.121870	-0.747490	-0.370920	-0.505310	0.041890	0.493470	0.769750	1.158500	1.214600	1.112650	0.217170	0.137460	-0.126950	0.146170	-0.187940	-0.445390	-0.540640	-0.432120	-0.246580	-1.028260	-1.000920	-0.542640	0.121960	0.086490	0.042560	-0.078480	0.009870	0.320780	-0.057990
-1.157240	-0.928090	-0.953640	-0.604560	-0.363560	-0.061250	0.159780	-0.357290	-0.354990	-0.411100	0.279230	-0.275290	0.172750	-0.078400	-0.404530	-0.627780	-0.763440	-0.551090	-0.380890	0.331440	-0.275580	0.056130	-0.056080	0.336670	0.569590	0.706610	0.624330	0.319990	0.457280	-0.107930	-0.708370	-1.189970	-0.853980	-0.322250	0.159660	0.333080	0.172630	0.414430
-2.519370	-2.901130	-2.949060	-2.995100	-2.288700	-1.355220	-0.697690	-0.268010	-0.134800	0.237770	0.804460	1.691030	0.923260	0.735560	0.431690	0.199140	-0.328420	-1.234250	-1.893300	-1.659960	-0.489020	-0.669920	-0.590960	-0.854230	-0.824980	-0.897660	-0.949550	-0.666330	-0.218670	0.644600	1.324230	1.646750	1.331720	0.721300	0.141010	-0.335330	-0.502530	-0.686670
3.151190	3.254420	3.274990	3.084830	2.188810	0.981150	-0.142040	-0.448540	-0.594170	-0.530570	-1.020020	-1.405640	-0.858330	-0.414510	-0.017510	0.056630	0.506670	1.132110	1.598450	1.146550	0.341180	0.350890	0.449230	0.408730	0.168480	0.120270	0.335980	0.234810	-0.553510	-1.161120	-1.541360	-1.546750	-1.343710	-1.014550	-0.685690	-0.158620	0.149920	0.173980
-1.827090	-1.487200	-1.404590	-1.262190	-0.714690	-0.115410	0.110610	-0.095830	-0.079570	-0.352320	-0.286280	-0.460610	-0.326160	-0.367150	-0.566400	-0.340730	0.041900	0.522640	0.528900	0.417360	0.020680	0.226160	0.214310	0.144900	0.188500	0.163160	-0.106880	-0.357420	-0.227030	-0.584590	-0.732140	-0.743580	-0.612800	-0.055800	0.241390	0.133680	0.026520	0.187320
-0.819810	-1.236610	-1.144670	-1.310020	-1.204910	-1.019000	-1.247550	-1.216470	-1.273400	-0.682640	-0.081360	0.565620	0.282620	0.978370	1.360560	1.231590	0.702040	-0.105980	-0.529200	-0.346890	-0.036140	-0.742260	-0.555790	-0.656650	-0.720300	-0.982470	-1.086260	-0.896670	-0.947550	-0.269190	0.219650	0.800600	1.057300	0.477240	-0.074020	-0.415130	-0.473100	-0.835450
-2.379640	-2.423830	-2.403320	-2.194090	-1.284560	-0.489740	-0.525900	-0.976280	-0.911920	-0.350830	0.750790	0.934780	0.961500	0.575930	-0.411450	-0.934810	-0.788590	-0.647770	-0.899970	-0.460150	-0.652120	0.175040	0.380630	-0.009410	-0.173680	0.019330	0.410700	0.254760	-0.088420	-0.892390	-1.167120	-1.439340	-1.731050	-1.133600	-0.616220	-0.061270	0.008860	0.359580
-0.190140	0.094150	0.272500	-0.006230	-0.064700	-0.120880	-0.670550	-0.957280	-1.354370	-1.165740	-1.112160	-1.092100	-1.029420	-0.243290	0.306550	0.572060	0.965680	1.474510	1.695870	1.162110	0.501570	0.066930	0.285370	0.065290	-0.116210	-0.311540	-0.444550	-0.438820	-0.816330	-0.988710	-1.144400	-0.609560	-0.136790	0.272970	0.375500	0.277740	0.362530	0.306810
-0.115970	-0.379350	-0.350950	0.020590	-0.120660	-0.148830	-0.267010	-0.138060	0.336900	0.082740	-0.087300	0.221240	0.409010	0.316750	0.299080	0.189070	-0.206320	-0.643810	-1.037020	-0.722790	-0.121360	-0.337920	-0.341680	0.027120	0.054200	-0.217750	-0.516620	-0.644770	-0.447750	-0.041480	0.382800	0.503150	0.706310	0.277570	-0.157580	-0.483090	-0.607390	-0.937980
0.423090	0.509760	0.333460	-0.031820	0.130370	0.119510	0.671330	0.776890	0.455330	0.673270	0.569290	0.087170	-0.201710	-0.449980	-0.627780	-0.472060	-0.206720	-0.084170	0.287230	0.043020	-0.403760	0.005940	-0.210100	-0.655470	-0.499160	-0.001440	0.411000	0.572850	0.635400	0.427210	0.163150	-0.302860	-1.023200	-0.984490	-0.597110	-0.197330	-0.130430	0.273270
0.847240	1.048770	1.171320	1.531660	0.970120	0.519720	0.236310	0.460500	0.577400	-0.196460	-0.814640	-0.983600	-0.719460	-0.823410	-0.546930	-0.555950	-0.617440	-0.473320	-0.316110	-0.400040	-0.099700	-0.226720	-0.140780	0.638130	0.810240	0.647570	0.422160	0.432450	0.350770	0.520060	0.448500	0.429410	0.957470	0.995020	0.840600	0.610260	0.601960	0.297290
-1.216780	-0.368610	1.922020	3.721860	3.300830	0.927770	-1.386460	-1.512690	-0.952910	-0.131600	1.049420	2.746200	4.096690	3.854310	0.390700	-3.433310	-4.417830	-3.115450	-0.166470	0.302390	-0.985380	-1.293010	-0.002850	1.699080	1.561690	-0.121410	-1.130450	-0.262860	-0.346360	-0.861920	-1.945530	-1.583500	0.493970	0.916790	0.771180	-0.160390	-0.589990	-0.207510
0.740580	0.614770	-0.458730	-1.714510	-1.894600	-1.227830	-0.039880	0.170090	0.031050	-0.153350	-0.496240	-0.463510	-0.240770	0.195970	0.609420	0.390300	-0.239300	-0.199030	0.112660	0.657090	0.646470	-0.244080	-1.069970	-1.234760	-0.275280	0.719810	0.740550	-0.348320	-0.773510	-0.380920	0.181450	0.173000	-0.765550	-0.823990	-0.316120	0.265550	0.502130	0.195350
-0.472760	-1.324400	-1.676950	-1.226800	-0.385330	0.290750	-0.123730	-0.218570	-0.263950	-0.165710	-0.400600	-0.585510	-0.135510	0.713480	1.702690	1.244380	0.600410	-0.780440	-1.428300	-1.402030	-1.065030	0.104610	0.938660	0.822690	-0.541490	-1.676560	-1.434150	0.413530	1.020750	0.581320	-0.270160	-0.486030	0.738560	0.664760	0.070850	-0.599750	-0.873740	-0.355940
0.100480	0.826790	1.450870	1.323600	0.564300	-0.489300	-0.725000	-0.687840	-0.234190	0.214560	0.880910	0.617690	-0.056200	-0.784190	-1.580220	-0.575410	-0.327510	0.854060	1.428890	0.799620	-0.064670	-1.301880	-1.273300	0.178800	1.839280	1.861410	0.412800	-2.082590	-2.510230	-1.333760	0.155430	1.046020	0.248270	0.212210	0.468900	0.586620	0.581460	0.028360
-0.184570	0.493470	1.162410	1.186990	0.803540	0.642400	0.933690	1.436120	0.615140	-0.093660	-0.121650	0.763430	0.987200	-0.179610	-1.796110	-2.473630	-0.978910	-0.378110	-0.206200	-0.111310	0.617750	1.586090	1.087090	-0.729530	-2.096860	-1.492290	0.038330	2.053200	2.367770	1.504020	0.493830	-0.690510	-0.870740	-1.236300	-1.403880	-0.917440	-0.537930	-0.014970
0.361550	-0.751870	-2.028580	-2.449470	-1.989750	-0.819630	-0.959230	-1.378890	-0.710070	0.008910	0.657970	-0.093640	-0.609780	-0.022990	1.099890	1.749120	0.891290	0.148150	-0.098310	-0.480990	-1.112240	-1.375990	-0.620790	0.884770	1.201370	0.108160	-0.816210	-1.363870	-1.210030	-0.864120	-0.871230	-0.116780	0.679690	1.045660	1.202450	0.529150	0.085310	-0.129190
0.533510	1.806120	2.131870	1.241610	0.032480	-1.082410	-0.103700	0.708640	0.580720	-0.004660	-1.224540	-1.157760	-0.185960	0.773240	1.027910	0.226230	-0.502150	-0.005860	0.563860	0.626640	-0.337270	-1.214550	-0.845340	-0.032150	1.070980	0.813560	-0.428090	-1.492400	-1.639010	-0.428200	0.877510	1.016360	0.295140	-0.079290	-0.146280	0.193630	0.283330	0.015490
-0.276430	-0.360680	0.012760	0.250320	0.145230	0.341660	-0.456060	-0.403990	-0.398350	0.264180	1.976650	2.007110	0.887450	-0.572180	-1.460900	-0.355680	0.476990	-0.650350	-1.395290	-1.677570	-0.037560	1.363160	1.000530	-0.152800	-1.726890	-1.564840	-0.601750	1.011990	1.786710	1.269480	0.448660	-0.192870	0.127760	-0.332360	-1.031240	-1.553220	-1.511520	-0.615870
