4.215640	4.274550	4.132980	4.104140	4.156760	4.100690	4.177830	4.161020	4.110270	4.131120	4.186880	4.153220	4.222890	4.139200	4.182370	4.253800	4.158630	4.166310	4.156600	4.196950	4.322610	4.172020	4.258610	4.253860	4.243050	4.453100	4.551750	4.562050	4.583590	4.610660	4.674220	4.653790	4.651370	4.602770	4.554270	4.510910	4.418340	4.364760	4.253520	4.252870	4.128960	4.152100	4.114680	4.151580	4.143880	4.190050	4.107400	4.106880	4.130330	4.139810	4.163900	4.212400	4.187520	4.150100	4.222720	4.124680	4.149560	4.178530	4.205890	4.127170	4.131750	4.149580	4.133130
-0.152360	-0.108980	-0.032900	-0.007640	-0.053060	-0.072520	-0.090890	-0.028200	0.010400	-0.022330	-0.059480	-0.032180	-0.105810	-0.038270	0.007240	-0.087600	-0.020220	-0.019480	-0.054980	-0.057170	-0.080550	0.026630	-0.061460	-0.047400	-0.048100	-0.036570	-0.003880	-0.014160	0.045360	0.021940	-0.051950	-0.074230	-0.116190	-0.096210	-0.134150	-0.126310	-0.098070	-0.072130	-0.056150	-0.089920	-0.028610	-0.035130	-0.054370	-0.018550	-0.024060	-0.066680	0.035190	-0.011790	-0.035270	-0.018820	-0.056770	-0.089260	-0.013370	-0.027590	-0.085280	0.007950	-0.004780	0.003850	-0.029780	0.038890	0.004930	0.000550	-0.061920
-0.428500	-0.330080	-0.329700	-0.319950	-0.275640	-0.291520	-0.290800	-0.322060	-0.331170	-0.295800	-0.234040	-0.283780	-0.238740	-0.277960	-0.372780	-0.282800	-0.275350	-0.357850	-0.297790	-0.320340	-0.248070	-0.319020	-0.256250	-0.281170	-0.271990	-0.211930	-0.238220	-0.217830	-0.294190	-0.267600	-0.190060	-0.170180	-0.171670	-0.178380	-0.207010	-0.192960	-0.291560	-0.274750	-0.254650	-0.200150	-0.292760	-0.297470	-0.273110	-0.276720	-0.257280	-0.272670	-0.368540	-0.288910	-0.274060	-0.301210	-0.233990	-0.172370	-0.313720	-0.367370	-0.243810	-0.360590	-0.291160	-0.304940	-0.259290	-0.280520	-0.286180	-0.295760	-0.263390
-0.065140	-0.109960	-0.137690	-0.190710	-0.225860	-0.189560	-0.144070	-0.150260	-0.173660	-0.216540	-0.240750	-0.225700	-0.192690	-0.243780	-0.071920	-0.128180	-0.220020	-0.069420	-0.152780	-0.087180	-0.182150	-0.181260	-0.181250	-0.140020	-0.166370	-0.280090	-0.210100	-0.243980	-0.135250	-0.169690	-0.219210	-0.239190	-0.232670	-0.276730	-0.242780	-0.269390	-0.158520	-0.165900	-0.213160	-0.284280	-0.203350	-0.183700	-0.201870	-0.227220	-0.256050	-0.165750	-0.130420	-0.261330	-0.242760	-0.211780	-0.273000	-0.343320	-0.174880	-0.074760	-0.191990	-0.127980	-0.216860	-0.181230	-0.224940	-0.271450	-0.233310	-0.189210	-0.242370
0.078080	-0.070010	-0.117020	-0.032860	-0.044420	-0.038340	-0.138850	-0.110270	-0.087480	-0.016690	-0.070720	-0.034690	-0.108410	0.028370	-0.187290	-0.163090	-0.068310	-0.178790	-0.126490	-0.193050	-0.147080	-0.096470	-0.149940	-0.185210	-0.156150	-0.071900	-0.227720	-0.175310	-0.291990	-0.244220	-0.233800	-0.207360	-0.222970	-0.129520	-0.132460	-0.056980	-0.142550	-0.170340	-0.132380	-0.028090	-0.070000	-0.050940	-0.079250	-0.061470	-0.023610	-0.148820	-0.129030	0.054930	0.006590	-0.049120	-0.019660	0.018710	-0.079510	-0.177660	-0.134250	-0.106060	-0.062120	-0.168970	-0.114450	-0.040730	-0.078130	-0.118220	-0.016040
-0.349010	-0.211050	-0.125600	-0.229270	-0.120810	-0.211170	-0.117210	-0.123360	-0.117950	-0.252530	-0.118390	-0.175450	-0.135920	-0.265480	-0.150070	-0.102620	-0.120590	-0.152670	-0.109010	-0.111800	-0.144790	-0.190350	-0.101270	-0.083460	-0.096310	-0.137830	-0.045340	-0.111640	-0.050920	-0.099750	-0.054420	-0.071090	-0.059780	-0.108220	-0.112830	-0.149200	-0.056840	-0.047020	-0.062920	-0.137300	-0.100920	-0.228990	-0.107250	-0.125990	-0.176940	-0.061260	-0.116390	-0.291990	-0.255490	-0.146770	-0.157670	-0.132680	-0.137790	-0.087210	-0.089670	-0.170100	-0.170530	-0.115010	-0.174050	-0.159570	-0.128850	-0.132150	-0.215740
-0.101120	-0.097870	-0.133230	-0.089340	-0.218610	-0.079930	-0.077240	-0.209790	-0.202780	-0.019260	-0.122910	-0.123410	-0.152170	-0.021300	-0.001580	-0.109720	-0.210720	-0.012060	-0.160310	-0.070520	-0.090830	-0.093030	-0.171870	-0.197580	-0.140570	-0.115880	-0.168410	-0.135140	-0.118420	-0.079730	-0.152370	-0.137620	-0.158740	-0.181270	-0.228520	-0.201170	-0.269410	-0.268720	-0.281090	-0.192220	-0.228960	-0.011710	-0.252480	-0.202580	-0.077260	-0.168340	-0.129210	-0.015790	-0.069710	-0.153090	-0.163370	-0.265300	-0.168730	-0.103210	-0.106060	-0.046570	-0.143660	-0.198300	-0.108530	-0.206600	-0.204890	-0.127530	-0.163130
0.062380	-0.005780	-0.022310	-0.040190	0.113260	-0.065700	-0.070950	0.123100	0.058620	-0.108770	-0.031930	0.062570	-0.041170	-0.096820	-0.187340	-0.007950	0.143230	-0.153950	-0.014030	-0.102180	-0.109070	-0.116110	-0.006130	0.049010	-0.006040	-0.031790	-0.144460	-0.119450	-0.139040	-0.179530	-0.079560	-0.076640	-0.114280	-0.072310	-0.105570	-0.038600	-0.068530	-0.031960	0.031050	0.003730	0.133270	-0.103630	0.142210	0.075900	-0.049810	0.019650	0.017640	-0.079060	-0.040040	-0.023330	0.079440	0.140330	0.068880	-0.058020	-0.106760	-0.080580	-0.028700	-0.116740	-0.193730	-0.027970	-0.049190	-0.109110	0.025180
-0.085350	-0.132890	-0.144160	-0.253120	-0.326640	-0.098440	-0.127400	-0.388500	-0.265540	-0.133540	-0.149660	-0.278590	-0.265320	-0.141230	-0.068960	-0.228270	-0.397020	-0.159010	-0.222130	-0.195120	-0.268160	-0.332610	-0.371800	-0.447530	-0.291550	-0.338030	-0.404770	-0.476030	-0.461560	-0.413700	-0.523380	-0.506740	-0.456810	-0.534400	-0.506450	-0.407530	-0.223950	-0.353800	-0.374300	-0.246740	-0.307780	-0.157660	-0.377910	-0.296800	-0.120200	-0.233900	-0.149310	-0.113720	-0.259320	-0.153290	-0.290340	-0.308730	-0.300710	-0.081790	-0.086990	-0.127050	-0.247840	-0.360930	-0.299940	-0.322480	-0.211690	-0.197090	-0.359960
-0.070440	-0.061310	-0.057860	-0.036050	0.110890	-0.130940	0.059840	0.141080	-0.004280	-0.095500	-0.023360	0.109970	-0.000010	-0.025330	-0.066560	0.094590	0.104460	0.035100	-0.006540	0.044190	0.037880	-0.069170	0.057950	0.113650	0.091640	0.165170	-0.009860	0.016620	0.026440	-0.058030	0.060320	0.091260	0.081670	0.107820	0.028000	0.068300	-0.041760	-0.028770	0.001940	-0.007970	0.057510	-0.021020	0.071160	0.000410	-0.043470	0.097800	-0.060800	-0.077940	0.008750	-0.071280	0.070130	-0.026280	0.060040	-0.023160	-0.005640	-0.024870	-0.082640	-0.123480	-0.133260	-0.164790	-0.170360	-0.071100	0.047080
