1.662850	1.712370	1.670800	1.670800	1.701030	1.720240	1.811390	1.778460	1.787000	1.802500	1.849810	1.857440	1.967360	2.245910	2.412010	2.384200	2.517840	2.793250	2.871740	2.864160	2.713790	2.528030	2.595230	2.685720	2.628600	2.686290	2.878600	2.881390	2.798250	2.693860	2.689920	2.651390	2.775200	2.871540	3.091610	3.120230	2.970110	2.785850	2.770790	2.769100	2.701540	2.736440	2.688330	2.566470	2.582190	2.543220	2.693310	2.815060	2.887800	2.848220	2.766000	2.547990	2.762580	2.651190	2.681260	2.626220	2.633430	2.569410	2.549170	2.539200	2.480440	2.562330	2.482600	2.529330	2.599830	2.524650	2.479100	2.522310	2.545010	2.537410	2.643550	2.594280	2.539670	2.514650	2.561560	2.608380	2.606380	2.578060	2.597850	2.531970	2.515590	2.478680	2.487240	2.455110	2.394320	2.373310	2.400200	2.299930	2.237150	2.246070	2.338200	2.266730	2.451520	2.494690	2.723920	2.919710	2.944340	2.822390	2.620500	2.598030	2.357960	2.258140	2.290880	2.231610	2.257810	2.211810	2.559720	2.775420	2.888850	2.948050	2.819100	2.850560	2.736540	2.740520	2.568310	2.656350	2.842260	3.127770	3.299890	3.334210	3.376930	3.440010	3.438700	3.377990	3.290040	3.308700	3.265230	3.230740	3.204620	3.185990	3.122390	3.041300	2.866670	2.907930	2.784360	2.548020	2.494580	2.631080	2.543770	2.429450	2.431980
0.122400	0.074820	0.113940	0.113940	0.086160	0.065700	-0.018440	0.013180	0.009260	-0.001780	-0.036460	-0.004770	-0.028460	-0.046810	-0.054240	0.002680	0.064640	-0.044650	-0.063640	-0.048140	-0.044950	0.004560	-0.069700	-0.133490	-0.092670	-0.037490	-0.059300	-0.075960	-0.014300	-0.038630	-0.059500	-0.029960	-0.025660	-0.003240	-0.083710	-0.089610	-0.022800	0.020520	-0.057000	-0.040980	-0.003420	-0.060930	-0.067570	-0.036820	-0.043080	-0.049140	-0.023900	-0.039570	-0.069520	-0.059460	-0.049400	0.028080	-0.075060	-0.038340	-0.068470	-0.055290	-0.054620	-0.041760	-0.035880	-0.079870	-0.052760	-0.073230	-0.044040	-0.034350	-0.036930	-0.032580	-0.019460	0.001520	-0.042860	-0.028990	-0.071210	-0.038560	-0.033920	-0.042880	-0.059790	-0.080780	-0.013310	-0.050780	-0.050190	-0.073990	-0.054630	-0.045470	-0.044300	-0.035190	-0.039530	-0.028610	-0.029740	-0.018030	-0.015510	-0.020450	-0.041690	0.038440	-0.001940	0.004980	-0.016420	-0.026870	-0.036590	0.012640	-0.018550	-0.065700	0.003480	-0.011550	-0.076930	-0.000640	-0.082670	-0.061940	0.032880	-0.006840	0.048770	-0.056340	0.016000	-0.051330	0.019680	-0.069350	0.005210	-0.082620	-0.080590	-0.012610	-0.053160	-0.047340	-0.047200	-0.065750	-0.070150	-0.058630	0.020490	-0.019200	-0.026970	0.001640	-0.024590	-0.074380	-0.080710	-0.093190	-0.009270	-0.068070	-0.047740	-0.040890	-0.012230	-0.057660	-0.096770	-0.090100	-0.092670
-0.459040	-0.395460	-0.444640	-0.444640	-0.413500	-0.375150	-0.275080	-0.314880	-0.324550	-0.317290	-0.260790	-0.266960	-0.204770	-0.134210	-0.083490	-0.177510	-0.240260	-0.119370	-0.084600	-0.105880	-0.160200	-0.219040	-0.205150	-0.167740	-0.226540	-0.190890	-0.185890	-0.152010	-0.178420	-0.175760	-0.209430	-0.219240	-0.235110	-0.249270	-0.141870	-0.122930	-0.211810	-0.228920	-0.123080	-0.136710	-0.188850	-0.127160	-0.183320	-0.214800	-0.191070	-0.186780	-0.201380	-0.185000	-0.129780	-0.129560	-0.165240	-0.206120	-0.116740	-0.127560	-0.140220	-0.174040	-0.162970	-0.177810	-0.199400	-0.205440	-0.182540	-0.198610	-0.227870	-0.194840	-0.196230	-0.226470	-0.179140	-0.272420	-0.219060	-0.200230	-0.129530	-0.219430	-0.170420	-0.225120	-0.176970	-0.128960	-0.222650	-0.228140	-0.231930	-0.258520	-0.249420	-0.199180	-0.148180	-0.204950	-0.183820	-0.222650	-0.202680	-0.206310	-0.263390	-0.242530	-0.167680	-0.246340	-0.181320	-0.193270	-0.171210	-0.180620	-0.136160	-0.187660	-0.100540	-0.121510	-0.229240	-0.215760	-0.134810	-0.270630	-0.192410	-0.202310	-0.213900	-0.117420	-0.192670	-0.067770	-0.146030	-0.088030	-0.143550	-0.139710	-0.201680	-0.132230	-0.173580	-0.101880	-0.072510	-0.094660	-0.090230	-0.071720	-0.072130	-0.088640	-0.185680	-0.106350	-0.095330	-0.176160	-0.177000	-0.142850	-0.179010	-0.204890	-0.285950	-0.198860	-0.217730	-0.125070	-0.193510	-0.180260	-0.126750	-0.146860	-0.201770
0.094810	0.029590	0.074490	0.074490	0.053580	-0.004160	-0.095120	-0.058590	-0.017490	-0.018160	-0.083710	-0.094000	-0.147730	-0.166990	-0.236020	-0.140760	-0.107740	-0.179980	-0.198330	-0.183790	-0.143990	-0.157100	-0.132300	-0.140610	-0.065340	-0.139570	-0.078860	-0.121030	-0.157880	-0.145550	-0.092550	-0.120900	-0.063200	-0.045690	-0.116440	-0.139560	-0.071400	-0.126940	-0.221410	-0.217890	-0.178430	-0.208170	-0.167950	-0.133540	-0.156180	-0.155310	-0.098020	-0.080260	-0.135820	-0.149200	-0.112780	-0.175740	-0.172050	-0.227000	-0.182230	-0.117790	-0.155340	-0.150220	-0.132980	-0.102930	-0.195950	-0.115990	-0.115290	-0.161860	-0.125770	-0.086120	-0.203650	-0.062800	-0.092970	-0.152500	-0.177590	-0.067690	-0.186060	-0.117020	-0.152590	-0.208720	-0.157810	-0.100240	-0.126160	-0.062170	-0.042730	-0.127650	-0.188960	-0.099890	-0.161020	-0.083780	-0.121360	-0.170170	-0.080240	-0.085480	-0.181750	-0.140720	-0.180680	-0.110880	-0.089010	-0.071570	-0.120220	-0.079110	-0.218700	-0.157360	-0.108880	-0.128870	-0.208530	-0.064890	-0.142600	-0.163460	-0.093510	-0.209620	-0.137470	-0.227500	-0.163410	-0.204240	-0.194760	-0.116530	-0.127690	-0.168380	-0.189600	-0.230450	-0.197420	-0.183640	-0.195570	-0.207750	-0.193050	-0.183810	-0.069760	-0.174580	-0.262500	-0.163640	-0.159200	-0.177480	-0.141780	-0.107140	-0.011900	-0.113170	-0.121020	-0.247910	-0.165240	-0.123420	-0.218220	-0.222330	-0.098950
-0.135400	-0.078970	-0.108890	-0.108890	-0.111090	-0.042990	0.032030	0.006450	-0.072700	-0.070790	-0.008790	-0.007610	-0.010170	-0.143070	-0.102330	-0.149430	-0.176390	-0.168290	-0.164000	-0.140620	-0.107640	-0.023830	-0.043040	-0.025760	-0.107990	-0.079640	-0.253570	-0.186610	-0.128770	-0.134630	-0.136640	-0.094090	-0.187630	-0.231450	-0.232850	-0.218570	-0.244330	-0.141580	-0.077680	-0.070310	-0.064730	-0.073430	-0.043760	-0.065430	-0.017320	-0.019710	-0.134390	-0.208690	-0.170780	-0.157530	-0.168500	-0.035370	-0.115090	-0.008610	-0.042930	-0.122450	-0.076540	-0.062270	-0.065330	-0.068530	0.040260	-0.047790	-0.022730	0.000530	-0.115310	-0.098930	0.009610	-0.070740	-0.102990	-0.056220	-0.119780	-0.165030	-0.052490	-0.081430	-0.042140	-0.036660	-0.024680	-0.092390	-0.038470	-0.109990	-0.151600	-0.050080	-0.045060	-0.132280	-0.077360	-0.139590	-0.132060	-0.016330	-0.089860	-0.105750	-0.049860	-0.051610	-0.097860	-0.227200	-0.273080	-0.300060	-0.297940	-0.276380	-0.135610	-0.173300	-0.090560	-0.068650	-0.013230	-0.092590	-0.016900	0.041520	-0.254910	-0.167020	-0.186120	-0.214540	-0.249280	-0.225250	-0.193960	-0.249220	-0.189070	-0.184090	-0.043180	-0.143230	-0.225320	-0.226990	-0.212540	-0.192570	-0.221390	-0.233720	-0.351370	-0.254940	-0.077890	-0.189950	-0.166040	-0.165300	-0.161890	-0.218020	-0.337520	-0.247310	-0.230560	-0.063110	-0.132860	-0.188950	-0.042560	-0.001810	-0.132760
-0.144140	-0.185350	-0.174950	-0.174950	-0.144750	-0.201380	-0.272390	-0.259010	-0.145430	-0.163390	-0.212260	-0.186110	-0.136940	0.003910	-0.043540	-0.078940	-0.120260	-0.060810	-0.046760	-0.054520	-0.085580	-0.108160	-0.072100	-0.115150	-0.057440	-0.121670	-0.002170	-0.051220	-0.074650	0.014010	-0.078320	-0.099670	-0.070390	-0.039480	-0.043410	-0.049650	-0.037600	-0.010760	0.001040	-0.066850	-0.095430	-0.041770	-0.067680	-0.068910	-0.140920	-0.122500	-0.032440	0.052290	0.022840	0.031700	0.035610	-0.042640	-0.015340	-0.092160	-0.067900	-0.021230	-0.023580	-0.077680	-0.069440	-0.071480	-0.154460	-0.117580	-0.111570	-0.199040	-0.010160	-0.092920	-0.142660	-0.161510	-0.117350	-0.066700	-0.008720	-0.014570	-0.030800	-0.042950	-0.179620	-0.070930	-0.121210	-0.046740	-0.051830	-0.005900	-0.032570	-0.151740	-0.105030	-0.078120	-0.050930	-0.065620	-0.071570	-0.142250	-0.054290	-0.082830	-0.119790	-0.107800	-0.099960	0.011370	0.009610	-0.016030	0.041610	0.026660	0.018990	-0.012030	-0.101410	-0.080330	-0.083420	-0.128980	-0.121110	-0.210990	0.025760	0.010010	-0.051940	0.039480	0.049880	0.033430	0.016540	-0.014270	-0.086890	-0.059000	-0.061980	-0.032290	0.050860	0.051540	0.035180	0.021320	0.043830	0.055930	0.147540	0.072070	-0.054420	0.022550	-0.002190	-0.037220	-0.035530	-0.022180	0.024270	-0.051370	-0.034040	-0.057610	0.007710	0.017850	-0.065170	-0.080180	-0.016530
-0.055410	-0.030260	-0.022360	-0.022360	-0.080890	-0.052400	0.019740	0.019550	-0.106650	-0.059340	-0.026150	-0.061840	-0.122540	-0.198250	-0.134420	-0.073650	0.005830	-0.074300	-0.065880	-0.073400	-0.114140	-0.128540	-0.190870	-0.121030	-0.170430	-0.097370	-0.149980	-0.094750	-0.070520	-0.253560	-0.100280	-0.141220	-0.077870	-0.091540	-0.075260	-0.072340	-0.061060	-0.177940	-0.219980	-0.138930	-0.126980	-0.213870	-0.212890	-0.187030	-0.052650	-0.081430	-0.053080	-0.081740	-0.065410	-0.111910	-0.137410	-0.204380	-0.082190	-0.124700	-0.160490	-0.146480	-0.190030	-0.091050	-0.170060	-0.194960	-0.087420	-0.094510	-0.124990	-0.019750	-0.217640	-0.110470	-0.126010	-0.053600	-0.071200	-0.197080	-0.180760	-0.156730	-0.252340	-0.186170	-0.031440	-0.194620	-0.094640	-0.105740	-0.118080	-0.145740	-0.109650	0.016410	-0.096670	-0.071070	-0.222050	-0.118370	-0.079080	-0.127740	-0.196070	-0.126910	-0.112940	-0.152210	-0.120560	-0.126850	-0.052000	-0.029210	-0.060540	-0.056940	-0.152210	-0.141440	-0.110880	-0.158090	-0.187780	-0.089910	-0.184400	-0.069650	-0.118780	-0.164910	-0.060740	-0.140610	-0.123100	-0.140110	-0.150770	-0.099890	-0.052300	-0.129650	-0.236240	-0.089820	-0.119690	-0.149910	-0.146990	-0.129880	-0.125020	-0.148440	-0.179070	-0.116400	-0.117860	-0.152860	-0.149560	-0.155420	-0.190370	-0.169760	-0.139110	-0.085210	-0.119740	-0.181240	-0.213380	-0.077750	-0.139620	-0.128730	-0.095440
-0.093980	-0.106190	-0.124440	-0.124440	-0.051180	-0.048250	-0.122420	-0.133910	-0.015330	-0.095500	-0.097590	-0.045060	0.014850	0.004600	-0.022290	-0.084880	-0.192610	-0.088020	-0.085410	-0.056820	-0.002930	-0.074860	-0.095160	-0.168450	-0.099700	-0.108820	-0.104030	-0.145080	-0.229710	-0.002980	-0.176230	-0.114710	-0.205880	-0.163110	-0.161330	-0.152280	-0.210650	-0.118950	-0.061390	-0.172180	-0.105510	-0.011130	-0.073380	-0.093690	-0.149790	-0.080440	-0.099260	-0.082630	-0.074590	-0.049200	-0.010630	0.078610	-0.035560	0.013860	0.052140	-0.006790	0.049480	-0.120740	0.007960	0.050750	-0.071800	-0.029870	-0.038750	-0.139640	-0.021420	-0.083230	-0.082970	-0.083970	-0.149970	-0.024950	-0.093920	-0.069150	0.045290	-0.106020	-0.170680	-0.021690	-0.158930	-0.165910	-0.077270	-0.037690	-0.163750	-0.208690	-0.049800	-0.163420	0.007650	-0.104740	-0.161050	-0.023450	0.009800	-0.135880	-0.150600	-0.049320	-0.156770	-0.197990	-0.233380	-0.234060	-0.263870	-0.211780	-0.059920	-0.076440	-0.078250	-0.011120	-0.018800	-0.088450	0.005720	-0.046570	-0.211790	-0.075150	-0.109070	-0.159430	-0.183450	-0.155300	-0.128790	-0.152160	-0.233970	-0.125150	-0.050980	-0.150280	-0.158420	-0.152620	-0.127080	-0.121640	-0.152860	-0.161590	-0.164740	-0.208760	-0.112610	-0.183360	-0.190530	-0.124540	-0.091130	-0.190660	-0.244220	-0.275460	-0.280370	-0.105720	-0.106740	-0.182750	-0.041030	0.022870	-0.077650
-0.099620	-0.094150	-0.075210	-0.075210	-0.148140	-0.168180	-0.114970	-0.090670	-0.176030	-0.076650	-0.094520	-0.103070	-0.162860	-0.273220	-0.360470	-0.366770	-0.341950	-0.419850	-0.407500	-0.378210	-0.363580	-0.113790	-0.025390	0.025560	-0.068100	-0.236310	-0.391780	-0.330500	-0.203570	-0.294130	-0.209810	-0.237020	-0.205070	-0.305400	-0.386270	-0.410970	-0.311030	-0.263250	-0.249430	-0.148880	-0.282820	-0.289040	-0.156100	-0.102120	-0.000200	-0.080400	-0.067650	-0.064300	-0.100200	-0.126670	-0.139510	-0.174860	-0.139430	-0.185460	-0.179520	-0.157070	-0.135000	0.030220	-0.109440	-0.180900	-0.009330	-0.081170	0.024850	-0.096430	-0.147660	-0.097980	-0.101520	-0.195230	-0.149980	-0.217070	-0.181620	-0.211210	-0.255410	-0.063790	-0.167790	-0.206540	-0.147780	-0.034690	-0.064390	-0.056700	-0.065150	-0.018290	-0.160250	-0.120310	-0.278830	-0.134450	-0.109810	-0.225030	-0.181290	-0.072050	-0.131220	-0.196420	-0.216200	-0.228590	-0.277070	-0.338680	-0.288870	-0.262280	-0.268040	-0.308110	-0.175300	-0.152940	-0.088640	-0.200170	-0.200780	-0.097830	-0.227140	-0.359360	-0.411010	-0.348220	-0.315630	-0.352210	-0.389020	-0.390260	-0.313780	-0.434850	-0.276330	-0.400820	-0.310700	-0.294060	-0.332490	-0.311370	-0.279000	-0.301960	-0.296120	-0.281370	-0.407850	-0.345240	-0.276400	-0.416130	-0.448670	-0.391480	-0.358050	-0.365170	-0.326120	-0.323520	-0.181700	-0.047390	-0.210050	-0.165750	-0.068290
-0.091420	-0.095150	-0.105030	-0.105030	-0.055410	-0.032890	-0.051930	-0.082940	-0.036320	-0.124350	-0.081730	-0.107340	-0.067840	-0.018410	0.058560	0.052490	0.040180	0.096380	0.114160	0.111470	0.064700	-0.069250	-0.147320	-0.124370	-0.114680	-0.064470	0.036830	0.022420	-0.073560	-0.022970	-0.018110	-0.048700	-0.098250	0.032430	0.041090	0.057060	0.021990	0.000980	0.005010	-0.109770	0.020450	-0.034400	-0.113270	-0.194650	-0.135060	-0.021900	0.051260	0.047840	0.068320	0.072780	0.070330	-0.030670	0.078160	0.007270	-0.011670	0.018710	-0.049570	-0.191540	-0.164040	-0.035870	-0.110170	-0.074780	-0.224570	-0.079530	-0.095490	-0.170200	-0.174550	-0.028740	-0.094640	-0.070760	-0.060980	0.011440	-0.042170	-0.185260	-0.110260	-0.097280	-0.052390	-0.036410	0.039880	0.064780	-0.058640	-0.073980	-0.057980	-0.088150	-0.048940	-0.112840	-0.024410	-0.028950	-0.061800	-0.175710	-0.173940	-0.089400	-0.169120	-0.070700	0.010220	0.022640	0.036500	0.028210	0.050540	0.015410	-0.092680	-0.097640	-0.169220	-0.042840	-0.088710	-0.087060	-0.062660	0.010140	0.070240	0.014970	0.015180	0.008020	0.051480	0.007360	-0.036690	-0.005440	-0.023500	0.079490	0.027370	-0.028440	-0.000750	0.017790	0.011290	-0.002710	0.000280	0.009660	0.101270	0.041480	0.010060	0.015520	0.045380	0.008920	-0.021060	0.002280	-0.014630	0.006660	-0.057300	0.082710	0.096110	0.144810	0.111610
