2.063850	2.063850	2.063850	2.063850	2.063850	2.063850	2.063850	2.063850	2.063850	2.063850	2.066260	2.239150	2.292150	2.547720	2.514640	2.549290	2.732930	2.683240	2.617210	2.657530	2.751870	2.735280	2.790160	2.824390	2.826700	2.852890	2.897980	2.863580	2.909650	2.866820	2.828580	2.870460	2.809810	2.870920	2.832930	2.801280	2.848440	2.763810	2.819910	2.771570	2.821180	2.917940	2.821330	2.743360	2.710920	2.719530	2.808470	2.853530	3.005920	2.916360	2.984230	3.162730	3.181550	3.090470	3.898560	3.950960	3.993550	4.044580	4.024860	4.001310	3.946620	4.002860	3.975560	3.798180	3.630700	3.489450	3.481850	3.164540	3.100110	3.018210	2.947970	2.925500	2.787670	2.852480	2.881720	2.873870	2.782270	2.816730	2.814700	2.785550	2.767940	2.837780	2.785420	2.752350	2.879030	2.837610	2.832660	2.827000	2.813350	2.810260	2.807380	2.754780	2.812980	2.833160	2.748640	2.843110	2.804570	2.721570	2.686300	2.678510	2.701280	2.703790	2.733850	2.679740	2.693880	2.776580
0.181320	0.181320	0.181320	0.181320	0.181320	0.181320	0.181320	0.181320	0.181320	0.181320	0.179020	0.019320	-0.023930	-0.186320	-0.151970	-0.172320	-0.096100	-0.160480	-0.079730	-0.139990	-0.191800	-0.140370	-0.163870	-0.167180	-0.127480	-0.151840	-0.180270	-0.152530	-0.174050	-0.196050	-0.207030	-0.237740	-0.164550	-0.183110	-0.196890	-0.145100	-0.149630	-0.143560	-0.176790	-0.166150	-0.154010	-0.190030	-0.179550	-0.117550	-0.092280	-0.129830	-0.140130	-0.166000	-0.055330	-0.094710	-0.031470	-0.075280	-0.085200	-0.137240	-0.020240	0.023390	-0.034260	-0.067900	-0.059650	-0.050940	-0.016990	-0.081630	-0.128600	-0.154060	-0.096470	-0.131730	-0.150910	-0.060340	-0.113860	-0.117780	-0.132880	-0.172400	-0.060400	-0.125520	-0.122470	-0.175600	-0.151470	-0.123990	-0.166860	-0.094790	-0.176870	-0.193400	-0.110060	-0.063620	-0.162290	-0.133390	-0.068000	-0.080680	-0.142270	-0.132130	-0.119920	-0.073840	-0.131400	-0.155950	-0.071110	-0.157870	-0.165430	-0.137060	-0.131200	-0.143010	-0.114620	-0.119360	-0.128050	-0.110000	-0.117120	-0.188190
-0.590800	-0.590800	-0.590800	-0.590800	-0.590800	-0.590800	-0.590800	-0.590800	-0.590800	-0.590800	-0.587790	-0.392260	-0.348220	-0.307510	-0.297320	-0.276680	-0.350960	-0.298120	-0.324400	-0.305220	-0.294160	-0.296660	-0.254680	-0.254510	-0.277040	-0.261890	-0.277730	-0.302290	-0.256760	-0.260320	-0.265250	-0.223590	-0.300340	-0.238100	-0.246020	-0.325410	-0.246240	-0.308950	-0.275210	-0.304140	-0.298830	-0.250020	-0.260340	-0.301300	-0.336560	-0.340900	-0.280840	-0.283920	-0.270740	-0.222210	-0.271380	-0.245680	-0.271940	-0.243970	-0.288640	-0.274010	-0.195530	-0.166440	-0.152070	-0.191490	-0.203650	-0.179170	-0.233120	-0.262020	-0.283770	-0.277990	-0.332520	-0.336100	-0.319520	-0.293020	-0.260150	-0.264490	-0.325410	-0.249870	-0.256710	-0.235700	-0.249470	-0.291250	-0.305470	-0.316350	-0.325510	-0.250640	-0.253260	-0.313740	-0.210880	-0.219760	-0.258080	-0.253700	-0.266900	-0.254910	-0.262720	-0.294660	-0.258760	-0.238140	-0.310870	-0.225610	-0.221510	-0.247560	-0.287240	-0.246600	-0.297580	-0.282940	-0.260630	-0.300960	-0.295270	-0.241560
0.166000	0.166000	0.166000	0.166000	0.166000	0.166000	0.166000	0.166000	0.166000	0.166000	0.162990	-0.015090	-0.042140	-0.027300	-0.091090	-0.075480	-0.036790	-0.044150	-0.091980	-0.058370	-0.018400	-0.096940	-0.136590	-0.132370	-0.123370	-0.131820	-0.052330	-0.055820	-0.087060	-0.100150	-0.095790	-0.122630	-0.075160	-0.145950	-0.100820	-0.011430	-0.155330	-0.085030	-0.105840	-0.085300	-0.051150	-0.111350	-0.134200	-0.095440	-0.075410	-0.072360	-0.132360	-0.094290	-0.174530	-0.219110	-0.171790	-0.127700	-0.109050	-0.124290	-0.157660	-0.111340	-0.149090	-0.174080	-0.223080	-0.172320	-0.214210	-0.225930	-0.225160	-0.174650	-0.168010	-0.173700	-0.099520	-0.110550	-0.172920	-0.098390	-0.134560	-0.111280	-0.112650	-0.178610	-0.108070	-0.149160	-0.185680	-0.082520	-0.010320	-0.092430	-0.005160	-0.121780	-0.161160	-0.106450	-0.164480	-0.192630	-0.156800	-0.159830	-0.062050	-0.105460	-0.119570	-0.120570	-0.080510	-0.093200	-0.101090	-0.129350	-0.134010	-0.182470	-0.071080	-0.163290	-0.078090	-0.084850	-0.102410	-0.086860	-0.067280	-0.088890
-0.204550	-0.204550	-0.204550	-0.204550	-0.204550	-0.204550	-0.204550	-0.204550	-0.204550	-0.204550	-0.202120	-0.064670	-0.063810	-0.003320	0.063380	-0.017610	-0.040890	-0.045460	0.046000	-0.037250	-0.073540	0.040000	0.040950	0.061550	0.049260	0.053350	-0.037320	-0.024420	-0.019900	0.016780	0.034270	0.042480	0.023640	0.061780	0.009550	-0.067840	0.071130	0.036790	0.037290	0.041090	-0.032090	0.030320	0.092290	0.055510	0.044820	0.080410	0.088180	0.046980	-0.071400	0.043100	-0.081090	-0.214640	-0.229170	-0.117550	0.022760	-0.165350	-0.214720	-0.178600	-0.111350	-0.153100	-0.056430	-0.054890	-0.008050	-0.064600	-0.110710	-0.102140	-0.100870	-0.040140	0.109760	-0.002880	0.015340	0.010860	0.062760	0.095540	-0.050800	0.071400	0.141260	-0.013140	-0.087300	0.050970	-0.062630	0.064550	0.075830	0.046140	0.017280	0.081930	0.033760	0.049160	-0.076500	-0.040400	-0.024480	0.032370	-0.083610	-0.049310	0.032670	-0.003570	-0.003950	0.133640	-0.023690	0.101970	-0.013770	-0.039230	-0.033820	0.011240	-0.035380	-0.020350
-0.118410	-0.118410	-0.118410	-0.118410	-0.118410	-0.118410	-0.118410	-0.118410	-0.118410	-0.118410	-0.119820	-0.215820	-0.177350	-0.248680	-0.266190	-0.128530	-0.095880	-0.162980	-0.257080	-0.133690	-0.125660	-0.237380	-0.150700	-0.207580	-0.199610	-0.171820	-0.158200	-0.134820	-0.137920	-0.131770	-0.157090	-0.187180	-0.180230	-0.204850	-0.162010	-0.109590	-0.213050	-0.172010	-0.182860	-0.175640	-0.163720	-0.181790	-0.247750	-0.239110	-0.223630	-0.254750	-0.222160	-0.242970	-0.177780	-0.202380	-0.126510	-0.095590	-0.101550	-0.161470	-0.187950	-0.077720	0.014460	-0.038240	-0.072670	-0.034770	-0.122600	-0.108930	-0.153160	-0.086080	-0.060250	-0.073610	-0.084680	-0.184870	-0.231540	-0.168450	-0.140140	-0.161290	-0.244350	-0.254090	-0.106980	-0.234690	-0.279850	-0.160450	-0.113700	-0.262170	-0.143150	-0.246330	-0.245540	-0.219550	-0.124870	-0.209770	-0.178770	-0.200790	-0.127100	-0.093690	-0.061770	-0.195590	-0.062330	-0.140300	-0.203910	-0.203130	-0.131680	-0.311830	-0.157720	-0.278930	-0.149520	-0.115620	-0.110270	-0.200290	-0.145430	-0.163990
-0.113680	-0.113680	-0.113680	-0.113680	-0.113680	-0.113680	-0.113680	-0.113680	-0.113680	-0.113680	-0.113490	-0.042810	-0.114610	-0.101420	-0.131920	-0.271320	-0.258090	-0.106610	-0.092120	-0.156110	-0.152120	-0.094460	-0.222350	-0.151960	-0.129260	-0.182390	-0.152880	-0.261450	-0.163910	-0.275130	-0.242490	-0.201170	-0.211870	-0.137810	-0.116060	-0.172120	-0.138150	-0.211460	-0.164980	-0.197320	-0.108140	-0.191620	-0.185090	-0.130340	-0.175320	-0.109340	-0.158720	-0.075090	-0.194370	-0.244800	-0.262830	-0.157950	-0.178900	-0.161760	-0.133270	-0.126120	-0.213200	-0.162680	-0.181210	-0.254480	-0.191780	-0.195290	-0.198460	-0.266860	-0.300500	-0.312690	-0.321700	-0.209510	-0.257120	-0.181550	-0.263440	-0.198490	-0.140070	-0.108030	-0.225350	-0.146390	-0.137980	-0.191340	-0.193700	-0.106600	-0.159960	-0.108500	-0.131410	-0.137720	-0.204410	-0.108810	-0.118200	-0.133530	-0.150110	-0.271160	-0.276830	-0.157320	-0.258420	-0.114800	-0.164110	-0.070540	-0.227810	-0.071700	-0.170720	-0.098140	-0.217540	-0.184330	-0.244500	-0.139410	-0.124310	-0.145100
-0.056460	-0.056460	-0.056460	-0.056460	-0.056460	-0.056460	-0.056460	-0.056460	-0.056460	-0.056460	-0.055620	-0.116180	-0.033510	-0.104690	-0.022990	0.076090	0.198370	-0.101570	-0.006270	-0.042700	-0.065200	-0.045250	0.135270	0.108530	0.004750	0.068480	-0.060130	0.120830	-0.055410	0.157360	0.145010	0.064690	0.065040	-0.012140	-0.025230	-0.017050	0.013990	0.020600	0.046610	-0.010970	-0.139110	0.037060	0.077690	0.003590	0.033260	-0.052560	0.012210	-0.091530	-0.185840	-0.000520	-0.060190	-0.212820	-0.212050	-0.231970	-0.048020	-0.153190	-0.118490	-0.168510	-0.093840	-0.011210	-0.025480	-0.077090	-0.294190	-0.301120	-0.245280	-0.260770	-0.261220	-0.163830	-0.060020	-0.065260	0.061120	-0.089200	-0.042370	-0.024560	-0.006020	0.017530	-0.023090	0.004870	-0.059070	-0.046720	-0.126700	-0.044530	0.039180	0.095030	0.136520	0.044800	0.053780	0.039070	-0.078810	0.113600	0.147900	0.036000	0.048760	-0.111940	0.074310	-0.133000	0.081840	-0.038930	0.003530	-0.031960	0.077260	0.009830	0.140680	0.032040	-0.081880	-0.041340
-0.156040	-0.156040	-0.156040	-0.156040	-0.156040	-0.156040	-0.156040	-0.156040	-0.156040	-0.156040	-0.157530	-0.102040	-0.157290	0.011440	-0.082290	-0.141970	-0.085510	0.077310	-0.054630	0.039060	0.053050	-0.015590	-0.114730	-0.086480	-0.016850	-0.037920	-0.021690	-0.159470	0.075340	-0.111180	-0.066930	-0.078190	-0.089120	0.013810	0.072200	0.062150	-0.021240	-0.053190	-0.031990	-0.006410	0.105040	-0.149630	-0.171330	-0.078950	-0.127250	0.016830	-0.051720	0.028950	-0.270540	-0.336790	-0.402220	-0.422140	-0.425930	-0.210610	-0.040560	-0.303060	-0.295110	-0.230080	-0.325100	-0.382400	-0.361650	-0.226480	-0.139200	-0.129230	-0.190120	-0.159720	-0.114880	-0.233250	-0.287590	-0.127020	-0.160800	-0.026430	-0.080840	0.002240	-0.029340	-0.124120	-0.103440	-0.048020	-0.017360	-0.064540	0.082590	-0.071860	-0.146580	-0.130750	-0.067330	-0.009640	-0.069330	-0.062290	0.023620	-0.182050	-0.122010	-0.128770	-0.094560	0.077150	-0.140000	-0.016540	-0.130030	-0.074120	-0.021370	-0.053520	-0.134220	0.001550	-0.133480	-0.095950	0.038160	-0.039330
-0.083920	-0.083920	-0.083920	-0.083920	-0.083920	-0.083920	-0.083920	-0.083920	-0.083920	-0.083920	-0.082330	-0.116320	-0.093430	-0.196870	-0.140060	-0.134930	-0.040900	-0.204450	-0.129280	-0.152850	-0.185720	-0.100720	-0.028710	-0.048510	-0.106280	-0.068160	-0.131550	-0.081640	-0.225060	-0.084020	-0.081680	-0.087000	-0.090200	-0.080390	-0.083820	-0.141980	-0.084110	-0.139480	-0.083650	-0.138550	-0.225540	-0.033690	0.008340	-0.094630	-0.067520	-0.105010	-0.118490	-0.113160	-0.285840	-0.152600	-0.178210	-0.099760	-0.099760	-0.310340	-0.102860	-0.016110	-0.105860	-0.166690	-0.096550	-0.090700	-0.082410	-0.091800	-0.162510	-0.161820	-0.222020	-0.274690	-0.267990	-0.212810	-0.044860	-0.111300	-0.147690	-0.186240	-0.162940	-0.168930	-0.237960	-0.043320	-0.072930	-0.185630	-0.193840	-0.135150	-0.226020	-0.029180	-0.054170	-0.033550	-0.064910	-0.086760	-0.070910	-0.132390	-0.231330	-0.068710	-0.038610	-0.088100	-0.146040	-0.242450	-0.057360	-0.129630	-0.127260	-0.078340	-0.178290	-0.132880	-0.103880	-0.176060	-0.081410	-0.057850	-0.188690	-0.129550
