1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825340	1.825350	2.106760	2.488480	2.742440	2.835870	2.941740	3.028660	3.086300	3.068330	3.214530	3.296770	3.280770	3.315970	3.356400	3.305670	3.428210	3.399520	3.407370	3.434820	3.391660	3.371210	3.387680	3.410320	3.371750	3.465870	3.377800	3.388140	3.732240	3.714480	3.752400	3.761540	3.743810	3.816810	3.909020	3.853940	3.858890	3.881010	3.803820	3.661200	3.616350	3.487330	3.556600	3.558670	3.456470	3.473380	3.446100	3.403850	3.439140	3.514320	3.449230	3.497380	3.539970	3.417840	3.366860	3.449730	3.420040	3.425250	3.418960
0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	0.118450	-0.061650	-0.025800	-0.001160	-0.047990	-0.033760	-0.025560	-0.080820	-0.014020	-0.049460	-0.101230	-0.042350	-0.087400	-0.067070	-0.024440	-0.064390	-0.056520	-0.049430	-0.080790	-0.029190	-0.029620	0.006810	-0.013240	-0.004380	-0.072930	-0.003590	0.007340	-0.060260	-0.018850	-0.031140	-0.104380	-0.092140	-0.099780	-0.126240	-0.151430	-0.134170	-0.201850	-0.194330	-0.089650	-0.095870	-0.068060	-0.101700	-0.099090	-0.018570	-0.031520	-0.016500	-0.048680	-0.024100	-0.105160	-0.064480	-0.089970	-0.105560	-0.067310	-0.008860	-0.064850	-0.088560	-0.082950	-0.026260
-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581630	-0.581640	-0.299680	-0.307990	-0.298770	-0.177400	-0.300650	-0.271660	-0.211340	-0.251780	-0.247900	-0.196360	-0.270840	-0.161780	-0.225530	-0.274370	-0.258100	-0.248750	-0.277250	-0.208830	-0.268200	-0.252600	-0.267570	-0.265770	-0.263560	-0.188890	-0.252300	-0.241820	-0.333630	-0.290090	-0.299390	-0.263080	-0.278760	-0.280700	-0.256430	-0.280900	-0.312510	-0.242510	-0.250050	-0.293200	-0.281130	-0.241090	-0.263350	-0.171080	-0.260010	-0.249090	-0.262590	-0.200570	-0.272440	-0.191280	-0.299950	-0.217220	-0.227030	-0.250230	-0.269320	-0.308380	-0.170490	-0.274800	-0.291000
0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104560	0.104570	-0.197290	-0.155370	-0.201410	-0.356400	-0.130590	-0.215380	-0.257200	-0.243910	-0.214940	-0.251640	-0.198030	-0.340120	-0.241470	-0.231190	-0.172220	-0.211550	-0.155580	-0.283250	-0.216310	-0.246410	-0.225950	-0.214860	-0.229800	-0.293730	-0.264730	-0.268020	-0.195290	-0.120380	-0.107050	-0.106730	-0.088620	-0.089990	-0.140220	-0.193230	-0.204930	-0.222910	-0.164690	-0.183980	-0.140000	-0.269540	-0.140330	-0.319040	-0.232200	-0.202870	-0.237620	-0.309930	-0.203920	-0.248900	-0.104670	-0.219400	-0.217500	-0.231490	-0.279330	-0.124010	-0.323150	-0.143460	-0.196080
-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.231410	-0.001660	-0.124040	-0.100970	-0.014870	-0.228060	-0.107820	-0.107760	-0.106900	-0.127480	-0.097110	-0.123100	-0.031480	-0.121260	-0.068450	-0.171020	-0.149860	-0.192280	-0.044030	-0.102220	-0.074310	-0.148240	-0.124040	-0.145360	-0.067490	-0.061990	-0.122140	0.014850	-0.251980	-0.223540	-0.253780	-0.263250	-0.229630	-0.163620	-0.038380	-0.033580	-0.039930	-0.142400	-0.100890	-0.178250	-0.032650	-0.197090	-0.041970	-0.104590	-0.186930	-0.102220	-0.030500	-0.114840	-0.127090	-0.232490	-0.173790	-0.102270	-0.070240	0.016980	-0.166730	-0.036460	-0.172580	-0.104130
-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.153310	-0.270200	-0.160620	-0.097010	-0.053740	0.006910	-0.107760	-0.033590	-0.054670	-0.062590	-0.097270	-0.090610	-0.072490	-0.014940	-0.120230	-0.045480	-0.049270	-0.040570	-0.117980	-0.114860	-0.106220	0.020870	-0.089050	-0.006000	-0.101800	-0.127240	0.004570	-0.205290	-0.055560	-0.140240	-0.126300	-0.116420	-0.138480	-0.117750	-0.214510	-0.134630	-0.126800	-0.076990	-0.109950	-0.145600	-0.143990	-0.077550	-0.095880	-0.108110	0.021710	-0.051950	-0.122580	-0.083750	-0.037740	-0.043180	0.041070	-0.117640	-0.098570	-0.191290	-0.067650	-0.088870	-0.081810	-0.073520
-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.149020	-0.106880	-0.083870	-0.143060	-0.274580	-0.166640	-0.111060	-0.226810	-0.224350	-0.221870	-0.145520	-0.161710	-0.302550	-0.249370	-0.152400	-0.111460	-0.201820	-0.153480	-0.174100	-0.173840	-0.194740	-0.296270	-0.186280	-0.350940	-0.179460	-0.177790	-0.356240	-0.151930	-0.143730	-0.088720	-0.106250	-0.105730	-0.120280	-0.194310	-0.180110	-0.281880	-0.266150	-0.247140	-0.241360	-0.101240	-0.174700	-0.151430	-0.265780	-0.211520	-0.265720	-0.199430	-0.193890	-0.190090	-0.213720	-0.154040	-0.252560	-0.101420	-0.193860	-0.172350	-0.143770	-0.214750	-0.093990	-0.213470
-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.097150	-0.044710	-0.139530	-0.095890	0.047480	-0.169030	-0.122890	-0.098080	-0.042590	-0.005950	-0.065850	-0.129650	0.046100	0.010640	-0.092980	-0.152800	-0.199440	-0.162340	-0.047680	-0.125780	-0.066790	0.000050	-0.111650	-0.014100	-0.085350	-0.096690	0.057800	0.011130	-0.192300	-0.172660	-0.231210	-0.251730	-0.176850	-0.069030	-0.203130	-0.241950	-0.193560	-0.231070	-0.151320	-0.297830	-0.231860	-0.240670	0.007200	-0.088330	-0.053460	-0.083560	-0.074400	-0.079790	-0.083380	-0.138750	-0.062530	-0.137850	-0.025860	-0.009410	-0.097220	0.019060	-0.207020	0.031200
-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.187430	-0.279270	-0.212110	-0.146430	-0.163480	-0.040110	-0.097110	-0.117420	-0.139840	-0.260520	-0.169990	-0.168670	-0.259780	-0.200660	-0.148350	-0.037380	-0.083380	-0.094800	-0.185320	-0.151600	-0.189460	-0.187720	-0.177380	-0.270550	-0.190700	-0.190360	-0.327580	-0.180360	-0.208900	-0.323140	-0.265140	-0.218570	-0.257590	-0.238270	-0.138380	-0.145320	-0.192660	-0.189440	-0.237380	-0.157060	-0.070080	-0.137010	-0.244020	-0.255600	-0.202940	-0.075740	-0.158640	-0.168560	-0.118450	-0.158870	-0.061260	-0.121400	-0.183490	-0.238810	-0.116990	-0.185510	-0.026190	-0.248900
-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	-0.122040	0.032720	0.059840	0.046930	0.008020	-0.018680	0.020600	0.005920	-0.088640	0.050650	0.043930	0.011920	-0.019500	0.073490	0.052730	-0.004800	-0.110950	-0.009870	0.070680	-0.094000	-0.006400	-0.013900	-0.080230	-0.149110	0.025290	-0.046160	-0.001710	0.086730	-0.070840	-0.015330	-0.173940	-0.216710	-0.166830	-0.068220	-0.134980	-0.105320	-0.010990	-0.030780	-0.022030	-0.107870	-0.115040	-0.077960	-0.019210	-0.041080	0.038580	-0.035200	-0.075160	-0.032960	-0.028500	0.012440	-0.006050	0.055400	0.038610	0.012080	0.018770	0.049800	-0.035150	0.091550
