3.768390	3.961420	4.006160	4.065660	4.154460	4.208050	4.242780	4.129380	4.196560	4.120610	4.015480	4.016170	3.959980	4.062300	3.979690	4.057810	4.081460	4.258300	4.323610	4.311690	4.324580	4.344890	4.322390	4.276220	4.239150	4.208330	4.267750	4.196110	4.185410	4.020030	4.037640	3.945770	4.082140	4.016030	4.032850	3.973490	4.022920	4.122740	4.102960	4.064980	3.887430	3.933130	3.971390	3.838160	3.946460	3.772170	3.729610	3.756930	3.745320	3.796260	3.813400	3.670390	3.707180	3.799480	3.772940	3.869780	4.064280	4.076230	4.088360	4.133980	4.022670	4.097890	4.062100	4.074480	4.012250	4.022530	4.075650	4.166410	4.135590
-0.002660	-0.044440	-0.088520	-0.067560	-0.143320	-0.212340	-0.194240	-0.151850	-0.153430	-0.099240	-0.088980	-0.089880	-0.046780	-0.076710	-0.006110	-0.078130	-0.018630	-0.054000	-0.040050	-0.010310	-0.038040	-0.035370	-0.031140	-0.042370	-0.049500	-0.035480	-0.120670	-0.141410	-0.178160	-0.079770	-0.020650	-0.012410	-0.106570	-0.008870	-0.113280	-0.061160	-0.060630	0.009520	0.000770	-0.110750	-0.015500	-0.009110	-0.004510	-0.008720	-0.083740	0.030610	-0.013260	-0.050100	-0.038670	-0.108140	-0.065800	-0.025250	-0.028180	-0.086340	-0.043300	-0.029530	-0.027440	-0.032130	-0.038530	-0.006320	-0.028470	-0.059710	-0.038930	-0.100350	-0.115880	-0.073310	-0.100230	-0.085860	-0.098640
-0.404880	-0.309390	-0.268550	-0.309620	-0.326610	-0.247970	-0.311250	-0.305990	-0.271610	-0.304820	-0.327460	-0.315150	-0.315780	-0.255350	-0.299620	-0.223860	-0.238290	-0.268540	-0.311070	-0.318290	-0.303120	-0.258260	-0.272140	-0.275340	-0.340700	-0.333830	-0.356630	-0.282700	-0.210200	-0.268940	-0.286380	-0.318160	-0.218530	-0.285560	-0.172140	-0.199270	-0.218940	-0.268880	-0.211350	-0.156780	-0.269760	-0.250630	-0.279180	-0.255170	-0.217140	-0.265160	-0.250600	-0.267300	-0.292350	-0.252350	-0.239820	-0.291220	-0.289820	-0.246120	-0.266540	-0.233100	-0.274010	-0.261890	-0.281720	-0.314680	-0.313070	-0.263410	-0.306010	-0.251810	-0.253780	-0.270100	-0.289900	-0.306210	-0.325490
-0.049080	-0.134260	-0.179910	-0.113790	-0.084650	-0.149420	-0.028480	-0.130650	-0.103460	-0.133060	-0.137060	-0.124240	-0.132830	-0.183820	-0.205150	-0.265390	-0.289690	-0.237890	-0.102150	-0.107980	-0.094680	-0.164570	-0.151290	-0.181810	-0.151940	-0.182190	-0.085680	-0.190130	-0.234360	-0.205100	-0.180060	-0.170410	-0.181300	-0.191330	-0.314880	-0.298180	-0.211680	-0.168750	-0.287980	-0.260940	-0.196660	-0.211920	-0.169320	-0.241370	-0.199410	-0.252150	-0.260980	-0.227050	-0.156250	-0.157050	-0.188470	-0.180390	-0.208970	-0.232900	-0.220280	-0.264280	-0.155200	-0.183890	-0.161150	-0.164590	-0.162420	-0.203380	-0.165380	-0.244070	-0.208510	-0.237250	-0.155330	-0.134660	-0.078620
-0.216830	-0.177960	-0.108060	-0.145160	-0.085540	-0.018240	-0.157380	0.008740	-0.152310	-0.067350	-0.034690	-0.073000	-0.101360	-0.142720	-0.100500	-0.042250	-0.016280	-0.025850	-0.269360	-0.253060	-0.309140	-0.245240	-0.254700	-0.216770	-0.181420	-0.101240	-0.183890	-0.083690	-0.057760	-0.073700	-0.143410	-0.106070	-0.190260	-0.134280	-0.015070	-0.044280	-0.193450	-0.253250	-0.095450	-0.148750	-0.132740	-0.140810	-0.154600	-0.100530	-0.155570	-0.099200	-0.060280	-0.021730	-0.151720	-0.169180	-0.183550	-0.127530	-0.030840	-0.025460	-0.079220	-0.058730	-0.178000	-0.139690	-0.143260	-0.112080	-0.109740	-0.089440	-0.075630	0.032060	-0.021360	0.017900	-0.077050	-0.065520	-0.138000
-0.029720	-0.077010	-0.166890	-0.153350	-0.306250	-0.300150	-0.199520	-0.361380	-0.212750	-0.237140	-0.222230	-0.236530	-0.211410	-0.086440	-0.185680	-0.182580	-0.209730	-0.259880	-0.041230	-0.060020	-0.028840	-0.042620	-0.035290	-0.018990	-0.047290	-0.112070	-0.112470	-0.137760	-0.171710	-0.128070	-0.116980	-0.137340	-0.032800	-0.093100	-0.114360	-0.124190	0.010510	-0.039290	-0.169680	-0.039160	-0.098350	-0.101770	-0.152000	-0.072320	-0.099320	-0.078670	-0.109250	-0.233070	-0.113840	-0.044860	-0.028500	-0.079660	-0.195470	-0.183530	-0.131750	-0.125500	-0.094130	-0.111700	-0.116960	-0.122800	-0.110470	-0.160310	-0.183430	-0.293310	-0.197780	-0.242970	-0.193150	-0.210630	-0.160100
-0.183300	-0.175360	-0.096870	-0.084090	-0.081040	-0.157540	-0.166100	-0.074160	-0.086190	-0.122320	-0.184750	-0.067960	-0.100910	-0.272030	-0.156610	-0.170100	-0.122550	-0.101400	-0.223140	-0.180310	-0.187880	-0.210300	-0.185690	-0.274340	-0.338790	-0.322870	-0.273800	-0.318670	-0.241600	-0.262230	-0.184550	-0.214470	-0.186790	-0.204620	-0.259780	-0.204880	-0.216170	-0.148030	-0.060790	-0.217610	-0.138510	-0.134180	-0.056030	-0.279800	-0.128020	-0.238020	-0.257840	-0.092460	-0.145290	-0.245020	-0.228270	-0.210060	-0.146080	-0.176820	-0.215860	-0.174040	-0.078970	-0.078280	-0.086750	-0.128260	-0.223160	-0.129490	-0.134770	-0.097500	-0.229540	-0.165330	-0.143260	-0.184650	-0.217490
-0.204130	-0.179760	-0.205200	-0.176620	-0.164860	0.004470	-0.030850	-0.059460	-0.191580	-0.075660	0.011500	-0.151350	-0.102640	-0.041280	-0.182340	-0.142600	-0.151960	-0.165510	-0.169640	-0.156120	-0.197580	-0.123570	-0.216430	-0.191760	-0.149080	-0.063000	-0.222080	-0.096600	-0.099790	0.000580	-0.097620	-0.058440	-0.103430	-0.073410	0.044160	0.012760	-0.022490	-0.149380	-0.216890	-0.036620	-0.082050	-0.081450	-0.114070	0.064020	-0.074600	-0.025990	-0.002050	-0.131660	-0.154280	-0.034420	-0.116220	-0.108260	-0.035680	0.014140	-0.089200	-0.016550	-0.054550	-0.047180	-0.107000	-0.037140	0.048080	-0.098070	-0.049520	-0.106810	0.057660	-0.095480	-0.113620	0.087580	0.061410
-0.087030	-0.156510	-0.224430	-0.155310	-0.255210	-0.314900	-0.234620	-0.269650	-0.166030	-0.230910	-0.231360	-0.133420	-0.241490	-0.226140	-0.280700	-0.230810	-0.234650	-0.284090	-0.336710	-0.416160	-0.405380	-0.418370	-0.258320	-0.264120	-0.343120	-0.345680	-0.193440	-0.316810	-0.339410	-0.299340	-0.235950	-0.246860	-0.145720	-0.215170	-0.185520	-0.227660	-0.198400	-0.344980	-0.247820	-0.256570	-0.150040	-0.256340	-0.349850	-0.383570	-0.268980	-0.274600	-0.284030	-0.208440	-0.181350	-0.212120	-0.176590	-0.085980	-0.193570	-0.273830	-0.155400	-0.260590	-0.258150	-0.243520	-0.146350	-0.175720	-0.283760	-0.124280	-0.165530	-0.153070	-0.291740	-0.180340	-0.118520	-0.347560	-0.348220
-0.059480	-0.086460	0.039450	-0.037440	-0.254750	-0.192570	-0.199690	-0.151240	-0.251540	-0.147900	-0.133640	-0.150930	-0.071690	-0.233120	-0.190540	-0.083840	-0.078580	-0.095060	-0.089320	0.062090	-0.008770	0.000370	-0.120950	-0.120650	-0.117020	-0.101060	-0.257240	-0.208800	-0.091790	-0.042430	-0.169470	-0.164940	-0.024880	-0.081770	-0.109280	-0.009640	0.069930	0.012600	-0.074510	-0.033420	-0.055110	-0.046600	0.080750	0.020060	0.017220	-0.086100	-0.075270	-0.083950	-0.084140	-0.037970	-0.113710	-0.200730	-0.100140	-0.008660	-0.247390	0.054250	0.096640	0.091000	-0.009500	-0.047100	0.000160	-0.148890	-0.133810	-0.192370	-0.116320	-0.218620	-0.187970	-0.046710	-0.049920
-0.239520	-0.240610	-0.324420	-0.233760	-0.058540	-0.039940	-0.069330	-0.106810	-0.087470	-0.088700	-0.066320	-0.087640	-0.205800	-0.091430	-0.135710	-0.274320	-0.195170	-0.177120	-0.241310	-0.309890	-0.267100	-0.244050	-0.200380	-0.285240	-0.257480	-0.233490	-0.205650	-0.113790	-0.199300	-0.194470	-0.076480	-0.078360	-0.261010	-0.219650	-0.100910	-0.209950	-0.289390	-0.217070	-0.174900	-0.175820	-0.193430	-0.125270	-0.175890	-0.145550	-0.176490	-0.137990	-0.177170	-0.158450	-0.228020	-0.244730	-0.209700	-0.138370	-0.132180	-0.118350	-0.027890	-0.267100	-0.208140	-0.205770	-0.215830	-0.073070	-0.167150	-0.093910	-0.077300	-0.089720	-0.048960	-0.053340	-0.134810	-0.082840	-0.127130
