1.531170	1.532760	1.534760	1.536040	1.536470	1.535960	1.534600	1.532560	1.531170	1.531170	1.531170	1.531170	1.531180	1.531170	1.531170	1.531170	1.531180	1.532760	1.534760	1.536040	1.536470	1.535960	1.531170	1.712330	2.005130	2.555500	2.228250	2.437860	2.429820	1.932470	1.804000	2.327190	1.952340	2.037970	2.035020	1.921580	2.142940	2.037270	1.960870	2.279870	2.274390	2.170230	1.992100	1.866020	1.778260	1.743640	1.791380	1.740450	1.745620	1.725590	1.717050	1.721730	1.743810	1.696250	1.685780	1.763440	1.704300	1.723100	1.729020	1.692030	1.684240	1.709290	1.732700	1.754780	1.688600	1.722260	1.743970	1.716130	1.690770	1.689210	1.764950	1.708630	1.692740	1.923470	2.176080	2.246740	2.713880	3.195320	3.303270	3.302700	3.319970	3.269530	3.256570	3.209470	3.148970	3.109040	3.058690	3.021190	2.942610	2.826310	2.655220	2.668260	2.651880	2.522600	2.476880	2.386070	1.995300	2.098760	2.135690	1.906680	1.847950	1.824300	1.950940	1.950460	1.886330	1.770450	1.678120	1.727240	1.721080	1.718330	1.720500	1.757540	1.765710	1.711730	1.693030	1.716150	1.752380	1.688580	1.720760	1.709330	1.758120	1.694300	1.747700	1.714700	1.704030	1.738650	1.734030	1.696810	1.706890	1.708940	1.731290	1.719280	2.873120	2.632710	2.537950	2.320660	2.050410
0.139630	0.138100	0.136170	0.134930	0.134520	0.135010	0.136330	0.138290	0.139630	0.139630	0.139630	0.139630	0.139620	0.139630	0.139630	0.139630	0.139620	0.138100	0.136170	0.134930	0.134520	0.135010	0.139630	0.135010	-0.073400	-0.085200	-0.049120	-0.229760	-0.104280	-0.048110	-0.047280	-0.068950	-0.077780	-0.057300	-0.060480	-0.042930	-0.136560	-0.040240	-0.041730	-0.042840	-0.063250	-0.068810	-0.072320	0.012260	-0.040560	0.004650	-0.057680	-0.008660	-0.022130	-0.015320	-0.011220	-0.023320	-0.044180	0.002660	0.011440	-0.058970	-0.009820	-0.018060	-0.028220	0.000400	0.011840	-0.006730	-0.031220	-0.053240	0.006610	-0.020870	-0.046370	-0.008020	-0.002040	0.009890	-0.053090	-0.001120	0.003820	-0.016720	-0.003310	-0.005370	0.043550	-0.015670	-0.044140	-0.044880	-0.036160	-0.054830	-0.058450	-0.033690	-0.024430	-0.004740	-0.001190	-0.046660	-0.035700	-0.026320	-0.066060	-0.097030	-0.071590	-0.135400	-0.066600	-0.047920	0.056990	0.030010	-0.044640	-0.042060	-0.025100	-0.037420	-0.030360	-0.049270	-0.047200	-0.031310	0.023840	-0.011570	-0.010350	-0.006180	-0.011020	-0.047800	-0.044870	-0.000860	0.006660	-0.010120	-0.036420	0.012970	-0.005520	0.002340	-0.043660	0.011620	-0.036550	-0.009700	-0.000750	-0.021080	-0.034620	0.006260	-0.007550	0.004240	-0.013050	0.005370	-0.068150	-0.076790	-0.072270	-0.083400	-0.088870
-0.431110	-0.428840	-0.425970	-0.424110	-0.423500	-0.424230	-0.426200	-0.429130	-0.431110	-0.431110	-0.431110	-0.431110	-0.431110	-0.431110	-0.431110	-0.431110	-0.431100	-0.428840	-0.425970	-0.424110	-0.423500	-0.424230	-0.431110	-0.325750	-0.141000	-0.321920	-0.194490	-0.264460	-0.245530	-0.186600	-0.209560	-0.208700	-0.163820	-0.224100	-0.199240	-0.215880	-0.198370	-0.226450	-0.237830	-0.315340	-0.169130	-0.187380	-0.203080	-0.241900	-0.248020	-0.249540	-0.182660	-0.228630	-0.238660	-0.241650	-0.251860	-0.233650	-0.209750	-0.254950	-0.258260	-0.190610	-0.231470	-0.247370	-0.231280	-0.218370	-0.272060	-0.267470	-0.218820	-0.191760	-0.254200	-0.242950	-0.192710	-0.252490	-0.221430	-0.254820	-0.190280	-0.253850	-0.242320	-0.144250	-0.167830	-0.135400	-0.315100	-0.151300	-0.080590	-0.064940	-0.076900	-0.058370	-0.055300	-0.071010	-0.102270	-0.157150	-0.206210	-0.189010	-0.189850	-0.216340	-0.194080	-0.179370	-0.206110	-0.160380	-0.172950	-0.177910	-0.210130	-0.210970	-0.189020	-0.157590	-0.211710	-0.208060	-0.147570	-0.132130	-0.159200	-0.194230	-0.277990	-0.241040	-0.231770	-0.252300	-0.249260	-0.191190	-0.186430	-0.235470	-0.248130	-0.233340	-0.217300	-0.260410	-0.250940	-0.255440	-0.192120	-0.257200	-0.200160	-0.247550	-0.226930	-0.238350	-0.189280	-0.251970	-0.257960	-0.262460	-0.242850	-0.247890	-0.279520	-0.191360	-0.178480	-0.181340	-0.200130
0.128310	0.125630	0.122210	0.120000	0.119280	0.120140	0.122490	0.125970	0.128310	0.128310	0.128310	0.128310	0.128310	0.128310	0.128310	0.128310	0.128290	0.125630	0.122210	0.120000	0.119280	0.120140	0.128310	-0.037370	-0.110070	0.008400	-0.094340	-0.016890	-0.071960	-0.155870	-0.076810	-0.106390	-0.112730	-0.066750	-0.075280	-0.107210	-0.102220	-0.097650	-0.087810	-0.009760	-0.141900	-0.144270	-0.045330	-0.076530	-0.012090	-0.059310	-0.095540	-0.081590	-0.030590	-0.036780	-0.031500	-0.050250	-0.073840	-0.045660	-0.053120	-0.086690	-0.084720	-0.020410	-0.046160	-0.128710	-0.023060	-0.002980	-0.062220	-0.087180	-0.056740	-0.030810	-0.100310	-0.024380	-0.117120	-0.057040	-0.090420	-0.037920	-0.066530	-0.201390	-0.149000	-0.164720	-0.120600	-0.129890	-0.177140	-0.178750	-0.138250	-0.184670	-0.187120	-0.195880	-0.164120	-0.113200	-0.085210	-0.119520	-0.139490	-0.113640	-0.129800	-0.189040	-0.148630	-0.172240	-0.182650	-0.150910	-0.128910	-0.071840	-0.084870	-0.126920	-0.059400	-0.042390	-0.137050	-0.139470	-0.084110	-0.090350	-0.026010	-0.036900	-0.069080	-0.031260	-0.031130	-0.095710	-0.099510	-0.074160	-0.064940	-0.061780	-0.052260	-0.048110	-0.033960	-0.032050	-0.100970	-0.042860	-0.090030	-0.036410	-0.098560	-0.030960	-0.129340	-0.057860	-0.023130	-0.017510	-0.035640	-0.046560	0.062180	-0.075290	-0.065890	-0.034720	-0.002670
-0.145590	-0.142580	-0.138720	-0.136210	-0.135410	-0.136370	-0.139030	-0.142960	-0.145590	-0.145590	-0.145590	-0.145590	-0.145590	-0.145590	-0.145590	-0.145590	-0.145570	-0.142580	-0.138720	-0.136210	-0.135410	-0.136370	-0.145590	-0.028910	-0.062530	0.010870	-0.010970	0.136630	0.060200	0.103240	-0.007100	0.047730	-0.018130	-0.068490	-0.085300	0.004120	0.046000	0.018550	0.056410	0.039140	0.032310	0.041720	-0.092510	-0.021960	-0.063780	-0.005070	0.006320	0.006210	-0.052720	-0.037620	-0.027050	-0.019510	0.010170	-0.003470	0.015480	0.010430	0.049420	-0.056580	-0.016770	0.114330	-0.027570	-0.058650	-0.015120	0.003680	0.017140	-0.039610	0.027430	-0.043870	0.091590	0.016520	0.011120	-0.018780	0.007220	-0.015500	-0.186970	-0.214910	0.153740	-0.085750	-0.104740	-0.129750	-0.201130	-0.165960	-0.174460	-0.127040	-0.148310	-0.173960	-0.190570	-0.118530	-0.087720	-0.100790	-0.108840	0.007900	-0.039100	-0.002250	-0.014950	-0.082390	-0.056830	-0.075470	-0.026170	-0.016900	-0.069000	-0.091550	-0.051230	-0.047690	-0.083470	-0.016710	-0.028920	-0.048660	0.008510	-0.034860	-0.039000	0.015570	0.009740	0.017820	0.023270	-0.000440	-0.032180	0.005390	-0.027480	-0.035420	0.025020	-0.017680	0.013150	-0.026030	0.056270	-0.042150	0.072790	0.014360	-0.029300	-0.053470	-0.038470	-0.031940	-0.094550	0.019860	-0.061040	-0.085560	-0.116400
-0.081920	-0.084950	-0.088860	-0.091410	-0.092200	-0.091240	-0.088540	-0.084570	-0.081920	-0.081920	-0.081920	-0.081920	-0.081920	-0.081920	-0.081920	-0.081920	-0.081940	-0.084950	-0.088860	-0.091410	-0.092200	-0.091240	-0.081920	-0.114940	-0.036830	-0.048070	-0.084060	-0.240500	-0.188850	-0.201840	-0.097950	-0.130500	-0.096750	0.021220	0.020650	-0.060400	-0.059310	-0.061580	-0.158620	-0.131810	-0.102770	-0.083060	0.005720	-0.048620	-0.090840	-0.118070	-0.141360	-0.118120	-0.101180	-0.118320	-0.158820	-0.127750	-0.179120	-0.169430	-0.192910	-0.164760	-0.221550	-0.105800	-0.168930	-0.290430	-0.141670	-0.132280	-0.131350	-0.139880	-0.186110	-0.134870	-0.162540	-0.134100	-0.254170	-0.192560	-0.181830	-0.159800	-0.149380	-0.097590	-0.005590	0.008220	-0.165730	-0.066550	-0.012640	0.010720	0.055510	0.015290	0.019660	-0.017110	-0.031020	-0.012110	0.014440	-0.038640	-0.052550	-0.050670	-0.040400	-0.118230	-0.087710	-0.092790	-0.097410	-0.040810	-0.041490	-0.087240	-0.080600	-0.104280	-0.081950	-0.068230	-0.107850	-0.101740	-0.048700	-0.088060	-0.123210	-0.100650	-0.165650	-0.142290	-0.133080	-0.163210	-0.142230	-0.178720	-0.198310	-0.154630	-0.135620	-0.179720	-0.147460	-0.128420	-0.167750	-0.133390	-0.155840	-0.151100	-0.214110	-0.140690	-0.207250	-0.183340	-0.165330	-0.118600	-0.135210	-0.119070	-0.100210	-0.176520	-0.068740	-0.102710	-0.090170
-0.078420	-0.075360	-0.071390	-0.068790	-0.068000	-0.068960	-0.071710	-0.075750	-0.078420	-0.078420	-0.078420	-0.078420	-0.078420	-0.078420	-0.078420	-0.078420	-0.078400	-0.075360	-0.071390	-0.068790	-0.068000	-0.068960	-0.078420	-0.057250	-0.114690	-0.138060	-0.087620	-0.159560	-0.148740	-0.086630	-0.128660	-0.123360	-0.053040	-0.030550	-0.021650	-0.082190	-0.107040	-0.072730	-0.053440	-0.069090	-0.001820	0.012470	-0.073320	-0.077940	-0.077520	-0.096290	-0.075750	-0.129830	-0.090730	-0.082950	-0.025440	-0.096080	-0.018310	-0.040000	-0.023800	-0.049380	-0.009750	-0.083590	-0.004310	0.050950	-0.070750	-0.036810	-0.090060	-0.094900	-0.041760	-0.055460	-0.083700	-0.042410	0.000250	-0.020160	-0.021240	-0.035240	-0.091240	-0.186750	-0.148500	-0.100550	-0.157830	-0.080780	-0.144680	-0.128510	-0.112550	-0.119970	-0.122300	-0.107710	-0.075640	-0.113020	-0.189430	-0.193520	-0.201040	-0.203610	-0.214270	-0.221620	-0.214620	-0.247930	-0.182070	-0.188320	-0.153240	-0.039120	-0.127440	-0.137370	-0.145150	-0.147270	-0.106510	-0.118710	-0.136280	-0.163230	-0.114170	-0.116980	-0.065150	-0.050970	-0.067330	-0.064840	-0.102910	-0.046080	-0.017420	-0.069970	-0.045700	-0.035250	-0.044260	-0.062740	-0.060520	-0.085680	-0.072210	-0.039740	-0.022680	-0.029110	-0.057800	-0.030960	-0.001780	-0.069550	-0.039530	-0.085190	-0.152390	-0.058010	-0.170210	-0.032000	-0.064490
-0.036130	-0.038720	-0.042120	-0.044370	-0.045040	-0.044220	-0.041850	-0.038390	-0.036130	-0.036130	-0.036130	-0.036130	-0.036130	-0.036130	-0.036130	-0.036130	-0.036150	-0.038720	-0.042120	-0.044370	-0.045040	-0.044220	-0.036130	-0.030410	0.042460	-0.045800	-0.013310	-0.040210	-0.101870	-0.065620	0.021840	0.015490	-0.088650	-0.057340	-0.032070	0.012520	0.052330	0.050020	0.043870	0.087070	-0.033680	0.024810	-0.028040	0.006050	-0.081440	0.024820	-0.008520	0.061250	-0.021130	-0.009430	-0.079810	0.011910	-0.087690	-0.049100	-0.048110	-0.035150	-0.042420	-0.036830	-0.117360	-0.075590	-0.010140	-0.090920	-0.002860	0.021290	-0.016650	-0.061030	0.024520	-0.074620	-0.030850	-0.055750	-0.080750	-0.065600	0.019180	-0.032130	-0.185600	-0.221140	0.067040	-0.151020	-0.046840	-0.065090	-0.103350	-0.109940	-0.117490	-0.084360	-0.150970	-0.138180	-0.112110	-0.118120	-0.102490	-0.112650	-0.164160	-0.139040	-0.160110	-0.104350	-0.166310	-0.161460	-0.078910	-0.067020	0.028760	0.033580	-0.011380	0.013350	-0.015210	0.007410	0.040270	0.099710	0.041430	0.030920	0.015420	-0.038190	-0.030840	-0.025200	0.033640	-0.029420	-0.057820	0.011260	-0.073210	-0.022630	-0.031940	-0.027220	-0.013480	0.013180	0.014420	-0.054030	-0.028680	-0.080130	0.021460	-0.045880	-0.124100	-0.029810	-0.057930	0.014840	0.113440	-0.014990	0.140220	-0.019010	-0.002110
-0.109740	-0.107710	-0.105010	-0.103210	-0.102670	-0.103320	-0.105230	-0.107970	-0.109740	-0.109740	-0.109740	-0.109740	-0.109740	-0.109740	-0.109740	-0.109740	-0.109730	-0.107710	-0.105010	-0.103210	-0.102670	-0.103320	-0.109740	-0.113230	-0.130440	0.088310	-0.026900	-0.063320	-0.111710	-0.114230	-0.079570	-0.118610	-0.061180	0.049850	0.088710	0.002760	0.098450	0.058050	0.006780	0.052640	0.053690	0.041830	0.096520	0.006870	-0.007480	-0.099300	-0.126870	-0.170660	-0.089120	-0.111120	-0.084200	-0.137430	-0.045020	-0.099180	-0.109780	-0.110490	-0.135680	-0.061790	-0.012160	-0.120150	-0.130300	-0.041580	-0.116530	-0.150910	-0.151810	-0.072260	-0.163620	-0.050220	-0.152040	-0.096850	-0.091060	-0.082440	-0.148690	-0.332210	-0.335190	-0.374160	-0.003530	-0.199560	-0.300710	-0.305030	-0.273530	-0.362320	-0.362840	-0.403480	-0.353830	-0.320560	-0.331480	-0.292130	-0.313380	-0.297650	-0.212850	-0.227280	-0.202260	-0.224230	-0.217740	-0.238270	-0.186020	-0.132450	-0.122150	-0.201690	-0.199840	-0.218910	-0.370670	-0.366130	-0.237120	-0.222040	-0.179830	-0.173940	-0.187580	-0.111090	-0.136990	-0.126090	-0.198920	-0.132600	-0.095660	-0.160860	-0.053810	-0.148950	-0.119200	-0.089970	-0.144190	-0.130980	-0.156420	-0.093240	-0.149730	-0.049970	-0.188800	-0.102150	-0.002730	-0.087330	-0.056810	-0.111500	-0.225850	-0.084460	-0.190940	-0.038910	-0.063340
-0.056430	-0.057050	-0.057970	-0.058650	-0.058850	-0.058600	-0.057890	-0.056970	-0.056430	-0.056430	-0.056430	-0.056430	-0.056430	-0.056430	-0.056430	-0.056430	-0.056430	-0.057050	-0.057970	-0.058650	-0.058850	-0.058600	-0.056430	-0.032930	0.051840	-0.003110	-0.060770	-0.089530	-0.083710	-0.053020	-0.044510	0.011290	0.051420	0.172330	0.117240	0.082810	0.045560	0.046220	-0.024990	-0.019000	0.097200	0.194790	0.008840	0.055730	-0.070490	-0.011440	-0.014260	-0.006110	-0.064450	-0.041360	-0.039480	-0.036930	-0.098350	-0.060530	-0.050870	-0.034650	-0.005330	-0.116830	-0.132360	-0.010400	-0.031220	-0.100690	-0.080960	-0.032620	-0.000760	-0.090870	-0.016630	-0.101050	-0.009470	-0.058980	-0.063880	-0.072180	-0.051050	-0.127640	-0.058650	0.019820	0.004900	-0.054160	-0.024470	0.010820	0.021050	0.014730	0.004680	0.054790	0.031480	-0.019830	-0.027900	-0.085050	-0.066390	-0.079820	-0.149470	-0.110940	-0.138740	-0.121130	-0.100350	-0.070230	-0.049730	0.006310	-0.040760	-0.061690	-0.081180	-0.048400	0.038240	0.032950	0.024430	0.001520	-0.009570	-0.003570	0.041330	-0.023890	-0.001130	-0.059640	-0.003760	-0.038910	-0.069970	-0.002310	-0.094220	0.012420	-0.008610	-0.056720	-0.022740	-0.050060	-0.004480	-0.044080	-0.006760	-0.093580	0.019580	-0.049040	-0.139700	-0.073490	-0.061830	-0.038200	-0.019600	-0.135720	-0.043700	-0.105350	-0.111440
