2.335580	2.335580	2.335580	2.335580	3.093690	3.245450	3.207540	3.258170	3.199690	3.279350	3.186980	3.250020	3.125600	3.181510	3.189420	3.267600	3.228890	3.198760	3.177780	3.253460	3.194510	3.186830	3.239160	3.337990	3.297820	3.209290	3.142910	3.279670	3.225180	3.286470	3.275230	3.183320	3.225560	3.223530	3.190830	3.231560	3.251830	3.310380	3.234810	3.164440	3.186880	3.192450	3.238130	3.315890	3.146700	3.265120	3.246710	3.291170	3.171350	3.138420	3.242110	3.311410	3.204250	3.190340	3.216640	3.232000	3.278940	3.188510	3.263430	3.243530	3.257240	3.245860	3.181860	3.189060	3.213430	3.273480	3.186050	3.285710	3.251060	3.237320	3.243610	3.336680	3.233410	3.260610	3.236940	3.232670	3.269220	3.194280	3.205580	3.185920	3.272790	3.315870	3.252590	3.204040	3.238690	3.160780	3.242790	3.195550	3.195740	3.186300	3.132670	3.203500	3.217700	3.231420	3.229440	3.194020	3.237350	3.156370	3.187900	3.304500	3.282500	3.260100	3.167840	3.243370	3.324990	3.241830	3.224520	3.271100	3.337470	4.095140	4.166100	3.961560	4.146050	4.161940	4.122920	3.998260	3.961730	3.958120	3.881600	3.596300	3.468590	3.369520	3.282380	3.259520	3.178130	3.293450	3.229510	3.260830	3.245760	3.190710	3.255670	3.250770	3.231360	3.296680	3.165380	3.198770	3.230810	3.234230	3.196650	3.178830	3.200480	3.280360	3.272950	3.219850	3.220970	3.239990	3.274550	3.260300	3.228150	3.218820	3.205250	3.241330	3.778600	3.847260	3.345230	3.227570	3.364290	3.232320	3.259230	3.273690	3.233630	3.175530	3.207880	3.243080	3.207010	3.169400
0.202810	0.202810	0.202810	0.202810	0.041530	0.025660	0.018210	-0.003300	0.005850	-0.055850	0.024010	0.011120	0.017200	0.044080	0.017930	-0.011790	0.017290	0.007450	0.025140	-0.019490	-0.018190	0.024020	-0.017420	-0.081800	-0.066560	0.024600	-0.005010	-0.027660	0.048630	-0.067710	-0.052110	0.024850	-0.050230	-0.005580	0.026270	-0.002990	0.015030	-0.059380	-0.000140	0.007520	0.019930	0.054040	-0.027490	-0.070810	0.027300	-0.008320	0.014570	0.004820	0.029090	0.071190	0.018990	-0.034260	-0.022260	0.025890	-0.011440	0.001090	-0.012550	0.051060	-0.002900	-0.025930	-0.052080	-0.003610	0.041430	0.037890	-0.000950	-0.032140	0.047190	-0.045280	-0.086550	-0.023120	-0.005950	-0.109910	-0.025150	-0.060370	0.012930	-0.022370	-0.033130	0.035120	0.005470	0.008180	-0.030740	-0.040710	-0.018250	0.029610	-0.019640	0.018300	-0.025130	-0.027090	0.010590	0.072230	0.063530	0.034260	-0.020920	-0.041100	-0.053900	0.009640	-0.023920	0.019040	0.015070	-0.068430	0.001180	-0.046770	0.013890	-0.022140	-0.002230	0.023540	0.059410	0.033650	0.016410	-0.080560	-0.023830	0.063370	-0.048920	-0.104020	-0.082210	-0.042240	-0.047800	-0.079530	-0.109130	-0.067190	0.000710	-0.038650	0.019210	-0.005280	0.012550	-0.082880	-0.037960	-0.042590	-0.046850	0.009180	-0.014230	-0.003280	-0.022990	-0.041580	0.041570	0.023360	0.012720	0.003760	0.036970	0.039460	0.012020	-0.054910	-0.066170	-0.016380	-0.034470	0.007670	-0.036600	-0.051740	-0.010720	-0.017160	-0.019590	-0.065630	0.076440	-0.071470	0.011560	-0.013320	-0.028320	-0.002950	-0.065810	-0.052340	0.017440	-0.001820	0.010140	-0.034890	-0.026950	-0.015000
-0.671960	-0.671960	-0.671960	-0.671960	-0.348190	-0.332450	-0.262440	-0.307190	-0.272870	-0.245780	-0.298050	-0.318030	-0.288390	-0.309520	-0.305570	-0.252670	-0.302890	-0.319730	-0.262190	-0.290630	-0.301060	-0.362170	-0.273760	-0.203880	-0.259250	-0.250390	-0.259480	-0.293200	-0.340730	-0.196950	-0.212960	-0.311810	-0.310080	-0.306150	-0.318310	-0.245770	-0.284940	-0.285480	-0.367340	-0.321310	-0.331820	-0.290120	-0.242260	-0.209450	-0.300210	-0.336300	-0.240010	-0.319140	-0.305460	-0.317280	-0.296290	-0.275260	-0.262820	-0.298140	-0.271770	-0.254330	-0.328470	-0.292880	-0.278490	-0.291130	-0.294030	-0.291750	-0.309870	-0.258390	-0.325240	-0.296490	-0.308740	-0.290740	-0.247490	-0.255680	-0.309310	-0.197620	-0.280330	-0.221170	-0.340480	-0.211180	-0.315130	-0.315180	-0.310320	-0.284520	-0.298050	-0.245030	-0.286290	-0.288260	-0.327070	-0.247230	-0.242140	-0.311070	-0.254270	-0.325810	-0.352330	-0.274030	-0.299030	-0.252360	-0.247300	-0.302990	-0.274190	-0.320710	-0.322210	-0.161290	-0.302870	-0.230680	-0.277220	-0.315830	-0.300840	-0.274720	-0.302850	-0.276850	-0.287450	-0.201660	-0.184150	-0.290160	-0.152960	-0.104400	-0.130330	-0.246360	-0.342890	-0.294320	-0.194520	-0.189100	-0.258820	-0.191220	-0.309210	-0.247420	-0.285360	-0.198530	-0.279830	-0.256830	-0.225710	-0.331900	-0.293000	-0.278420	-0.228250	-0.308540	-0.315760	-0.378920	-0.297400	-0.330800	-0.303900	-0.306970	-0.362240	-0.254490	-0.289220	-0.314430	-0.266470	-0.221990	-0.270310	-0.247380	-0.261930	-0.281490	-0.257180	-0.199620	-0.281870	-0.146570	-0.272110	-0.284080	-0.226110	-0.285220	-0.187240	-0.232350	-0.333550	-0.330700	-0.271720	-0.306060	-0.244400	-0.259020
0.185450	0.185450	0.185450	0.185450	-0.140200	-0.144550	-0.283290	-0.141500	-0.238560	-0.182350	-0.208400	-0.155280	-0.243880	-0.188870	-0.196380	-0.286680	-0.187480	-0.166050	-0.260560	-0.153120	-0.151580	-0.100730	-0.195630	-0.212630	-0.178620	-0.280260	-0.260680	-0.142690	-0.136930	-0.267660	-0.247510	-0.163660	-0.109760	-0.142060	-0.175160	-0.232480	-0.189420	-0.097840	-0.039910	-0.181270	-0.153550	-0.255860	-0.253250	-0.219200	-0.208110	-0.063340	-0.272310	-0.095950	-0.190420	-0.220890	-0.180760	-0.140910	-0.206990	-0.207370	-0.216180	-0.236720	-0.067950	-0.247410	-0.209860	-0.125370	-0.113470	-0.168990	-0.209800	-0.279600	-0.090860	-0.117930	-0.197900	-0.088430	-0.205120	-0.199170	-0.139870	-0.213550	-0.236920	-0.261610	-0.092030	-0.303540	-0.080680	-0.168170	-0.163470	-0.206730	-0.158370	-0.209990	-0.190610	-0.239630	-0.095350	-0.288880	-0.242690	-0.145630	-0.270260	-0.166180	-0.152380	-0.237130	-0.136820	-0.179350	-0.217330	-0.145730	-0.192600	-0.162580	-0.151800	-0.325200	-0.127360	-0.240340	-0.250030	-0.114360	-0.127260	-0.218490	-0.196070	-0.225070	-0.194090	-0.162680	-0.233650	-0.155820	-0.286070	-0.268420	-0.324700	-0.261350	-0.125570	-0.207760	-0.283310	-0.364320	-0.282490	-0.317200	-0.158070	-0.249250	-0.194640	-0.234460	-0.196190	-0.186170	-0.259280	-0.093750	-0.198860	-0.218000	-0.285870	-0.101310	-0.196140	-0.033870	-0.201330	-0.104440	-0.195020	-0.206680	-0.076360	-0.179030	-0.111480	-0.154020	-0.247420	-0.297860	-0.171540	-0.186570	-0.236290	-0.181170	-0.233390	-0.307270	-0.244000	-0.265020	-0.217900	-0.193360	-0.261840	-0.208090	-0.302220	-0.209310	-0.079790	-0.106740	-0.203370	-0.098470	-0.254590	-0.265480
-0.234350	-0.234350	-0.234350	-0.234350	-0.113520	-0.073660	0.046800	-0.147360	-0.027430	-0.136180	-0.035450	-0.077170	0.016150	-0.073530	-0.051240	0.048910	-0.064660	-0.078680	-0.028580	-0.127150	-0.100290	-0.154710	-0.079140	-0.110570	-0.099020	0.001660	0.009240	-0.137180	-0.118860	-0.029430	-0.071620	-0.123830	-0.142680	-0.134770	-0.078990	-0.102610	-0.092770	-0.211220	-0.219020	-0.059830	-0.122210	-0.009920	-0.021230	-0.121250	-0.061180	-0.251000	-0.029480	-0.195330	-0.079680	-0.054290	-0.113430	-0.147620	-0.085000	-0.063460	-0.060830	-0.040190	-0.224330	-0.016150	-0.077240	-0.179440	-0.165300	-0.123430	-0.041760	0.030180	-0.187070	-0.172460	-0.079650	-0.235240	-0.090200	-0.093740	-0.144190	-0.099010	0.008470	-0.006750	-0.177830	0.013750	-0.198680	-0.097050	-0.107570	-0.051220	-0.065360	-0.064910	-0.052120	-0.017720	-0.167400	-0.020540	-0.033220	-0.069520	-0.017860	-0.138250	-0.079740	-0.044630	-0.114130	-0.117970	-0.035520	-0.145800	-0.087450	-0.081130	-0.096710	0.003540	-0.176100	-0.018370	-0.023990	-0.141410	-0.176540	-0.052760	-0.136480	-0.078320	-0.139430	-0.299670	-0.307810	-0.332130	-0.266110	-0.293460	-0.149990	-0.088130	-0.217000	-0.109670	-0.127880	-0.013430	-0.032170	-0.013960	-0.112700	-0.050000	-0.097520	-0.074640	-0.031150	-0.121620	-0.018350	-0.209610	-0.047250	-0.008900	0.007790	-0.173810	-0.055010	-0.243240	-0.047460	-0.170290	-0.092570	-0.052360	-0.169860	-0.122000	-0.163170	-0.078140	0.037050	-0.009700	-0.097480	-0.088480	-0.012950	-0.119920	0.002860	0.042990	-0.086700	-0.169870	-0.114060	-0.068830	-0.033870	-0.079300	0.010130	-0.091310	-0.233350	-0.139530	-0.091010	-0.175670	0.012170	0.053330
-0.136760	-0.136760	-0.136760	-0.136760	-0.054970	-0.201950	-0.176160	-0.065930	-0.121750	-0.006930	-0.131530	-0.149650	-0.210110	-0.096510	-0.124520	-0.217540	-0.131820	-0.091790	-0.099320	-0.090410	-0.134760	-0.030530	-0.075090	-0.083060	-0.115610	-0.139390	-0.131880	-0.088590	-0.112720	-0.097290	-0.039320	-0.032120	-0.083800	-0.060810	-0.094560	-0.001390	-0.078970	-0.038960	-0.047890	-0.105400	-0.036900	-0.116290	-0.089500	-0.040480	-0.097720	0.002390	-0.106130	-0.090700	-0.090690	-0.079010	-0.037900	-0.117840	-0.058570	-0.105760	-0.127910	-0.113720	-0.043420	-0.123120	-0.118340	-0.043680	-0.059480	-0.040200	-0.125890	-0.232200	-0.048290	-0.061640	-0.057930	-0.003110	-0.015600	-0.109620	-0.063190	-0.074800	-0.153150	-0.138040	-0.064860	-0.124630	-0.053670	-0.109480	-0.060040	-0.148900	-0.201730	-0.173930	-0.152640	-0.102520	-0.056280	-0.017950	-0.135810	-0.169500	-0.071240	-0.030680	-0.132000	-0.116220	-0.123360	-0.118700	-0.155040	-0.073380	-0.042250	-0.098580	-0.080180	-0.106560	-0.033290	-0.184800	-0.097660	-0.094950	-0.110310	-0.150530	-0.062420	-0.074880	-0.045680	0.002120	0.025150	0.016410	-0.029390	0.071900	-0.035070	-0.135160	-0.019720	-0.161080	-0.019820	-0.096070	-0.117410	-0.106350	-0.137680	-0.123950	-0.085130	-0.120020	-0.181010	-0.056780	-0.121960	-0.018720	-0.129430	-0.214180	-0.128780	-0.078430	-0.098450	-0.010760	-0.148660	-0.073370	-0.075230	-0.118710	-0.113490	-0.051960	-0.088330	-0.136570	-0.208550	-0.073410	-0.126730	-0.148510	-0.166820	-0.047470	-0.226720	-0.158820	-0.043850	0.037430	-0.109840	-0.136580	-0.157380	-0.081020	-0.131670	-0.136740	0.017790	-0.102880	-0.092870	-0.082210	-0.189090	-0.199910
-0.131400	-0.131400	-0.131400	-0.131400	-0.209300	0.041870	-0.174800	-0.069810	-0.156130	-0.222930	-0.172790	-0.060040	-0.089530	-0.171290	-0.170400	-0.048960	-0.144990	-0.198550	-0.219720	-0.135790	-0.103480	-0.195650	-0.179670	-0.098140	-0.067310	-0.158380	-0.193780	-0.087390	-0.102980	-0.188850	-0.268030	-0.199090	-0.077070	-0.127710	-0.187090	-0.219870	-0.176480	-0.103120	-0.068230	-0.164050	-0.245460	-0.152210	-0.243590	-0.145480	-0.162850	-0.172660	-0.149230	-0.071110	-0.189310	-0.208500	-0.216960	-0.047960	-0.162390	-0.176490	-0.145640	-0.169530	-0.129420	-0.173130	-0.151410	-0.076730	-0.137360	-0.112720	-0.130790	-0.087690	-0.103240	-0.121970	-0.200760	-0.178530	-0.255670	-0.141260	-0.125310	-0.124940	-0.105260	-0.170800	-0.077920	-0.158600	-0.097710	-0.089180	-0.235850	-0.137570	0.032640	-0.022040	-0.070600	-0.171910	-0.096340	-0.352890	-0.114080	-0.035930	-0.235330	-0.176930	-0.118200	-0.162140	-0.044830	-0.051270	-0.128660	-0.107220	-0.183990	-0.131030	-0.146930	-0.179130	-0.190580	-0.058690	-0.224490	-0.107630	-0.028680	-0.128750	-0.230020	-0.224370	-0.244350	-0.176660	-0.164520	-0.134320	-0.136240	-0.219540	-0.247300	-0.155330	-0.272580	-0.172250	-0.329360	-0.297640	-0.263290	-0.262120	-0.079440	-0.155980	-0.210810	-0.117560	-0.006210	-0.166590	-0.185720	-0.189150	-0.102350	-0.061080	-0.151340	-0.079510	-0.154530	-0.129160	-0.095140	-0.113280	-0.204490	-0.141830	-0.062320	-0.150630	-0.077200	-0.099390	-0.073940	-0.140470	-0.008290	-0.009990	-0.090580	-0.195250	-0.047520	-0.172720	-0.248990	-0.210680	-0.167460	-0.124210	-0.184150	-0.199210	-0.189880	-0.057610	-0.155440	-0.082620	-0.079650	-0.077710	-0.113580	-0.099140
-0.066590	-0.066590	-0.066590	-0.066590	-0.025690	-0.180430	0.037680	-0.174290	-0.006570	0.005040	0.036430	-0.113170	-0.128940	-0.019160	0.024810	-0.117420	-0.016550	-0.003090	-0.033380	-0.029040	-0.071360	-0.024910	-0.022650	-0.108410	-0.200730	-0.031980	0.013000	-0.195740	-0.144050	0.069630	0.095980	-0.029450	-0.143010	-0.124630	0.033310	-0.032520	0.050140	-0.156090	-0.228890	-0.024210	0.008280	-0.035320	0.103120	-0.121330	-0.099310	-0.104390	-0.094370	-0.153190	-0.001560	-0.048770	0.055570	-0.185330	0.010690	0.004090	-0.103310	0.083970	-0.138300	0.045650	-0.029790	-0.235130	-0.106900	-0.109380	-0.132670	-0.069480	-0.121240	-0.121080	0.026830	-0.070030	-0.020170	-0.068330	-0.078450	-0.075720	-0.152440	0.031590	-0.176020	0.025060	-0.153620	-0.118070	0.011440	-0.069350	-0.245280	-0.204350	-0.145510	0.013030	-0.060090	0.141010	-0.116340	-0.121230	0.042670	-0.048180	-0.080090	-0.001100	-0.131310	-0.225540	-0.037050	-0.128460	0.047590	-0.072640	0.003790	0.023700	0.019790	-0.073160	-0.039740	-0.101240	-0.290460	-0.029870	-0.044130	-0.023050	-0.141310	-0.166280	-0.242410	-0.296610	-0.238760	-0.198110	-0.102880	-0.291580	-0.283290	-0.332290	-0.225770	-0.225110	-0.110810	-0.035320	-0.200180	-0.104810	-0.043830	-0.065020	-0.122940	-0.082070	0.027850	-0.105080	-0.139090	-0.105180	-0.022460	-0.185560	-0.001720	-0.123030	-0.118910	-0.102230	-0.073700	0.007130	-0.258120	-0.039510	-0.183460	-0.077710	-0.111530	-0.041180	-0.228120	-0.195650	-0.065660	-0.114900	-0.116740	0.016290	-0.022060	-0.102790	-0.190680	-0.091680	-0.006940	-0.036500	0.022080	-0.213670	-0.098450	-0.093690	-0.167300	-0.146290	0.025750	-0.023430
-0.179400	-0.179400	-0.179400	-0.179400	-0.077770	-0.050270	-0.224870	0.021640	-0.184930	-0.189480	-0.223290	-0.179260	-0.159670	-0.186790	-0.292230	-0.125120	-0.249190	-0.212240	-0.249100	-0.213290	-0.249040	-0.220470	-0.121660	-0.108140	-0.065560	-0.149140	-0.140050	0.012970	-0.159650	-0.234690	-0.264760	-0.183860	-0.080350	-0.012940	-0.251090	-0.051870	-0.303260	-0.141810	-0.008230	-0.192020	-0.252140	-0.115810	-0.266890	-0.098560	-0.153990	-0.142690	-0.071410	-0.180790	-0.225070	-0.144850	-0.274230	-0.113830	-0.180960	-0.255610	-0.199580	-0.335650	-0.179740	-0.190650	-0.244150	0.053780	-0.121340	-0.019890	-0.107180	-0.269680	-0.071120	-0.143140	-0.235780	-0.223450	-0.104430	-0.241280	-0.095980	-0.190600	-0.061310	-0.211310	-0.089790	-0.166490	-0.104930	-0.109850	-0.234080	-0.226980	-0.048380	-0.123300	-0.085330	-0.161400	-0.097330	-0.313250	-0.115720	-0.096020	-0.205040	-0.162770	-0.137520	-0.246440	-0.061670	-0.049430	-0.230170	-0.148290	-0.189000	-0.107010	-0.173330	-0.241230	-0.338020	-0.245980	-0.253160	-0.159440	-0.109540	-0.287940	-0.341860	-0.315660	-0.149520	-0.525990	-0.490410	-0.418880	-0.572970	-0.436570	-0.523440	-0.288200	-0.252530	-0.266890	-0.256560	-0.256470	-0.347380	-0.328240	-0.181400	-0.204940	-0.274990	-0.202420	-0.057840	-0.102400	-0.282510	-0.200180	-0.054540	-0.197370	-0.156390	-0.088560	-0.178790	-0.117380	-0.143970	-0.164700	-0.146950	-0.186270	-0.090470	-0.183830	-0.058770	-0.181130	-0.076420	0.001200	0.022520	-0.013930	-0.139070	-0.060390	-0.210080	-0.212000	-0.249500	-0.211650	-0.289740	-0.161580	-0.399560	-0.159740	-0.247480	-0.108870	-0.097350	-0.097370	-0.000240	-0.149410	-0.326890	-0.150640
-0.097700	-0.097700	-0.097700	-0.097700	-0.176500	-0.033590	-0.004010	-0.048260	0.019170	0.046880	-0.011000	0.074510	-0.094720	-0.060940	0.133090	0.042330	0.044770	0.041290	-0.017040	0.050990	0.100340	0.098220	-0.050570	0.035010	0.006350	-0.095630	-0.096270	-0.145280	-0.001740	0.040010	0.006450	0.046860	0.041580	-0.141050	0.071790	-0.075280	0.114190	0.044840	-0.064450	0.079530	0.030740	-0.024920	0.039740	0.023490	-0.006370	-0.025320	-0.136820	-0.017120	0.019840	-0.039030	0.138420	-0.043620	0.157590	0.080480	0.027770	0.156300	-0.047850	0.002870	0.066380	-0.115490	-0.019530	-0.007870	-0.075460	-0.040730	-0.028510	0.032150	0.080450	0.056920	-0.002930	0.002510	0.002060	0.091160	-0.062090	0.050540	0.030020	0.039690	-0.007860	-0.013240	-0.038310	-0.048880	0.005490	-0.005710	-0.081370	0.017220	0.062220	0.042470	-0.047920	0.042990	0.059490	0.028500	-0.119130	0.045540	0.005090	-0.089800	0.019420	0.066380	0.124040	-0.066760	0.076840	0.095350	0.134190	0.147730	-0.017830	0.044280	-0.065120	0.020860	-0.031640	0.003180	-0.260110	0.071830	0.028790	-0.020370	0.101500	0.007370	0.018900	-0.071870	-0.085780	-0.177120	-0.195310	-0.150070	-0.142820	-0.063600	-0.015510	-0.059090	-0.035460	0.034110	0.080730	-0.074200	0.075720	0.026180	-0.060920	-0.004550	0.044740	-0.020310	0.040130	0.015450	-0.041910	0.031670	-0.121290	0.055390	-0.121090	0.116980	-0.066350	0.082280	-0.053680	-0.067220	-0.032780	-0.069840	-0.025840	-0.167750	-0.021450	0.026520	-0.050750	0.064010	-0.128930	-0.040250	0.031100	-0.029720	0.022880	-0.024040	0.014870	-0.011600	-0.099710	0.039940	0.175950	0.032760
