3.789180	3.834130	4.040480	4.023740	4.078230	4.044110	4.064020	4.061360	4.048650	3.999280	3.946190	3.973500	3.908350	3.926830	3.949930	4.025930	3.812100	3.853480	3.972870	4.055380	4.195080	3.953590	3.956680	3.855070	3.908580	3.923260	3.813660	3.784120	3.839800	3.893250	3.773280	3.837370	3.919360	3.886270	3.869990	3.766600
-0.028310	0.000730	-0.072010	-0.094190	-0.070820	-0.045730	-0.051960	-0.027070	-0.035730	-0.028910	-0.019250	-0.020720	0.009370	0.004960	-0.029980	-0.074850	0.007660	-0.030470	-0.019760	-0.091180	-0.166620	-0.004300	-0.056760	-0.026930	-0.046780	0.011490	0.024880	0.014100	0.005380	0.001230	-0.018020	0.029060	-0.063190	0.038150	-0.063020	0.044060
-0.248040	-0.299700	-0.321470	-0.290400	-0.265410	-0.281800	-0.284030	-0.286550	-0.275270	-0.297190	-0.285350	-0.269070	-0.318200	-0.281760	-0.293950	-0.264540	-0.251580	-0.275480	-0.244600	-0.261290	-0.275300	-0.254800	-0.219600	-0.320920	-0.287860	-0.229070	-0.311890	-0.252000	-0.274810	-0.294780	-0.166280	-0.298250	-0.166610	-0.267450	-0.203100	-0.293240
-0.197100	-0.082640	-0.100660	-0.080440	-0.122490	-0.137830	-0.076790	-0.083820	-0.104960	-0.097570	-0.127080	-0.175200	-0.067760	-0.107120	-0.077540	-0.128530	-0.236560	-0.138550	-0.210160	-0.193130	-0.126580	-0.228730	-0.302340	-0.173270	-0.112430	-0.233630	-0.104550	-0.218850	-0.163470	-0.112590	-0.339100	-0.154510	-0.283080	-0.174900	-0.195500	-0.178860
-0.096070	-0.225580	-0.053100	-0.139080	-0.149510	-0.118670	-0.230440	-0.223450	-0.194450	-0.197840	-0.142860	-0.148250	-0.260200	-0.252740	-0.206490	-0.117990	-0.046240	-0.185220	-0.092170	-0.059860	-0.140990	-0.080640	0.077900	0.037100	-0.149920	-0.140860	-0.231500	-0.121760	-0.149350	-0.304080	-0.006860	-0.123390	-0.120480	-0.232100	-0.178520	-0.100450
-0.072000	-0.002250	-0.216830	-0.134270	-0.155150	-0.224300	-0.151110	-0.121710	-0.146010	-0.143790	-0.109910	-0.106440	-0.027100	0.015130	-0.081810	-0.147230	-0.158800	-0.069960	-0.168730	-0.119380	-0.046870	-0.150940	-0.256870	-0.324190	-0.117570	-0.008710	-0.016950	-0.062330	-0.046710	0.047380	-0.096920	-0.123910	-0.029350	-0.003420	-0.018520	-0.112840
-0.214790	-0.106640	-0.224300	-0.192790	-0.092970	-0.035770	-0.032760	-0.060790	-0.066620	-0.080100	-0.162280	-0.182310	-0.178900	-0.215990	-0.150080	-0.109350	-0.183760	-0.160270	-0.115010	-0.235580	-0.315690	-0.158980	-0.193880	-0.073720	-0.118720	-0.313730	-0.168610	-0.222930	-0.146970	-0.269170	-0.256580	-0.125270	-0.287460	-0.221760	-0.196440	-0.131000
-0.013600	-0.123770	0.094840	-0.020600	-0.194940	-0.214210	-0.261400	-0.211250	-0.176360	-0.226760	-0.061210	-0.154940	-0.160760	-0.145160	-0.083610	-0.125740	-0.070900	-0.195450	-0.166930	-0.115700	-0.167010	-0.200280	-0.069940	-0.163070	-0.182500	-0.007010	-0.237630	-0.137280	-0.196990	-0.170400	-0.006380	-0.082980	-0.068230	-0.148800	-0.148850	-0.122480
-0.287200	-0.095400	-0.392760	-0.315180	-0.238510	-0.369480	-0.320300	-0.319070	-0.387750	-0.361130	-0.336250	-0.399220	-0.282170	-0.220140	-0.310570	-0.131040	-0.331360	-0.202210	-0.373860	-0.356410	-0.259450	-0.266590	-0.285850	-0.208020	-0.076980	-0.308610	-0.141100	-0.231040	-0.074420	-0.399530	-0.304090	-0.342540	-0.394190	-0.410020	-0.191600	-0.200940
0.095350	0.031930	-0.086610	-0.125850	-0.145100	-0.038340	-0.131740	-0.062530	-0.007280	-0.071420	-0.022320	-0.048260	-0.116020	-0.119450	-0.052860	-0.171680	-0.158050	-0.059860	-0.000240	0.023350	-0.102010	-0.212840	-0.162240	-0.227700	-0.223850	-0.177240	-0.136320	-0.153110	-0.105330	-0.110080	-0.043020	0.054300	-0.072400	-0.028890	-0.077210	-0.051570
-0.315840	-0.251610	-0.126230	-0.060560	-0.118540	-0.167200	-0.084260	-0.147530	-0.180800	-0.172190	-0.137910	-0.199890	-0.144840	-0.200980	-0.142310	-0.068540	-0.025740	-0.309330	-0.266500	-0.248550	-0.260130	-0.079110	-0.179380	-0.089860	-0.084770	-0.048960	-0.234340	-0.155420	-0.218130	-0.122670	-0.196650	-0.186110	-0.142350	-0.199400	-0.218110	-0.169930
0.040150	0.006790	0.006720	-0.082760	-0.018940	-0.040690	-0.063610	-0.034870	-0.028450	-0.001660	-0.098330	0.014730	-0.009770	0.073680	-0.042890	-0.077680	-0.103460	0.150970	0.093610	-0.050430	0.035270	-0.025750	0.104030	-0.016570	-0.017500	-0.054130	0.108250	0.043750	0.054510	-0.037750	0.031120	-0.092360	-0.033640	0.020000	0.060860	-0.033150
-0.116010	-0.198140	-0.056800	-0.021060	-0.094100	-0.011530	-0.029190	-0.055120	-0.008970	-0.014340	-0.022280	0.005420	-0.064630	-0.155840	-0.111350	-0.190060	-0.057870	-0.218660	-0.104070	0.077380	-0.008410	-0.011200	-0.158180	-0.049900	-0.150970	-0.086360	-0.153810	-0.150660	-0.211850	0.079680	-0.136970	-0.022360	0.010980	-0.010760	-0.149440	-0.094200
2.326160	2.526010	2.550570	2.289640	1.705720	0.664850	-0.573750	-0.783380	-1.270350	-1.295550	-1.247590	-0.701860	-0.986690	-0.920280	-0.428010	0.155280	1.324740	0.980900	0.696570	0.091440	0.175250	-0.634030	-1.786000	-2.419370	-2.228690	-0.910120	-0.977070	-0.591870	-0.267440	0.127900	0.553800	0.071400	-0.511640	-0.798780	-0.745460	-1.165360
-0.507270	-0.453910	-0.408060	-0.238990	-0.105800	0.062070	0.414450	0.417200	0.378130	0.334740	0.201190	-0.158770	-0.041270	-0.154380	-0.195820	-0.483760	-1.008900	-0.588370	-0.386010	-0.177380	-0.275560	0.243920	0.622410	0.955980	0.863720	0.281100	0.265130	0.188980	-0.192870	-0.232340	-0.470080	-0.137980	0.121030	0.306490	0.432540	0.419420
