3.956650	4.023230	3.913680	4.089880	4.036620	4.059080	4.228180	4.122880	3.993520	3.950260	3.900630	3.816100	3.818610	3.902160	3.879340	4.017270	4.180490	4.277820	4.358970	4.168610	4.074510	4.007780	4.187580	4.220380	4.119130	4.097210	4.032200	4.048110	3.963010	4.123160	4.081450	4.110280	4.158050	3.979890	3.892960	3.884510	4.229840	4.269100	4.279510	4.201170	4.171800	4.164230	4.187000	4.183460	4.189080	4.172030	4.159620	4.208520	4.217430	4.145670	4.170180	4.119120	4.132030	4.204270	4.266240	4.299870	4.379920	4.246500	4.292940	4.229420	4.318480	4.286100	4.229490	4.098250	4.181690	4.246370	4.300480	4.277390	4.203990	4.252380	4.299320	3.932180	3.895300	3.862800	4.002580	3.825030	3.743130	3.707940	3.644670	3.614540	3.590470	3.610080	3.653080	3.633230	3.592670	3.809390	4.068400	4.055100	3.899050	3.821260	3.744290	3.849220	3.719290	3.626400	3.727810	3.737480	3.707030	4.291130	4.240060	4.072560	3.998550	3.880920	3.767390	3.723440	3.673140	3.723020	3.722800	3.581930	3.519710	3.547570	3.653050	3.547010	3.504060	3.450110
0.004250	-0.042570	-0.022120	-0.075280	0.008380	-0.042140	-0.100440	0.029370	0.032140	-0.071730	-0.026890	-0.057270	-0.012120	-0.093630	-0.057020	0.004260	-0.035590	-0.048930	-0.106790	-0.053040	-0.060290	-0.032700	-0.044950	-0.059030	0.015080	-0.046570	-0.072420	-0.098420	0.004110	-0.072640	-0.029790	-0.062510	-0.041520	0.008220	0.005130	-0.005830	-0.073150	-0.069580	-0.067070	-0.039900	-0.038530	-0.045900	-0.079470	-0.070600	-0.068090	-0.059120	-0.052480	-0.066880	-0.090920	-0.060550	-0.058870	-0.050340	-0.056940	-0.054200	-0.059650	-0.075990	-0.187180	-0.086790	-0.144920	-0.110190	-0.146080	-0.097420	-0.046010	-0.019010	-0.007280	-0.071880	-0.051870	-0.025700	-0.077440	-0.098610	-0.074380	-0.029170	-0.045310	-0.013980	-0.079220	-0.002820	-0.015040	-0.016840	-0.025150	0.019760	0.032280	-0.030670	-0.002870	-0.010740	-0.062140	-0.134770	-0.154880	-0.166470	-0.028430	-0.020190	-0.029330	-0.063570	-0.046720	0.000660	-0.064200	-0.060590	-0.061970	-0.141660	-0.185830	-0.154870	-0.187230	-0.114600	-0.073850	-0.089680	-0.028920	-0.076490	-0.101730	-0.022760	-0.008450	-0.028860	-0.120560	-0.070690	0.014480	0.035410
-0.310330	-0.259980	-0.233480	-0.220560	-0.239370	-0.246120	-0.206780	-0.277000	-0.277560	-0.208750	-0.256010	-0.216850	-0.219860	-0.208750	-0.231510	-0.260120	-0.215440	-0.201690	-0.275800	-0.246370	-0.236750	-0.263590	-0.252580	-0.200500	-0.250140	-0.223480	-0.167580	-0.218940	-0.256970	-0.243170	-0.271690	-0.228070	-0.260170	-0.283780	-0.250970	-0.252540	-0.262460	-0.290410	-0.254800	-0.266610	-0.243850	-0.258010	-0.231400	-0.229360	-0.245230	-0.247290	-0.254780	-0.249940	-0.222960	-0.263710	-0.227540	-0.264910	-0.249330	-0.255840	-0.253780	-0.296290	-0.282140	-0.395050	-0.322270	-0.326980	-0.282980	-0.274680	-0.296630	-0.177600	-0.177820	-0.134960	-0.119050	-0.222480	-0.150770	-0.098590	-0.115950	-0.168960	-0.135540	-0.215170	-0.124550	-0.165910	-0.266820	-0.273110	-0.205760	-0.266630	-0.272780	-0.265640	-0.280260	-0.256480	-0.219200	-0.313130	-0.317480	-0.251570	-0.276730	-0.267670	-0.281790	-0.167410	-0.203690	-0.282470	-0.235320	-0.217900	-0.297850	-0.323250	-0.293480	-0.304730	-0.256220	-0.262390	-0.313030	-0.230290	-0.278180	-0.269340	-0.238980	-0.270520	-0.246610	-0.267500	-0.195310	-0.225730	-0.265360	-0.282150
-0.116590	-0.193000	-0.232800	-0.214800	-0.251840	-0.217400	-0.175030	-0.216460	-0.214710	-0.226500	-0.156890	-0.196170	-0.211550	-0.163740	-0.147220	-0.155810	-0.213370	-0.197610	-0.096550	-0.191670	-0.195480	-0.170050	-0.090370	-0.163020	-0.188280	-0.138330	-0.224770	-0.160990	-0.228980	-0.138420	-0.135560	-0.164100	-0.114390	-0.159380	-0.189490	-0.189740	-0.173950	-0.139510	-0.104870	-0.094620	-0.134220	-0.094660	-0.119450	-0.114120	-0.097970	-0.096940	-0.086460	-0.090680	-0.117770	-0.091110	-0.119350	-0.075100	-0.099430	-0.095580	-0.123710	-0.109460	-0.142690	-0.083850	-0.148050	-0.182040	-0.128550	-0.171910	-0.084870	-0.246180	-0.235120	-0.281250	-0.304260	-0.115880	-0.203000	-0.248610	-0.225220	-0.254390	-0.302650	-0.158880	-0.231310	-0.278270	-0.112520	-0.114550	-0.238570	-0.169620	-0.181570	-0.153700	-0.098810	-0.163140	-0.218740	-0.088310	-0.029680	-0.111350	-0.145550	-0.171810	-0.158920	-0.248550	-0.224280	-0.155550	-0.167080	-0.193650	-0.082680	-0.065980	-0.074990	-0.077270	-0.155790	-0.173770	-0.139610	-0.248390	-0.180470	-0.131530	-0.163090	-0.178250	-0.231960	-0.209410	-0.178060	-0.214340	-0.197490	-0.220040
-0.181820	-0.101120	-0.069450	-0.110050	-0.065490	-0.090960	-0.155020	-0.072840	-0.097610	-0.090300	-0.173290	-0.141840	-0.177000	-0.137540	-0.168060	-0.137010	-0.077480	-0.148400	-0.116360	-0.013340	-0.031030	-0.069150	-0.252190	-0.184100	-0.148160	-0.240580	-0.132170	-0.154240	-0.043190	-0.200500	-0.190930	-0.185030	-0.208500	-0.139080	-0.136780	-0.115620	-0.122210	-0.117720	-0.169960	-0.202670	-0.182640	-0.236080	-0.221870	-0.238890	-0.240730	-0.254600	-0.282940	-0.252420	-0.219100	-0.220380	-0.241840	-0.272240	-0.287530	-0.228400	-0.171920	-0.163500	-0.067740	-0.100770	-0.063530	-0.025390	-0.121500	-0.076000	-0.168540	-0.129260	-0.164510	-0.086380	-0.089020	-0.299570	-0.198690	-0.210470	-0.247460	-0.111730	-0.078350	-0.239800	-0.221670	-0.108690	-0.208140	-0.183670	-0.089550	-0.159810	-0.116660	-0.099770	-0.209990	-0.124660	-0.046200	-0.008730	-0.110390	-0.058420	-0.073900	-0.061200	-0.022150	-0.082170	-0.080390	-0.080050	-0.101870	-0.096890	-0.136740	-0.052360	-0.022430	-0.061430	0.042070	0.004810	0.001120	0.068740	-0.027350	-0.102530	-0.085610	-0.082610	-0.022520	0.017290	-0.149230	-0.046750	-0.114370	-0.033720
-0.021380	-0.052260	-0.077540	-0.041210	-0.041290	-0.037810	-0.016300	-0.078930	-0.046910	-0.044220	-0.061160	-0.002680	0.038450	-0.102850	-0.044930	-0.096500	-0.148130	-0.102390	-0.112120	-0.196240	-0.159180	-0.123300	0.027060	-0.064100	0.002480	0.052130	-0.019600	0.015870	-0.064390	0.045120	-0.059360	-0.014910	-0.015990	-0.077930	-0.081460	-0.113140	-0.053390	-0.084560	-0.148520	-0.121390	-0.134900	-0.108820	-0.140930	-0.132240	-0.125510	-0.099710	-0.072790	-0.109870	-0.151360	-0.148930	-0.115120	-0.092820	-0.067130	-0.097660	-0.101200	-0.072480	-0.168110	-0.114170	-0.120580	-0.170750	-0.090590	-0.106670	-0.091000	-0.036920	0.002190	-0.057360	-0.076330	0.097510	0.010270	0.011010	0.040630	-0.022520	-0.015510	0.027900	0.016680	-0.091670	-0.034190	-0.085870	-0.050630	-0.049430	-0.106140	-0.174410	-0.097190	-0.119070	-0.103100	-0.269260	-0.120310	-0.214650	-0.154920	-0.108270	-0.237370	-0.087770	-0.090470	-0.152740	-0.115780	-0.120150	-0.169110	-0.174790	-0.237210	-0.160790	-0.234180	-0.166880	-0.203180	-0.237460	-0.171820	-0.113040	-0.141170	-0.067720	-0.148680	-0.242630	-0.030110	-0.111450	-0.029020	-0.100250
-0.189420	-0.182360	-0.217670	-0.228870	-0.266900	-0.207410	-0.190850	-0.194850	-0.225730	-0.238040	-0.134420	-0.260740	-0.323200	-0.127060	-0.099470	-0.126610	-0.105050	-0.148300	-0.108380	-0.101760	-0.165530	-0.144070	-0.156520	-0.051570	-0.213580	-0.189980	-0.170350	-0.216790	-0.219500	-0.259990	-0.162720	-0.295920	-0.141140	-0.209390	-0.178800	-0.177590	-0.263800	-0.234240	-0.049630	-0.080690	-0.074300	-0.086100	-0.045350	-0.022300	-0.050730	-0.062500	-0.090910	-0.061620	-0.018720	-0.060320	-0.030630	-0.090330	-0.095940	-0.086200	-0.097600	-0.171900	-0.187730	-0.264660	-0.273580	-0.277530	-0.208850	-0.221220	-0.115930	-0.174720	-0.164980	-0.188530	-0.155950	-0.202120	-0.142340	-0.150070	-0.139220	-0.202880	-0.197420	-0.144420	-0.164080	-0.119580	-0.088540	-0.079370	-0.267910	-0.195630	-0.130050	-0.073330	-0.062560	-0.111870	-0.227200	-0.110670	-0.240290	-0.130210	-0.117180	-0.193680	-0.061380	-0.175350	-0.194380	-0.094700	-0.128630	-0.090400	-0.090300	-0.117940	-0.038740	-0.208110	-0.125520	-0.226030	-0.107090	-0.150030	-0.134470	-0.166580	-0.115550	-0.259460	-0.147080	-0.076120	-0.190020	-0.173990	-0.278930	-0.185800
-0.090270	-0.114640	-0.089390	-0.138850	-0.085370	-0.032890	-0.108700	-0.133470	-0.057110	-0.064880	-0.135310	-0.039150	-0.036780	-0.130300	-0.183880	-0.037100	-0.093210	-0.030080	-0.074330	-0.029210	0.027570	-0.026530	-0.085680	-0.208540	-0.047000	-0.130460	-0.064070	-0.092730	-0.032260	-0.171110	-0.268350	-0.019200	-0.144980	-0.106140	-0.113290	-0.112310	-0.128810	-0.128720	-0.192670	-0.156730	-0.161250	-0.172300	-0.252910	-0.275160	-0.242060	-0.246070	-0.221970	-0.242590	-0.285170	-0.204780	-0.263500	-0.188220	-0.246840	-0.197510	-0.181840	-0.168420	-0.253150	-0.249420	-0.252550	-0.173580	-0.284430	-0.215540	-0.182650	-0.096630	-0.028900	0.003010	-0.001240	-0.044980	-0.077000	-0.092900	-0.122610	0.064850	0.039470	-0.121520	-0.109310	-0.073960	-0.115410	-0.147180	0.056860	-0.073720	-0.111510	-0.141960	-0.168520	-0.068980	0.043810	-0.090990	0.079610	-0.048350	-0.006520	0.069310	-0.076800	-0.038010	-0.008800	-0.086360	-0.017060	-0.140820	-0.123150	-0.029620	-0.114840	0.017700	0.030790	0.063380	-0.036240	0.035950	0.043360	-0.077680	-0.121970	0.021620	-0.108340	-0.058250	-0.122610	-0.077350	-0.005500	-0.073900
-0.103130	-0.113720	-0.216660	-0.154630	-0.187560	-0.124630	-0.154250	-0.142000	-0.128090	-0.184600	-0.180690	-0.196200	-0.269010	-0.253570	-0.087840	-0.382740	-0.379670	-0.495090	-0.049770	-0.176640	-0.292450	-0.191970	-0.157930	-0.134120	-0.216080	-0.154600	-0.192570	-0.073910	-0.124400	-0.022020	-0.107250	-0.377080	-0.080160	-0.276410	-0.304610	-0.297530	-0.187700	-0.219870	-0.189250	-0.331460	-0.393830	-0.386690	-0.329110	-0.312460	-0.317880	-0.325410	-0.363790	-0.307850	-0.268350	-0.351560	-0.311880	-0.378770	-0.390240	-0.322170	-0.233050	-0.197960	-0.235450	-0.189390	-0.205710	-0.334730	-0.172350	-0.202580	-0.126580	-0.244450	-0.288900	-0.318550	-0.410500	-0.218900	-0.195610	-0.331610	-0.306990	-0.296660	-0.225220	-0.219810	-0.320860	-0.433710	-0.170630	-0.197750	-0.290160	-0.249650	-0.162070	-0.252110	-0.263550	-0.290790	-0.208290	-0.169470	-0.228060	-0.250350	-0.216210	-0.202220	-0.216230	-0.250310	-0.235600	-0.188060	-0.244760	-0.206790	-0.229500	0.005770	-0.054460	-0.217110	-0.169830	-0.234320	-0.086610	-0.244830	-0.246530	-0.233720	-0.211350	-0.239920	-0.134490	-0.239200	-0.200120	-0.250290	-0.298170	-0.125630
-0.066440	0.009420	-0.044050	-0.026000	-0.071760	0.066590	0.032610	-0.065580	-0.049020	-0.013590	0.013030	-0.037270	-0.078550	-0.017230	0.024230	0.138420	0.113880	0.123720	-0.075880	-0.094690	0.010600	-0.014030	0.024730	0.008390	0.021160	0.009930	0.050740	0.011130	-0.012690	-0.149410	-0.222870	-0.047170	-0.034570	-0.101280	-0.027950	-0.091790	-0.162120	-0.109110	-0.121240	-0.022820	0.007960	-0.026750	-0.109290	-0.112890	-0.110290	-0.085460	-0.055910	-0.128650	-0.167130	-0.101090	-0.073760	-0.056540	-0.028360	-0.024840	0.004810	-0.007290	-0.028590	-0.132940	-0.098920	-0.037780	-0.061650	-0.058440	-0.070730	-0.024000	0.128140	0.065580	0.097870	0.030490	0.016510	0.064290	0.070600	0.063820	0.068630	0.073810	0.035980	0.125720	0.076730	-0.002440	-0.045440	-0.015950	-0.105570	-0.039450	0.010480	0.052400	-0.105580	-0.106630	-0.050670	-0.082840	-0.047160	-0.055260	-0.062830	-0.035340	-0.053060	-0.050320	0.060280	0.062460	-0.079220	-0.203800	-0.082770	-0.104910	0.028000	-0.031370	-0.111320	0.016050	0.074320	-0.013530	0.017630	-0.078160	-0.146850	0.014800	0.036060	0.017910	-0.057950	-0.110810
