1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	1.872530	2.127050	2.421080	2.724920	2.831970	2.876810	3.082050	3.129040	3.187550	3.208160	3.241230	3.172470	3.300810	3.290720	3.201260	3.269080	3.318900	3.352080	3.410370	3.309100	3.330930	3.328810	3.730420	3.754700	3.806060	3.776430	3.745750	3.960350	4.125850	4.138110	4.102290	4.184280	4.178820	4.176420	4.218700	4.218350	4.141220	4.163820	4.131820	4.105670	4.090580	4.058570	3.982000	3.779430	3.485290	3.503000	3.380080	3.488380	3.495940	3.539950	3.465680	3.395790	3.389930	3.413780	3.356760	3.348430	3.284450	3.421560	3.368290	3.348160	3.279230	3.318460	3.375470	3.302790	3.382820	3.318740	3.426190	3.411250	3.420910	3.418130	3.346440	3.489030	3.432280	3.392530	3.342300	3.410400	3.359760	3.348240	3.395940	3.371600	3.441920	3.332980	3.378610	3.387180	3.378820	3.397410	3.447280	3.358630	3.340760	3.408840	3.314020	3.429690	3.463340	3.403570	3.348570	3.484240	3.284090
0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	0.140420	-0.047830	-0.045040	-0.065980	-0.053350	-0.009250	-0.100940	-0.111620	-0.126920	-0.098320	-0.112130	-0.038120	-0.115220	-0.071370	0.023710	-0.036640	-0.057800	-0.025740	-0.100630	-0.045710	-0.049540	-0.018730	-0.035980	-0.079740	-0.122010	-0.128470	-0.112070	-0.042550	-0.117700	-0.091420	-0.034430	-0.060610	-0.045200	-0.065020	-0.142800	-0.115080	-0.069610	-0.137320	-0.139800	-0.142480	-0.152410	-0.131850	-0.135990	-0.069920	-0.041310	-0.098580	-0.020720	-0.074610	-0.135620	-0.138440	-0.060840	-0.052680	-0.022200	-0.054770	-0.014600	-0.058540	-0.008210	-0.080490	-0.066510	-0.056940	0.042920	-0.030220	-0.026840	-0.032410	-0.021670	-0.024500	-0.090120	-0.083570	-0.056990	-0.066360	-0.025490	-0.120420	-0.072230	-0.075590	-0.008300	-0.074830	-0.068230	-0.022000	-0.091630	-0.014860	-0.054120	-0.025990	-0.051580	-0.070810	-0.024640	-0.050100	-0.059140	-0.007490	-0.049970	-0.070840	-0.010170	-0.045150	-0.076590	-0.001640	-0.003660	-0.110140	-0.031230
-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.570020	-0.292310	-0.251810	-0.235060	-0.264280	-0.292750	-0.257060	-0.213750	-0.207740	-0.214780	-0.226900	-0.244050	-0.244360	-0.241730	-0.290610	-0.238390	-0.238300	-0.258630	-0.191430	-0.247170	-0.227570	-0.224680	-0.216400	-0.181310	-0.151610	-0.150540	-0.165800	-0.301450	-0.167710	-0.159700	-0.210550	-0.182080	-0.202470	-0.226540	-0.127090	-0.125210	-0.215020	-0.215550	-0.286680	-0.325390	-0.330950	-0.378000	-0.242650	-0.246210	-0.280660	-0.275490	-0.259790	-0.241140	-0.284690	-0.186870	-0.215480	-0.260420	-0.283550	-0.231990	-0.251500	-0.243410	-0.243120	-0.171940	-0.217970	-0.220680	-0.303810	-0.226310	-0.242510	-0.243210	-0.223370	-0.211670	-0.153800	-0.183510	-0.233080	-0.223840	-0.310190	-0.191300	-0.209160	-0.230420	-0.255410	-0.221680	-0.227930	-0.283790	-0.251300	-0.235880	-0.234950	-0.243930	-0.223510	-0.239280	-0.257320	-0.268060	-0.189960	-0.271340	-0.248380	-0.244780	-0.259540	-0.218680	-0.262890	-0.243180	-0.261690	-0.169900	-0.259120
0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	0.126320	-0.167290	-0.207880	-0.167490	-0.129700	-0.180170	-0.135720	-0.208530	-0.248110	-0.196090	-0.171600	-0.214730	-0.201460	-0.145130	-0.182850	-0.219370	-0.160360	-0.160640	-0.219180	-0.172990	-0.224470	-0.249110	-0.203550	-0.245170	-0.236450	-0.239780	-0.229660	-0.132240	-0.253480	-0.264130	-0.218220	-0.203630	-0.197990	-0.131720	-0.250810	-0.278850	-0.184220	-0.265710	-0.217860	-0.182720	-0.157610	-0.050830	-0.233020	-0.203550	-0.252820	-0.118050	-0.196940	-0.152020	-0.098290	-0.224880	-0.249660	-0.231540	-0.164370	-0.218940	-0.216560	-0.212990	-0.254090	-0.284570	-0.198430	-0.222010	-0.169760	-0.261640	-0.184980	-0.219170	-0.228050	-0.280280	-0.315630	-0.237740	-0.199080	-0.227980	-0.145800	-0.230750	-0.259890	-0.214540	-0.242420	-0.190590	-0.204400	-0.132970	-0.129620	-0.235610	-0.185080	-0.254170	-0.222410	-0.148870	-0.159890	-0.160010	-0.273990	-0.184850	-0.221760	-0.135530	-0.213210	-0.214020	-0.238330	-0.228790	-0.189810	-0.251120	-0.211600
-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	-0.214620	0.017880	-0.039760	-0.165690	-0.175690	-0.072160	-0.153180	-0.046030	0.028260	-0.095000	-0.116840	-0.065260	0.026260	-0.182710	-0.093620	-0.074880	-0.176820	-0.164470	-0.117280	-0.159030	-0.049550	-0.060510	-0.259140	-0.195070	-0.209290	-0.220510	-0.199080	-0.138490	-0.090970	-0.091220	-0.129040	-0.161410	-0.135920	-0.237760	-0.110340	-0.059110	-0.152240	0.044360	-0.003790	-0.033540	-0.047290	-0.216940	-0.076730	-0.160670	0.058850	-0.162610	-0.078420	-0.176220	-0.089700	-0.045010	-0.028040	0.026880	-0.088650	-0.048910	-0.055600	-0.021920	-0.016630	-0.019000	-0.104320	-0.098420	-0.114750	0.001030	-0.133300	-0.065890	-0.099580	-0.012160	-0.000630	-0.063270	-0.092120	-0.045640	-0.084260	-0.060340	-0.005270	-0.035970	0.009930	-0.127610	-0.096200	-0.171710	-0.167560	-0.054580	-0.142760	-0.004860	-0.086610	-0.211460	-0.181310	-0.109620	-0.028800	-0.120860	-0.030900	-0.209340	-0.066000	-0.117850	0.068770	-0.070570	-0.107360	-0.074400	-0.057490
-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.135360	-0.269720	-0.132490	0.038150	-0.023200	-0.043300	0.000410	-0.116900	-0.164780	-0.046070	-0.043290	-0.036300	-0.200470	0.043810	-0.055180	-0.023410	0.047570	-0.019110	-0.019860	0.029290	-0.104410	-0.066260	-0.004560	-0.027480	-0.086010	-0.086070	-0.081710	-0.037360	-0.073070	-0.084970	-0.073920	-0.084930	-0.103440	0.023270	-0.061270	-0.079850	0.004130	-0.205280	-0.101760	-0.083500	-0.129000	-0.001910	-0.116180	-0.048580	-0.165700	0.034200	-0.097220	0.018780	-0.126720	-0.111690	-0.074800	-0.187340	-0.085600	-0.101780	-0.100010	-0.163320	-0.087220	-0.092920	-0.102190	-0.012340	-0.025700	-0.133550	0.002230	-0.068640	-0.044150	-0.074510	-0.096370	-0.103000	-0.044300	-0.097150	-0.049000	-0.093930	-0.107760	-0.100820	-0.148480	0.005740	-0.024790	0.032490	-0.020560	-0.101110	-0.017460	-0.142180	-0.028240	0.087750	0.034210	-0.043890	-0.106580	-0.056180	-0.102450	0.056010	-0.071050	-0.026780	-0.182350	-0.103160	-0.066410	-0.047700	-0.106240
-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.131010	-0.075790	-0.161580	-0.275370	-0.179890	-0.274400	-0.292710	-0.162170	-0.175100	-0.253220	-0.245330	-0.290630	-0.207700	-0.340710	-0.253470	-0.244470	-0.264960	-0.198230	-0.267080	-0.257380	-0.136470	-0.283950	-0.209430	-0.280270	-0.175910	-0.177050	-0.190690	-0.293890	-0.290600	-0.240640	-0.205700	-0.100400	-0.125020	-0.271060	-0.250750	-0.235230	-0.325760	-0.227360	-0.376370	-0.387480	-0.295860	-0.341080	-0.269360	-0.281710	-0.284570	-0.313270	-0.181920	-0.266760	-0.156650	-0.215430	-0.325520	-0.178840	-0.235980	-0.223670	-0.190110	-0.102610	-0.238960	-0.224390	-0.103290	-0.266560	-0.261270	-0.170390	-0.290690	-0.236220	-0.238310	-0.283160	-0.242440	-0.141660	-0.253230	-0.236420	-0.275290	-0.192400	-0.242630	-0.209910	-0.177020	-0.282840	-0.245470	-0.259780	-0.191840	-0.190670	-0.234550	-0.179000	-0.278140	-0.346270	-0.282200	-0.253860	-0.244460	-0.203980	-0.216060	-0.276060	-0.247980	-0.273420	-0.218860	-0.194080	-0.164140	-0.265720	-0.188910
-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.078370	-0.033990	-0.091100	-0.077680	-0.184270	-0.009030	-0.119760	-0.203010	-0.067890	-0.108900	-0.069410	-0.048400	-0.003580	-0.006520	-0.021820	-0.112050	-0.133620	-0.202030	-0.127160	-0.118610	-0.147040	-0.004290	-0.228060	-0.105600	-0.140020	-0.151200	-0.135420	-0.067490	-0.093190	-0.120630	-0.159020	-0.267210	-0.181830	-0.121640	-0.110600	-0.057270	-0.014340	-0.181150	-0.149120	-0.193100	-0.294460	-0.328480	-0.283190	-0.194450	-0.081910	-0.086270	-0.164000	-0.135070	-0.209910	-0.135200	0.040410	-0.136210	-0.077650	-0.067720	-0.115930	-0.202640	-0.049770	-0.045020	-0.221900	-0.130280	-0.019300	-0.156010	0.019840	-0.085980	-0.068520	-0.034120	-0.104560	-0.081700	-0.077050	-0.072880	-0.054500	-0.226920	-0.057070	-0.051170	-0.102130	-0.084760	-0.115540	-0.107390	-0.157280	-0.134540	-0.151870	-0.151860	-0.087410	-0.059450	-0.080840	-0.072220	-0.047320	-0.196160	-0.123110	-0.083730	-0.087710	-0.035670	-0.077600	-0.129320	-0.180440	-0.098270	-0.186050
-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.169990	-0.235130	-0.120890	-0.055220	-0.065650	-0.104800	-0.038770	0.031730	-0.034900	-0.048760	-0.099140	-0.119920	-0.153460	-0.206130	-0.259340	0.000900	-0.026120	-0.061290	-0.135110	-0.026800	-0.042970	-0.244370	-0.427970	-0.483740	-0.559060	-0.564620	-0.528160	-0.103350	-0.300300	-0.277970	-0.235410	-0.138310	-0.213770	-0.184670	-0.178430	-0.188820	-0.213850	-0.167550	-0.224140	-0.225500	-0.157780	-0.089140	-0.163130	-0.293150	-0.225780	-0.034100	-0.137170	-0.048340	0.026420	-0.098160	-0.232740	-0.080870	-0.129460	-0.126060	-0.130310	-0.008990	-0.139520	-0.144390	-0.034730	-0.067090	-0.189910	-0.060990	-0.231310	-0.130190	-0.198760	-0.163430	-0.158680	-0.174660	-0.110010	-0.143710	-0.097530	0.026480	-0.147100	-0.113480	-0.121210	-0.088380	-0.028260	-0.030070	-0.025140	-0.134370	-0.077750	-0.149030	-0.061120	-0.129000	-0.104660	-0.108000	-0.289110	-0.088220	-0.086520	-0.186760	-0.127620	-0.237240	-0.117860	-0.230450	-0.048050	-0.162040	-0.114490
-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	-0.103630	0.024530	-0.064760	-0.065390	-0.068690	-0.051210	-0.185180	-0.176410	-0.039340	-0.176400	-0.082460	-0.098020	-0.147940	-0.066810	0.044140	-0.126070	-0.103280	-0.126380	-0.088230	-0.107130	-0.029610	-0.046880	-0.037210	-0.077910	0.001390	-0.005190	-0.011220	-0.173710	-0.161840	-0.169700	-0.170730	-0.167320	-0.093870	-0.209550	-0.219360	-0.124990	-0.132710	-0.174080	-0.074770	-0.036570	-0.100200	-0.208220	-0.235760	-0.152110	-0.063490	-0.088040	-0.049390	-0.159310	-0.162080	-0.119680	-0.074670	-0.114160	-0.133940	-0.098780	-0.042300	-0.091200	-0.037600	-0.034740	-0.084910	-0.112150	-0.002620	-0.124080	0.007290	-0.076910	-0.042280	-0.098770	-0.090640	0.077990	-0.093560	-0.090450	-0.062200	-0.213680	-0.060750	-0.053580	-0.070280	-0.125270	-0.134980	-0.121560	-0.062810	-0.062090	-0.143750	-0.028410	-0.183790	-0.059150	-0.106240	-0.103940	-0.022860	-0.128060	-0.096630	0.070650	-0.113120	-0.026910	-0.027310	-0.045000	-0.101720	-0.099150	-0.095600
