2.101990	2.101990	2.127530	2.238300	2.222810	2.216300	2.249520	2.301620	2.283680	2.404770	2.475680	2.680280	2.831740	2.942960	3.046790	3.208310	3.266560	3.426380	3.324640	3.400180	3.244700	3.328670	3.339260	3.379240	3.418700	3.365870	3.396730	3.405070	3.473830	3.355540	3.419700	3.350920	3.345600	3.356190	3.385420	3.487550	3.861420	3.702630	3.698740	3.648530	4.258790	4.243580	4.170000	4.183170	4.218850	4.159350	4.243290	4.124840	4.076880	3.969710	3.882590	3.671430	3.545660	3.453780	3.454500	3.410800	3.377290	3.488850	3.471780	3.297800	3.411420	3.386170	3.380200	3.325190	3.470880	3.380540	3.346290	3.392450	3.394170	3.387210	3.403690	3.381350	3.355150	3.384570	3.372100	3.379670	3.380150	3.435800	3.331490	3.398770	3.306180	3.386670	3.438600	3.322070	3.380770	3.301660	3.389980	3.353650	3.306760	3.359220	3.428210	3.316790	3.348540	3.348200	3.390560	3.332010	3.618710	3.573810	3.381860	3.352560
0.167340	0.167340	0.142550	0.037950	0.054260	0.059070	0.030690	-0.009050	0.008990	-0.051120	-0.055670	-0.090870	-0.056590	-0.100740	-0.004700	-0.053730	-0.039490	-0.083210	-0.008000	-0.041250	0.013130	-0.026060	-0.049530	-0.023520	-0.036580	-0.039060	-0.070260	-0.056650	-0.061020	-0.028630	-0.069740	-0.069990	-0.029600	-0.045350	-0.017370	-0.067810	-0.124740	-0.075770	-0.073270	-0.079330	-0.125240	-0.038340	-0.028340	-0.058290	-0.074140	-0.050760	-0.163790	-0.136170	-0.212990	-0.180720	-0.155130	-0.097220	-0.027330	-0.039690	-0.048730	-0.080040	-0.028980	-0.045840	-0.079690	-0.008380	-0.073340	-0.070310	-0.058220	-0.050770	-0.098640	-0.071300	-0.037420	-0.070390	-0.085370	-0.061920	-0.061000	-0.054570	-0.025690	-0.013280	-0.044410	-0.071860	-0.070630	-0.080760	-0.027000	-0.063830	-0.041420	-0.009420	-0.071230	-0.008440	-0.034300	0.002020	-0.076240	-0.047370	-0.015950	-0.032650	-0.057430	0.001030	-0.023640	-0.031720	-0.076330	-0.064180	-0.165730	-0.042240	-0.018330	-0.019460
-0.626160	-0.626160	-0.586030	-0.448060	-0.478340	-0.476150	-0.440200	-0.416180	-0.409480	-0.368590	-0.304260	-0.304730	-0.288640	-0.273870	-0.294160	-0.194810	-0.288610	-0.196930	-0.266960	-0.265290	-0.258360	-0.261730	-0.272470	-0.292240	-0.289390	-0.308120	-0.272080	-0.280840	-0.239500	-0.288350	-0.195300	-0.237330	-0.225160	-0.206130	-0.254740	-0.241780	-0.188000	-0.223240	-0.224590	-0.268080	-0.293610	-0.261330	-0.231160	-0.226910	-0.231140	-0.294630	-0.277810	-0.338860	-0.245460	-0.302780	-0.339860	-0.290510	-0.238260	-0.253070	-0.332180	-0.305900	-0.307670	-0.302840	-0.224790	-0.308540	-0.232080	-0.181180	-0.241880	-0.248680	-0.235290	-0.245360	-0.267490	-0.265370	-0.203350	-0.271660	-0.272950	-0.296050	-0.322830	-0.294180	-0.251540	-0.241110	-0.225570	-0.228360	-0.292930	-0.244870	-0.285560	-0.267070	-0.237540	-0.265780	-0.257550	-0.304750	-0.239230	-0.245720	-0.265670	-0.283530	-0.201720	-0.244170	-0.281360	-0.271210	-0.243670	-0.223060	-0.247600	-0.311580	-0.318820	-0.296540
0.151600	0.151600	0.099550	-0.032890	0.006870	-0.010470	-0.039190	-0.026730	-0.076190	-0.047130	-0.163800	-0.105840	-0.150450	-0.125250	-0.147760	-0.295170	-0.140160	-0.235770	-0.212590	-0.141970	-0.283250	-0.207220	-0.174100	-0.166590	-0.126830	-0.087790	-0.106950	-0.132010	-0.166790	-0.133610	-0.260260	-0.191260	-0.240030	-0.270560	-0.198110	-0.151960	-0.157640	-0.124150	-0.129230	-0.108820	-0.119970	-0.162320	-0.210980	-0.182320	-0.184420	-0.168820	-0.144230	-0.125390	-0.243740	-0.134900	-0.046210	-0.102500	-0.260040	-0.207990	-0.074280	-0.088920	-0.128930	-0.098730	-0.205660	-0.151330	-0.207580	-0.308410	-0.220770	-0.216120	-0.135490	-0.218960	-0.212870	-0.168000	-0.258660	-0.131700	-0.138090	-0.110170	-0.113590	-0.140860	-0.207140	-0.171680	-0.224030	-0.166010	-0.135170	-0.151610	-0.137910	-0.191280	-0.169240	-0.211410	-0.169010	-0.150870	-0.168220	-0.194920	-0.171980	-0.141580	-0.250150	-0.277810	-0.180810	-0.145000	-0.143440	-0.206920	-0.178480	-0.110150	-0.133110	-0.168900
-0.229210	-0.229210	-0.164910	-0.077210	-0.113740	-0.081140	-0.066910	-0.108460	-0.033430	-0.126980	-0.018650	-0.091400	-0.054350	-0.124380	-0.131090	0.026850	-0.094610	-0.063370	-0.043150	-0.157570	0.043960	-0.062020	-0.081230	-0.100690	-0.157400	-0.187150	-0.172240	-0.122200	-0.140770	-0.131390	-0.038790	-0.124880	-0.075870	-0.040140	-0.102190	-0.196810	-0.312410	-0.339900	-0.347440	-0.294450	-0.103880	-0.134930	-0.119270	-0.176550	-0.134590	-0.088320	-0.115920	-0.076420	0.011530	-0.053350	-0.136770	-0.166170	-0.060610	-0.028990	-0.142230	-0.137680	-0.095540	-0.198790	-0.057310	-0.101560	-0.073410	0.036600	-0.026150	-0.055250	-0.167820	0.012000	-0.014130	-0.053400	0.005680	-0.125330	-0.114270	-0.143680	-0.088270	-0.113450	-0.039460	-0.106260	-0.055560	-0.153790	-0.134760	-0.155380	-0.126370	-0.088490	-0.123300	-0.054690	-0.119440	-0.109290	-0.111490	-0.106260	-0.151660	-0.124480	-0.062320	0.033190	-0.085740	-0.150420	-0.159770	-0.119770	0.043750	-0.192920	-0.089140	-0.060400
-0.140680	-0.140680	-0.211890	-0.223090	-0.211100	-0.253440	-0.247440	-0.210790	-0.270520	-0.151270	-0.199510	-0.180600	-0.220520	-0.121460	-0.129810	-0.221820	-0.187800	-0.134120	-0.193560	-0.090520	-0.194790	-0.136200	-0.152400	-0.125940	-0.097270	-0.086820	-0.133510	-0.177310	-0.124360	-0.127610	-0.159100	-0.069000	-0.087420	-0.103700	-0.110840	-0.076030	-0.048440	-0.045610	-0.025900	-0.061190	-0.184990	-0.161670	-0.176780	-0.092100	-0.150520	-0.211610	-0.149400	-0.210460	-0.235710	-0.222920	-0.213140	-0.112570	-0.163180	-0.278420	-0.144360	-0.180560	-0.215180	-0.135340	-0.234900	-0.112150	-0.194920	-0.192340	-0.250110	-0.164880	-0.120150	-0.274540	-0.186790	-0.207720	-0.199020	-0.148470	-0.148050	-0.139810	-0.212960	-0.169160	-0.176430	-0.130970	-0.133090	-0.096250	-0.145570	-0.141670	-0.122560	-0.153020	-0.135540	-0.162380	-0.143160	-0.150410	-0.172040	-0.052680	-0.058750	-0.158200	-0.120700	-0.227860	-0.147590	-0.103070	-0.146650	-0.059980	-0.311170	-0.172390	-0.190500	-0.222170
-0.135820	-0.135820	-0.058160	-0.131320	-0.109200	-0.069970	-0.084690	-0.089750	-0.078910	-0.151850	-0.183080	-0.108460	-0.027810	-0.167300	-0.075440	-0.106260	-0.054290	-0.183540	-0.134430	-0.177730	-0.200710	-0.192110	-0.157430	-0.191250	-0.177740	-0.118360	-0.069560	-0.042470	-0.121500	-0.126100	-0.176790	-0.283480	-0.228210	-0.255580	-0.186850	-0.200020	-0.148700	-0.090140	-0.111740	-0.165790	-0.248310	-0.134940	-0.117140	-0.197030	-0.143560	-0.160180	-0.278170	-0.233620	-0.319560	-0.264120	-0.180650	-0.222530	-0.231760	-0.049160	-0.146500	-0.081720	-0.057990	-0.133090	-0.021070	-0.202020	-0.092510	-0.200780	-0.113550	-0.150550	-0.116350	-0.064850	-0.207350	-0.096110	-0.193120	-0.093320	-0.115460	-0.114410	-0.046430	-0.068530	-0.168460	-0.132080	-0.246650	-0.147480	-0.148160	-0.045510	-0.161220	-0.165080	-0.183390	-0.182770	-0.136990	-0.155040	-0.079640	-0.241670	-0.233330	-0.121540	-0.228780	-0.138530	-0.208070	-0.109640	-0.059170	-0.218280	-0.093890	-0.094600	-0.116710	-0.067280
-0.077020	-0.077020	-0.149650	-0.016090	-0.068580	-0.094330	-0.079400	-0.123150	-0.071200	-0.059270	-0.000890	-0.102600	-0.142020	-0.018270	-0.202370	-0.065830	-0.084830	0.023220	-0.056280	-0.029590	0.036640	-0.051050	-0.058210	-0.097050	-0.065170	-0.130450	-0.150760	-0.193350	-0.127680	-0.061240	0.006580	0.012530	0.039100	0.040440	-0.026590	-0.079260	-0.186910	-0.270320	-0.282870	-0.216250	-0.017350	-0.107140	-0.113200	-0.106840	-0.147760	-0.132360	-0.093650	-0.182860	-0.086530	-0.100100	-0.173930	-0.102070	-0.068760	-0.120140	-0.093380	-0.173430	-0.100220	-0.159830	-0.200640	-0.038470	-0.188590	0.043580	-0.049840	-0.061510	-0.078800	-0.088790	0.059670	-0.058500	0.062820	-0.084270	-0.024460	-0.050280	-0.093090	-0.100790	0.056120	-0.048350	0.078570	-0.091630	-0.035210	-0.196130	-0.060960	0.001330	0.016420	-0.003210	-0.001850	-0.050800	-0.166220	0.085060	-0.039870	-0.078690	0.038550	-0.003870	0.000280	-0.120880	-0.190780	-0.034520	-0.004010	-0.258820	-0.099520	-0.137920
-0.179360	-0.179360	-0.117360	-0.260870	-0.204440	-0.200510	-0.194570	-0.132100	-0.205120	-0.138590	-0.197010	-0.141230	-0.067440	-0.205400	-0.033720	-0.186250	-0.197560	-0.295390	-0.260830	-0.298300	-0.218650	-0.136960	-0.102880	-0.191810	-0.251650	-0.113780	-0.151290	-0.141500	-0.215390	-0.216350	-0.267560	-0.297880	-0.230060	-0.219610	-0.225210	-0.367740	-0.532470	-0.486910	-0.463370	-0.458210	-0.345650	-0.293840	-0.394820	-0.297120	-0.220450	-0.347720	-0.407140	-0.295840	-0.319610	-0.276420	-0.196520	-0.232950	-0.373370	-0.279610	-0.157380	-0.146750	-0.232720	-0.291790	-0.140080	-0.157940	-0.148800	-0.269730	-0.369360	-0.136740	-0.244970	-0.177900	-0.251140	-0.121060	-0.331230	-0.156050	-0.264730	-0.247370	-0.167220	-0.194810	-0.319110	-0.193300	-0.333850	-0.216140	-0.359600	-0.139600	-0.182370	-0.383630	-0.414000	-0.291770	-0.363030	-0.276210	-0.112000	-0.245650	-0.221820	-0.269760	-0.319140	-0.272730	-0.354140	-0.103370	-0.186260	-0.185490	-0.211730	-0.281840	-0.200350	-0.231410
-0.105240	-0.105240	-0.137970	-0.033060	-0.072970	-0.060890	-0.082790	-0.136690	-0.065660	-0.132000	-0.165190	-0.086290	-0.112200	-0.001270	-0.202930	-0.103220	0.006600	-0.033280	-0.116080	-0.041930	-0.109760	-0.224910	-0.232920	-0.162240	-0.094650	-0.125990	-0.098320	-0.091790	-0.098300	-0.064370	-0.079110	-0.126450	-0.090540	-0.167210	-0.125890	-0.063960	0.004450	0.022450	-0.004290	-0.023150	-0.205780	-0.169660	-0.117920	-0.194640	-0.238810	-0.203110	-0.133200	-0.197080	-0.286330	-0.273140	-0.346410	-0.225420	-0.214470	-0.126670	-0.208100	-0.150390	-0.017420	-0.146490	-0.148890	-0.148250	-0.226770	-0.096200	-0.041730	-0.145980	-0.050920	-0.156750	-0.169100	-0.208840	-0.063470	-0.113200	0.048130	0.002840	-0.055840	-0.058770	-0.002300	-0.041650	-0.058000	-0.056560	0.000890	-0.088260	-0.147840	0.000300	-0.002320	-0.094860	0.024260	-0.102610	-0.241700	-0.009870	-0.121270	-0.114740	-0.074140	-0.052730	-0.037300	-0.146550	-0.081310	-0.055850	-0.088430	-0.210650	-0.161660	-0.037130
