1.949970	1.949970	1.954290	2.661440	3.001540	3.039910	3.215250	3.049910	3.067580	3.066180	3.058230	3.088980	3.126120	3.069220	3.120140	3.064980	3.124900	3.167810	3.110690	3.058740	3.101500	3.005500	3.056470	3.035890	3.077210	2.961000	2.976670	3.025900	2.941700	2.992450	3.063720	3.054390	3.091860	3.069140	3.170800	3.095820	2.973380	3.049670	3.068740	3.077250	3.107100	3.179890	3.200700	3.154380	3.090580	3.026400	3.083910	3.199350	3.432340	3.300900	3.331120	3.258520	3.377170	3.383200	3.429770	3.324890	3.369040	3.314500	3.335870	3.275610	3.291750	3.228800	3.236180	3.217780	3.229190	3.259390	3.543470	3.373710	3.341780	3.332020	3.248200	3.645820	3.937670	4.004700	3.964890	3.944490	4.013430	4.100820	4.101890	3.982150	3.891120	3.816000	3.731960	3.516940	3.477800	3.387880	3.393060	3.295950	3.309530	3.215050	3.261030	3.287580	3.360890	3.280480	3.259690	3.191490	3.335250	3.359910	3.295700	3.316320	3.258950	3.308670	3.311390	3.357000	3.369000	3.389880	3.410230	3.403590	3.402780	3.357710	3.431170	3.300880	3.283590	3.367560	3.396230	3.387090	3.305170	3.388800	3.428410	3.357230	3.327080	3.339260	3.311730	3.310830	3.261520	3.385710	3.302620	3.347450	3.295860	3.356480	3.311020
0.152970	0.152970	0.148820	0.139710	-0.008300	-0.006950	-0.094660	-0.024660	-0.019170	-0.040300	-0.045650	-0.053330	-0.084220	-0.034320	-0.081700	-0.012240	-0.057410	-0.089670	-0.061740	0.026450	-0.057080	-0.006400	-0.039670	0.015210	-0.034380	0.027880	0.032970	-0.004410	0.013640	0.038660	-0.077060	0.002720	-0.026290	0.014820	-0.064500	0.011000	0.028430	-0.028890	-0.044020	-0.006780	-0.038160	-0.083270	-0.139180	-0.057960	-0.020120	0.005420	-0.018320	-0.097910	-0.149070	-0.039160	-0.102040	-0.050010	-0.107710	-0.071020	-0.094650	-0.080640	-0.091770	-0.066190	-0.084080	-0.044060	-0.104820	-0.012750	-0.061380	-0.104620	-0.060750	-0.068860	-0.047010	-0.054410	-0.029480	-0.060150	-0.041050	-0.069760	-0.083270	-0.073220	-0.071000	-0.053760	-0.039810	-0.067840	-0.082800	-0.107580	-0.089840	-0.105680	-0.092090	-0.118850	-0.083810	-0.120860	-0.138870	-0.088040	-0.121950	-0.052160	-0.073400	-0.081140	-0.099220	-0.085140	-0.067470	-0.042580	-0.093660	-0.094850	-0.120980	-0.080900	-0.048260	-0.118470	-0.115650	-0.077150	-0.086970	-0.070170	-0.126660	-0.138460	-0.114650	-0.085920	-0.124300	-0.082830	-0.038940	-0.085580	-0.090700	-0.100170	-0.093280	-0.134770	-0.108440	-0.080490	-0.093190	-0.088630	-0.057640	-0.114080	-0.025790	-0.123070	-0.074770	-0.125880	-0.095910	-0.129140	-0.093140
-0.584070	-0.584070	-0.578580	-0.317960	-0.240050	-0.286900	-0.204220	-0.258380	-0.300250	-0.261570	-0.287440	-0.230910	-0.221800	-0.279940	-0.244740	-0.281460	-0.293390	-0.254670	-0.213290	-0.299180	-0.226570	-0.224570	-0.146860	-0.280710	-0.165260	-0.238490	-0.237790	-0.239610	-0.261730	-0.295660	-0.180090	-0.312300	-0.251130	-0.269890	-0.318650	-0.305910	-0.269510	-0.258310	-0.290070	-0.267410	-0.293570	-0.268290	-0.248300	-0.245540	-0.251180	-0.268720	-0.266790	-0.270650	-0.395890	-0.283110	-0.219470	-0.309420	-0.291990	-0.318360	-0.312050	-0.330170	-0.288290	-0.284420	-0.239990	-0.282590	-0.293970	-0.328570	-0.309900	-0.274960	-0.279110	-0.234390	-0.229450	-0.302730	-0.284760	-0.281850	-0.284520	-0.398060	-0.251530	-0.240690	-0.234160	-0.265100	-0.289740	-0.275460	-0.312480	-0.264710	-0.278910	-0.270420	-0.306870	-0.323890	-0.280720	-0.221620	-0.214580	-0.308100	-0.239070	-0.303420	-0.254600	-0.272460	-0.262370	-0.301680	-0.299420	-0.302890	-0.234490	-0.312330	-0.217720	-0.272190	-0.302040	-0.291180	-0.290670	-0.318240	-0.327580	-0.316390	-0.285790	-0.246010	-0.301230	-0.293060	-0.253470	-0.269520	-0.324910	-0.289610	-0.269230	-0.317000	-0.312240	-0.237070	-0.232250	-0.295710	-0.333990	-0.286790	-0.305940	-0.310420	-0.340710	-0.237300	-0.317600	-0.280610	-0.292100	-0.266500	-0.263850
0.138350	0.138350	0.132840	-0.204810	-0.179150	-0.146160	-0.152130	-0.157690	-0.112260	-0.145690	-0.098120	-0.203570	-0.198450	-0.125020	-0.165030	-0.159450	-0.116120	-0.107880	-0.218000	-0.132080	-0.180340	-0.242390	-0.328450	-0.099720	-0.281190	-0.210690	-0.236640	-0.180940	-0.187970	-0.151210	-0.247370	-0.074630	-0.216580	-0.240720	-0.037950	-0.116840	-0.237820	-0.148680	-0.094970	-0.190260	-0.119880	-0.147440	-0.133600	-0.171620	-0.174610	-0.210980	-0.188060	-0.144430	-0.016040	-0.161670	-0.191780	-0.119750	-0.094430	-0.119050	-0.060740	-0.110320	-0.123410	-0.150890	-0.189820	-0.142290	-0.074840	-0.107670	-0.096410	-0.119300	-0.146820	-0.215740	-0.230600	-0.048210	-0.113850	-0.090760	-0.088930	-0.076040	-0.149370	-0.080840	-0.090890	-0.062940	-0.041530	-0.142940	-0.136640	-0.146360	-0.115870	-0.157550	-0.119040	-0.101000	-0.191050	-0.192700	-0.161250	-0.060390	-0.159300	-0.131730	-0.174270	-0.128930	-0.083870	-0.080510	-0.088050	-0.140990	-0.175370	-0.058950	-0.211910	-0.158330	-0.122760	-0.068420	-0.094030	-0.090710	-0.085230	-0.065080	-0.096090	-0.177490	-0.076870	-0.135610	-0.135310	-0.175350	-0.133240	-0.120790	-0.144050	-0.056970	-0.091470	-0.154320	-0.174830	-0.116930	-0.060140	-0.130530	-0.135220	-0.061520	-0.091880	-0.147800	-0.074350	-0.067600	-0.121730	-0.110880	-0.155210
-0.215360	-0.215360	-0.210960	-0.099990	-0.125250	-0.084700	-0.133840	-0.124440	-0.114280	-0.111040	-0.138780	-0.049550	-0.043540	-0.118980	-0.061780	-0.057370	-0.080290	-0.151260	-0.066120	-0.137720	-0.137270	-0.062880	-0.024510	-0.252870	-0.058100	-0.183410	-0.102560	-0.162710	-0.099840	-0.118790	-0.054460	-0.204270	-0.039180	0.010300	-0.236440	-0.158910	-0.021270	-0.179670	-0.186310	-0.065460	-0.076520	0.002270	-0.035800	-0.060040	-0.127930	-0.025330	-0.088860	-0.051680	-0.015170	-0.006250	-0.041880	-0.041680	-0.071590	-0.034050	-0.130490	-0.031120	-0.034580	-0.044380	-0.024080	-0.093340	-0.116700	-0.077760	-0.093930	-0.083570	-0.061930	-0.028340	-0.164720	-0.282160	-0.200350	-0.233830	-0.232220	0.024750	-0.088510	-0.301350	-0.299290	-0.312220	-0.283680	-0.134690	-0.115150	-0.149280	-0.198700	-0.132220	-0.137130	-0.085230	0.004670	-0.051760	-0.104360	-0.155930	-0.054400	-0.055890	-0.029570	-0.086330	-0.169450	-0.084230	-0.116370	-0.003630	-0.047490	-0.126640	0.028750	0.008710	-0.021960	-0.084980	-0.044430	-0.082970	-0.066710	-0.137970	-0.098750	0.003370	-0.126740	-0.012810	-0.054250	0.010610	-0.020700	-0.074910	-0.071460	-0.116280	-0.083080	-0.071330	-0.049080	-0.081120	-0.079720	-0.026750	-0.015440	-0.103020	-0.066810	-0.073270	-0.124150	-0.130440	-0.046200	-0.083670	-0.027980
-0.133140	-0.133140	-0.135710	-0.124590	-0.097280	-0.157840	-0.145060	-0.106070	-0.179390	-0.145940	-0.156700	-0.175040	-0.171870	-0.111340	-0.205680	-0.215050	-0.231020	-0.117260	-0.104270	-0.122950	-0.061850	-0.076390	-0.055990	0.010260	-0.079670	0.073730	-0.055820	-0.027600	-0.100980	-0.119500	-0.145340	-0.072730	-0.108380	-0.137910	0.023090	-0.047100	-0.099120	0.028680	-0.020180	-0.107260	-0.184440	-0.280180	-0.207890	-0.129980	0.013440	-0.135730	-0.071020	-0.177750	-0.207720	-0.250760	-0.228720	-0.233450	-0.186450	-0.187300	-0.151810	-0.201510	-0.215260	-0.169100	-0.176190	-0.136830	-0.178180	-0.164620	-0.191180	-0.116730	-0.188390	-0.184310	-0.005900	-0.074010	-0.136730	-0.134850	-0.079930	-0.173500	-0.175400	-0.070110	-0.094920	-0.075010	-0.116520	-0.133000	-0.156940	-0.180050	-0.176560	-0.212590	-0.239790	-0.153030	-0.246490	-0.200760	-0.166260	-0.156790	-0.176950	-0.210890	-0.208690	-0.189150	-0.124320	-0.230170	-0.158320	-0.262040	-0.191010	-0.180170	-0.224970	-0.323690	-0.266090	-0.261700	-0.248030	-0.160890	-0.183960	-0.105460	-0.136800	-0.182760	-0.109180	-0.268800	-0.230520	-0.222310	-0.215060	-0.150980	-0.141720	-0.174040	-0.162480	-0.140030	-0.191670	-0.163950	-0.203920	-0.248360	-0.251630	-0.175270	-0.179180	-0.154450	-0.147810	-0.170370	-0.216450	-0.151790	-0.196710
-0.128620	-0.128620	-0.128230	-0.155530	-0.155180	-0.132910	-0.068450	-0.179640	-0.060670	-0.112060	-0.078470	-0.134840	-0.185010	-0.208640	-0.095920	-0.089940	-0.069400	-0.174110	-0.261050	-0.115820	-0.185340	-0.238790	-0.250580	-0.141560	-0.188850	-0.335930	-0.163440	-0.165200	-0.153770	-0.137740	-0.158350	-0.084360	-0.181520	-0.250620	-0.251250	-0.215450	-0.233630	-0.259020	-0.227060	-0.232100	-0.074840	-0.005180	-0.091830	-0.189490	-0.295460	-0.198890	-0.230480	-0.154290	-0.275670	-0.065200	-0.088520	-0.099710	-0.129050	-0.219980	-0.133050	-0.153590	-0.125190	-0.180210	-0.207950	-0.206810	-0.086590	-0.151160	-0.109330	-0.236410	-0.138190	-0.172590	-0.337850	-0.106780	-0.091760	-0.048750	-0.121640	-0.188460	-0.141040	-0.074500	-0.023930	-0.073730	-0.024550	-0.153300	-0.179870	-0.112050	-0.095210	-0.109290	-0.088100	-0.259510	-0.173180	-0.164390	-0.166100	-0.119120	-0.192580	-0.128800	-0.143940	-0.128420	-0.152200	-0.057650	-0.164090	-0.086250	-0.155200	-0.109370	-0.163030	-0.015070	-0.026990	0.009360	-0.002320	-0.135500	-0.082550	-0.150070	-0.143600	-0.167910	-0.182250	-0.027690	-0.055750	-0.152750	-0.119860	-0.224740	-0.190340	-0.110180	-0.165160	-0.226300	-0.172270	-0.189820	-0.098490	-0.082840	-0.096340	-0.113910	-0.175990	-0.207970	-0.165870	-0.101690	-0.156290	-0.189020	-0.177560
-0.074010	-0.074010	-0.072490	-0.096830	-0.076690	-0.051260	-0.100230	-0.038060	-0.166660	-0.110960	-0.142880	-0.066510	0.009530	0.071580	-0.125980	-0.075770	-0.131080	-0.017910	0.068590	-0.107900	-0.124650	-0.025410	-0.004360	-0.153190	-0.010910	-0.014500	-0.167600	-0.158630	-0.088150	-0.037590	-0.039690	-0.201380	-0.092380	0.000710	-0.086310	-0.057040	-0.067480	-0.127700	-0.087090	0.006930	-0.099510	-0.063880	-0.042610	0.074130	0.047370	-0.009920	-0.103990	-0.123080	0.029050	-0.074780	-0.170650	-0.076810	-0.067110	0.065480	-0.128320	-0.003580	-0.038700	-0.126510	0.021330	-0.077000	-0.190830	-0.049790	-0.138200	-0.006420	-0.118050	-0.095490	-0.085350	-0.278380	-0.225130	-0.321760	-0.235820	0.033950	-0.153540	-0.259430	-0.319350	-0.253650	-0.272420	-0.167200	-0.189210	-0.250650	-0.250630	-0.254790	-0.267130	-0.116370	-0.127490	-0.116170	-0.091610	-0.175390	-0.001420	-0.123770	-0.041390	-0.118140	-0.061720	-0.086530	-0.022380	-0.074060	-0.004200	-0.099840	0.034010	-0.157040	-0.090780	-0.192980	-0.135000	-0.085800	-0.127910	-0.088000	-0.052930	-0.039100	-0.036910	-0.167870	-0.139730	-0.024080	-0.069560	0.014940	-0.071750	-0.161290	-0.062380	-0.001020	-0.028220	-0.038370	-0.148760	-0.123820	-0.119200	-0.120910	-0.014220	0.012930	-0.067430	-0.120320	-0.086290	-0.028410	-0.003160
-0.169070	-0.169070	-0.171870	-0.328610	-0.248160	-0.290690	-0.279140	-0.274600	-0.218740	-0.207360	-0.223010	-0.255740	-0.374050	-0.429400	-0.253640	-0.315240	-0.276690	-0.347550	-0.395100	-0.360410	-0.290180	-0.255030	-0.250000	-0.246930	-0.316140	-0.323570	-0.211410	-0.218380	-0.307730	-0.362320	-0.381340	-0.162900	-0.144620	-0.259810	-0.171500	-0.261150	-0.142240	-0.069720	-0.156630	-0.269610	-0.163760	-0.190710	-0.181500	-0.322720	-0.208250	-0.236100	-0.167640	-0.136900	-0.146630	-0.158940	-0.163740	-0.205580	-0.132280	-0.287880	-0.084980	-0.140620	-0.204910	-0.096020	-0.292960	-0.192150	-0.100920	-0.199670	-0.206530	-0.240070	-0.232160	-0.240200	-0.453870	-0.309850	-0.406260	-0.290760	-0.313080	-0.085900	-0.117790	-0.368310	-0.335890	-0.388340	-0.311880	-0.344620	-0.339380	-0.369940	-0.410680	-0.384550	-0.359570	-0.276320	-0.321130	-0.300350	-0.333980	-0.217240	-0.337370	-0.221710	-0.325640	-0.247820	-0.328840	-0.235550	-0.326000	-0.209580	-0.349880	-0.212440	-0.275530	-0.209230	-0.153660	-0.128420	-0.067240	-0.185240	-0.125140	-0.139730	-0.188570	-0.214920	-0.174480	-0.150930	-0.169580	-0.250020	-0.168710	-0.295600	-0.256230	-0.134480	-0.171240	-0.284700	-0.381590	-0.268130	-0.108660	-0.139580	-0.206270	-0.141690	-0.248290	-0.320460	-0.189600	-0.203090	-0.223140	-0.270520	-0.268220
-0.100220	-0.100220	-0.097210	-0.132860	-0.114460	-0.026250	-0.000010	-0.112140	-0.074410	-0.129600	-0.074480	-0.084720	-0.019660	0.056600	-0.134340	-0.065150	-0.098110	-0.044870	-0.015810	0.026400	0.020050	-0.067820	-0.015050	0.071130	0.067530	0.045450	0.027110	0.021970	0.009500	0.050470	0.053110	-0.047280	-0.032050	-0.075170	-0.028180	-0.050150	-0.139410	-0.142010	-0.104010	-0.096690	-0.090200	0.019830	-0.019620	0.061310	0.005950	-0.044060	-0.104690	-0.176350	-0.195840	-0.139080	-0.234310	-0.121730	-0.144790	-0.035950	-0.204100	-0.074520	-0.079820	-0.313630	-0.114260	-0.273350	-0.159190	-0.095650	-0.101740	-0.099750	-0.128660	-0.147350	-0.076300	-0.137530	0.005020	-0.132700	-0.040830	0.021960	-0.309610	-0.092890	-0.121510	-0.057480	-0.108920	-0.061180	-0.049300	-0.064020	-0.087180	-0.133310	-0.148520	-0.170160	-0.097460	-0.171750	-0.103410	-0.131650	-0.049630	-0.182370	-0.035810	-0.178030	-0.058740	-0.041150	-0.037660	-0.132840	0.010910	-0.089600	-0.030980	-0.153430	-0.131310	-0.151090	-0.093330	-0.054570	0.007360	-0.083200	0.057340	-0.001250	0.004230	-0.074520	-0.054240	-0.064040	-0.089030	-0.078020	-0.086570	-0.171710	-0.118240	-0.086150	-0.041660	-0.084860	-0.174690	-0.175960	-0.172700	-0.101880	-0.115460	-0.067410	-0.164340	-0.082060	-0.216670	-0.059100	-0.123470
