1.730500	1.730500	1.730500	1.730500	1.730500	1.730500	1.730500	1.730500	1.730500	1.833520	2.958190	3.101520	3.027950	3.127380	3.152370	3.144690	3.161780	3.125660	3.144030	3.083910	3.084440	3.109540	3.037680	3.119990	3.148720	3.172380	3.169970	3.198820	3.181250	3.243890	3.308760	3.366790	3.420970	3.441420	3.420170	3.418700	3.368990	3.453590	3.441610	3.467430	3.410430	3.437070	3.375030	3.246850	3.202540	3.179950	3.078960	3.098370	3.036200	3.060390	3.123220	3.056610	3.069350	3.100140	3.078510	3.042860	3.034940	3.078550	3.034960	3.015550	3.073060	3.134700	3.047590	3.033530	3.033600	3.065260	3.107820	3.032400	3.083460	3.042670	3.076810	3.115180	3.051140	3.046940	3.000490	2.994320	3.051950	3.014730	3.106650	3.073570	3.020860	3.029730	3.042100
0.122520	0.122520	0.122520	0.122520	0.122520	0.122520	0.122520	0.122520	0.122520	0.036500	-0.041310	-0.110550	-0.062840	-0.138230	-0.130650	-0.166870	-0.149740	-0.144650	-0.183370	-0.159950	-0.130630	-0.129790	-0.083240	-0.182270	-0.154240	-0.153500	-0.134550	-0.165860	-0.157530	-0.191590	-0.093650	-0.073100	-0.046090	-0.046260	-0.056440	-0.041500	-0.023640	-0.106730	-0.134850	-0.171680	-0.148520	-0.219400	-0.191930	-0.187430	-0.170910	-0.156200	-0.108640	-0.117700	-0.136950	-0.060540	-0.128590	-0.119840	-0.114240	-0.108720	-0.082900	-0.085870	-0.098400	-0.071960	-0.079520	-0.059250	-0.095700	-0.126880	-0.104420	-0.094770	-0.083540	-0.120610	-0.149820	-0.067310	-0.127010	-0.124710	-0.119940	-0.139870	-0.099430	-0.091210	-0.060040	-0.104890	-0.079330	-0.118600	-0.133130	-0.137200	-0.079980	-0.075970	-0.091430
-0.537000	-0.537000	-0.537000	-0.537000	-0.537000	-0.537000	-0.537000	-0.537000	-0.537000	-0.359220	-0.349650	-0.297750	-0.310620	-0.243140	-0.240590	-0.238690	-0.306810	-0.210410	-0.255050	-0.276620	-0.305430	-0.283500	-0.317740	-0.229520	-0.267820	-0.295540	-0.302520	-0.282250	-0.278280	-0.204650	-0.261390	-0.212180	-0.274480	-0.253620	-0.260220	-0.263950	-0.278220	-0.188170	-0.207970	-0.225840	-0.291150	-0.301530	-0.308160	-0.218220	-0.260630	-0.257910	-0.235790	-0.291360	-0.248260	-0.279840	-0.283330	-0.294280	-0.273150	-0.314110	-0.310080	-0.281630	-0.275480	-0.284500	-0.299970	-0.311990	-0.283720	-0.260560	-0.280580	-0.301500	-0.275430	-0.270060	-0.218310	-0.300630	-0.227560	-0.269610	-0.287260	-0.295400	-0.291790	-0.280850	-0.287940	-0.287900	-0.278380	-0.276230	-0.219530	-0.208500	-0.271330	-0.281790	-0.245470
0.109430	0.109430	0.109430	0.109430	0.109430	0.109430	0.109430	0.109430	0.109430	-0.134950	-0.035740	-0.077190	-0.108520	-0.143560	-0.126740	-0.130350	-0.049440	-0.206360	-0.103750	-0.119130	-0.089900	-0.090660	-0.101950	-0.146910	-0.083530	-0.057240	-0.044730	-0.054010	-0.053240	-0.149520	-0.145630	-0.175550	-0.082710	-0.104290	-0.126110	-0.149510	-0.101690	-0.225380	-0.230900	-0.250340	-0.169280	-0.071370	-0.042930	-0.166240	-0.085340	-0.081830	-0.206290	-0.062470	-0.155570	-0.168810	-0.070460	-0.096790	-0.133420	-0.046600	-0.062380	-0.146160	-0.109340	-0.139290	-0.111610	-0.095780	-0.112330	-0.093330	-0.152150	-0.085010	-0.129410	-0.097520	-0.179170	-0.104570	-0.174530	-0.147490	-0.086000	-0.057530	-0.104870	-0.127070	-0.143570	-0.105500	-0.116610	-0.115570	-0.174400	-0.202130	-0.146530	-0.119390	-0.177680
-0.207070	-0.207070	-0.207070	-0.207070	-0.207070	-0.207070	-0.207070	-0.207070	-0.207070	0.018350	-0.168710	-0.162180	-0.097900	-0.045230	-0.087970	-0.062480	-0.133540	0.024640	-0.066730	0.004570	-0.038030	-0.069970	-0.034850	-0.037160	-0.115730	-0.127390	-0.144030	-0.149560	-0.151320	-0.073450	-0.117160	-0.154550	-0.207760	-0.204180	-0.158740	-0.078760	-0.198990	-0.052800	-0.012990	0.033910	-0.001520	-0.087940	-0.117250	-0.051200	-0.120990	-0.139230	0.047110	-0.125470	-0.011310	0.028420	-0.107790	-0.057610	-0.023960	-0.112480	-0.121660	-0.004780	-0.085910	-0.024260	-0.048360	-0.074520	-0.069670	-0.117460	0.030460	-0.072220	-0.053060	-0.112960	-0.012950	-0.061060	-0.014360	0.009090	-0.101130	-0.117590	-0.062180	-0.040160	-0.035580	-0.068630	-0.065170	-0.048070	-0.037310	0.011470	-0.017170	-0.082140	-0.005440
-0.133500	-0.133500	-0.133500	-0.133500	-0.133500	-0.133500	-0.133500	-0.133500	-0.133500	-0.281460	-0.128830	-0.128990	-0.171860	-0.196600	-0.160430	-0.174370	-0.127960	-0.203400	-0.166890	-0.232380	-0.200440	-0.137460	-0.186680	-0.161570	-0.113390	-0.137160	-0.121900	-0.109590	-0.087170	-0.126720	-0.124110	-0.050170	-0.076930	-0.091080	-0.114580	-0.179130	-0.055630	-0.129580	-0.154180	-0.156500	-0.149830	-0.094010	-0.118790	-0.179970	-0.115400	-0.109090	-0.257480	-0.122720	-0.151280	-0.233270	-0.122850	-0.176090	-0.190170	-0.132170	-0.083640	-0.165470	-0.084260	-0.186910	-0.147260	-0.131590	-0.155200	-0.130400	-0.256740	-0.138880	-0.147010	-0.089370	-0.202330	-0.158780	-0.172900	-0.193520	-0.096180	-0.098840	-0.138650	-0.166590	-0.123690	-0.123360	-0.157650	-0.139190	-0.112720	-0.176670	-0.216800	-0.102530	-0.201670
-0.129460	-0.129460	-0.129460	-0.129460	-0.129460	-0.129460	-0.129460	-0.129460	-0.129460	-0.102100	-0.133260	-0.160170	-0.173870	-0.151720	-0.143770	-0.178850	-0.191220	-0.162310	-0.172760	-0.121730	-0.150990	-0.164340	-0.154960	-0.178060	-0.148200	-0.134070	-0.142400	-0.187500	-0.154410	-0.151320	-0.195900	-0.251310	-0.134590	-0.110400	-0.152790	-0.146670	-0.187480	-0.212810	-0.204470	-0.278620	-0.244990	-0.246090	-0.191520	-0.184200	-0.161280	-0.159270	-0.115540	-0.130320	-0.226130	-0.156030	-0.167020	-0.175330	-0.164100	-0.142380	-0.216260	-0.190070	-0.265230	-0.120810	-0.159710	-0.166820	-0.154880	-0.146680	-0.073520	-0.159390	-0.172920	-0.186670	-0.116940	-0.120000	-0.173490	-0.116160	-0.152530	-0.136650	-0.120260	-0.144030	-0.214490	-0.188050	-0.106430	-0.189130	-0.197330	-0.165840	-0.069580	-0.185190	-0.087820
-0.080590	-0.080590	-0.080590	-0.080590	-0.080590	-0.080590	-0.080590	-0.080590	-0.080590	-0.061220	-0.212320	-0.214120	-0.097810	-0.081380	-0.102560	-0.049930	-0.155800	-0.011610	-0.084020	-0.043020	-0.092220	-0.052040	-0.040420	-0.022800	-0.147640	-0.227400	-0.200830	-0.156780	-0.175890	-0.142270	-0.211780	-0.080780	-0.186890	-0.207320	-0.181400	-0.065260	-0.169320	-0.107470	-0.193520	-0.210770	-0.258430	-0.246920	-0.228640	-0.131290	-0.204420	-0.169500	-0.046530	-0.131780	0.067890	0.020110	-0.068590	-0.109240	-0.090510	-0.114610	0.010940	0.013590	0.079270	-0.076770	-0.021950	-0.012040	-0.128970	-0.120050	-0.119770	-0.020750	-0.047290	-0.077440	-0.068520	-0.059820	0.024380	-0.016810	-0.022140	-0.138800	-0.022100	-0.043800	0.051610	0.010340	-0.052120	0.002550	0.054400	0.010880	-0.037470	0.051480	-0.035230
-0.165650	-0.165650	-0.165650	-0.165650	-0.165650	-0.165650	-0.165650	-0.165650	-0.165650	-0.243430	-0.119400	-0.182900	-0.306670	-0.191940	-0.129480	-0.181000	-0.103590	-0.160310	-0.155870	-0.094690	-0.077630	-0.060560	-0.147240	-0.134480	-0.020820	-0.024610	-0.052840	-0.116830	-0.011610	-0.067100	-0.121140	-0.282770	-0.160840	-0.213370	-0.253070	-0.312830	-0.140640	-0.220100	-0.200500	-0.163270	-0.060050	-0.077840	-0.074810	-0.221550	-0.040850	-0.075960	-0.203350	-0.035500	-0.187860	-0.256790	-0.084960	-0.119820	-0.103010	-0.041830	-0.141150	-0.105880	-0.167730	-0.051540	-0.076190	-0.057260	-0.074290	-0.098590	-0.051200	-0.076010	-0.111950	-0.051130	-0.117500	-0.063300	-0.206040	-0.071940	-0.052520	0.027450	-0.072510	-0.099770	-0.162200	-0.080540	-0.113080	-0.116560	-0.124750	-0.153380	-0.122530	-0.118470	-0.108060
-0.104040	-0.104040	-0.104040	-0.104040	-0.104040	-0.104040	-0.104040	-0.104040	-0.104040	-0.119800	-0.188190	-0.133630	-0.029930	-0.094720	-0.168750	-0.090540	-0.174310	-0.040270	-0.042410	-0.091530	-0.176460	-0.103040	-0.035850	-0.012730	-0.094300	-0.126110	-0.136450	-0.098100	-0.098300	-0.031190	-0.222740	-0.144900	-0.148590	-0.141430	-0.138410	-0.089970	-0.250410	-0.126850	-0.059440	-0.120390	-0.189260	-0.085540	-0.086770	-0.056390	-0.108970	-0.102430	0.004430	-0.127410	-0.013530	0.025000	-0.084390	-0.136190	-0.140820	-0.110550	-0.062450	-0.092220	-0.097310	-0.117510	-0.078910	-0.159440	-0.151830	-0.123360	-0.067350	-0.079160	-0.093120	-0.110420	-0.017900	-0.100610	-0.000170	-0.000550	-0.001020	-0.058440	0.018630	-0.053130	-0.044460	-0.060470	-0.019160	-0.041250	-0.011050	-0.011840	-0.029950	-0.056830	-0.019690
