1.820780	1.820780	1.820780	1.820780	2.419980	2.541070	2.504640	2.556620	2.487140	2.466570	2.481300	2.467980	2.401380	2.433790	2.397000	2.441000	2.429560	2.430660	2.386010	2.376100	2.423510	2.429870	2.374800	2.365620	2.424210	2.396690	2.456840	2.446240	2.615580	2.466220	2.420750	2.415790	2.500180	2.465400	2.411080	2.485500	2.420620	2.778930	3.508840	3.842260	3.752630	3.809680	3.761890	3.674550	3.591000	3.120240	2.633040	2.660860	2.577080	2.599100	2.668240	2.660690	2.848650	3.010070	3.094180	3.021460	3.128230	3.313740	3.286570	3.169760	3.109380	3.047580	3.006090	2.974020	2.845870	2.800020	2.848200	2.812080	2.733720	2.633340	2.659030	2.600910	2.637400	2.612650	2.741670	2.838200	2.800580	2.765790	2.694090	2.710110	2.674250	2.655440	2.680580	2.731540	2.722680	2.658650	2.638540	2.604830	2.615280	2.731520	2.760530	2.753210	2.708930	2.686320	2.829200	2.772370	2.704600	2.802630	2.785970	2.801350	2.895950	2.822860	2.776600	2.758660	2.821140	2.795650	2.735250	2.632750	2.567990	2.641710	2.620840	2.598070	2.536570	2.548380	2.557060	2.656580	2.588360	2.653370	2.683890	2.762670	2.792150	2.756110	2.693160	2.729130	2.690300	2.643340	2.718350	2.750010	2.767020	2.861450	2.865040	2.812350	2.821420	2.822540	2.859280	2.884500	2.787320	2.788730	2.744110	2.810530	2.766690	2.755090	2.651030	2.638670	2.620160	2.522340	2.592720	2.629220	2.582270	2.558070	2.593490	2.511600	2.515070	2.694350	2.666100	2.644560	2.616550	2.544980	2.573200	2.517290	2.563900	2.516320	2.503490	2.540830	2.483450	2.487840	2.438320	2.570310
0.155520	0.155520	0.155520	0.155520	-0.042920	-0.054710	-0.067080	-0.067140	-0.075620	-0.087150	-0.083040	-0.074490	-0.071820	-0.086090	-0.099190	-0.081270	-0.054620	-0.054250	-0.027950	-0.056420	-0.052580	-0.110320	-0.061220	-0.030450	-0.044730	-0.051490	-0.071380	-0.086890	-0.112680	-0.065880	-0.075940	-0.070460	-0.070530	-0.083750	-0.024590	-0.070540	-0.033750	-0.004470	0.052580	-0.030940	0.020470	0.009460	-0.002760	0.036880	-0.025690	-0.027560	-0.018740	-0.020280	0.007940	-0.024750	-0.088200	-0.070100	-0.111960	-0.269110	-0.300740	-0.196040	-0.137310	-0.096140	-0.173030	-0.107190	-0.118320	-0.151950	-0.110200	-0.128570	-0.113460	-0.053690	-0.046320	-0.079170	-0.038870	-0.065680	-0.085030	-0.016760	-0.084670	-0.054720	-0.147090	-0.238350	-0.253750	-0.227210	-0.178320	-0.168880	-0.169010	-0.124710	-0.130630	-0.144190	-0.100260	-0.104450	-0.094450	-0.068700	-0.084910	-0.053500	-0.061060	-0.104920	-0.086170	-0.089910	-0.039680	-0.101360	-0.071360	-0.153760	-0.111440	-0.083930	-0.137800	-0.069190	-0.108040	-0.103360	-0.082390	-0.119070	-0.097130	-0.077350	-0.051780	-0.096480	-0.084890	-0.092600	-0.076840	-0.109210	-0.110930	-0.164500	-0.068380	-0.123530	-0.114830	-0.093710	-0.081720	-0.067870	-0.059480	-0.049060	-0.103360	-0.036320	-0.051980	-0.013880	0.002330	-0.043600	-0.036090	-0.009630	-0.012360	0.018540	0.002300	-0.054530	-0.011600	-0.022570	-0.002250	-0.049510	-0.007580	-0.058290	-0.055110	-0.039750	-0.049160	0.002100	-0.048230	-0.073740	-0.076710	-0.082640	-0.135020	-0.071390	-0.060230	-0.208050	-0.159090	-0.099550	-0.121960	-0.077510	-0.104560	-0.063360	-0.090880	-0.104010	-0.091760	-0.088690	-0.090180	-0.127120	-0.026520	-0.108130
-0.527490	-0.527490	-0.527490	-0.527490	-0.291830	-0.265170	-0.285830	-0.205810	-0.223000	-0.258940	-0.251500	-0.222750	-0.222450	-0.242950	-0.264860	-0.264080	-0.244590	-0.270460	-0.259980	-0.274870	-0.264920	-0.206950	-0.251250	-0.265620	-0.242120	-0.232300	-0.220740	-0.258810	-0.225350	-0.229980	-0.224550	-0.207160	-0.247100	-0.255410	-0.259060	-0.172930	-0.276140	-0.261030	-0.231560	-0.154430	-0.168980	-0.183300	-0.137920	-0.199280	-0.185990	-0.240290	-0.222880	-0.204720	-0.252700	-0.254650	-0.219130	-0.207370	-0.293350	-0.310840	-0.276020	-0.369870	-0.266320	-0.269870	-0.260270	-0.288710	-0.258780	-0.257900	-0.250760	-0.254870	-0.243260	-0.264690	-0.225110	-0.219490	-0.237450	-0.270780	-0.239710	-0.250560	-0.212700	-0.276420	-0.246050	-0.195730	-0.225840	-0.248430	-0.286570	-0.264100	-0.255340	-0.262550	-0.237190	-0.259860	-0.257310	-0.229700	-0.255600	-0.273750	-0.210270	-0.302960	-0.277170	-0.262250	-0.265770	-0.254930	-0.267600	-0.238190	-0.302860	-0.201440	-0.239040	-0.250180	-0.254240	-0.274530	-0.229830	-0.253980	-0.276990	-0.237460	-0.268970	-0.288340	-0.272000	-0.260970	-0.260430	-0.268500	-0.256450	-0.226450	-0.215250	-0.183480	-0.247230	-0.238850	-0.275420	-0.276430	-0.190160	-0.263480	-0.274980	-0.280990	-0.237560	-0.286270	-0.250600	-0.228910	-0.228400	-0.135580	-0.140240	-0.188280	-0.184670	-0.227960	-0.197760	-0.170480	-0.178030	-0.176220	-0.231220	-0.181520	-0.233880	-0.203770	-0.204440	-0.251680	-0.222470	-0.262270	-0.278690	-0.238180	-0.203310	-0.214490	-0.228180	-0.274600	-0.250560	-0.216190	-0.212260	-0.346730	-0.258730	-0.231430	-0.258460	-0.279900	-0.216120	-0.262180	-0.269860	-0.289380	-0.268540	-0.233900	-0.305030	-0.243980
0.141970	0.141970	0.141970	0.141970	-0.074990	-0.064930	-0.067910	-0.178180	-0.157790	-0.075280	-0.097600	-0.148680	-0.185930	-0.104230	-0.093740	-0.097630	-0.151130	-0.099070	-0.152310	-0.089770	-0.089390	-0.154760	-0.120920	-0.130820	-0.137750	-0.156540	-0.160180	-0.076960	-0.145310	-0.157760	-0.156900	-0.184030	-0.138770	-0.105910	-0.124780	-0.219660	-0.107310	-0.130110	-0.123830	-0.153070	-0.166450	-0.124750	-0.228940	-0.139400	-0.107600	-0.088010	-0.136910	-0.104780	-0.104350	-0.139270	-0.112750	-0.147160	-0.052490	0.085110	-0.015890	0.016180	-0.120550	-0.075660	-0.033370	-0.072780	-0.096540	-0.073850	-0.097420	-0.074490	-0.145160	-0.139780	-0.151380	-0.154750	-0.119170	-0.086230	-0.107280	-0.118300	-0.130220	-0.049270	-0.041510	-0.045020	0.014440	0.020590	0.040960	0.000400	-0.037950	-0.042770	-0.070370	-0.046390	-0.107920	-0.145350	-0.061770	-0.094530	-0.192350	-0.029480	-0.096630	-0.048890	-0.039000	-0.082470	-0.121940	-0.115200	-0.063630	-0.130960	-0.108770	-0.129460	-0.050190	-0.094960	-0.138220	-0.111440	-0.044550	-0.064970	-0.049160	-0.058980	-0.157670	-0.065840	-0.057280	-0.035460	-0.087590	-0.111850	-0.167990	-0.128500	-0.109120	-0.061840	-0.036080	-0.035270	-0.199420	-0.066070	-0.116690	-0.076180	-0.114700	-0.070860	-0.094550	-0.131630	-0.140090	-0.222280	-0.220100	-0.171560	-0.156940	-0.137240	-0.146150	-0.124420	-0.195190	-0.183910	-0.139130	-0.149850	-0.099370	-0.090340	-0.144820	-0.064840	-0.125750	-0.139180	-0.045800	-0.087430	-0.196580	-0.137970	-0.092070	-0.057180	-0.133040	-0.032140	-0.072960	-0.054760	-0.075280	-0.165050	-0.068610	-0.066710	-0.149340	-0.075130	-0.068420	-0.014660	-0.096100	-0.128010	-0.088680	-0.096460
-0.185810	-0.185810	-0.185810	-0.185810	-0.077360	-0.119610	-0.085990	0.041000	0.032880	-0.054850	-0.049280	-0.026590	0.054760	-0.045450	0.015690	-0.003800	0.033530	-0.003310	0.038880	-0.035150	-0.080360	-0.021060	-0.036040	-0.000480	-0.019020	0.002340	0.001840	-0.055190	0.043100	0.032690	0.020590	0.029360	0.026300	0.027130	-0.021520	0.025570	-0.026220	-0.001590	-0.168930	-0.159960	-0.170230	-0.224300	-0.079520	-0.194190	-0.210280	-0.092880	-0.075010	-0.194800	-0.076620	-0.014280	-0.092580	-0.054540	-0.004020	-0.076640	0.087850	0.063540	0.065690	-0.042290	-0.064690	-0.029660	-0.028110	-0.021440	-0.034910	-0.057200	0.066450	0.036250	-0.010820	0.033650	-0.078190	-0.037790	-0.063110	-0.031410	-0.041040	-0.109920	-0.043670	-0.043230	-0.082310	-0.074550	-0.090610	-0.077660	-0.033110	-0.051280	-0.072480	-0.073820	0.016510	0.023600	-0.086790	-0.011720	0.075880	-0.128090	0.008590	-0.088340	-0.133690	-0.053540	0.013030	-0.013060	-0.002600	-0.002450	-0.011670	0.011470	-0.099950	-0.057580	0.013360	-0.025950	-0.093410	-0.103020	-0.083910	-0.041310	0.096890	-0.052470	-0.088690	-0.148310	-0.061340	-0.023450	0.060830	-0.030170	-0.048070	-0.122730	-0.116690	-0.150180	0.033660	-0.088100	0.007170	-0.044430	-0.001240	-0.058540	-0.054310	-0.047640	-0.065680	-0.056530	-0.050040	-0.070750	-0.129100	-0.077990	-0.117380	-0.156040	-0.040210	-0.048670	-0.035490	-0.062820	-0.114770	-0.143860	-0.036820	-0.116820	-0.046140	0.020170	-0.090770	-0.068890	0.085690	-0.026050	-0.023840	-0.064300	0.020030	-0.057370	-0.036670	0.026800	-0.016430	0.073880	-0.050820	-0.057990	0.022010	-0.039330	-0.035840	-0.109050	0.000380	0.028670	-0.006360	-0.019950
-0.109610	-0.109610	-0.109610	-0.109610	-0.136470	-0.087240	-0.176220	-0.188900	-0.183560	-0.132340	-0.151000	-0.139440	-0.208120	-0.140250	-0.199990	-0.199820	-0.179690	-0.203540	-0.212960	-0.122960	-0.080680	-0.117030	-0.086600	-0.149890	-0.116090	-0.138450	-0.166570	-0.171690	-0.169050	-0.193210	-0.186130	-0.133940	-0.175440	-0.235100	-0.158230	-0.166370	-0.160530	-0.219900	-0.007340	-0.039310	0.014150	0.056310	-0.038380	0.057010	0.023980	-0.128920	-0.068930	0.025830	-0.137070	-0.135150	-0.058280	-0.140140	-0.186530	-0.158350	-0.291390	-0.209810	-0.170990	-0.110070	-0.115980	-0.090020	-0.105710	-0.136310	-0.122680	-0.109580	-0.201880	-0.158130	-0.133080	-0.187350	-0.055030	-0.146950	-0.075770	-0.164970	-0.159250	-0.082750	-0.188930	-0.199380	-0.231020	-0.233700	-0.208200	-0.208970	-0.221650	-0.225810	-0.143320	-0.116840	-0.158460	-0.181060	-0.105080	-0.172900	-0.216800	-0.025470	-0.195400	-0.078980	-0.018380	-0.110720	-0.159320	-0.123910	-0.166790	-0.160370	-0.124440	-0.118800	-0.069680	-0.083990	-0.163550	-0.122590	-0.101080	-0.089550	-0.132770	-0.125680	-0.257390	-0.147320	-0.130150	-0.072360	-0.152690	-0.193010	-0.209120	-0.128080	-0.090840	-0.019160	-0.056810	0.026180	-0.143490	-0.085990	-0.158380	-0.131470	-0.187650	-0.167900	-0.146560	-0.154850	-0.095220	-0.052620	-0.076780	-0.118190	0.029000	-0.105160	-0.079280	-0.064310	-0.081290	-0.110330	-0.155500	-0.134130	-0.069190	-0.050210	-0.117030	-0.087710	-0.109630	-0.212420	-0.121010	-0.112100	-0.221060	-0.086940	-0.162950	-0.146310	-0.200570	-0.163540	-0.186620	-0.143810	-0.149450	-0.222170	-0.127580	-0.102200	-0.182970	-0.165910	-0.161670	-0.123620	-0.188300	-0.187510	-0.170710	-0.155480
-0.105420	-0.105420	-0.105420	-0.105420	-0.161640	-0.162420	-0.086530	-0.069120	-0.144710	-0.148460	-0.130230	-0.215670	-0.124070	-0.178910	-0.088640	-0.094580	-0.149720	-0.054330	-0.127260	-0.133560	-0.195360	-0.179630	-0.260540	-0.165830	-0.190180	-0.193980	-0.189730	-0.085440	-0.134120	-0.139700	-0.138870	-0.210750	-0.154840	-0.045860	-0.136660	-0.156420	-0.097000	-0.006680	-0.106570	-0.026240	-0.093430	-0.061690	-0.113970	-0.108430	-0.092840	-0.120260	-0.143500	-0.182870	-0.050830	-0.110720	-0.138820	0.011810	-0.143400	-0.155040	-0.080880	-0.133440	-0.130250	-0.053310	-0.051230	-0.112100	-0.116540	-0.088410	-0.095820	-0.056480	-0.059320	-0.067620	-0.119470	-0.028450	-0.181550	-0.079640	-0.117370	-0.047240	-0.031960	-0.139090	-0.115270	-0.096740	-0.029710	-0.015180	-0.034320	-0.030570	-0.036620	0.007730	-0.083280	-0.078330	-0.093380	-0.134370	-0.132910	-0.106300	-0.134280	-0.064600	0.080060	-0.106230	-0.171720	-0.095490	-0.121120	-0.135740	-0.067160	-0.111610	-0.133740	-0.111830	-0.152590	-0.173030	-0.115610	-0.115760	-0.059840	-0.170420	-0.057590	-0.148830	-0.057720	-0.138110	-0.084820	-0.147080	-0.088040	-0.057350	-0.094030	-0.119690	-0.174740	-0.175820	-0.127750	-0.174230	-0.047250	-0.061230	-0.116270	-0.058100	-0.042450	-0.089680	-0.097670	-0.050710	-0.142970	-0.184750	-0.148130	-0.080690	-0.184570	-0.085690	-0.095410	-0.102140	-0.150120	-0.101780	-0.082520	-0.066150	-0.093630	-0.122210	-0.117670	-0.063860	-0.144730	-0.057190	-0.052130	-0.039570	-0.051950	-0.180080	-0.049600	-0.085250	-0.141290	-0.127890	-0.081370	-0.106600	-0.095270	-0.078790	-0.105660	-0.161170	-0.060030	-0.075910	-0.095810	-0.067100	-0.111060	-0.127700	-0.163540	-0.125210
-0.054820	-0.054820	-0.054820	-0.054820	-0.105530	-0.066310	-0.171320	0.031880	0.078990	0.014830	-0.050510	0.051560	-0.058030	-0.005020	-0.027020	-0.011630	0.049450	-0.046560	0.009380	-0.032580	-0.054320	-0.091190	0.095910	0.014740	0.091670	0.024050	0.076510	-0.098270	0.012190	0.000620	0.050640	0.102570	-0.009850	-0.032200	0.020800	0.002100	-0.074020	-0.104100	-0.095960	-0.104460	-0.058020	-0.150420	0.039870	-0.098690	-0.107110	0.079850	0.000540	-0.058380	-0.055920	-0.079510	-0.027420	-0.163480	0.019890	-0.006880	0.005410	0.057410	0.129110	-0.015030	-0.041770	0.065010	0.105120	0.012630	0.099390	0.009350	-0.012510	-0.023440	0.038150	-0.025830	-0.023510	-0.132870	-0.021170	-0.031670	-0.153150	0.027510	0.063790	0.097730	-0.018990	-0.063280	-0.031110	-0.042900	-0.095190	-0.108050	-0.040880	-0.034070	0.031480	-0.049500	-0.086180	-0.060490	0.060920	-0.013320	-0.059700	-0.055420	0.040590	0.025930	0.018820	0.012940	0.007900	-0.025510	-0.026400	-0.001490	-0.112320	-0.023560	-0.046760	0.010470	-0.029910	-0.012440	-0.100670	0.070520	-0.018710	0.043500	-0.102180	-0.052220	-0.126020	-0.098560	-0.053340	-0.083920	0.028140	0.056800	-0.031520	-0.009710	-0.008140	-0.025570	0.075310	0.024930	0.001970	-0.034510	-0.039970	-0.050560	0.052540	0.086510	0.071270	-0.042340	0.069560	0.008000	-0.039220	-0.004740	0.113330	0.028340	0.068190	0.046560	0.037620	0.060810	0.051300	-0.005730	0.084670	-0.015030	-0.089350	-0.096510	-0.003170	0.070270	-0.084060	-0.074640	-0.004620	0.132030	0.055800	-0.045500	0.014470	0.021750	-0.053970	0.033190	0.065620	-0.072740	-0.077460	-0.098340	-0.087110	-0.089160	-0.024630	-0.061260
-0.142900	-0.142900	-0.142900	-0.142900	-0.150920	-0.118980	-0.161140	-0.138720	-0.202010	-0.163230	-0.159180	-0.281120	-0.141290	-0.201640	-0.060250	-0.202210	-0.199500	-0.120010	-0.236810	-0.037620	-0.063390	-0.053110	-0.236340	-0.140410	-0.221960	-0.173970	-0.273370	-0.112370	-0.044660	-0.142020	-0.200300	-0.230060	-0.098220	-0.096190	-0.238170	-0.192920	-0.107850	-0.141220	-0.199700	-0.264380	-0.219720	-0.113760	-0.300500	-0.125610	-0.164590	-0.283160	-0.147800	-0.192120	-0.201440	-0.069970	-0.095400	0.067020	-0.092410	0.057560	-0.004210	-0.085440	-0.109960	0.013660	0.068420	0.035510	-0.046390	-0.033710	-0.072170	0.034660	0.027810	0.034820	-0.177480	-0.100820	-0.057580	0.026110	-0.001770	-0.148560	-0.021540	-0.097180	-0.159130	-0.176050	-0.075050	-0.047520	-0.063670	-0.080400	-0.060960	-0.058320	-0.007450	0.050630	0.033230	-0.065650	-0.038920	-0.057050	-0.184160	0.104460	0.045830	0.074390	-0.023870	-0.010230	-0.116300	-0.023180	-0.006560	-0.028140	0.042610	0.063260	0.042300	-0.010650	0.003010	0.026990	0.011550	-0.140980	0.054880	-0.117040	-0.094230	-0.169530	-0.009800	-0.091790	-0.008630	-0.072410	-0.028430	0.020120	-0.059770	-0.045520	0.024400	0.133840	0.026730	-0.003660	-0.067620	-0.045150	-0.074850	-0.106090	-0.104900	-0.114440	-0.256450	-0.258620	-0.268400	-0.207370	-0.171120	-0.224740	-0.217200	-0.367610	-0.289770	-0.258560	-0.293980	-0.283980	-0.214400	-0.270210	-0.179960	-0.123830	-0.241630	-0.173350	-0.058570	0.066400	-0.073900	-0.084800	0.035800	-0.051570	-0.154240	-0.169780	-0.172210	-0.038540	-0.115970	-0.146650	-0.052060	-0.123680	-0.161350	-0.032080	-0.104020	-0.021540	-0.095190	-0.046870	-0.194770	-0.073550
-0.079100	-0.079100	-0.079100	-0.079100	-0.236960	-0.209910	-0.169900	-0.005490	-0.016260	-0.060100	-0.060450	-0.122400	-0.111110	-0.140940	-0.076350	0.060580	-0.001100	-0.016380	-0.021800	-0.150260	-0.235520	-0.191410	-0.053240	-0.100790	0.014080	-0.138860	-0.046740	-0.118820	-0.066620	-0.150340	-0.016440	-0.017140	-0.129460	-0.053890	0.021880	-0.106830	-0.056930	-0.008860	0.031070	0.176620	0.050690	0.094130	0.135610	0.073900	0.069240	-0.069110	-0.028330	-0.011650	0.022710	-0.049160	0.050360	-0.068760	-0.101890	-0.157030	-0.064550	0.017630	0.096490	0.017080	-0.064350	-0.054290	0.013730	0.006260	0.034970	-0.025330	-0.074420	-0.077360	0.045440	0.075020	-0.157430	-0.191890	-0.061660	0.002900	-0.084270	-0.054140	-0.103480	-0.063390	-0.135860	-0.183660	-0.139770	-0.127640	-0.154730	-0.128870	-0.192880	-0.070830	-0.069620	-0.115100	-0.118460	-0.078850	-0.001760	-0.016300	0.100920	-0.101820	-0.055330	-0.033320	-0.018450	-0.069210	0.015630	-0.042020	-0.079480	-0.047450	-0.115540	-0.070800	-0.102640	-0.030940	-0.010630	-0.069540	-0.123330	-0.022180	-0.021610	-0.029370	-0.163460	-0.089170	-0.201300	-0.080310	-0.081070	-0.093680	-0.082670	0.033430	-0.044720	-0.106460	-0.022310	0.002510	-0.011520	0.030040	0.004780	-0.142860	-0.139180	-0.134740	0.009610	-0.008900	0.017890	-0.052900	0.034290	-0.005420	-0.099560	0.101760	0.083330	0.045090	0.052080	0.041420	0.049240	0.092470	-0.029910	0.024680	0.058440	-0.028320	-0.008270	-0.140860	0.000100	-0.082890	-0.099600	-0.101510	-0.137490	-0.044790	-0.019520	-0.002990	0.046050	0.011780	-0.095100	-0.042500	0.108100	-0.108910	-0.046830	-0.100370	-0.107640	-0.182360	-0.111990	-0.104070
