1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.591230	1.598000	1.823730	1.978950	2.129610	2.124840	2.134980	2.341130	2.376460	2.240130	2.249370	2.297570	2.403550	2.354610	2.357870	2.361850	2.440690	2.377600	2.408300	2.544840	3.399720	3.638900	3.643840	3.644710	3.649270	3.703360	3.688060	3.683260	3.633130	3.328040	2.986350	2.972050	2.812390	2.729760	2.707360	2.865740	3.035620	3.179170	3.232200	3.202550	3.268990	3.240870	3.163740	3.145780	3.082670	2.954160	2.800640	2.750560	2.627760	2.564620	2.525750	2.446860	2.434230	2.403850	2.396450	2.426670	2.397210	2.385010	2.396190	2.375980	2.375650	2.413380	2.407640	2.405670	2.374740	2.406340	2.402390	2.415220	2.407520	2.323270	2.408590	2.416570	2.411420	2.412130	2.394820	2.395440	2.455190	2.397920
0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.129280	0.122880	-0.046020	-0.056590	-0.091830	-0.017750	-0.025130	-0.069910	-0.057340	0.010980	-0.019370	0.021850	-0.008960	-0.003540	-0.001730	-0.029470	-0.032340	-0.014410	-0.023710	-0.054200	0.076540	0.002470	-0.006130	0.007920	0.011560	-0.023950	-0.002400	-0.047160	-0.063680	0.027610	-0.018690	-0.027760	-0.029360	-0.007160	-0.048140	-0.030990	-0.179160	-0.331200	-0.357490	-0.326990	-0.295830	-0.272600	-0.244590	-0.258830	-0.165440	-0.137080	-0.075540	-0.019300	-0.051080	-0.052300	-0.076040	-0.019000	-0.029280	-0.014610	0.011650	-0.048200	-0.019050	-0.002270	-0.011460	-0.017120	0.002350	-0.049000	-0.063480	-0.028000	-0.051760	-0.042760	-0.030800	-0.027710	-0.043690	0.006090	-0.065800	-0.037420	-0.042480	-0.051260	-0.025880	-0.033110	-0.026770	-0.012690
-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.470350	-0.461980	-0.260550	-0.217450	-0.201650	-0.214990	-0.210970	-0.209580	-0.203780	-0.199220	-0.211510	-0.203420	-0.201480	-0.219690	-0.224790	-0.207740	-0.180860	-0.212830	-0.189720	-0.183210	-0.207930	-0.199050	-0.142900	-0.209920	-0.215650	-0.184170	-0.221380	-0.166200	-0.135750	-0.203360	-0.185520	-0.138420	-0.124030	-0.168880	-0.131850	-0.328850	-0.271580	-0.275230	-0.292840	-0.319630	-0.292200	-0.273350	-0.291520	-0.261840	-0.253420	-0.191130	-0.251120	-0.236110	-0.208880	-0.224890	-0.134220	-0.216040	-0.189880	-0.193160	-0.220310	-0.177810	-0.214080	-0.222370	-0.217810	-0.210120	-0.214100	-0.171770	-0.165590	-0.184740	-0.194220	-0.230190	-0.223280	-0.223700	-0.230920	-0.245840	-0.202890	-0.230560	-0.174550	-0.182780	-0.220100	-0.217000	-0.198730	-0.229240
0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.117380	0.109050	-0.070700	-0.135880	-0.116080	-0.152280	-0.172870	-0.112350	-0.128900	-0.181850	-0.159990	-0.177970	-0.127010	-0.110140	-0.142620	-0.165080	-0.163570	-0.156550	-0.199740	-0.188710	-0.146220	-0.115450	-0.190770	-0.070470	-0.082130	-0.090680	-0.046180	-0.154680	-0.180410	-0.115250	-0.114610	-0.137300	-0.181070	-0.113320	-0.192630	-0.035710	-0.024180	0.014990	0.056070	0.029490	0.021290	0.014730	-0.007150	-0.032490	-0.068990	-0.160640	-0.100910	-0.130840	-0.098890	-0.082580	-0.222020	-0.130790	-0.162810	-0.180750	-0.156360	-0.169890	-0.147290	-0.134140	-0.135450	-0.146230	-0.151750	-0.181640	-0.183750	-0.156590	-0.158460	-0.080580	-0.098710	-0.092460	-0.075560	-0.132830	-0.106710	-0.071160	-0.168120	-0.149840	-0.099980	-0.114130	-0.137000	-0.101590
-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.170380	-0.163700	-0.032640	0.010440	-0.024300	-0.022950	0.044110	-0.030870	-0.042120	-0.016950	-0.010140	-0.031540	-0.113690	-0.110070	-0.031100	0.016280	-0.068920	-0.011640	0.063840	0.014810	-0.138090	-0.108900	-0.084850	-0.209360	-0.173330	-0.185250	-0.227850	-0.045120	-0.058800	-0.158600	-0.126080	-0.190730	-0.128310	-0.202980	-0.059360	0.016600	0.046050	0.099040	0.043660	0.092630	-0.001600	0.011650	0.018500	0.013670	-0.043190	0.033220	0.018330	-0.040480	-0.110950	-0.095280	0.016370	-0.066950	-0.013770	-0.016610	-0.038740	-0.012230	-0.018520	-0.052510	-0.057400	-0.041720	-0.027880	-0.021940	-0.001840	-0.066800	-0.016340	-0.115650	-0.103030	-0.108950	-0.110830	-0.032410	-0.084130	-0.143010	-0.068730	-0.035670	-0.091750	-0.099000	-0.049760	-0.099320
-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.103490	-0.107350	-0.188010	-0.155980	-0.136960	-0.091280	-0.208410	-0.159810	-0.103100	-0.101840	-0.125480	-0.096910	-0.054680	-0.061040	-0.115220	-0.185570	-0.030510	-0.110820	-0.231710	-0.142600	-0.025780	-0.074530	-0.054640	0.020050	-0.021360	0.008320	0.052980	-0.121900	-0.058090	-0.007800	-0.065350	0.023810	-0.002810	0.037710	-0.057590	-0.170530	-0.245410	-0.260620	-0.176390	-0.193740	-0.127380	-0.189500	-0.157790	-0.164320	-0.058150	-0.114990	-0.163850	-0.054830	-0.018380	-0.062040	-0.094280	-0.047110	-0.130560	-0.077340	-0.076090	-0.146430	-0.142680	-0.104540	-0.079990	-0.096240	-0.115450	-0.111290	-0.110580	-0.037680	-0.103830	-0.055320	-0.049000	-0.066130	-0.083760	-0.089920	-0.113770	-0.038540	-0.011830	-0.135050	-0.088000	-0.007890	-0.115400	-0.053060
-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099810	-0.099220	-0.041210	-0.109000	-0.121510	-0.168010	-0.058410	-0.040250	-0.122700	-0.142740	-0.128640	-0.137980	-0.091450	-0.105750	-0.110910	-0.042910	-0.223090	-0.143590	-0.018050	-0.154840	-0.086160	-0.057380	-0.048320	-0.046910	-0.001810	-0.031490	-0.067140	-0.004380	-0.120440	-0.070400	-0.006240	-0.061790	-0.116480	-0.102440	-0.155530	-0.145210	-0.086980	-0.157930	-0.226910	-0.185990	-0.152940	-0.092470	-0.102480	-0.071870	-0.156210	-0.114270	-0.025130	-0.051040	-0.091250	-0.099650	-0.156050	-0.179900	-0.114530	-0.177640	-0.167470	-0.094540	-0.082260	-0.111610	-0.177050	-0.157230	-0.118330	-0.133930	-0.150820	-0.188120	-0.167200	-0.115100	-0.199310	-0.097700	-0.117050	-0.176220	-0.085130	-0.135720	-0.243940	-0.056610	-0.100010	-0.227260	-0.052910	-0.121820
-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.055380	-0.053100	-0.102850	-0.027210	-0.001830	-0.005300	-0.057290	-0.020160	0.021530	-0.020390	-0.021790	-0.058780	-0.142590	-0.122250	-0.053410	-0.114840	0.045100	-0.001750	-0.086940	0.002570	-0.110030	0.014960	-0.040530	-0.123490	-0.167320	-0.122010	-0.101450	-0.089710	-0.004090	-0.144960	-0.172880	-0.136930	-0.047440	-0.109770	0.031450	0.083640	0.026940	-0.005830	0.056890	0.019960	0.034690	-0.041180	0.056490	0.046280	0.189010	0.087020	0.020710	0.012920	0.004880	-0.095680	0.024290	0.039830	-0.018530	-0.019410	-0.022330	-0.021790	-0.051480	-0.096740	0.025100	-0.003730	-0.019000	-0.077810	0.003910	0.039880	-0.021500	-0.146670	0.031370	-0.127970	-0.071360	-0.007890	-0.115360	-0.134400	0.023910	-0.119890	-0.081880	0.020150	-0.104680	-0.089750
-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.132710	-0.136750	-0.082530	-0.076900	-0.140540	-0.141850	-0.174180	-0.085720	-0.061770	-0.157860	-0.156090	-0.163300	-0.077210	-0.048580	-0.088620	-0.051760	-0.177240	-0.152530	-0.142060	-0.210380	-0.180270	-0.261590	-0.229270	-0.104940	-0.043040	-0.066870	-0.047180	-0.057930	-0.121050	-0.053440	-0.014320	-0.130580	-0.194620	-0.136370	-0.227150	-0.091910	-0.037660	0.030400	-0.031360	0.071560	0.073810	0.114990	0.085750	0.074520	-0.016860	0.011180	-0.051870	0.016030	-0.078400	-0.032280	-0.169120	-0.128500	-0.156330	-0.110130	-0.132240	-0.180370	-0.136920	-0.087160	-0.191750	-0.198520	-0.130660	-0.122190	-0.162170	-0.155020	-0.155480	-0.037500	-0.226880	-0.083350	-0.207320	-0.163700	-0.112500	-0.094630	-0.181750	-0.083640	-0.114930	-0.142220	-0.096370	-0.069780
-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.076700	-0.072280	-0.081260	-0.094230	-0.047990	-0.071490	-0.000050	-0.008010	-0.105340	-0.036950	-0.026240	-0.046510	-0.047440	-0.122490	-0.086820	-0.099690	-0.039170	-0.032640	-0.024370	-0.023900	-0.018080	0.108410	0.190670	0.069610	0.033430	0.063800	0.032340	-0.012220	-0.010360	-0.044170	-0.054510	0.047030	0.034910	0.003740	0.017630	0.000550	-0.072920	-0.089440	0.007350	-0.014030	0.011360	-0.083030	-0.027910	0.023030	0.056440	-0.003320	0.118530	0.075220	0.116220	-0.048520	0.034290	-0.046590	-0.061200	-0.096620	-0.084260	-0.011420	-0.015830	-0.101190	-0.041820	-0.010450	-0.070850	-0.082680	-0.028540	-0.016490	-0.055160	-0.114380	-0.035000	-0.038440	0.026790	-0.022810	-0.055790	-0.083140	-0.031450	-0.046910	-0.094090	-0.064490	0.012150	-0.039980
