1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.572630	1.730480	2.027150	2.281840	2.345170	2.467070	2.531010	2.649530	2.634330	2.758400	2.781040	2.780680	2.863770	2.725800	2.795070	2.856950	2.794230	2.794930	2.794690	2.836380	2.801930	2.899790	2.862330	2.854690	2.805450	2.787940	2.965260	3.544850	3.585380	3.692720	3.625430	3.643410	3.675170	3.663120	3.639280	3.614390	3.539980	3.505230	3.440520	3.236050	2.995570	2.964890	2.815920	2.779470	2.691590	2.737530	2.662030	2.652070	2.736670	2.932350	3.084820	3.180590	3.132320	3.080130	3.092510	2.834180	2.833330	2.674420	2.643610	2.649640	2.673190	2.684060	2.649200	2.627300	2.731890	2.627920	2.597440	2.707140	2.659720	2.614580	2.611330	2.575830	2.618510	2.619280
0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	0.114110	-0.001440	0.020560	-0.041680	-0.014120	-0.040130	-0.051010	-0.085710	-0.022390	-0.122870	-0.081280	-0.076190	-0.104790	-0.032380	-0.008860	-0.074730	-0.007220	-0.045670	-0.006910	-0.044220	-0.026490	-0.092820	-0.015030	-0.046200	-0.024670	-0.022170	-0.046400	-0.015210	-0.015200	-0.078170	-0.030620	-0.049840	-0.059910	-0.043050	-0.043080	-0.048250	-0.000180	0.008320	-0.049420	0.036290	-0.009790	-0.075130	-0.022540	-0.065750	0.033010	-0.064930	-0.006510	-0.021610	-0.078870	-0.163360	-0.268100	-0.302660	-0.202080	-0.208800	-0.244890	-0.125660	-0.127940	-0.055580	-0.015140	-0.076910	-0.022750	-0.050810	-0.018600	-0.038650	-0.055950	-0.028290	0.047560	-0.099320	-0.004600	-0.019660	-0.006330	0.029610	0.002460	-0.007110
-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.484100	-0.317010	-0.264660	-0.145960	-0.228820	-0.231630	-0.234940	-0.199750	-0.240400	-0.199380	-0.235470	-0.206150	-0.227300	-0.234730	-0.215000	-0.177780	-0.204120	-0.211110	-0.220230	-0.214900	-0.199580	-0.132400	-0.210460	-0.204110	-0.187540	-0.156420	-0.117870	-0.122250	-0.211480	-0.142230	-0.191060	-0.184730	-0.185120	-0.188810	-0.173380	-0.105480	-0.201510	-0.251920	-0.155610	-0.232410	-0.175550	-0.115420	-0.164840	-0.179310	-0.205360	-0.145100	-0.213680	-0.182020	-0.220590	-0.283470	-0.261320	-0.228450	-0.305630	-0.283870	-0.216130	-0.229840	-0.231620	-0.163150	-0.212020	-0.163510	-0.279730	-0.225640	-0.192400	-0.162070	-0.138410	-0.219060	-0.259340	-0.126570	-0.198030	-0.208840	-0.243300	-0.271790	-0.242330	-0.214810
0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	0.102250	-0.083220	-0.168730	-0.284370	-0.167940	-0.170740	-0.143550	-0.176400	-0.176630	-0.165340	-0.178210	-0.192850	-0.106380	-0.160190	-0.186360	-0.173930	-0.205210	-0.154660	-0.172720	-0.134960	-0.176520	-0.217620	-0.141860	-0.154880	-0.205250	-0.273150	-0.214270	-0.244810	-0.110110	-0.178590	-0.146670	-0.153520	-0.124110	-0.121560	-0.172080	-0.260600	-0.140260	-0.068790	-0.182690	-0.140870	-0.180560	-0.191010	-0.190900	-0.129000	-0.186420	-0.208530	-0.168210	-0.190500	-0.182350	-0.078120	-0.025980	-0.073890	-0.055450	-0.075660	-0.093380	-0.185410	-0.082260	-0.240660	-0.186320	-0.193840	-0.029130	-0.101530	-0.208170	-0.241250	-0.239280	-0.157380	-0.117680	-0.218250	-0.222830	-0.177510	-0.113210	-0.120400	-0.139230	-0.178020
-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.184840	-0.022680	-0.016600	0.025190	-0.086090	-0.012960	-0.087410	-0.061230	-0.023840	-0.038500	0.000400	-0.013150	-0.109350	-0.066300	-0.061820	-0.100260	-0.040650	-0.108640	-0.091800	-0.142240	-0.077740	-0.099370	-0.185640	-0.122120	-0.081940	-0.002800	-0.186600	-0.122820	-0.231810	-0.154470	-0.162790	-0.135720	-0.186560	-0.202550	-0.114080	-0.074890	-0.178680	-0.199450	-0.140920	-0.143020	-0.170060	-0.190010	-0.146420	-0.173330	-0.137330	-0.117260	-0.110410	-0.096540	0.027140	0.028740	-0.032130	0.020680	0.042550	0.027450	-0.026940	0.066160	-0.132220	-0.027860	-0.075550	-0.099170	-0.246420	-0.188230	-0.071100	-0.051610	-0.062840	-0.093080	-0.192030	-0.118680	-0.037370	-0.080320	-0.135900	-0.105530	-0.130100	-0.098520
-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.118100	-0.223540	-0.123610	-0.106900	-0.011490	-0.156020	-0.054720	-0.059070	-0.090610	-0.075630	-0.057950	-0.090050	-0.063130	-0.048080	-0.081120	-0.039410	-0.113500	-0.022030	-0.038010	-0.051290	-0.122430	-0.000730	0.094880	0.006560	0.000420	-0.058510	0.076460	-0.026970	0.054050	-0.005620	-0.004760	-0.053380	-0.013770	0.001860	-0.088090	-0.053720	-0.001040	-0.067170	-0.025860	-0.088270	-0.010370	0.025210	-0.009510	-0.038950	0.004990	0.011580	-0.048530	-0.066740	-0.166010	-0.195050	-0.124320	-0.153050	-0.153140	-0.134280	-0.107260	-0.163750	0.013420	-0.050250	-0.049080	-0.010930	0.067750	0.044470	-0.041180	-0.018220	-0.040600	-0.078130	0.043860	0.006700	-0.055780	-0.052080	-0.084150	-0.065270	0.030920	-0.031710
-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.114440	-0.057490	-0.176320	-0.187950	-0.230320	-0.110560	-0.185480	-0.196660	-0.173410	-0.176560	-0.276020	-0.159230	-0.147110	-0.194640	-0.122550	-0.131620	-0.096460	-0.233160	-0.184220	-0.054990	-0.034360	-0.217060	-0.276210	-0.209490	-0.243680	-0.215810	-0.227910	-0.137610	-0.205490	-0.163200	-0.165410	-0.090340	-0.109140	-0.109990	-0.044470	-0.136630	-0.134390	-0.038230	-0.148960	-0.067300	-0.152610	-0.130080	-0.155370	-0.110900	-0.205480	-0.196360	-0.142520	-0.117400	-0.119630	-0.203750	-0.231770	-0.238750	-0.260680	-0.252070	-0.226330	-0.196010	-0.226610	-0.237940	-0.156940	-0.166010	-0.209620	-0.207950	-0.146470	-0.248220	-0.181420	-0.102810	-0.205090	-0.191290	-0.206670	-0.114270	-0.068680	-0.135640	-0.205130	-0.125980
-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.070110	-0.080570	0.009800	-0.039540	-0.073930	-0.088540	-0.180230	-0.156630	-0.076860	-0.196220	-0.058090	-0.132070	-0.188380	-0.079140	-0.162360	-0.169570	-0.124630	-0.072690	-0.121060	-0.277650	-0.186990	-0.052810	-0.034420	-0.094160	-0.004030	-0.017130	-0.094350	-0.069510	-0.065240	-0.081010	-0.059520	-0.189060	-0.161430	-0.159630	-0.203140	-0.019710	-0.088710	-0.120570	-0.091690	-0.150700	-0.178080	-0.136690	-0.105240	-0.121200	-0.034010	-0.103650	-0.139340	-0.127150	-0.084870	-0.025770	-0.123510	-0.133130	-0.068870	-0.100210	-0.150460	-0.090500	-0.138600	0.008010	-0.122500	-0.131540	-0.052810	-0.091300	-0.134040	-0.001940	-0.048500	-0.116340	-0.063010	-0.131070	-0.049720	-0.118320	-0.178080	-0.070370	-0.064580	-0.144570
-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.147260	-0.161770	-0.201370	-0.176080	-0.092490	-0.152560	0.000460	0.012210	-0.045240	0.061830	0.018690	0.032550	0.050030	-0.047760	-0.061120	-0.019710	-0.122950	-0.123660	-0.121960	0.057450	-0.084290	-0.127480	-0.126660	-0.063320	-0.190920	-0.142500	-0.191460	-0.315650	-0.222600	-0.193330	-0.217600	-0.042540	-0.095090	-0.106090	-0.058310	-0.287330	-0.208460	-0.236520	-0.187510	-0.222800	-0.150610	-0.171830	-0.218190	-0.208480	-0.261940	-0.131770	-0.137070	-0.170610	-0.061800	-0.051050	0.066260	0.051890	0.052500	0.088910	0.072640	0.013690	0.089330	-0.208860	-0.085820	-0.074350	-0.164710	-0.151730	-0.093550	-0.166660	-0.195610	-0.117990	-0.169800	-0.124610	-0.116920	-0.103490	-0.131880	-0.143330	-0.054010	-0.022140
-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.091380	-0.033970	0.019440	-0.010560	-0.035090	0.047040	-0.122610	-0.119510	-0.058390	-0.117150	-0.136630	-0.072080	-0.122500	-0.051980	-0.041280	-0.020330	-0.010400	-0.121410	-0.041710	-0.079150	0.031490	-0.025690	-0.024290	-0.062980	0.016720	-0.005240	-0.008850	0.082040	0.037210	0.018220	0.052930	-0.086640	-0.028650	-0.021880	-0.061360	0.091980	0.048910	0.075350	-0.001060	-0.016600	-0.091900	0.028140	0.032770	0.028290	0.016200	0.007270	-0.001260	0.023260	-0.031860	-0.097010	-0.162640	-0.133950	-0.112680	-0.131790	-0.128180	-0.090430	-0.143130	0.032690	-0.011160	0.014180	0.060100	0.042000	0.029050	0.008290	0.030140	0.039770	0.055740	0.014440	-0.060940	0.085800	-0.002050	-0.004690	0.005480	-0.016420
