1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.807330	1.806820	1.945520	2.091090	2.126270	2.194410	2.358230	2.398170	2.410930	2.482180	2.482000	2.557560	2.462810	2.518920	2.533320	2.634790	2.547930	2.594440	2.652090	2.604460	2.589000	2.728090	2.611560	2.617910	2.648670	2.663170	2.590030	2.583700	2.596400	2.764890	2.666650	2.654830	2.624110	2.608340	2.614420	2.550190	2.626720	2.766750	2.661510	2.755690	2.702550	2.750910	2.743900	2.646610	2.672920	2.662820	2.612430	2.649150	2.683660	2.737300	2.699060	2.643400	2.721760	2.615100	2.742080	2.743600	2.609610	2.666490	2.598500	2.668330	2.633440	2.664480	3.647430	3.543890	3.507370	3.515710	3.478190	3.477380	3.521810	3.409530	3.437490	3.475930	3.375160	3.237360	2.821460	2.720000	2.660530	2.783110	2.754840	2.764040	3.195400	3.575310	3.640460	3.774630	3.575970	3.472980	3.325960	3.211800	2.899300	2.820770	2.851670	2.830770	3.001110	2.851220	2.667560	2.765890	2.669780	2.750040	2.691350	2.763430	2.758680	2.759100	2.817310	2.779030	2.729030	2.833140	2.778670	2.737560	2.841230	2.843330	2.829240	2.786720
0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152240	0.152790	0.038170	-0.025040	-0.000690	-0.006170	-0.038610	-0.004560	0.016700	-0.009960	-0.016720	-0.051220	0.044580	0.010160	0.037140	-0.055170	0.036720	0.019240	0.007790	0.030570	0.008790	-0.054140	0.015000	0.037720	-0.020310	-0.002410	0.045350	0.021120	-0.012060	-0.025830	0.014550	-0.017500	0.034140	0.062180	0.008560	0.080660	0.001430	-0.044520	0.018480	-0.040040	-0.018500	-0.048800	-0.047090	0.012930	0.005310	0.032980	0.075750	0.057220	-0.012150	-0.012830	-0.013700	0.043870	-0.034810	0.059540	-0.030690	-0.051350	0.039400	0.022960	0.108210	0.029270	-0.006860	0.032750	0.091730	0.049860	0.002180	0.008750	-0.029020	0.006120	-0.056780	0.021340	-0.041070	-0.038360	0.025410	-0.029700	0.050690	0.063330	0.050850	-0.028690	-0.000680	-0.031250	-0.226280	-0.312990	-0.297860	-0.235360	-0.204490	-0.210910	-0.125980	-0.034110	-0.031840	-0.040380	-0.005060	-0.044640	0.040220	-0.058160	-0.024790	-0.051060	0.044980	-0.020360	-0.003550	0.023740	0.016740	0.015760	0.035340	0.042810	0.008510	-0.015070	0.034300	0.014310	-0.051350	-0.010730	0.020040	0.023810
-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.526600	-0.527300	-0.375330	-0.275620	-0.296020	-0.281650	-0.199550	-0.233180	-0.209180	-0.184310	-0.169480	-0.140510	-0.215510	-0.194890	-0.198600	-0.148690	-0.206470	-0.213400	-0.175760	-0.225520	-0.195890	-0.145430	-0.208690	-0.247460	-0.175430	-0.222860	-0.241200	-0.221950	-0.159020	-0.255600	-0.207120	-0.189950	-0.183020	-0.262570	-0.158560	-0.270880	-0.142800	-0.155810	-0.175700	-0.122190	-0.165800	-0.107210	-0.116700	-0.193220	-0.184530	-0.246020	-0.199570	-0.220010	-0.101280	-0.147230	-0.149670	-0.200980	-0.119530	-0.207070	-0.163110	-0.162430	-0.180230	-0.230810	-0.223500	-0.179770	-0.137260	-0.231710	-0.350910	-0.208260	-0.147160	-0.189720	-0.151510	-0.194380	-0.143180	-0.238680	-0.225450	-0.211250	-0.244400	-0.226800	-0.219210	-0.189320	-0.215580	-0.159970	-0.143010	-0.162760	-0.284250	-0.212080	-0.248860	-0.212340	-0.271340	-0.290760	-0.264150	-0.292080	-0.239510	-0.228630	-0.193730	-0.190530	-0.131450	-0.175770	-0.202790	-0.135630	-0.227140	-0.184600	-0.181760	-0.218080	-0.229910	-0.107000	-0.165180	-0.244040	-0.237670	-0.138050	-0.219160	-0.153400	-0.158250	-0.209700	-0.245210	-0.159590
0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.138770	0.139470	-0.002240	-0.076720	-0.037930	-0.037970	-0.123890	-0.067240	-0.114550	-0.157220	-0.151220	-0.175950	-0.139250	-0.120120	-0.151740	-0.137260	-0.123010	-0.082660	-0.155780	-0.088160	-0.133830	-0.148910	-0.106770	-0.073310	-0.121000	-0.106230	-0.084700	-0.084130	-0.244900	-0.071030	-0.172880	-0.150880	-0.221860	-0.113250	-0.195110	-0.101930	-0.230850	-0.127970	-0.152230	-0.170770	-0.215550	-0.211580	-0.177590	-0.154020	-0.168240	-0.079930	-0.192130	-0.115760	-0.284630	-0.195170	-0.162930	-0.141520	-0.199560	-0.178150	-0.146200	-0.135880	-0.199220	-0.086830	-0.195690	-0.168100	-0.222500	-0.086340	-0.016880	-0.150580	-0.226720	-0.188420	-0.214930	-0.162190	-0.205190	-0.121120	-0.077810	-0.079860	-0.116820	-0.117490	-0.156800	-0.201760	-0.184990	-0.151880	-0.220080	-0.176870	-0.006850	-0.041960	-0.006010	-0.074880	-0.001310	0.005850	-0.084230	-0.112160	-0.097100	-0.077700	-0.165730	-0.117290	-0.226260	-0.139410	-0.117340	-0.171490	-0.169320	-0.156210	-0.152740	-0.121390	-0.097640	-0.345010	-0.227630	-0.125520	-0.090300	-0.203990	-0.124600	-0.233720	-0.156160	-0.132260	-0.059040	-0.204070
-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187000	-0.187580	-0.089060	-0.092300	-0.144690	-0.184150	-0.180540	-0.243580	-0.229130	-0.174270	-0.204920	-0.158910	-0.207760	-0.238930	-0.223630	-0.231320	-0.233960	-0.322660	-0.249950	-0.255700	-0.184530	-0.221140	-0.250730	-0.252240	-0.224630	-0.223430	-0.240740	-0.271440	-0.036560	-0.194940	-0.115240	-0.143520	-0.092950	-0.202580	-0.185710	-0.171030	-0.093690	-0.242660	-0.221260	-0.238800	-0.075830	-0.204350	-0.216360	-0.175410	-0.130080	-0.243040	-0.165210	-0.258520	-0.101110	-0.179120	-0.218280	-0.208300	-0.190780	-0.167020	-0.201110	-0.196580	-0.162760	-0.234770	-0.166110	-0.198920	-0.144030	-0.271390	-0.186360	-0.195330	-0.088880	-0.056420	-0.054220	-0.091070	-0.036890	-0.088170	-0.156950	-0.169980	-0.099240	-0.110030	-0.154160	-0.146620	-0.088890	-0.213140	-0.187870	-0.141090	0.035190	0.021410	-0.007810	-0.010980	-0.061900	-0.062240	0.006080	0.008460	-0.130340	-0.180920	-0.109640	-0.187560	-0.213330	-0.220920	-0.191060	-0.193210	-0.102820	-0.153530	-0.203350	-0.216220	-0.233950	-0.037940	-0.172200	-0.185740	-0.205710	-0.186680	-0.230570	-0.116760	-0.211950	-0.207360	-0.286420	-0.200090
-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.111270	-0.110940	-0.165410	-0.135470	-0.119060	-0.079640	-0.062210	-0.034500	0.018880	-0.058650	0.014870	-0.062750	0.012480	0.011610	0.035750	-0.003320	0.012050	0.120440	0.058360	-0.017920	-0.046780	-0.013220	0.010520	-0.024750	-0.003750	-0.075660	-0.010250	0.032790	-0.078610	-0.045870	-0.062410	-0.056630	-0.086530	-0.020820	0.064950	-0.083850	-0.067520	-0.004340	0.031450	0.053520	-0.041830	0.039170	0.041740	-0.017720	-0.069390	-0.023730	0.028980	0.062490	-0.014240	-0.043740	0.047230	-0.002110	0.029300	0.034050	-0.029710	-0.014620	0.078740	-0.032290	0.037380	0.038810	0.023000	0.021150	-0.010270	0.020760	-0.039530	-0.141260	-0.116760	-0.102920	-0.131070	-0.151520	-0.091930	-0.104600	-0.120990	-0.181650	-0.073450	-0.003680	-0.093500	0.018310	0.053200	-0.090730	-0.268400	-0.245220	-0.294070	-0.210460	-0.163980	-0.150680	-0.218580	-0.208590	-0.097160	-0.041220	-0.125650	-0.078250	0.082400	-0.049200	-0.030270	0.006380	-0.115940	-0.083370	0.043860	0.004110	-0.033290	-0.002680	0.036680	-0.046510	-0.043160	-0.007220	0.016680	-0.005640	0.006030	-0.055690	-0.020900	0.058500
-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107110	-0.107190	-0.089510	-0.145960	-0.082360	-0.110380	-0.132710	-0.089930	-0.139480	-0.106250	-0.157610	-0.087120	-0.141600	-0.083150	-0.168590	-0.097900	-0.082850	-0.186040	-0.185990	-0.038360	-0.060280	-0.092330	-0.064010	-0.048920	-0.064060	-0.020550	-0.080620	-0.104740	-0.195230	-0.098900	-0.102900	-0.068120	-0.102900	-0.151910	-0.234260	-0.069710	-0.103410	-0.078490	-0.107280	-0.110640	-0.217100	-0.172750	-0.111340	-0.093420	-0.063890	-0.057710	-0.175150	-0.135360	-0.189250	-0.058860	-0.130340	-0.041000	-0.118990	-0.204590	-0.051470	-0.076320	-0.266410	-0.011720	-0.221980	-0.146450	-0.182420	-0.080150	-0.148300	-0.218210	-0.226190	-0.106850	-0.149440	-0.089200	-0.124990	-0.058550	-0.137010	-0.055840	-0.111870	-0.047800	-0.080800	-0.158770	-0.117530	-0.117070	-0.218440	-0.035070	-0.165060	-0.221750	-0.120990	-0.226790	-0.198570	-0.164390	-0.115450	-0.149540	-0.102500	-0.114150	-0.058340	-0.047190	-0.157610	-0.080210	-0.103090	-0.116510	-0.069590	-0.047240	-0.166930	-0.096220	-0.057460	-0.292660	-0.221470	-0.093780	-0.073290	-0.104660	-0.119350	-0.198850	-0.112190	-0.084250	-0.036210	-0.221440
-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.056810	-0.057020	-0.057420	-0.011290	-0.102270	-0.110660	-0.113550	-0.153200	-0.155720	-0.143250	-0.107960	-0.110580	-0.159040	-0.240920	-0.129130	-0.170990	-0.201840	-0.176250	-0.126340	-0.240660	-0.155280	-0.165600	-0.267400	-0.223170	-0.181050	-0.292910	-0.161310	-0.200190	-0.021300	-0.268070	-0.216540	-0.226490	-0.176810	-0.125700	-0.071680	-0.110020	-0.076400	-0.177690	-0.199020	-0.187950	-0.021250	-0.141720	-0.161310	-0.198120	-0.161420	-0.242320	-0.116640	-0.181760	-0.067830	-0.233000	-0.153990	-0.262980	-0.187430	-0.077290	-0.220390	-0.188370	-0.024120	-0.286130	-0.067290	-0.134260	-0.102220	-0.241870	-0.007870	-0.005230	0.089810	-0.003490	0.032410	0.000790	0.068200	-0.039340	-0.019210	-0.093070	-0.011130	-0.168810	-0.151410	-0.106000	-0.052820	-0.190110	-0.143320	-0.232340	0.093290	0.091960	-0.103460	0.034600	0.036290	-0.028840	-0.081550	-0.050450	-0.105390	-0.140020	-0.137920	-0.223410	-0.188900	-0.234130	-0.198150	-0.176470	-0.149880	-0.225010	-0.179730	-0.242790	-0.242170	-0.025000	-0.130930	-0.213950	-0.195790	-0.204720	-0.205750	-0.059420	-0.249920	-0.217570	-0.270830	-0.078960
-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144360	-0.144070	-0.166620	-0.320240	-0.213170	-0.260420	-0.376520	-0.329240	-0.233760	-0.362770	-0.309820	-0.400100	-0.271620	-0.185470	-0.329520	-0.338790	-0.250060	-0.275780	-0.394540	-0.267010	-0.283710	-0.366380	-0.199790	-0.284590	-0.246600	-0.302020	-0.300070	-0.261420	-0.330870	-0.145620	-0.114130	-0.138030	-0.261980	-0.416980	-0.249240	-0.405370	-0.350050	-0.338560	-0.181870	-0.253420	-0.262010	-0.320400	-0.241360	-0.214690	-0.228890	-0.271150	-0.241040	-0.241020	-0.389020	-0.334170	-0.208140	-0.116830	-0.211980	-0.292000	-0.266770	-0.215510	-0.218700	-0.189810	-0.352690	-0.231200	-0.214490	-0.274120	-0.155080	-0.360570	-0.370150	-0.289610	-0.348370	-0.247030	-0.312210	-0.248470	-0.243950	-0.208500	-0.239180	-0.244670	-0.348220	-0.281990	-0.341390	-0.248730	-0.280430	-0.267020	-0.100300	-0.142980	-0.096350	-0.225190	-0.103560	0.082760	-0.055530	-0.188030	-0.181210	-0.173870	-0.350280	-0.264140	-0.233080	-0.375670	-0.216000	-0.246940	-0.357600	-0.266640	-0.150230	-0.202930	-0.299180	-0.351700	-0.330610	-0.299440	-0.245800	-0.340140	-0.301860	-0.330140	-0.251200	-0.385760	-0.307040	-0.404490
-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.080950	-0.081350	-0.063350	0.016600	-0.030790	-0.042630	0.011430	0.044170	-0.026960	0.019950	0.025880	0.102860	0.012890	-0.076190	-0.041790	0.055010	0.051180	0.002650	-0.004430	0.030100	0.087750	0.066680	-0.022170	0.035820	0.061450	-0.013550	0.047690	0.026470	0.011690	-0.097140	-0.109520	-0.020150	-0.055900	0.052560	-0.023520	0.105940	0.094510	0.062480	-0.062210	0.057170	-0.046020	-0.018070	0.068810	0.051060	0.029010	0.026450	-0.062890	0.021140	0.023320	0.065430	0.021200	-0.021840	0.024170	0.022770	0.080170	0.049370	-0.071770	0.002620	0.026390	0.030230	-0.053870	0.030670	0.001580	-0.029640	-0.053530	-0.114980	-0.055760	-0.047930	-0.005840	-0.103000	-0.184390	-0.145230	-0.132520	-0.195060	0.019140	-0.018990	0.019930	0.018050	-0.043430	0.050420	-0.140190	-0.155080	-0.217460	-0.181160	-0.142000	-0.168940	-0.138840	-0.084080	-0.019660	-0.026910	0.072990	-0.009540	0.005430	0.034950	-0.050970	0.027120	0.087920	0.022260	-0.067970	-0.000240	0.041950	-0.071750	-0.056080	-0.023990	0.013980	0.063770	0.033260	-0.018860	-0.011990	0.040840	0.025950	0.032150
