3.602200	3.730910	3.665780	3.737190	3.696250	3.754370	3.739440	3.709310	3.800610	3.758280	3.718220	3.649440	3.719740	3.921080	3.921090	3.875460	3.766210	3.850540	3.738990	3.758340	3.721270	3.961440	4.093550	4.002960	4.016810	3.745920	3.759950	3.965380	4.118410	4.108880	4.068790	4.075980	4.084030	4.042670	4.110970	4.091250	4.003220	3.633920	3.542130	3.492310	3.612940	3.677130	3.605830	3.854490	4.014710	4.054130	4.037370	4.069470	4.085150	4.158010	4.098470	4.123240	3.934700	3.923480	4.012010	3.964730	3.713390	3.791540	3.873720	3.903930	3.880230	3.888320	3.856890	3.832220	3.809130	3.847320	3.889080	3.905520	3.851050	3.931980	3.912730	3.981570	4.049460	3.937400	3.971030
0.011290	-0.118730	-0.100020	-0.135690	-0.125590	-0.048890	-0.073110	-0.015580	-0.062970	-0.119200	-0.090970	-0.101880	-0.050880	-0.085660	-0.033890	0.033460	-0.016320	-0.075060	-0.002010	-0.018840	-0.034290	-0.035610	-0.099720	-0.017780	-0.048780	-0.027680	-0.019030	0.012910	-0.075890	-0.040920	-0.023010	-0.032980	-0.049650	0.015570	-0.068110	-0.063510	-0.050250	-0.056870	-0.046340	-0.026720	-0.080720	-0.082590	-0.058000	-0.161450	-0.187490	-0.301020	-0.297190	-0.316410	-0.276620	-0.312130	-0.203090	-0.135640	0.000170	-0.050340	-0.070510	-0.048890	-0.019470	-0.020400	-0.081100	0.013500	-0.017790	-0.017610	-0.010000	-0.019310	0.003850	-0.017650	-0.074440	-0.069010	-0.026580	-0.046160	-0.037840	-0.032030	-0.051890	-0.000820	-0.017810
-0.310560	-0.267090	-0.228640	-0.269720	-0.298920	-0.278160	-0.229240	-0.305460	-0.222550	-0.197650	-0.266600	-0.210460	-0.236210	-0.185040	-0.287460	-0.306010	-0.213630	-0.198370	-0.260370	-0.251160	-0.211940	-0.258920	-0.149730	-0.246990	-0.176740	-0.237410	-0.262760	-0.243810	-0.188830	-0.247110	-0.233890	-0.205260	-0.178220	-0.280150	-0.214600	-0.166260	-0.241030	-0.265920	-0.291490	-0.241920	-0.245700	-0.273440	-0.278630	-0.286030	-0.307850	-0.274870	-0.316520	-0.308630	-0.318140	-0.321250	-0.326710	-0.290700	-0.297520	-0.274930	-0.225980	-0.245430	-0.300000	-0.249800	-0.179730	-0.260580	-0.251920	-0.252310	-0.228300	-0.257770	-0.274020	-0.229860	-0.157690	-0.178260	-0.246600	-0.218810	-0.225900	-0.190200	-0.149060	-0.240190	-0.220350
-0.171990	-0.145460	-0.229110	-0.109580	-0.077080	-0.161480	-0.262560	-0.155460	-0.227270	-0.216740	-0.168090	-0.232510	-0.203650	-0.217860	-0.104520	-0.150060	-0.255640	-0.198460	-0.206830	-0.204050	-0.234290	-0.088830	-0.238150	-0.156790	-0.224180	-0.203050	-0.131620	-0.213830	-0.207050	-0.150530	-0.178210	-0.224090	-0.253960	-0.153480	-0.146010	-0.242820	-0.182480	-0.162160	-0.132080	-0.217850	-0.129490	-0.088780	-0.157780	-0.092740	-0.023850	-0.020990	-0.025730	-0.043500	-0.096210	-0.025090	-0.101230	-0.114060	-0.164970	-0.102170	-0.145170	-0.131340	-0.117600	-0.154450	-0.241510	-0.187560	-0.192410	-0.207310	-0.237510	-0.181210	-0.178010	-0.233860	-0.277850	-0.253480	-0.194580	-0.221190	-0.223570	-0.256610	-0.307630	-0.182510	-0.221240
-0.086830	-0.098690	-0.028490	-0.126090	-0.151210	-0.075330	-0.008410	-0.125050	-0.092580	-0.122620	-0.159300	-0.060800	-0.101010	-0.134620	-0.214230	-0.184790	-0.113430	-0.196030	-0.130380	-0.135950	-0.129460	-0.289090	-0.178270	-0.227830	-0.184690	-0.130220	-0.222080	-0.146070	-0.148200	-0.186820	-0.193730	-0.139490	-0.126490	-0.163670	-0.229930	-0.172740	-0.127060	-0.138970	-0.126680	-0.102340	-0.211350	-0.222710	-0.115170	-0.065070	-0.112050	-0.088890	-0.010180	-0.008250	0.074300	-0.062560	0.008950	-0.112730	-0.110760	-0.227880	-0.231480	-0.235950	-0.169840	-0.216880	-0.123020	-0.176220	-0.177640	-0.117190	-0.149810	-0.195850	-0.166820	-0.100200	-0.149430	-0.114160	-0.135200	-0.135840	-0.128750	-0.121460	-0.090320	-0.193270	-0.132540
-0.192500	-0.160570	-0.190340	-0.178880	-0.167240	-0.215290	-0.221480	-0.132300	-0.103300	-0.113200	-0.012590	-0.155820	-0.161040	-0.132730	-0.111890	-0.026100	-0.037340	-0.019380	-0.073230	-0.049840	-0.054910	-0.048370	-0.096140	0.043170	-0.022610	-0.070000	-0.050130	-0.071510	-0.126750	-0.076230	-0.050060	-0.097730	-0.079620	-0.127050	-0.083710	-0.022040	-0.178720	-0.136850	-0.172530	-0.111060	-0.109470	-0.120420	-0.205870	-0.276550	-0.277970	-0.262850	-0.311470	-0.262320	-0.342350	-0.194960	-0.221610	-0.125550	-0.124670	-0.037010	-0.021680	-0.023480	-0.091870	-0.040170	-0.087140	-0.055080	-0.017280	-0.147360	-0.052520	-0.021510	-0.074080	-0.153290	-0.011830	-0.104240	-0.103810	-0.117810	-0.131140	-0.114750	-0.064420	-0.057420	-0.068450
-0.108270	-0.215410	-0.216950	-0.119710	-0.142110	-0.104200	-0.149350	-0.202940	-0.258280	-0.235810	-0.352410	-0.197160	-0.142770	-0.126790	-0.063980	-0.136320	-0.255800	-0.171070	-0.200620	-0.265650	-0.228620	-0.048070	-0.120500	-0.226960	-0.103610	-0.089560	-0.089720	-0.137810	-0.100920	-0.155280	-0.170180	-0.102490	-0.130160	-0.043120	-0.049570	-0.180440	-0.075110	-0.181240	-0.112180	-0.208720	-0.118760	-0.127170	-0.119010	-0.099090	-0.056850	-0.214560	-0.180000	-0.291030	-0.215940	-0.270240	-0.256990	-0.248050	-0.145200	-0.105400	-0.068070	-0.074640	-0.125270	-0.145490	-0.187000	-0.194200	-0.265250	-0.109450	-0.239010	-0.231530	-0.176490	-0.074160	-0.283150	-0.164950	-0.153660	-0.162050	-0.135720	-0.087520	-0.163820	-0.115720	-0.192670
-0.143520	-0.049780	-0.035230	-0.126000	-0.110690	-0.043530	-0.172220	-0.100220	-0.007140	-0.062270	-0.045550	-0.075250	-0.107830	-0.055470	-0.207070	-0.130270	-0.024140	-0.162140	-0.095750	0.008170	-0.053670	-0.204550	-0.096240	0.002770	-0.093720	-0.165490	-0.154980	-0.128900	-0.043730	0.019000	0.000110	-0.067400	-0.046880	-0.100700	-0.143980	-0.067870	-0.156740	-0.106010	-0.150510	-0.056470	-0.186780	-0.145100	-0.137880	-0.084370	-0.116640	0.060790	-0.044760	0.011700	-0.071740	-0.162320	-0.094210	-0.132210	-0.104770	-0.121660	-0.123800	-0.136770	-0.096750	-0.148810	-0.105100	-0.066610	-0.070660	-0.201880	-0.098890	-0.126840	-0.117230	-0.220840	-0.056270	-0.088200	-0.116010	-0.115700	-0.172660	-0.203140	0.004570	-0.141160	0.049610
-0.164520	-0.246890	-0.261160	-0.133990	-0.151140	-0.268980	-0.169230	-0.206910	-0.240860	-0.287680	-0.258580	-0.238170	-0.250400	-0.420740	-0.220710	-0.098630	-0.253810	-0.195540	-0.269380	-0.353170	-0.267000	-0.248990	-0.460400	-0.283090	-0.225070	-0.060650	-0.234130	-0.246150	-0.428240	-0.401930	-0.380280	-0.299300	-0.304820	-0.269840	-0.311100	-0.253540	-0.279630	-0.301640	-0.164670	-0.252520	-0.250950	-0.316860	-0.340890	-0.202920	-0.118550	-0.280810	-0.093750	-0.157150	-0.130490	-0.014810	-0.067600	-0.065890	-0.140770	-0.107850	-0.124800	-0.123710	-0.139660	-0.161270	-0.257830	-0.295020	-0.326310	-0.191770	-0.331950	-0.265740	-0.263460	-0.179780	-0.266850	-0.284680	-0.224710	-0.282950	-0.250500	-0.184280	-0.263700	-0.217720	-0.366490
-0.139150	-0.166340	-0.166030	-0.161760	-0.196780	-0.088800	-0.200740	-0.197760	-0.201250	-0.154960	-0.119730	-0.108120	-0.147450	0.062270	0.001400	0.029340	-0.064590	0.015520	0.012190	0.024350	-0.034060	0.035000	0.100700	0.128000	0.116650	0.001100	0.106070	0.043410	0.113630	0.121670	0.106010	0.085040	0.097750	0.049560	0.093340	0.019920	-0.040450	-0.086670	-0.192740	-0.117600	-0.106740	-0.124600	-0.096330	-0.180270	-0.256550	-0.203790	-0.197600	-0.236110	-0.172050	-0.204440	-0.183220	-0.280030	-0.100940	-0.003830	0.086050	0.060010	-0.075190	-0.075460	-0.047230	-0.014890	0.026510	-0.161790	-0.038990	-0.029710	-0.010970	-0.088010	-0.102150	-0.049640	-0.066840	-0.085550	-0.107490	-0.027660	0.082190	-0.025670	0.080240
-0.159040	-0.083400	-0.103650	-0.140660	-0.079650	-0.067450	-0.163180	-0.103010	-0.029720	-0.120160	-0.189960	-0.175650	-0.096880	-0.141150	-0.242430	-0.282870	-0.109800	-0.285610	-0.245900	-0.198820	-0.214360	-0.213970	-0.164060	-0.261030	-0.234820	-0.236270	-0.297730	-0.270440	-0.157030	-0.175210	-0.208630	-0.215130	-0.201730	-0.108880	-0.221930	-0.190890	-0.181670	-0.191350	-0.087970	-0.147120	-0.174430	-0.075970	-0.141960	-0.100430	-0.029600	-0.042020	-0.186380	-0.119370	-0.237240	-0.289960	-0.225610	-0.157370	-0.170210	-0.250310	-0.269710	-0.263490	-0.151500	-0.214410	-0.205130	-0.173520	-0.297750	-0.087280	-0.224710	-0.251980	-0.258420	-0.163820	-0.177650	-0.156820	-0.185160	-0.179480	-0.162610	-0.246280	-0.171920	-0.176820	-0.148000
-0.035780	-0.120500	-0.068720	-0.033020	-0.087740	-0.148150	0.015500	-0.053510	-0.128940	-0.042350	-0.030990	-0.022000	-0.075080	-0.190920	-0.053320	-0.027920	-0.160840	-0.009530	-0.062880	-0.113040	-0.029850	-0.088490	-0.215650	-0.104370	-0.102060	-0.057200	-0.054230	-0.029060	-0.200170	-0.182700	-0.117580	-0.090300	-0.128120	-0.221670	-0.109660	-0.097440	-0.077960	-0.035700	-0.067540	-0.038940	-0.027270	-0.137180	-0.078590	-0.068340	-0.098870	-0.155980	-0.072950	-0.157630	-0.067940	-0.007530	-0.054060	0.016670	-0.051080	0.002460	-0.036110	-0.028690	-0.071480	0.011120	-0.045230	-0.099970	0.006070	-0.122670	-0.032170	-0.028380	-0.012180	-0.089890	-0.028270	-0.079580	-0.043450	-0.020570	-0.060830	-0.008880	-0.145430	-0.076450	-0.160910
-0.200640	-0.049460	-0.161380	-0.269950	-0.224130	-0.145160	-0.244180	-0.163130	-0.121660	-0.132950	-0.153190	-0.154810	-0.139030	-0.016820	-0.141290	-0.187040	-0.057000	-0.121160	-0.079420	-0.054890	-0.116490	-0.128480	0.033970	-0.089410	-0.147770	-0.161640	-0.093520	-0.133420	-0.007780	-0.030790	-0.130810	-0.169100	-0.125490	-0.087280	-0.119100	-0.125400	-0.099310	-0.066180	-0.143450	-0.168450	-0.101810	-0.009410	-0.069730	-0.124760	-0.160230	-0.007030	-0.148490	-0.016330	-0.105760	-0.182990	-0.157400	-0.220990	-0.166130	-0.235520	-0.240530	-0.228990	-0.209520	-0.236660	-0.073990	-0.093840	-0.091110	-0.098760	-0.077850	-0.082880	-0.140210	-0.089840	-0.173780	-0.112080	-0.147170	-0.193710	-0.125640	-0.167780	-0.144780	-0.144650	-0.129660
0.937010	1.124370	1.099830	0.817500	0.793300	0.401360	0.336640	-0.316110	-0.314340	0.305550	0.991270	1.253100	0.791240	1.066330	0.633620	0.097320	-0.971250	-0.799500	0.665670	1.596060	2.271830	1.176460	0.579130	0.336320	0.576040	0.232220	0.541290	1.432340	1.920170	2.230780	1.434250	0.263940	-0.562620	-2.139090	-3.645900	-4.985660	-5.230490	-4.715260	-4.285140	-2.082060	0.919790	3.715740	4.547250	4.644730	4.028550	3.714040	2.937320	1.481790	-0.002000	-0.809770	-0.975130	-1.371280	-2.539610	-2.960860	-2.395520	-1.722700	-0.826340	-0.597280	-0.503680	0.000460	0.355670	-0.237460	-0.406750	-0.196900	-0.085690	0.283620	0.564640	0.939450	1.337790	0.955220	0.769810	0.669500	0.569450	0.131520	-0.021700
-1.441240	-1.156760	-0.908990	-0.346680	0.052960	0.301920	0.144140	0.008520	-0.099540	-0.381040	-0.111910	0.290570	0.674940	0.588170	0.524500	0.417490	0.121980	0.008640	-0.550310	-0.508630	-0.270230	-0.114130	-0.205800	0.139530	0.030580	0.041300	0.123720	-0.166880	-0.181240	-0.057780	-0.227940	-0.296040	-0.106880	-0.325080	-0.345340	-0.192100	-0.301030	-0.453050	-0.147590	-0.600830	-1.041890	-1.746810	-2.218750	-2.474610	-2.203100	-2.093720	-1.326120	-0.045250	1.339240	2.229840	2.334950	2.315190	2.068720	1.720530	0.695770	0.363630	0.026950	0.252230	0.273120	0.115590	0.107640	0.108000	-0.125260	-0.586280	-0.416610	-0.441690	-0.404200	-0.285200	-0.270130	0.097630	0.294550	0.207680	0.091350	0.135960	0.073900
