1.521550	1.521550	1.521550	1.521550	1.521570	1.658700	1.707760	1.731640	1.716490	1.734690	1.748020	1.758700	1.743590	1.711670	1.761150	1.760080	1.750960	1.726160	1.738250	1.758410	1.765710	1.748710	1.729380	1.743830	1.766130	1.733590	1.713620	1.722430	1.741230	1.759310	1.712150	1.736820	1.714780	1.741370	1.761520	1.781630	1.721060	1.736930	1.715510	1.754270	1.713220	1.725400	1.747730	2.814860	3.230220	3.280530	3.185560	3.186410	3.145590	3.048270	3.055370	2.993270	2.939610	2.858000	2.734950	2.318440	2.178520	2.033250	1.890450	1.777670	2.082050	2.129910	2.297020	2.359830	2.394960	2.387500	2.483170	2.623620	2.214020	2.062000	1.897280	1.787560	1.765280	1.909060	1.796910	1.875930	1.760320	1.790760	1.709470	1.719500	1.724960	1.738280	1.692120	1.689980	1.695460	1.703100	1.671780	1.680330	1.686230	1.726680	1.706660	1.620750	1.725630	1.766290	1.664650	1.688770	1.689770	1.730690	1.719150	1.746560	1.736890	1.719500	1.739330	1.720810	1.734880	1.704660	1.647260	1.659550	1.604530	1.668700	1.724570	1.697950	1.661870	1.658240	1.683420	1.673270	1.626450	1.677500	1.621200	1.661350	1.520760	1.521550	1.521550	1.521550
0.143360	0.143360	0.143360	0.143360	0.143360	0.019060	-0.006520	-0.025660	-0.008930	-0.023250	-0.033820	-0.044010	-0.038290	-0.003120	-0.047790	-0.052160	-0.045120	-0.018750	-0.028670	-0.046240	-0.049730	-0.033160	-0.014140	-0.034850	-0.048720	-0.027260	-0.008000	-0.017440	-0.032760	-0.048590	-0.013160	-0.032350	-0.006730	-0.035090	-0.047060	-0.062640	-0.013050	-0.022680	-0.018650	-0.051320	-0.012590	-0.023390	-0.011980	0.104680	0.001350	-0.040880	0.022960	-0.012840	-0.005210	0.039360	0.006830	0.030250	0.017470	0.012770	0.007150	0.043500	-0.001320	0.019440	-0.006280	-0.011920	0.025450	-0.223310	-0.180580	-0.224050	-0.252710	-0.262150	-0.058460	0.020940	-0.058560	-0.123890	-0.090300	-0.045310	-0.026770	0.015860	0.019280	0.022900	-0.028890	0.020400	0.000900	-0.015830	-0.027180	-0.041180	0.006500	0.002170	-0.004590	-0.011490	0.013340	0.004480	0.004290	-0.028620	-0.022860	0.060410	-0.029400	-0.058480	0.021660	0.001010	-0.004610	-0.032070	-0.020970	-0.042980	-0.030220	-0.019190	-0.028600	-0.026790	-0.039710	-0.012000	0.023720	0.014620	0.066420	0.006050	-0.022260	-0.012810	0.019240	0.023740	0.000570	0.005120	0.045410	0.000260	0.054920	0.018930	0.144560	0.143360	0.143360	0.143360
-0.421910	-0.421910	-0.421910	-0.421910	-0.421930	-0.270450	-0.262670	-0.240300	-0.242220	-0.248530	-0.238700	-0.223990	-0.209250	-0.248400	-0.209390	-0.196400	-0.197550	-0.229330	-0.221730	-0.215670	-0.214120	-0.231120	-0.238780	-0.214100	-0.225340	-0.225730	-0.250510	-0.240070	-0.222400	-0.206690	-0.245560	-0.227030	-0.263000	-0.225250	-0.222080	-0.187120	-0.244010	-0.266470	-0.231410	-0.213410	-0.241880	-0.232380	-0.228410	-0.145750	-0.102210	-0.082990	-0.143880	-0.066370	-0.120170	-0.119600	-0.104780	-0.131120	-0.088170	-0.103740	-0.090550	-0.182240	-0.132550	-0.171400	-0.175300	-0.208750	-0.166400	-0.194090	-0.221110	-0.248460	-0.218790	-0.229180	-0.183520	-0.161870	-0.201920	-0.215540	-0.152990	-0.178750	-0.199570	-0.253380	-0.208590	-0.240100	-0.201760	-0.229260	-0.252460	-0.232980	-0.227610	-0.204970	-0.283920	-0.254150	-0.245810	-0.239580	-0.262010	-0.252760	-0.258200	-0.224490	-0.207370	-0.319790	-0.231020	-0.200920	-0.263700	-0.258200	-0.242810	-0.223930	-0.230630	-0.204880	-0.232120	-0.247720	-0.243060	-0.227130	-0.213750	-0.252040	-0.253730	-0.253960	-0.324820	-0.241510	-0.250890	-0.225700	-0.270550	-0.272710	-0.246200	-0.245020	-0.294000	-0.242700	-0.309730	-0.271470	-0.424660	-0.421910	-0.421910	-0.421910
0.132140	0.132140	0.132140	0.132140	0.132140	-0.006180	-0.003520	-0.010080	-0.026280	-0.001800	-0.002320	-0.016600	-0.060390	-0.033040	-0.050680	-0.061450	-0.068100	-0.049430	-0.033990	-0.038470	-0.033370	-0.022530	-0.031710	-0.064900	-0.019930	-0.036210	-0.019470	-0.026770	-0.030100	-0.040630	-0.022560	-0.024890	0.005080	-0.030090	-0.010850	-0.059260	-0.029560	0.040710	-0.044940	-0.027320	-0.021530	-0.035730	-0.041010	-0.160180	-0.132830	-0.121860	-0.079310	-0.196530	-0.108030	-0.160940	-0.136410	-0.140730	-0.206990	-0.151800	-0.135830	-0.039910	-0.083890	-0.070810	-0.087720	-0.053040	-0.156410	-0.061850	-0.029350	-0.015990	-0.071890	-0.064240	-0.169540	-0.174740	-0.086600	-0.081130	-0.163860	-0.113490	-0.084700	-0.015750	-0.114800	-0.053360	-0.074140	-0.075150	-0.024800	-0.033020	-0.023350	-0.058470	0.039660	-0.019220	-0.016330	-0.018150	-0.016170	-0.011260	-0.004620	-0.027810	-0.084870	0.035020	-0.016240	-0.037450	-0.031770	-0.004820	-0.028140	-0.032540	-0.031150	-0.054880	-0.012750	-0.002570	0.003430	-0.028530	-0.039780	-0.001110	-0.060400	-0.042930	0.041350	-0.059360	0.007230	-0.066330	-0.003310	-0.019370	-0.042340	-0.039130	0.004530	-0.035750	0.023810	-0.006520	0.136090	0.132140	0.132140	0.132140
-0.139130	-0.139130	-0.139130	-0.139130	-0.139120	-0.035350	-0.017590	-0.034800	-0.021120	-0.038110	-0.054600	-0.043000	0.019980	0.005410	0.010010	-0.006080	0.013970	0.017350	-0.032750	-0.006810	-0.021840	-0.017630	-0.014120	0.035700	-0.033950	-0.015970	-0.003830	-0.016050	-0.034800	-0.026380	-0.008620	-0.026230	-0.039110	-0.012720	-0.057880	-0.015320	0.007440	-0.091670	0.021290	-0.031230	-0.035360	-0.003910	-0.004510	-0.095410	-0.110950	-0.125140	-0.186750	-0.085340	-0.137390	-0.103010	-0.145510	-0.115750	-0.032490	-0.114290	-0.199800	-0.230200	-0.190940	-0.142930	-0.071230	-0.055230	0.008840	0.098430	0.041570	0.097480	0.146970	0.149830	0.015010	-0.116410	-0.094920	-0.011520	0.065630	0.029790	0.013530	-0.189240	-0.014430	-0.118760	0.006400	-0.040960	-0.005970	-0.020010	-0.036460	0.003120	-0.089100	-0.021230	-0.039550	-0.047170	-0.018810	-0.056300	-0.044620	-0.032230	0.053820	-0.049730	-0.040430	-0.029840	0.012390	-0.045140	-0.012940	-0.013230	-0.020340	0.004400	-0.046520	-0.045870	-0.056510	-0.029790	-0.015950	-0.050630	0.054930	0.020330	-0.072260	0.047150	-0.057050	0.044860	-0.041410	0.009450	0.023900	-0.002240	-0.028880	-0.008430	-0.048780	-0.022260	-0.142780	-0.139130	-0.139130	-0.139130
-0.076070	-0.076070	-0.076070	-0.076070	-0.076070	-0.130620	-0.169520	-0.153950	-0.130760	-0.158240	-0.127280	-0.136940	-0.193250	-0.170890	-0.191760	-0.124410	-0.161560	-0.188960	-0.106690	-0.173600	-0.150880	-0.173710	-0.148370	-0.206560	-0.142780	-0.143510	-0.198630	-0.142840	-0.106690	-0.117810	-0.181090	-0.155860	-0.151690	-0.176250	-0.104370	-0.116740	-0.199860	-0.111000	-0.207120	-0.149340	-0.100620	-0.157480	-0.175980	-0.009090	-0.007610	-0.005890	0.068330	0.032650	0.035030	0.069730	0.057430	0.040990	-0.026770	0.029690	0.071310	0.034760	0.020590	-0.047940	-0.077020	-0.087840	-0.014150	-0.135720	-0.054240	-0.114210	-0.106620	-0.119670	-0.118150	0.006160	-0.020500	-0.020460	-0.110170	-0.136250	-0.177070	-0.074190	-0.140120	-0.107210	-0.173690	-0.142300	-0.197440	-0.149970	-0.143200	-0.155310	-0.101890	-0.141630	-0.118850	-0.100290	-0.165950	-0.082340	-0.131470	-0.131490	-0.224130	-0.158720	-0.142690	-0.127840	-0.191000	-0.115270	-0.168510	-0.172390	-0.138360	-0.169080	-0.118680	-0.131060	-0.125280	-0.119010	-0.163750	-0.120230	-0.242120	-0.195340	-0.106370	-0.242040	-0.126190	-0.227380	-0.119050	-0.211940	-0.208330	-0.152160	-0.154930	-0.150620	-0.136040	-0.169200	-0.074120	-0.076070	-0.076070	-0.076070
-0.072610	-0.072610	-0.072610	-0.072610	-0.072620	-0.073040	-0.027210	-0.008210	-0.083240	-0.004610	-0.038870	-0.035540	-0.013510	-0.038610	0.015210	-0.109600	-0.062990	-0.025310	-0.111430	-0.005350	-0.035250	0.009910	-0.056780	0.001990	-0.030320	-0.068960	0.024360	-0.067980	-0.108710	-0.099700	-0.009040	-0.017130	-0.029230	0.007970	-0.089860	-0.104360	0.006900	-0.030300	0.015570	-0.023320	-0.120890	-0.053790	-0.008750	-0.019920	-0.012400	0.008040	-0.003640	-0.032800	0.032050	-0.047890	0.000760	-0.047660	-0.043940	-0.082790	-0.056570	-0.039380	-0.047380	-0.044340	-0.111740	-0.111080	-0.116730	-0.128170	-0.215790	-0.160130	-0.162350	-0.239900	-0.206930	-0.207630	-0.193960	-0.160880	-0.166240	-0.119980	-0.038360	-0.066110	-0.109420	-0.080490	-0.040230	-0.078970	0.015440	-0.044020	-0.022370	-0.063280	-0.057680	-0.075760	-0.078370	-0.109540	-0.018280	-0.138250	-0.048780	-0.061020	0.012280	0.002300	-0.021820	-0.074800	-0.021900	-0.086100	-0.007620	-0.000320	-0.070390	-0.037850	-0.069790	-0.045740	-0.034820	-0.097910	-0.008110	-0.071350	0.039200	-0.009420	-0.083560	0.050910	-0.039890	0.025570	-0.084140	0.041340	0.011500	-0.062520	-0.026640	-0.058120	-0.048120	-0.006540	-0.072670	-0.072610	-0.072610	-0.072610
-0.030720	-0.030720	-0.030720	-0.030720	-0.030720	0.019810	-0.017960	-0.091850	0.026330	-0.089080	-0.070290	-0.064090	-0.041050	-0.012820	-0.095650	0.048820	0.021830	-0.016940	0.040740	-0.083350	-0.042330	-0.103190	0.001010	-0.055080	-0.084280	0.011200	-0.083560	0.011630	0.045990	0.045630	-0.053230	-0.073440	-0.046450	-0.096230	0.022630	0.052020	-0.050220	-0.086600	-0.070850	-0.064730	0.056580	0.009100	-0.017610	-0.120130	-0.029730	-0.016380	-0.117660	-0.029600	-0.120300	-0.051360	-0.129770	-0.047750	-0.045670	-0.078840	-0.191330	-0.178750	-0.153020	-0.089880	-0.017530	-0.028170	0.000160	-0.076100	0.070860	-0.040800	-0.045990	-0.040550	-0.107860	-0.128660	-0.156050	-0.225180	-0.033430	0.013960	-0.080660	-0.189630	-0.056960	-0.121640	-0.060580	-0.087390	-0.104620	-0.051450	-0.085210	0.010600	-0.048450	0.032220	0.006980	0.038920	-0.056770	0.074050	-0.040410	-0.014880	-0.053460	-0.096600	-0.079250	0.020450	-0.018770	0.019960	-0.076260	-0.079850	0.011940	-0.006480	-0.000660	-0.044670	-0.067660	0.051190	-0.080950	0.009990	-0.076430	-0.038750	0.017100	-0.095310	-0.046900	-0.058810	0.027530	-0.109450	-0.055790	0.018850	-0.043890	0.010350	-0.016640	-0.061820	-0.031610	-0.030720	-0.030720	-0.030720
-0.103620	-0.103620	-0.103620	-0.103620	-0.103600	-0.181630	-0.144090	-0.036630	-0.147120	-0.061230	-0.055320	-0.075590	-0.125870	-0.125510	-0.047690	-0.174730	-0.170100	-0.148930	-0.148850	-0.054120	-0.092840	-0.029900	-0.134070	-0.109920	-0.049260	-0.161920	-0.083640	-0.153390	-0.169690	-0.184830	-0.120330	-0.063600	-0.107630	-0.050990	-0.152980	-0.158150	-0.126850	-0.041750	-0.088460	-0.088410	-0.167710	-0.154430	-0.152120	-0.164750	-0.197510	-0.214920	-0.047910	-0.113870	-0.027950	-0.033130	-0.029800	-0.068510	-0.187230	-0.195970	-0.200600	-0.242020	-0.211870	-0.269070	-0.242800	-0.124010	0.023950	0.083100	-0.043580	0.076850	0.106840	-0.091380	-0.193480	-0.252040	-0.177980	-0.105940	-0.236210	-0.219200	-0.145760	-0.286670	-0.272850	-0.341950	-0.145140	-0.254470	-0.089270	-0.092490	-0.048920	-0.169000	-0.086020	-0.194570	-0.139350	-0.173170	-0.106020	-0.211080	-0.096840	-0.124310	-0.129360	-0.051170	-0.058480	-0.166050	-0.156340	-0.157810	-0.067470	-0.067500	-0.150410	-0.149650	-0.130240	-0.074640	-0.036710	-0.190630	-0.067360	-0.163760	-0.112810	-0.135200	-0.168850	-0.097610	-0.093240	-0.135440	-0.171180	-0.051450	-0.112520	-0.171580	-0.105190	-0.170730	-0.137320	-0.103750	-0.102600	-0.103620	-0.103620	-0.103620
-0.050820	-0.050820	-0.050820	-0.050820	-0.050820	0.031100	0.001010	-0.119630	-0.039470	-0.073490	-0.087470	-0.070730	-0.032620	-0.036480	-0.079650	-0.026630	-0.010910	-0.005350	-0.063330	-0.094890	-0.054490	-0.108430	-0.026560	-0.023380	-0.082960	-0.008010	-0.052760	-0.017320	-0.020190	0.001300	-0.029540	-0.095790	-0.044450	-0.087080	-0.025890	-0.027880	-0.009510	-0.101640	-0.055320	-0.053160	-0.025090	0.000130	0.030650	0.084060	0.146390	0.198200	0.120630	0.200160	0.159140	0.140780	0.159710	0.117940	0.162120	0.088810	0.089770	0.048210	0.070630	0.059070	-0.050320	-0.141570	-0.073640	-0.106100	-0.018620	-0.085510	-0.079630	-0.045430	-0.183920	-0.103740	-0.111230	0.063860	0.040090	-0.006930	-0.095380	-0.081680	-0.112390	-0.036840	-0.081630	-0.103040	-0.077280	-0.105720	-0.116380	-0.006710	-0.074680	0.022260	-0.040870	-0.023990	-0.049220	0.009920	-0.082160	-0.057430	-0.009200	-0.096680	-0.098800	-0.006870	-0.009240	-0.016160	-0.090970	-0.078190	-0.036280	-0.019200	-0.034760	-0.091580	-0.118620	0.008240	-0.074100	0.010600	-0.009150	0.004260	0.010120	-0.017510	-0.039190	0.020890	0.007780	-0.072920	-0.024920	0.014370	-0.041730	0.019780	-0.009420	-0.032620	-0.051800	-0.050820	-0.050820	-0.050820
