1.271090	1.178620	1.780110	2.131620	2.228420	2.315360	2.320520	2.288920	2.329550	2.222270	2.236760	2.230620	2.167840	2.177340	2.205950	2.181920	2.199620	2.205050	2.055090	1.943240	1.925870	1.806530	1.751640	1.713260	1.662500	1.708290	1.775080	1.939930	1.980100	2.029650	2.151080	2.099290	2.020200
-0.009870	0.063290	0.031010	0.008980	-0.003740	-0.027540	-0.067000	-0.012530	-0.036200	-0.012590	0.004770	0.000070	0.027380	0.030590	0.021840	-0.005330	-0.025630	-0.036070	0.005040	-0.016600	-0.039020	-0.008620	-0.046690	-0.046650	-0.037740	-0.091970	-0.040290	-0.130850	-0.114670	-0.099190	-0.108370	-0.057440	-0.048220
-0.209870	-0.298480	-0.188850	-0.168330	-0.131400	-0.113410	-0.065320	-0.126860	-0.111640	-0.144750	-0.139190	-0.138510	-0.137480	-0.186090	-0.151130	-0.110730	-0.118050	-0.130250	-0.197220	-0.143540	-0.150460	-0.178270	-0.156370	-0.138330	-0.136530	-0.133180	-0.222520	-0.167570	-0.190790	-0.198010	-0.150110	-0.175620	-0.158830
-0.101410	-0.017500	-0.111220	-0.088600	-0.150240	-0.137150	-0.188970	-0.145620	-0.148960	-0.108890	-0.143800	-0.132720	-0.174460	-0.091200	-0.133220	-0.189090	-0.140810	-0.110580	-0.055160	-0.116320	-0.095960	-0.093640	-0.115310	-0.148840	-0.166770	-0.160800	-0.057380	-0.103500	-0.125900	-0.078290	-0.148860	-0.146850	-0.157080
-0.046580	-0.088810	-0.102880	-0.181720	-0.104230	-0.148900	-0.098860	-0.125520	-0.112770	-0.161690	-0.122890	-0.146250	-0.101820	-0.160840	-0.147280	-0.094990	-0.158940	-0.174630	-0.207650	-0.163530	-0.164310	-0.140000	-0.103520	-0.082090	-0.047090	-0.002180	-0.084800	-0.017330	0.052050	-0.046910	0.020800	-0.003550	-0.022670
-0.110300	-0.134500	-0.081400	0.001860	-0.079270	-0.021050	-0.046830	-0.033530	-0.060370	-0.023740	-0.043190	-0.018870	-0.035330	-0.039390	-0.019750	-0.059330	-0.021740	-0.052050	-0.035330	-0.006350	-0.035900	-0.059070	-0.108910	-0.093830	-0.087340	-0.131160	-0.057990	-0.092610	-0.147180	-0.069680	-0.150110	-0.098170	-0.068320
-0.141760	-0.071810	-0.057720	-0.082980	-0.002560	-0.069560	-0.089280	-0.082070	-0.070480	-0.067170	-0.084760	-0.092950	-0.107980	-0.078140	-0.077090	-0.083660	-0.080060	-0.032840	-0.052400	-0.103980	-0.089150	-0.097740	-0.039430	-0.098860	-0.129990	-0.120780	-0.160810	-0.145220	-0.137940	-0.150540	-0.107450	-0.140550	-0.148060
-0.014000	-0.063990	-0.100070	-0.159390	-0.201850	-0.104520	-0.035220	-0.084450	-0.060280	-0.125070	-0.094690	-0.111680	-0.117130	-0.104940	-0.160840	-0.125490	-0.143130	-0.182770	-0.187500	-0.135380	-0.127300	-0.084770	-0.195120	-0.104940	-0.083330	-0.084850	-0.039210	-0.095970	-0.035050	-0.116590	-0.110830	-0.107450	-0.035270
-0.191780	-0.171770	-0.186230	-0.101020	-0.091710	-0.195530	-0.257850	-0.211040	-0.248110	-0.189680	-0.212370	-0.190370	-0.167200	-0.240130	-0.145660	-0.229470	-0.225650	-0.218730	-0.216390	-0.191740	-0.228830	-0.285990	-0.187910	-0.256400	-0.163640	-0.105970	-0.103760	0.056650	0.004940	0.031410	-0.077730	-0.054970	-0.080090
-0.056280	-0.050960	0.004030	-0.059960	-0.025330	0.033400	0.061900	0.069100	0.048330	0.038890	0.013670	0.004120	-0.053070	0.009760	-0.037120	0.007890	0.032570	0.010150	-0.020900	0.015250	0.018120	0.039680	-0.036610	0.006140	-0.068850	-0.075030	-0.025050	-0.120890	-0.056280	-0.120140	-0.060840	-0.077110	-0.030090
-0.082780	-0.090070	-0.106030	-0.124370	-0.149210	-0.128450	-0.092720	-0.182640	-0.104950	-0.150700	-0.130980	-0.133920	-0.102260	-0.097560	-0.121490	-0.146200	-0.168080	-0.148450	-0.113970	-0.175840	-0.157930	-0.132040	-0.141940	-0.151060	-0.120970	-0.158340	-0.176730	-0.168150	-0.168650	-0.148160	-0.176330	-0.158890	-0.130210
-0.080160	-0.082100	-0.097160	-0.028350	-0.029480	-0.083360	-0.146620	-0.040950	-0.115000	-0.078020	-0.062780	-0.060850	-0.054570	-0.113530	-0.055220	-0.036540	-0.042400	-0.051590	-0.078870	-0.028460	-0.048550	-0.097270	-0.040400	-0.037430	-0.027570	0.005040	-0.023120	0.016050	-0.031970	-0.001880	-0.001300	-0.004150	-0.057010
-0.080580	-0.067260	-0.060290	-0.105650	-0.101590	-0.060140	-0.026460	-0.084080	-0.057110	-0.028580	-0.079020	-0.059570	-0.076880	-0.016040	-0.054930	-0.054690	-0.025580	-0.033590	0.011960	-0.022590	-0.011120	0.042830	0.011070	0.003730	-0.047600	-0.100680	-0.061960	-0.193090	-0.156020	-0.169740	-0.115250	-0.143260	-0.109480
7.268200	9.210870	10.129890	9.873090	8.760980	6.161270	2.205990	0.175500	-0.799070	-1.287850	-1.176410	-1.025890	-0.823990	-0.307890	-0.803540	-1.507000	-2.017090	-3.013720	-3.821060	-4.213190	-4.435790	-3.867340	-2.513220	-0.819520	0.590740	2.075460	3.345430	3.789290	3.377180	2.404370	1.302790	0.223270	-0.277110
0.167680	-0.042040	-0.391920	-0.466810	-0.633700	-0.679830	-0.287900	-0.017660	0.282590	0.513630	0.556310	0.243630	0.060410	-0.269820	-0.317690	-0.382890	-0.539930	-0.399690	-0.359680	-0.286000	-0.244050	-0.488090	-0.511290	-0.686920	-0.770140	-0.805480	-0.665390	-0.412170	-0.111130	0.236020	0.322510	0.623650	0.479920
0.323610	0.657040	1.086370	1.124990	1.141460	0.927260	0.227160	-0.081390	-0.333550	-0.626390	-0.634720	-0.203270	-0.063370	0.094970	-0.161490	-0.122920	-0.104310	-0.179820	-0.370030	-0.342990	-0.119520	0.106520	-0.070630	-0.270580	-0.324680	-0.395010	-0.365220	-0.356150	-0.170470	0.044730	0.298950	0.132150	0.176420
-0.160990	-0.342020	-0.694600	-0.786200	-0.846960	-0.699860	-0.265400	-0.128900	-0.024790	0.190000	0.243130	-0.190260	-0.213650	-0.137640	0.322010	0.308790	0.404920	0.264890	0.373650	0.162260	-0.384570	-0.688450	-0.407470	-0.087120	-0.113810	0.161320	0.148130	0.089850	-0.145460	-0.462200	-0.758770	-0.541950	-0.456040
