3.201040	3.324040	3.506070	3.548980	3.690730	3.656230	3.810840	3.992370	4.040970	4.131350	4.123180	4.173600	4.111600	4.085580	3.949020	3.862110	3.763140	3.719990	3.729760	3.990340	4.061600	4.012260	3.892760	3.769520	3.827100	3.643660	3.632530	3.517460	3.581890	3.599880	3.673040	3.782590	3.789150	3.763560	3.796010	3.785480	3.778920	3.702720	3.613150	3.615120	3.730590	3.650970	3.781720	3.663320	3.853410	3.655660	3.751110	3.902060	3.864790	3.689980	3.718810	3.765030	3.813800	3.901500	3.898940	3.817650	3.852180	3.673490
0.031760	0.032310	-0.016950	-0.024970	-0.048410	-0.059570	-0.000670	-0.013530	-0.031140	-0.117130	-0.094650	-0.152500	-0.065950	-0.094530	-0.017570	-0.061650	0.041820	0.000680	-0.045620	-0.166310	-0.268470	-0.176160	-0.043090	-0.088920	-0.093710	-0.036030	-0.077550	-0.079310	-0.039390	0.010800	-0.030540	-0.044390	-0.061410	-0.016030	-0.090450	-0.072140	-0.046530	-0.040260	-0.031250	-0.040490	-0.046580	-0.016780	-0.041100	-0.019550	-0.090760	-0.007530	-0.008100	-0.072510	-0.034820	0.001670	0.005950	0.007780	0.017050	-0.051660	-0.065780	-0.037850	-0.057310	0.036570
-0.283260	-0.302210	-0.262830	-0.269060	-0.275000	-0.234620	-0.272310	-0.239880	-0.266630	-0.189670	-0.256230	-0.174160	-0.277080	-0.185770	-0.293240	-0.213880	-0.237910	-0.237800	-0.225970	-0.242160	-0.250030	-0.236700	-0.302050	-0.234030	-0.168030	-0.276750	-0.222050	-0.209360	-0.272880	-0.291360	-0.252590	-0.228730	-0.232530	-0.317030	-0.261330	-0.282670	-0.237460	-0.277470	-0.268530	-0.254790	-0.274640	-0.249450	-0.271400	-0.235430	-0.189460	-0.249700	-0.230920	-0.144750	-0.182790	-0.226210	-0.237440	-0.234270	-0.240030	-0.160780	-0.225420	-0.166240	-0.180130	-0.236820
-0.172120	-0.128510	-0.133680	-0.117260	-0.085790	-0.207200	-0.122910	-0.136050	-0.113720	-0.188620	-0.097480	-0.186230	-0.092770	-0.188000	-0.139120	-0.120490	-0.196560	-0.172120	-0.169680	-0.154820	-0.129380	-0.200110	-0.099240	-0.138790	-0.231950	-0.109330	-0.163190	-0.210430	-0.086000	-0.137860	-0.160920	-0.180220	-0.184540	-0.132010	-0.197320	-0.126600	-0.200730	-0.133370	-0.151280	-0.167440	-0.085090	-0.201260	-0.082600	-0.199960	-0.213190	-0.190460	-0.186960	-0.233750	-0.216070	-0.185610	-0.160170	-0.183370	-0.183400	-0.256470	-0.130370	-0.284450	-0.233730	-0.233420
-0.126780	-0.173600	-0.166670	-0.158100	-0.220490	-0.049260	-0.198690	-0.229190	-0.192110	-0.096460	-0.174400	-0.102020	-0.187230	-0.168540	-0.098230	-0.248290	-0.170380	-0.164750	-0.139160	0.023330	0.066950	0.095060	-0.116640	-0.123600	-0.084310	-0.151040	-0.116850	-0.047100	-0.233850	-0.163350	-0.154330	-0.168570	-0.158620	-0.181570	-0.025210	-0.122150	-0.096680	-0.175700	-0.144450	-0.153150	-0.189680	-0.055590	-0.205250	-0.085770	-0.152360	-0.090110	-0.137070	-0.166480	-0.163710	-0.187300	-0.237830	-0.168580	-0.165590	-0.115480	-0.225990	-0.073210	-0.112140	-0.121430
-0.054440	-0.048840	-0.095940	-0.120130	-0.051880	-0.161290	-0.045960	-0.007350	-0.049310	-0.119660	-0.079910	-0.110140	-0.050570	-0.013860	-0.122740	-0.022380	-0.011580	-0.050240	-0.118570	-0.267610	-0.249750	-0.278710	-0.145930	-0.150920	-0.122550	-0.121020	-0.157100	-0.162650	-0.040350	-0.096810	-0.078390	-0.073890	-0.075270	-0.006430	-0.180230	-0.138380	-0.130060	-0.107950	-0.072800	-0.065190	-0.123410	-0.172590	-0.122290	-0.150180	-0.085630	-0.174480	-0.123980	-0.068730	-0.110810	-0.043070	0.005720	-0.064440	-0.060710	-0.058790	-0.024970	-0.072500	-0.086610	-0.065160
-0.211480	-0.209080	-0.109320	-0.048750	-0.111100	-0.071510	-0.128660	-0.110920	-0.116480	-0.130650	-0.103440	-0.124480	-0.129500	-0.197040	-0.191060	-0.110240	-0.137930	-0.121310	-0.086070	-0.158850	-0.191810	-0.102780	-0.061880	-0.010500	-0.106850	-0.064370	-0.062430	-0.151020	-0.204230	-0.211360	-0.224180	-0.210220	-0.221990	-0.318060	-0.202810	-0.132040	-0.193880	-0.150020	-0.239800	-0.283020	-0.049110	-0.153430	-0.049390	-0.150110	-0.205310	-0.116290	-0.094600	-0.151420	-0.088280	-0.175260	-0.208770	-0.118220	-0.163590	-0.194080	-0.155220	-0.211060	-0.163410	-0.177400
-0.069940	-0.074110	-0.091010	-0.093580	-0.161860	-0.145950	-0.128950	-0.174080	-0.115140	-0.023050	-0.101170	-0.040850	-0.098460	-0.094280	0.002450	-0.084430	-0.086870	-0.106450	-0.167080	0.002690	-0.020450	-0.009880	-0.070350	-0.144980	0.027000	-0.066830	-0.080980	0.065820	-0.021060	-0.036850	-0.048640	-0.076090	-0.114680	-0.085810	-0.070570	-0.216500	-0.089870	-0.219160	-0.043970	-0.024540	-0.176730	-0.034350	-0.164270	-0.049410	-0.149610	-0.075950	-0.142000	-0.038480	-0.126200	-0.105730	-0.104130	-0.183960	-0.081100	-0.036810	-0.144500	-0.040350	0.000000	-0.128210
-0.129560	-0.163040	-0.268470	-0.216020	-0.138350	-0.116080	-0.217970	-0.188150	-0.200290	-0.293130	-0.129400	-0.194850	-0.125150	-0.147150	-0.187750	-0.295650	-0.191480	-0.165700	-0.122120	-0.171990	0.043250	-0.040210	-0.138960	-0.076230	-0.265920	-0.183570	-0.223660	-0.316280	-0.370930	-0.378080	-0.318620	-0.353190	-0.354630	-0.327130	-0.278450	-0.077770	-0.288280	-0.122790	-0.257890	-0.345460	-0.169000	-0.227280	-0.209360	-0.292520	-0.270390	-0.320160	-0.237350	-0.413510	-0.353870	-0.321700	-0.353410	-0.181220	-0.308940	-0.330170	-0.236580	-0.299910	-0.332670	-0.254080
-0.142200	-0.213040	0.015980	0.039220	-0.016290	0.002220	0.050310	0.051180	0.061670	0.106720	-0.009020	0.050530	0.046120	-0.056060	-0.100460	0.099480	0.055580	-0.000750	-0.128280	-0.142390	-0.119380	-0.010880	0.068490	-0.019940	0.093950	0.046010	0.031950	0.061230	-0.011430	-0.070360	-0.097250	-0.065520	-0.067170	-0.071910	-0.063150	-0.201900	-0.118480	-0.257860	-0.123410	-0.165870	-0.055830	-0.163370	-0.056160	-0.097150	-0.156070	-0.031640	-0.111410	0.046430	-0.003530	-0.013260	0.024590	-0.072200	-0.006690	0.010320	-0.008530	0.024970	0.081070	-0.009600
