1.429080	1.429080	1.429080	1.429080	1.429080	1.429080	1.429080	1.429080	1.429080	1.509660	2.343850	2.466310	2.478980	2.485240	2.540780	2.570690	2.524460	2.511350	2.481960	2.515460	2.564150	2.470710	2.476380	2.485820	2.482460	2.495360	2.481240	2.482940	2.766480	3.065800	3.085730	3.035410	3.044480	2.963920	2.970960	2.840020	2.746830	2.492220	2.504610	2.523840	2.494800	2.753750	2.818180	2.823500	2.788680	2.686690	2.749780	2.576180	2.507130	2.528330	2.449350	2.455210	2.477640	2.426190	2.444570	2.486720	2.534200	2.409690	2.453170	2.441180	2.450830
0.097990	0.097990	0.097990	0.097990	0.097990	0.097990	0.097990	0.097990	0.097990	0.020560	-0.053200	-0.064850	-0.071320	-0.101140	-0.114550	-0.125660	-0.093870	-0.091200	-0.092400	-0.088490	-0.145570	-0.087210	-0.102340	-0.082460	-0.081650	-0.087130	-0.114090	-0.082520	-0.031480	-0.132730	-0.131850	-0.120950	-0.137270	-0.085400	-0.098690	-0.040180	-0.085250	-0.074760	-0.119370	-0.102640	-0.071340	-0.240520	-0.268850	-0.274960	-0.277030	-0.205210	-0.237560	-0.121710	-0.129530	-0.127510	-0.076750	-0.059220	-0.071610	-0.061130	-0.070980	-0.083970	-0.124200	-0.041300	-0.082790	-0.076200	-0.097910
-0.447960	-0.447960	-0.447960	-0.447960	-0.447960	-0.447960	-0.447960	-0.447960	-0.447960	-0.340030	-0.274630	-0.236850	-0.228560	-0.230490	-0.220400	-0.212460	-0.252030	-0.231470	-0.227730	-0.219480	-0.194280	-0.234210	-0.237500	-0.243670	-0.247780	-0.228110	-0.214640	-0.234430	-0.218490	-0.134270	-0.167810	-0.197230	-0.165210	-0.192980	-0.195360	-0.213300	-0.197380	-0.200340	-0.191920	-0.232030	-0.245660	-0.205570	-0.251440	-0.258230	-0.240740	-0.269800	-0.197300	-0.265790	-0.197390	-0.189120	-0.251990	-0.237850	-0.247500	-0.241560	-0.250090	-0.221580	-0.169580	-0.273030	-0.230330	-0.225950	-0.218790
0.087160	0.087160	0.087160	0.087160	0.087160	0.087160	0.087160	0.087160	0.087160	-0.029920	-0.046620	-0.078420	-0.118030	-0.114210	-0.087270	-0.079510	-0.065230	-0.086730	-0.103110	-0.126400	-0.112640	-0.101370	-0.111280	-0.101630	-0.070450	-0.098590	-0.097020	-0.101610	-0.107850	-0.204300	-0.177730	-0.102820	-0.142750	-0.164740	-0.116630	-0.162740	-0.102600	-0.155120	-0.120430	-0.057810	-0.085310	-0.031670	0.030890	0.020330	-0.039500	-0.035700	-0.098310	-0.056510	-0.130920	-0.117850	-0.061530	-0.128410	-0.091140	-0.139910	-0.100930	-0.120960	-0.164530	-0.091480	-0.106230	-0.122550	-0.115780
-0.174840	-0.174840	-0.174840	-0.174840	-0.174840	-0.174840	-0.174840	-0.174840	-0.174840	-0.069440	-0.147990	-0.141520	-0.062870	-0.051770	-0.079070	-0.091590	-0.090520	-0.088580	-0.054890	-0.027340	-0.040500	-0.049230	-0.018570	-0.032970	-0.090310	-0.061000	-0.060990	-0.060560	-0.137470	0.001990	0.007880	-0.106960	-0.073900	-0.022560	-0.110160	-0.022540	-0.117230	-0.029770	-0.058670	-0.120490	-0.062580	-0.053910	-0.058800	-0.050080	0.044850	0.023270	0.024050	-0.041900	-0.016650	-0.039060	-0.099470	-0.014290	-0.071750	0.017510	-0.024200	-0.028830	-0.012560	-0.016310	-0.044620	-0.021940	-0.046540
-0.113940	-0.113940	-0.113940	-0.113940	-0.113940	-0.113940	-0.113940	-0.113940	-0.113940	-0.189530	-0.107110	-0.113620	-0.153610	-0.195550	-0.154110	-0.140750	-0.125280	-0.111510	-0.142250	-0.163430	-0.169010	-0.131870	-0.166230	-0.189160	-0.111630	-0.139230	-0.121390	-0.115000	-0.027100	-0.134070	-0.126410	-0.023010	-0.044430	-0.082500	0.000510	-0.110340	-0.082970	-0.147320	-0.129650	-0.098740	-0.174800	-0.179320	-0.213610	-0.217200	-0.258590	-0.234170	-0.181970	-0.167120	-0.191340	-0.174670	-0.096760	-0.157190	-0.123560	-0.178830	-0.186940	-0.210170	-0.149150	-0.199240	-0.133740	-0.158290	-0.139620
-0.110590	-0.110590	-0.110590	-0.110590	-0.110590	-0.110590	-0.110590	-0.110590	-0.110590	-0.076660	-0.133850	-0.125900	-0.141480	-0.092650	-0.138320	-0.121250	-0.148360	-0.184710	-0.181180	-0.135320	-0.108540	-0.186750	-0.142340	-0.081290	-0.141880	-0.115360	-0.173480	-0.196240	-0.150650	-0.105670	-0.142990	-0.160460	-0.135310	-0.147890	-0.183830	-0.097490	-0.115950	-0.172570	-0.153620	-0.134950	-0.070990	-0.189780	-0.150370	-0.119170	-0.135830	-0.159090	-0.193370	-0.123400	-0.098320	-0.084820	-0.126810	-0.143640	-0.128750	-0.139600	-0.113310	-0.050010	-0.154180	-0.083520	-0.188000	-0.113610	-0.161130
-0.070140	-0.070140	-0.070140	-0.070140	-0.070140	-0.070140	-0.070140	-0.070140	-0.070140	-0.063000	-0.154950	-0.107100	-0.082870	-0.179020	-0.062370	-0.075950	-0.069880	0.017360	0.027150	-0.017800	-0.053620	0.007330	-0.065610	-0.097930	-0.049460	-0.039420	0.023230	0.006900	-0.109480	-0.089110	-0.104610	-0.133550	-0.138410	-0.089360	-0.088690	-0.132690	-0.101900	-0.012960	-0.006040	-0.081110	-0.125490	0.095280	-0.013300	-0.045080	-0.066440	-0.013690	-0.012120	-0.041210	-0.083960	-0.053330	-0.047620	0.000230	-0.014740	0.028560	-0.042570	-0.104460	0.031170	-0.053840	0.044250	0.006900	0.022270
-0.140550	-0.140550	-0.140550	-0.140550	-0.140550	-0.140550	-0.140550	-0.140550	-0.140550	-0.178860	-0.156570	-0.215260	-0.226530	-0.167020	-0.197130	-0.173030	-0.149070	-0.194090	-0.228980	-0.133290	-0.110660	-0.180150	-0.085380	-0.085770	-0.085910	-0.088440	-0.183140	-0.184950	-0.038050	-0.038930	-0.001270	0.083760	0.091450	0.029850	0.078700	0.050180	-0.096140	-0.192890	-0.175200	-0.086150	-0.073810	-0.156130	-0.043880	0.055010	-0.000150	-0.084230	-0.060290	-0.036010	-0.152620	-0.126850	-0.050650	-0.130250	-0.097380	-0.128720	-0.148570	-0.103000	-0.156330	-0.080090	-0.214190	-0.150830	-0.168930
-0.089550	-0.089550	-0.089550	-0.089550	-0.089550	-0.089550	-0.089550	-0.089550	-0.089550	-0.040030	-0.148900	-0.077440	-0.101230	-0.159230	-0.119490	-0.066580	-0.074360	-0.064270	-0.052500	-0.068870	-0.056980	-0.087110	-0.123450	-0.086160	-0.129720	-0.079930	-0.046610	-0.087420	-0.113890	-0.032890	-0.068420	-0.100680	-0.088670	-0.056670	-0.114790	-0.085300	-0.052920	-0.088250	-0.045510	-0.127360	-0.149370	-0.144390	-0.200990	-0.190250	-0.116080	-0.082980	-0.078310	-0.088440	-0.061680	-0.060370	-0.109740	-0.085150	-0.053000	-0.075180	-0.097720	-0.104160	-0.070720	-0.134450	-0.062650	-0.006020	-0.067710
-0.082480	-0.082480	-0.082480	-0.082480	-0.082480	-0.082480	-0.082480	-0.082480	-0.082480	-0.127030	-0.108240	-0.140500	-0.086710	-0.090770	-0.065040	-0.138220	-0.125990	-0.097190	-0.109840	-0.133080	-0.150960	-0.084900	-0.086190	-0.129750	-0.047590	-0.094680	-0.097540	-0.079790	-0.149780	-0.222020	-0.237120	-0.225930	-0.229850	-0.231000	-0.181730	-0.194430	-0.190830	-0.139490	-0.128400	-0.095290	-0.071330	-0.035400	-0.082040	-0.091880	-0.180330	-0.162210	-0.184010	-0.135280	-0.136820	-0.122650	-0.079800	-0.054370	-0.103850	-0.046660	-0.065910	-0.082670	-0.062450	-0.029760	-0.067880	-0.142660	-0.067590
