1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.655300	1.894550	2.301190	2.347720	2.561120	2.636470	2.687500	2.750780	2.794570	2.847170	2.822530	2.925200	2.972660	2.979930	2.964100	3.058370	3.116400	3.026700	3.045300	2.969700	3.030070	2.949130	3.113290	3.042800	3.081620	2.923800	2.956470	2.957810	3.051710	3.070380	2.971860	3.037470	3.014740	3.040320	3.548580	3.759770	3.836440	3.895710	3.922360	3.909510	3.822540	3.882530	3.831910	3.752810	3.642860	3.467560	3.121290	3.082420	3.017750	2.939270	2.886070	3.018340	2.991520	2.981170	3.074800	3.145690	3.082300	3.104660	3.073080	3.034530	2.955420	2.911160	2.918650	2.929220	2.764930	2.947460	2.747460	2.875620	2.746090	2.898660	2.835580
0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	0.117490	-0.017530	-0.040950	0.007380	-0.040050	-0.048800	-0.011560	-0.003310	0.015430	-0.005330	0.003910	-0.042640	-0.059280	-0.027100	-0.010210	-0.041910	-0.040260	0.005210	-0.037570	0.011040	-0.004110	0.038480	-0.065430	0.009160	-0.062120	0.029540	-0.004540	0.010750	-0.020200	-0.079990	0.011490	-0.011220	-0.026640	-0.032970	0.087430	-0.033910	-0.005670	-0.058040	-0.088860	-0.101120	-0.033150	-0.107520	-0.074100	-0.047930	-0.000120	0.031570	-0.032730	0.007170	0.006110	0.021190	0.000930	-0.065310	-0.054470	-0.062930	-0.147400	-0.117280	-0.095700	-0.086650	-0.069210	-0.080980	-0.047420	-0.009720	-0.033120	-0.033370	0.066600	-0.035050	0.015340	-0.071590	0.034210	-0.080720	-0.009040
-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.513240	-0.308870	-0.138340	-0.236200	-0.192970	-0.201040	-0.244170	-0.206950	-0.199850	-0.197000	-0.254010	-0.203740	-0.148980	-0.186020	-0.229790	-0.118920	-0.204330	-0.188560	-0.235880	-0.216070	-0.182660	-0.263220	-0.160050	-0.229680	-0.141450	-0.217140	-0.244970	-0.225330	-0.174790	-0.126830	-0.225370	-0.208180	-0.209850	-0.204070	-0.232030	-0.162750	-0.224580	-0.159120	-0.146720	-0.149690	-0.215540	-0.109550	-0.201810	-0.174000	-0.183700	-0.215730	-0.171530	-0.197950	-0.196420	-0.217070	-0.198130	-0.117370	-0.160490	-0.239460	-0.195140	-0.231700	-0.260910	-0.233320	-0.219360	-0.232650	-0.220150	-0.265330	-0.178400	-0.238710	-0.266730	-0.214150	-0.245930	-0.174880	-0.231680	-0.139330	-0.206130
0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	0.104980	-0.086070	-0.287910	-0.188220	-0.188020	-0.184380	-0.127600	-0.195960	-0.219840	-0.206990	-0.120420	-0.155940	-0.241940	-0.209110	-0.183580	-0.313820	-0.160920	-0.241160	-0.108620	-0.181860	-0.225430	-0.107160	-0.183340	-0.136940	-0.230860	-0.220030	-0.139690	-0.195350	-0.248080	-0.247420	-0.193950	-0.186760	-0.167480	-0.149730	-0.236350	-0.202520	-0.140360	-0.212790	-0.190400	-0.189260	-0.151760	-0.257380	-0.111500	-0.200270	-0.202630	-0.173270	-0.213130	-0.179770	-0.205250	-0.174330	-0.201420	-0.249390	-0.182610	-0.136030	-0.211130	-0.126460	-0.127360	-0.141910	-0.189930	-0.157070	-0.193120	-0.156910	-0.266560	-0.106940	-0.162210	-0.238880	-0.180930	-0.181390	-0.184420	-0.195300	-0.169160
-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.197710	-0.075790	-0.035970	-0.099650	-0.155640	-0.110390	-0.168100	-0.116660	-0.168340	-0.129340	-0.210260	-0.180410	-0.095560	-0.136310	-0.079560	-0.033190	-0.129270	-0.073390	-0.181290	-0.150360	-0.101490	-0.257710	-0.181150	-0.198860	-0.134740	-0.098830	-0.141740	-0.086680	-0.032260	-0.113880	-0.095670	-0.123150	-0.139060	-0.190610	-0.066620	-0.169390	-0.175720	-0.121400	-0.178530	-0.148870	-0.160730	-0.100240	-0.248030	-0.157340	-0.171610	-0.191860	-0.128770	-0.186450	-0.122840	-0.165970	-0.112160	-0.134440	-0.187820	-0.098740	0.042240	-0.092670	-0.034210	-0.088540	-0.039970	-0.075200	-0.072490	-0.056490	-0.020820	-0.211250	-0.156320	0.035700	-0.074350	-0.145180	-0.130240	-0.178940	-0.204080
-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.127350	-0.191040	-0.061300	-0.017640	0.060050	-0.057040	-0.032470	-0.045290	0.073560	-0.005360	0.061280	0.025210	-0.037070	-0.000850	-0.129830	-0.030650	-0.128760	-0.063350	-0.049660	0.001670	-0.073870	0.083500	0.013160	-0.032530	0.002580	-0.012900	-0.088230	-0.074100	-0.134220	0.008840	-0.056560	-0.028820	-0.072270	-0.002180	-0.093790	0.006290	-0.015830	-0.010590	0.042980	0.000060	-0.001820	-0.023060	0.044140	0.007880	0.006500	0.001800	-0.047030	0.010110	-0.062000	-0.009300	-0.085650	-0.004880	0.013690	-0.075970	-0.194620	-0.085640	-0.149750	-0.065260	-0.093750	-0.067100	-0.030650	-0.104780	-0.059730	0.031670	0.011970	-0.190520	-0.094210	0.001860	-0.063030	0.001710	0.053150
-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.123480	-0.058080	-0.201750	-0.244370	-0.265250	-0.171670	-0.165410	-0.132670	-0.346960	-0.235120	-0.234460	-0.212630	-0.188530	-0.272920	-0.109120	-0.244020	-0.034540	-0.165950	-0.073510	-0.156170	-0.118490	-0.230550	-0.154250	-0.106620	-0.193300	-0.206200	-0.066640	-0.150120	-0.109130	-0.226510	-0.152800	-0.220790	-0.054060	-0.134480	-0.080810	-0.066880	-0.077340	-0.086030	-0.078680	-0.055640	-0.071830	-0.086060	-0.035110	-0.112880	-0.092530	-0.112500	-0.082430	-0.111010	-0.098510	-0.106770	-0.083980	-0.193400	-0.131190	-0.199020	-0.205020	-0.212350	-0.206110	-0.245330	-0.234130	-0.229890	-0.257400	-0.143620	-0.250480	-0.171570	-0.208240	-0.123320	-0.125460	-0.161500	-0.093770	-0.140020	-0.262520
-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.076750	-0.115750	-0.003650	-0.045170	-0.041490	-0.129160	-0.081980	-0.127810	-0.023320	-0.037330	-0.075470	-0.064070	-0.087300	0.019360	-0.150500	0.016030	-0.205070	-0.065750	-0.196360	-0.116020	-0.125720	-0.133980	-0.102410	-0.173170	-0.094980	-0.057770	-0.168260	-0.028330	0.007160	-0.036210	-0.054330	0.050390	-0.265440	-0.137780	-0.011320	-0.086020	-0.039820	-0.085940	-0.124420	-0.106420	-0.059690	-0.019790	-0.149180	-0.036280	-0.117910	-0.138680	-0.151040	-0.152340	-0.110440	-0.107520	-0.106790	-0.054750	-0.125690	-0.045030	-0.063280	-0.085380	-0.043400	-0.019020	-0.039490	-0.069820	-0.012300	-0.050300	-0.017630	-0.153510	-0.040460	-0.100280	-0.054240	-0.034230	-0.153300	-0.138180	-0.043280
-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.158090	-0.113650	-0.195820	-0.132810	-0.064310	-0.086660	-0.213830	-0.120030	-0.237560	-0.259390	-0.092150	-0.170980	-0.175380	-0.314760	-0.160750	-0.192060	-0.147070	-0.205160	-0.068300	-0.097350	-0.200030	-0.130730	-0.159060	-0.225890	-0.161230	-0.128320	-0.114280	-0.206130	-0.315260	-0.159950	-0.173710	-0.301910	-0.028920	-0.143180	-0.270700	-0.149430	-0.206450	-0.082470	-0.043040	-0.072730	-0.139650	-0.173080	-0.036740	-0.152430	-0.163200	-0.221970	-0.157030	-0.140110	-0.230010	-0.167340	-0.263080	-0.267190	-0.140110	-0.073660	-0.078140	-0.010870	-0.042970	-0.130210	-0.086420	-0.050500	-0.089560	-0.099690	-0.167470	-0.039160	-0.201010	-0.087690	-0.138270	-0.139390	-0.172300	-0.158750	-0.303270
-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.099180	-0.095360	0.000930	-0.065500	-0.080800	-0.131930	0.072550	0.009590	-0.077670	0.025200	-0.045940	0.045500	-0.011880	0.032370	-0.065860	-0.014330	-0.056390	0.029270	-0.020750	0.007570	0.025860	-0.057190	0.039380	0.026070	0.004770	-0.011660	0.005750	0.045620	0.134280	-0.005090	0.026620	0.073070	-0.048450	0.034040	0.145290	0.156560	0.127680	0.049280	0.112530	0.125940	0.160360	0.187070	0.131180	0.136170	0.133460	0.097660	0.089780	0.055710	0.083170	0.089780	0.119670	0.030130	0.031810	-0.171750	-0.187870	-0.209830	-0.230220	-0.074700	-0.157230	-0.120220	-0.055740	-0.028700	-0.025960	-0.075960	0.073750	-0.107000	-0.009520	0.076490	0.075810	0.025440	0.070370
