2.743620	2.755010	2.757910	2.765570	2.755630	2.782700	2.800650	2.754500	2.747230	2.782400	2.762530	2.724770	2.814980	2.798510	2.873690	2.772220	2.818190	2.800920	2.873430	2.923480	2.834260	2.900080	2.858050	2.889410	2.879990	2.891370	3.354140	3.598010	3.668550	3.684400	3.669200	3.717390	3.695620	3.706770	3.713530	3.723340	3.729720	3.686040	3.733810	3.717530	3.705460	3.623740	3.586030	3.514940	3.410730	3.053460	3.007520	2.954910	3.210610	3.262640	3.349320	3.241550	2.930610	2.833730	2.817720	2.775700	2.769290	2.725030	2.771210	2.731960	2.697720	2.639320	2.666930	2.607320
-0.072400	-0.132030	-0.101230	-0.108250	-0.117500	-0.129050	-0.145320	-0.103310	-0.089140	-0.116920	-0.098000	-0.050980	-0.143790	-0.108500	-0.147690	-0.114600	-0.158730	-0.123870	-0.124750	-0.155320	-0.103410	-0.140250	-0.100280	-0.159860	-0.135130	-0.121790	-0.008930	-0.032600	-0.035750	-0.005740	0.015850	-0.043090	-0.029420	-0.023280	-0.021500	-0.023670	-0.023680	0.010580	-0.046290	-0.034160	-0.031080	0.029510	0.036150	0.009660	-0.025510	-0.069410	-0.137900	-0.135890	-0.262540	-0.315590	-0.356970	-0.296740	-0.138790	-0.097810	-0.083710	-0.068940	-0.065450	-0.067500	-0.033080	-0.079270	-0.061670	-0.036760	-0.090370	-0.053610
-0.251370	-0.217650	-0.283140	-0.205110	-0.271110	-0.252770	-0.214440	-0.275190	-0.273990	-0.252240	-0.276620	-0.257940	-0.231340	-0.249910	-0.242640	-0.265550	-0.250070	-0.273240	-0.253790	-0.267010	-0.274090	-0.225500	-0.278640	-0.224500	-0.273460	-0.266770	-0.200020	-0.194720	-0.175880	-0.212010	-0.236990	-0.157090	-0.177000	-0.193410	-0.186040	-0.185860	-0.188960	-0.217770	-0.126320	-0.115430	-0.125900	-0.190680	-0.212400	-0.221360	-0.219790	-0.251060	-0.223080	-0.200790	-0.230020	-0.274930	-0.228280	-0.251500	-0.239270	-0.213420	-0.243280	-0.247180	-0.240720	-0.250030	-0.249050	-0.223840	-0.236320	-0.242650	-0.172540	-0.244320
-0.104110	-0.122290	-0.036080	-0.196010	-0.035750	-0.051520	-0.120030	-0.086390	-0.099770	-0.100020	-0.054640	-0.153630	-0.098110	-0.123250	-0.071990	-0.094790	-0.078130	-0.064980	-0.075210	-0.023290	-0.110760	-0.133280	-0.084020	-0.106530	-0.060300	-0.094880	-0.120230	-0.073010	-0.095890	-0.056010	-0.028770	-0.135490	-0.106250	-0.083510	-0.086030	-0.090350	-0.098310	-0.079040	-0.176090	-0.222470	-0.202120	-0.172530	-0.130930	-0.118780	-0.084380	-0.064740	-0.095260	-0.129070	0.025330	0.087560	0.042380	0.019050	-0.067930	-0.135170	-0.090390	-0.092200	-0.080960	-0.083080	-0.107730	-0.107760	-0.107340	-0.134930	-0.184590	-0.077350
-0.117230	-0.019060	-0.087480	0.078210	-0.108660	-0.100310	-0.017270	-0.006540	-0.020730	-0.037320	-0.074820	0.042530	-0.032100	0.017540	-0.039500	-0.020050	-0.033020	-0.031360	-0.035730	-0.104510	0.084630	0.032070	0.029470	0.002200	-0.043160	-0.013440	-0.142290	-0.240380	-0.239180	-0.282330	-0.313530	-0.183470	-0.219940	-0.240680	-0.253110	-0.242240	-0.216090	-0.241710	-0.182190	-0.118820	-0.140640	-0.121080	-0.166890	-0.134930	-0.173820	-0.099940	-0.015110	0.006400	-0.092650	-0.067260	-0.036350	-0.023500	-0.045610	-0.025850	-0.074810	-0.054100	-0.083560	-0.075860	-0.056950	-0.056950	-0.053930	-0.005710	0.008640	-0.117350
-0.078610	-0.149640	-0.138880	-0.232740	-0.105310	-0.064150	-0.143540	-0.181420	-0.124410	-0.113590	-0.077910	-0.178250	-0.163120	-0.132600	-0.177300	-0.139320	-0.133270	-0.139340	-0.117910	-0.117150	-0.248830	-0.184650	-0.200070	-0.174670	-0.132160	-0.108940	-0.120440	-0.021060	0.010710	0.058760	0.092100	-0.030750	0.003100	0.026750	0.034310	0.022570	-0.004430	0.026100	0.029660	-0.013110	-0.010010	-0.055150	-0.021140	-0.090760	-0.133460	-0.173580	-0.210150	-0.177000	-0.178570	-0.247370	-0.213840	-0.206180	-0.148420	-0.096970	-0.098250	-0.156620	-0.145590	-0.132520	-0.152800	-0.143420	-0.156520	-0.202120	-0.200380	-0.087890
-0.226370	-0.179400	-0.101200	-0.146440	-0.165750	-0.224360	-0.161650	-0.132940	-0.209610	-0.178680	-0.214340	-0.186110	-0.117650	-0.211850	-0.108860	-0.202790	-0.182410	-0.162640	-0.199070	-0.141020	-0.126010	-0.173730	-0.126050	-0.136440	-0.174860	-0.239720	0.017110	-0.031720	-0.050050	-0.082050	-0.105540	0.000350	-0.021930	-0.049430	-0.045450	-0.046260	-0.026940	-0.039100	-0.109640	-0.123870	-0.115690	-0.053400	-0.072130	-0.071710	0.003640	-0.064120	-0.039040	-0.149470	-0.141730	-0.063520	-0.173080	-0.135850	-0.104810	-0.216600	-0.145320	-0.061750	-0.053050	-0.103630	-0.091870	-0.135840	-0.122350	-0.106630	-0.093720	-0.150040
-0.143590	-0.088300	-0.213690	-0.074860	-0.139690	-0.060140	-0.119510	-0.096090	0.016700	-0.089190	-0.002890	0.044470	-0.149750	0.009780	-0.137650	-0.029480	-0.098960	-0.040820	0.028660	-0.119250	0.011150	-0.005440	-0.021620	-0.102880	-0.090390	-0.007060	-0.195180	-0.160210	-0.169620	-0.141780	-0.121530	-0.222940	-0.196800	-0.158360	-0.168240	-0.169800	-0.186890	-0.210020	-0.087630	-0.018890	-0.036870	-0.107230	-0.108730	-0.076470	-0.187950	-0.124270	-0.123880	0.045180	0.123090	0.024910	0.195870	0.092680	0.032310	0.104100	0.018850	-0.098290	-0.107550	-0.067830	0.000150	0.023660	-0.035800	-0.006840	-0.007750	-0.033410
-0.151300	-0.064270	0.002090	-0.181190	-0.088300	-0.078190	-0.031540	-0.061370	-0.030780	0.027340	-0.066340	-0.143340	-0.009240	-0.087110	-0.037550	-0.095870	-0.045740	-0.065540	-0.139940	-0.021150	-0.130320	-0.155630	-0.087430	-0.074490	-0.092250	-0.143310	-0.208710	-0.236490	-0.197150	-0.177020	-0.180470	-0.088920	-0.111950	-0.135180	-0.147180	-0.150090	-0.108830	-0.050040	-0.177150	-0.269890	-0.269950	-0.205470	-0.173480	-0.237400	-0.220700	-0.159410	-0.014140	-0.159390	-0.199640	-0.024390	-0.099240	0.062200	-0.050240	-0.162900	-0.092110	-0.021560	-0.090010	-0.092340	-0.168890	-0.185410	-0.206120	-0.240770	-0.209790	-0.132460
-0.260190	-0.197240	-0.181170	-0.084710	-0.141940	-0.138080	-0.168800	-0.092900	-0.150010	-0.157090	-0.099030	-0.079540	-0.121270	-0.075570	-0.171070	-0.085240	-0.096550	-0.051680	-0.025990	-0.130960	-0.046380	-0.055020	-0.055820	-0.088460	-0.064460	-0.011340	0.004440	0.079760	0.087900	0.078190	0.085140	0.035740	0.058730	0.084380	0.085790	0.078950	0.042900	-0.014970	0.065970	0.114370	0.105600	0.107930	0.027300	-0.026320	-0.056790	-0.142630	-0.157360	-0.108370	-0.077170	-0.159040	-0.114430	-0.166930	-0.054870	-0.035080	-0.047320	-0.109200	-0.056630	-0.082630	-0.000090	-0.059550	-0.042500	-0.020210	-0.039030	-0.110180
