3.164670	3.386040	3.400280	3.398540	3.462390	3.496660	3.402480	3.458230	3.342580	3.324540	3.291170	3.350640	3.291120	3.307820	3.174930	3.177910	3.207110	3.297880	3.273870	3.254560	3.181640	3.247740	3.360730	3.385980	3.444690	3.564390	3.676670	3.766350	3.827670	3.854890	3.839010	3.862390	3.829140	3.823680	3.790590	3.868760	3.770400	3.645200	3.383650	3.396920	3.449640	3.627340	3.659520	3.525530	3.630450	3.715030	3.748080	3.729780	3.386950	3.498900	3.552530	3.584400	3.632750	3.703020	3.650870	3.541240	3.496240	3.552250	3.760340	3.821710	3.815520	3.789230
0.058580	-0.018890	-0.020630	-0.015610	-0.050710	-0.093840	-0.027430	-0.091810	-0.033800	-0.048840	-0.021140	-0.021690	-0.080800	-0.062380	0.003340	-0.014980	-0.053970	-0.024560	-0.019820	-0.041110	-0.009590	-0.012210	-0.077710	-0.037840	-0.049110	-0.096110	0.011100	-0.025860	-0.067920	-0.087280	-0.084500	-0.117860	-0.079380	-0.086950	-0.052570	-0.122810	-0.034380	-0.104380	-0.040580	-0.073320	-0.012850	-0.073880	-0.231150	-0.302350	-0.366930	-0.353210	-0.279700	-0.206560	-0.013240	-0.029200	-0.053410	-0.032040	-0.028570	-0.080380	-0.104690	-0.030100	-0.054280	-0.053010	-0.063620	-0.055690	-0.052170	-0.088890
-0.304270	-0.211410	-0.249920	-0.257520	-0.188960	-0.156850	-0.261990	-0.189580	-0.242150	-0.237190	-0.275740	-0.256330	-0.175250	-0.177430	-0.274710	-0.226160	-0.218900	-0.227880	-0.212320	-0.229780	-0.256850	-0.272050	-0.220140	-0.269090	-0.235210	-0.197280	-0.265400	-0.250940	-0.200650	-0.231740	-0.242330	-0.209590	-0.238380	-0.214060	-0.256100	-0.211990	-0.245910	-0.238800	-0.226890	-0.204820	-0.227150	-0.244280	-0.282830	-0.303200	-0.293190	-0.259530	-0.276620	-0.245670	-0.258810	-0.226330	-0.202250	-0.227090	-0.245290	-0.189640	-0.153490	-0.241520	-0.203700	-0.201360	-0.244100	-0.246250	-0.273410	-0.213690
-0.163810	-0.226020	-0.182800	-0.157140	-0.240580	-0.271840	-0.142250	-0.211970	-0.167370	-0.165150	-0.141470	-0.137460	-0.210090	-0.239150	-0.133030	-0.184060	-0.199620	-0.187950	-0.203460	-0.172820	-0.169570	-0.137710	-0.185120	-0.144540	-0.165090	-0.200980	-0.164060	-0.150680	-0.200200	-0.133330	-0.123250	-0.155600	-0.135330	-0.175820	-0.160030	-0.137130	-0.194370	-0.130030	-0.188180	-0.200260	-0.236820	-0.145730	-0.013460	0.028950	0.040560	-0.015590	-0.008930	-0.114310	-0.178480	-0.176750	-0.206760	-0.187190	-0.180670	-0.184540	-0.209260	-0.181930	-0.228420	-0.197630	-0.097330	-0.114290	-0.078270	-0.153760
-0.094530	-0.063600	-0.073210	-0.105800	-0.043680	-0.013230	-0.108320	-0.081500	-0.114940	-0.116180	-0.123840	-0.158200	-0.102880	-0.053230	-0.125010	-0.129610	-0.078120	-0.108190	-0.099660	-0.091700	-0.072530	-0.095650	-0.069610	-0.101210	-0.128190	-0.047470	-0.100100	-0.126280	-0.078020	-0.114900	-0.132140	-0.093910	-0.117830	-0.083510	-0.051280	-0.102640	-0.058720	-0.078740	-0.061420	-0.059610	-0.039820	-0.103880	-0.070270	-0.030510	-0.044790	0.011890	-0.061430	-0.018970	-0.032110	-0.107050	-0.079370	-0.074430	-0.044110	-0.128180	-0.136710	-0.069430	-0.031960	-0.110120	-0.220750	-0.176080	-0.213750	-0.115630
-0.067530	-0.050210	-0.076110	-0.088890	-0.094510	-0.103280	-0.109760	-0.047910	-0.042070	-0.064240	-0.057910	-0.054980	-0.060820	-0.144790	-0.122920	-0.072460	-0.152040	-0.103990	-0.092470	-0.132370	-0.179560	-0.171410	-0.166870	-0.108660	-0.080440	-0.147800	-0.061790	-0.020680	-0.071710	-0.117740	-0.063210	-0.106620	-0.069300	-0.040030	-0.126610	-0.139890	-0.099230	-0.189540	-0.152890	-0.131350	-0.089540	-0.113490	-0.270600	-0.298690	-0.224090	-0.338430	-0.269930	-0.206260	-0.207690	-0.087080	-0.070660	-0.120750	-0.164720	-0.041450	-0.000750	-0.083420	-0.104930	-0.054710	0.001960	-0.068500	-0.023520	-0.128240
-0.168210	-0.173040	-0.168340	-0.114890	-0.174080	-0.203670	-0.105440	-0.254050	-0.258710	-0.166790	-0.212230	-0.222560	-0.235110	-0.158570	-0.115930	-0.193490	-0.153730	-0.190990	-0.205420	-0.134910	-0.092560	-0.064450	-0.180340	-0.213150	-0.230540	-0.169340	-0.224750	-0.260110	-0.193180	-0.052930	-0.169250	-0.112410	-0.140350	-0.263100	-0.159870	-0.081420	-0.191230	-0.099150	-0.074670	-0.103950	-0.142910	-0.097870	-0.063930	-0.077010	-0.224460	-0.157700	-0.159670	-0.245190	-0.079780	-0.144090	-0.180390	-0.059530	0.009940	-0.108260	-0.187150	-0.189980	-0.197640	-0.217480	-0.198080	-0.104520	-0.141710	-0.043980
-0.121130	0.001840	0.062000	-0.072380	-0.002730	0.028470	-0.129880	-0.027560	0.007310	-0.102350	-0.090710	-0.058690	0.005770	-0.058880	-0.127780	-0.078160	-0.138850	-0.072450	-0.013410	-0.092780	-0.148230	-0.166310	-0.036840	-0.053060	-0.031220	-0.030200	0.013850	0.040740	-0.007210	-0.211370	-0.055960	-0.138150	-0.121160	0.080350	-0.033750	-0.115130	-0.023590	-0.078720	-0.072690	-0.033830	-0.074650	-0.038690	-0.026680	-0.001350	0.162900	0.041380	-0.087790	0.030330	-0.092930	-0.058330	0.070280	-0.063360	-0.108950	-0.114690	-0.068640	0.072920	0.046230	0.038350	-0.057890	-0.144370	-0.110280	-0.202940
-0.053680	-0.111130	-0.167520	-0.137350	-0.167610	-0.165290	-0.089380	-0.213640	-0.235410	-0.092230	-0.133610	-0.267470	-0.298900	-0.340140	-0.190310	-0.258140	-0.234570	-0.317210	-0.331960	-0.208540	-0.152230	-0.141600	-0.340340	-0.227200	-0.271970	-0.213520	-0.257650	-0.218090	-0.210480	0.024270	-0.139660	-0.034210	-0.004510	-0.190910	-0.142750	-0.122470	-0.033700	-0.107340	-0.184700	-0.172940	-0.117890	-0.148590	-0.056460	0.000160	-0.133420	-0.200690	-0.103170	-0.227250	-0.170990	-0.135430	-0.237520	-0.135730	-0.056070	-0.041370	-0.082940	-0.232090	-0.222720	-0.224700	-0.157030	-0.125040	-0.104100	-0.023330
-0.097560	-0.002490	0.059040	0.078580	0.026940	-0.004630	-0.040730	0.005590	-0.046750	-0.051810	-0.077480	-0.056720	-0.012420	-0.003300	-0.108500	-0.070570	-0.149010	-0.085730	-0.043530	-0.063160	-0.177220	-0.122340	-0.087110	-0.132800	-0.073550	-0.073300	-0.006330	-0.007620	0.045970	-0.127950	0.011920	-0.074550	-0.128350	-0.010730	-0.033860	-0.035810	-0.170180	-0.208840	0.040310	0.065140	0.055020	0.050520	-0.188280	-0.188130	-0.106150	-0.158970	-0.300480	-0.143890	-0.100640	-0.082900	0.088810	0.078880	0.028260	0.007520	-0.014300	0.037140	0.024270	-0.026160	-0.038010	0.005200	0.005540	-0.071700
