3.439730	3.683600	3.714220	3.602640	3.565210	3.555980	3.554260	3.582900	3.671030	3.619990	3.585930	3.732070	3.769890	3.943490	3.880040	3.826850	3.754540	3.814330	3.701890	3.749470	3.961870	4.026190	4.094660	4.131760	4.083360	4.044030	4.057090	4.182690	4.107340	3.713400	3.703490	3.809660	3.932860	4.036590	4.019280	4.002230	4.006570	3.880080	4.000010	3.818010	3.792500	3.831570	3.905700	3.688760	3.628780	3.562530	3.649080	3.611300	3.687770
0.028320	-0.029360	-0.038400	-0.054840	-0.067980	-0.035460	-0.096200	-0.029590	-0.040460	-0.081350	-0.043480	-0.033900	-0.022380	-0.087010	-0.079980	-0.045280	-0.057260	-0.069010	-0.033780	-0.001940	-0.037270	-0.040070	-0.056400	-0.076080	-0.074750	-0.030100	-0.033370	-0.121380	-0.116520	-0.032720	-0.074340	-0.145530	-0.191690	-0.236630	-0.155370	-0.160310	-0.138000	-0.018060	-0.094750	-0.029740	-0.023490	-0.041740	-0.056660	-0.016340	-0.001650	-0.023680	-0.010170	-0.041860	-0.012430
-0.313830	-0.253430	-0.218670	-0.249520	-0.259520	-0.283700	-0.209620	-0.231350	-0.248640	-0.203910	-0.258970	-0.229260	-0.221670	-0.177230	-0.166600	-0.258880	-0.193430	-0.242520	-0.201520	-0.211650	-0.238210	-0.216140	-0.264880	-0.261110	-0.166080	-0.267670	-0.245050	-0.227500	-0.199010	-0.273890	-0.215250	-0.255220	-0.267170	-0.286520	-0.293210	-0.238300	-0.219790	-0.239530	-0.154650	-0.234560	-0.287510	-0.261240	-0.149370	-0.252050	-0.266620	-0.234950	-0.274450	-0.206830	-0.306760
-0.132810	-0.178530	-0.229600	-0.227760	-0.181790	-0.132720	-0.235100	-0.245760	-0.191620	-0.282960	-0.196020	-0.179340	-0.225140	-0.207830	-0.247260	-0.118950	-0.231730	-0.098210	-0.259710	-0.231860	-0.118360	-0.175240	-0.109940	-0.100410	-0.311680	-0.145310	-0.185390	-0.150340	-0.190740	-0.171110	-0.200920	-0.143130	-0.118800	-0.085080	-0.111320	-0.186780	-0.195810	-0.211490	-0.236430	-0.196200	-0.120170	-0.109430	-0.275270	-0.187750	-0.177340	-0.211040	-0.182980	-0.273760	-0.094300
-0.157810	-0.163900	-0.139450	-0.065510	-0.086810	-0.184520	-0.052700	-0.098970	-0.148410	-0.001090	-0.099240	-0.181200	-0.094720	-0.139120	-0.098460	-0.218450	-0.157080	-0.275280	-0.089130	-0.148310	-0.259460	-0.197980	-0.197370	-0.203630	0.011950	-0.164260	-0.123220	-0.111030	-0.094150	-0.082110	-0.097040	-0.027750	-0.032380	-0.027730	-0.068110	0.029540	-0.055540	-0.099220	-0.159290	-0.135090	-0.167160	-0.247260	-0.117460	-0.120450	-0.134890	-0.118410	-0.094740	-0.030360	-0.214330
-0.072820	-0.085210	-0.073390	-0.137180	-0.161930	-0.070720	-0.158120	-0.162100	-0.097880	-0.179590	-0.117950	-0.056730	-0.118280	-0.115610	-0.115640	-0.065590	-0.010210	-0.005580	-0.059710	-0.028630	-0.020080	0.002420	-0.035020	-0.040220	-0.122570	-0.015140	-0.043600	-0.139600	-0.152090	-0.144600	-0.150790	-0.235630	-0.270220	-0.248560	-0.176570	-0.295890	-0.125220	-0.094930	-0.004090	-0.058780	-0.114250	-0.003350	-0.058020	-0.089390	-0.104410	-0.080350	-0.118870	-0.144020	-0.026580
-0.185300	-0.194310	-0.213370	-0.197100	-0.174830	-0.220640	-0.208610	-0.168290	-0.213550	-0.208880	-0.244790	-0.178870	-0.151220	-0.135690	-0.171630	-0.129770	-0.299830	-0.161170	-0.276790	-0.258120	-0.098380	-0.140450	-0.080560	-0.079860	-0.185640	-0.152450	-0.131860	-0.042230	-0.078730	-0.204760	-0.160450	-0.208750	-0.196710	-0.216390	-0.289910	-0.141790	-0.251170	-0.136160	-0.121610	-0.191570	-0.073210	-0.134800	-0.180360	-0.153630	-0.169320	-0.222490	-0.169310	-0.169640	-0.132360
-0.079650	-0.108440	-0.098440	-0.170410	-0.081540	-0.116560	-0.050380	-0.174080	-0.110130	-0.067360	-0.047820	-0.111400	-0.082220	-0.013280	-0.010880	-0.151380	0.018260	-0.135140	-0.006920	-0.005930	-0.176050	-0.114980	-0.070620	-0.079710	0.104010	-0.002260	-0.042500	-0.092890	-0.083600	-0.027580	-0.037600	0.058140	-0.010330	-0.098880	-0.009170	-0.072900	-0.045870	-0.111630	-0.099010	0.000670	-0.155870	-0.164850	-0.038530	-0.020970	-0.079470	-0.028630	-0.022530	-0.130010	-0.131730
-0.173160	-0.315100	-0.306740	-0.215190	-0.349980	-0.241240	-0.332870	-0.302070	-0.301530	-0.287780	-0.293870	-0.264320	-0.224850	-0.403960	-0.371750	-0.237790	-0.327290	-0.250470	-0.285750	-0.393600	-0.183130	-0.118610	-0.097400	-0.066590	-0.186260	-0.120280	-0.075010	-0.074060	-0.109400	-0.190830	-0.342670	-0.296740	-0.274060	-0.085170	-0.239680	-0.190320	-0.102140	-0.155610	-0.111050	-0.264790	-0.188480	-0.104960	-0.339370	-0.246410	-0.292310	-0.316170	-0.365010	-0.182780	-0.067420
-0.104190	-0.041050	-0.014490	-0.140110	0.000220	-0.162970	-0.043830	-0.124970	-0.103050	-0.067620	-0.138670	-0.036520	-0.074600	0.060440	0.020500	-0.032460	-0.017510	-0.012210	-0.074020	-0.028580	0.006670	0.007440	0.079900	0.025150	0.025620	0.076980	0.028190	0.027030	-0.060960	-0.194260	-0.026570	-0.153530	-0.179490	-0.269220	-0.201440	-0.197640	-0.200940	0.006990	0.110690	0.052850	0.015360	-0.043790	0.063600	0.042550	-0.025870	-0.042030	0.125340	-0.082070	-0.038170
-0.122640	-0.188590	-0.208900	-0.138040	-0.197650	-0.120040	-0.183320	-0.217500	-0.162800	-0.175220	-0.105680	-0.195900	-0.132890	-0.132510	-0.123090	-0.168970	-0.187680	-0.191810	-0.141480	-0.073570	-0.238880	-0.230820	-0.277640	-0.239910	-0.150400	-0.267230	-0.236060	-0.231870	-0.137410	-0.073620	-0.114230	-0.058220	-0.138280	-0.163060	-0.169550	-0.129060	-0.160520	-0.246400	-0.279320	-0.191930	-0.189120	-0.176790	-0.164510	-0.143750	-0.182450	-0.126640	-0.218980	-0.223260	-0.187850
-0.108080	-0.078730	-0.081830	-0.090440	-0.083500	-0.049450	-0.054810	0.060570	-0.051390	-0.055310	-0.078260	-0.048620	-0.086410	-0.166570	-0.166560	-0.113470	-0.080790	-0.097960	-0.101660	-0.213310	-0.024380	-0.026580	-0.002100	-0.003620	-0.094870	-0.020110	-0.024860	-0.037390	-0.096830	-0.060560	-0.150840	-0.126000	-0.034120	-0.029770	-0.016360	-0.040840	0.012260	-0.032140	-0.058930	-0.110120	-0.122460	-0.096740	-0.154970	-0.172720	-0.064120	-0.122860	-0.154210	0.015690	-0.094320
-0.134120	-0.066770	-0.048820	-0.094130	-0.089220	-0.179140	-0.121970	-0.178880	-0.072700	-0.139210	-0.114960	-0.113460	-0.124130	-0.075140	-0.048850	-0.043910	-0.082350	-0.058470	-0.064190	0.061430	-0.161870	-0.196790	-0.218660	-0.250350	-0.188250	-0.209200	-0.218610	-0.202500	-0.162150	-0.186860	-0.013460	-0.005490	-0.103320	-0.140990	-0.104080	-0.137350	-0.213750	-0.172270	-0.182850	-0.143850	-0.114330	-0.124100	-0.046610	-0.080680	-0.144010	-0.102210	-0.037800	-0.224360	-0.170800
1.686360	1.344610	0.879720	0.414880	0.159390	-0.531520	-0.319620	0.727610	1.350330	2.313070	2.597600	2.336700	1.657150	1.485790	0.466170	-0.615320	-0.280030	0.271780	1.709170	2.826560	3.232720	2.863480	2.555960	1.945850	0.791420	-1.234600	-2.730210	-3.136090	-2.578710	-1.649460	-0.939340	-0.207360	1.224820	1.950410	1.413300	-0.187970	-1.474960	-1.972520	-1.553610	-1.958120	-2.357290	-2.626280	-2.737510	-2.169180	-1.816280	-1.460710	-0.805040	0.365050	0.668390
-0.923010	-0.874250	-1.004660	-0.744130	-0.469150	-0.288940	-0.136020	0.024140	0.143660	-0.093490	-0.120860	-0.268630	-0.182200	-0.169450	-0.191660	0.055260	0.167220	0.328940	0.119890	-0.163310	-0.271630	-0.231780	-0.290900	-0.561530	-0.565930	-0.297230	-0.213590	-0.462050	-0.904420	-1.404310	-1.194010	-0.894540	-0.818960	-0.222690	0.387350	1.111370	1.459820	1.382470	0.870770	0.746700	0.517670	0.153380	0.328500	-0.014480	0.032460	0.093310	0.051860	-0.093490	-0.081500
