2.766230	2.858020	2.783660	2.747080	2.795800	2.814600	2.763360	2.823800	2.781640	2.899540	2.801340	2.766330	2.812600	2.862010	2.752700	2.767550	2.722800	2.813710	2.761380	2.775360	2.806900	2.857600	2.745460	2.863970	2.813710	2.852640	3.357530	3.574940	3.526650	3.568660	3.581700	3.531410	3.526040	3.425970	3.307380	3.196560	2.788540	2.768500	2.772870	2.766210	2.780100	2.778030	2.794400	2.841460	3.515730	3.617940	3.635030	3.587980	3.506420	3.485350	3.403320	3.319550	3.204380	3.086870	2.950470	2.737140	2.781090	2.798480	2.787000	2.784420	2.725640	2.794440	2.741300	2.795490	2.777620	2.832500	2.784630	2.762170	2.755140	2.710340	2.729350	2.716980	2.745380	2.773710	2.806140	2.823150	2.840050	2.802680	2.812290	2.834130	2.918450	2.861910	2.837510	2.799000	2.822500	2.816550	2.776680	2.817360	2.818810	2.882500
0.005050	-0.014490	-0.014240	-0.033440	-0.049010	-0.038860	-0.070520	-0.069080	-0.013660	-0.034020	-0.038360	-0.054990	-0.028160	-0.062610	-0.000180	-0.004370	-0.015940	0.008450	0.012790	-0.008970	0.000380	-0.048930	0.005950	-0.020500	0.005770	0.000480	-0.065060	0.013440	0.014920	-0.016910	-0.028520	-0.027360	-0.035320	-0.056490	-0.034290	-0.129400	0.011430	-0.010030	0.000760	-0.016550	0.000810	0.034330	0.002830	-0.020670	-0.158710	-0.325070	-0.354780	-0.336600	-0.324410	-0.322050	-0.276920	-0.267530	-0.243900	-0.168980	-0.085570	0.011180	-0.004090	0.015130	0.023800	-0.026440	0.039340	0.000110	0.032030	0.013420	0.006510	-0.002490	0.016900	-0.005060	0.026690	0.008000	-0.005450	0.010030	-0.016190	-0.009430	0.024950	0.007720	0.001910	-0.013250	0.002360	-0.018130	-0.050810	-0.073060	-0.031130	-0.028120	-0.008990	-0.029800	0.000460	-0.053660	-0.082910	-0.062380
-0.237230	-0.216010	-0.239120	-0.222490	-0.196030	-0.183720	-0.224340	-0.166220	-0.192720	-0.161700	-0.178800	-0.253900	-0.183910	-0.163580	-0.250150	-0.217810	-0.202840	-0.208080	-0.212750	-0.208420	-0.210720	-0.169890	-0.215730	-0.202340	-0.224490	-0.232950	-0.311340	-0.195020	-0.252890	-0.225620	-0.172330	-0.200920	-0.197820	-0.191920	-0.195840	-0.257660	-0.206860	-0.208560	-0.254600	-0.188800	-0.189710	-0.246040	-0.183290	-0.165960	-0.354510	-0.356030	-0.348920	-0.339800	-0.348620	-0.310540	-0.325830	-0.301360	-0.306500	-0.226550	-0.198910	-0.241660	-0.219930	-0.227270	-0.229610	-0.194240	-0.216360	-0.206820	-0.213950	-0.201680	-0.195610	-0.209040	-0.249640	-0.214090	-0.240550	-0.238270	-0.212710	-0.226940	-0.194520	-0.230400	-0.250040	-0.242070	-0.204890	-0.193630	-0.206850	-0.207510	-0.208300	-0.212490	-0.205850	-0.215300	-0.249370	-0.220690	-0.242100	-0.175870	-0.184780	-0.204450
-0.150870	-0.129090	-0.120890	-0.143740	-0.165070	-0.157130	-0.082800	-0.169440	-0.189500	-0.195860	-0.201910	-0.049560	-0.220900	-0.187390	-0.129920	-0.145360	-0.170600	-0.131770	-0.155230	-0.148330	-0.156970	-0.180490	-0.170760	-0.148010	-0.137120	-0.124140	-0.020590	-0.181430	-0.101730	-0.092770	-0.178240	-0.135840	-0.149680	-0.118590	-0.180930	-0.016840	-0.161010	-0.146390	-0.096270	-0.171760	-0.193380	-0.121530	-0.189110	-0.183320	0.045550	0.063380	0.047430	-0.010080	0.044050	0.013380	0.037000	-0.010250	0.002870	-0.105400	-0.165980	-0.122300	-0.154760	-0.141560	-0.143700	-0.158610	-0.191270	-0.147580	-0.174420	-0.161370	-0.201740	-0.153430	-0.123690	-0.150150	-0.136120	-0.124110	-0.132320	-0.141930	-0.176120	-0.140670	-0.093970	-0.127270	-0.151250	-0.161670	-0.147800	-0.148960	-0.156990	-0.136210	-0.164380	-0.146480	-0.155130	-0.146560	-0.149300	-0.214300	-0.167020	-0.140260
-0.050430	-0.150220	-0.122890	-0.063870	-0.067810	-0.100760	-0.105330	-0.071030	-0.024200	-0.077150	0.001710	-0.128760	0.050200	-0.066280	-0.053830	-0.074840	-0.043960	-0.171280	-0.093320	-0.073920	-0.062640	-0.029740	-0.024060	-0.139310	-0.102190	-0.172400	-0.058820	-0.053340	-0.109900	-0.119460	-0.061640	-0.088270	-0.044250	-0.096160	0.033310	-0.101350	-0.082690	-0.100140	-0.095440	-0.088390	-0.066390	-0.152970	-0.075250	-0.109340	-0.034880	0.044250	0.075550	0.078160	0.029910	0.021560	0.008160	0.032700	-0.029490	-0.003950	-0.052600	-0.114890	-0.084660	-0.107970	-0.102280	-0.104840	-0.036340	-0.130890	-0.079720	-0.120590	-0.031340	-0.108760	-0.134270	-0.107120	-0.136320	-0.138260	-0.136490	-0.076360	-0.071960	-0.083080	-0.199220	-0.142470	-0.153340	-0.117420	-0.152270	-0.118020	-0.063590	-0.064340	-0.052100	-0.082790	-0.041450	-0.069840	-0.068650	0.034400	-0.038940	-0.095460
-0.186970	-0.058520	-0.097060	-0.126670	-0.113130	-0.074520	-0.083810	-0.091120	-0.176620	-0.126420	-0.184570	-0.074060	-0.197560	-0.067890	-0.096730	-0.105540	-0.144380	-0.057920	-0.146030	-0.141470	-0.145040	-0.157210	-0.147530	-0.035640	-0.108660	-0.061730	-0.164380	-0.127370	-0.113480	-0.140870	-0.125110	-0.101810	-0.174970	-0.109020	-0.265040	-0.234450	-0.112550	-0.074420	-0.111630	-0.050540	-0.098760	-0.070610	-0.069320	-0.061870	-0.134780	-0.206590	-0.156820	-0.125820	-0.137420	-0.144530	-0.189660	-0.169710	-0.146610	-0.135470	-0.126940	-0.117780	-0.130140	-0.097040	-0.097950	-0.030810	-0.082960	-0.035390	-0.037630	-0.011730	-0.139620	-0.078760	-0.081460	-0.084160	-0.075130	-0.080740	-0.036010	-0.116720	-0.095820	-0.133320	-0.051360	-0.097590	-0.073190	-0.072620	-0.060590	-0.092440	-0.166050	-0.107260	-0.140010	-0.058780	-0.163500	-0.112960	-0.123830	-0.153460	-0.063120	-0.054160
-0.042580	-0.163930	-0.121100	-0.140590	-0.154140	-0.148790	-0.118960	-0.139520	-0.064790	-0.086980	-0.083970	-0.110010	-0.096660	-0.191360	-0.179980	-0.156390	-0.111820	-0.109410	-0.026780	-0.075490	-0.090270	-0.075530	-0.104730	-0.186640	-0.077530	-0.121010	-0.138150	-0.113870	-0.107690	-0.044110	-0.097890	-0.126310	-0.056180	-0.155560	-0.025690	-0.043770	-0.101440	-0.200230	-0.146580	-0.194100	-0.121080	-0.111810	-0.118470	-0.134180	-0.269390	-0.218580	-0.255900	-0.243490	-0.168500	-0.194390	-0.120740	-0.172250	-0.132230	-0.178680	-0.153630	-0.085860	-0.114090	-0.094410	-0.078980	-0.197340	-0.133600	-0.135670	-0.185080	-0.187900	-0.078220	-0.114080	-0.119920	-0.121630	-0.134140	-0.128840	-0.190740	-0.101420	-0.155580	-0.112180	-0.111820	-0.117110	-0.090420	-0.097970	-0.107800	-0.108000	-0.100340	-0.140860	-0.114810	-0.195210	-0.113310	-0.138400	-0.148460	-0.137710	-0.239270	-0.199900
-0.210610	-0.114480	-0.199390	-0.087620	-0.114670	-0.109780	-0.104810	-0.120460	-0.151530	-0.163800	-0.120800	-0.114370	-0.087400	-0.070360	-0.056300	-0.040810	-0.120710	-0.174140	-0.237980	-0.149580	-0.112150	-0.112060	-0.109590	-0.106730	-0.202280	-0.208480	-0.010310	-0.043860	-0.140830	-0.119770	-0.108190	-0.065310	-0.112930	0.046190	-0.076970	-0.131970	-0.106340	0.001880	-0.039820	-0.010970	-0.093040	-0.141500	-0.056130	-0.091070	0.068110	-0.139440	0.001000	-0.012430	-0.096030	-0.060950	-0.137560	-0.074270	-0.233490	-0.075420	-0.159940	-0.183710	-0.127030	-0.123240	-0.150300	-0.077230	-0.029870	-0.162500	-0.031340	-0.057010	-0.146490	-0.162680	-0.186600	-0.125120	-0.128320	-0.139470	-0.036780	-0.131720	-0.079170	-0.113800	-0.172430	-0.148560	-0.156750	-0.090100	-0.119440	-0.073610	-0.090560	0.016420	-0.060270	-0.014910	-0.185830	-0.136010	-0.136800	-0.004480	0.062650	-0.018770
-0.195920	-0.328180	-0.164520	-0.192000	-0.270500	-0.193340	-0.164850	-0.144420	-0.214090	-0.291810	-0.211490	-0.072510	-0.202570	-0.193710	-0.176860	-0.257050	-0.196840	-0.303490	-0.200220	-0.191610	-0.242870	-0.153190	-0.146360	-0.333550	-0.157770	-0.267360	-0.284870	-0.325180	-0.137470	-0.248250	-0.165730	-0.191600	-0.171730	-0.357960	-0.257500	-0.239210	-0.216010	-0.340060	-0.157680	-0.272190	-0.219720	-0.235820	-0.181280	-0.271260	-0.222760	-0.084080	-0.090500	-0.090510	-0.026020	-0.010040	-0.021280	-0.002950	-0.000650	-0.147640	-0.150540	-0.219790	-0.301360	-0.176560	-0.146190	-0.202280	-0.164030	-0.134930	-0.226180	-0.200750	-0.132480	-0.186050	-0.209190	-0.194660	-0.276930	-0.226470	-0.280790	-0.174020	-0.294610	-0.220870	-0.247140	-0.265600	-0.217320	-0.172810	-0.207150	-0.185080	-0.127510	-0.070910	-0.153820	-0.128570	-0.191880	-0.155450	-0.236750	-0.136810	-0.242510	-0.182370
-0.135030	-0.051870	-0.178280	-0.112790	-0.078350	-0.093620	-0.018500	-0.122560	-0.077060	-0.043090	-0.071570	-0.095070	-0.057190	-0.094310	-0.114850	-0.101430	-0.142160	-0.054640	-0.112830	-0.159590	-0.081990	-0.120810	-0.158020	0.010980	-0.128810	-0.074930	0.037810	0.021760	-0.213390	-0.035740	-0.131680	-0.121560	-0.120450	-0.014400	-0.088090	-0.192780	-0.085140	-0.046110	-0.203720	0.007690	-0.002480	-0.024960	0.034070	0.042810	-0.018330	-0.116320	-0.001710	0.052450	0.041030	-0.082660	-0.053400	-0.128600	-0.082310	-0.016630	-0.147450	-0.091450	-0.036750	-0.034510	-0.021580	-0.046800	0.038650	-0.051840	0.016190	-0.013660	-0.055130	-0.042220	-0.085880	-0.028170	-0.006570	-0.056160	-0.027220	-0.099010	-0.044870	-0.077870	-0.082080	-0.036490	-0.001500	0.039760	0.013780	-0.001100	-0.158980	-0.072940	-0.076310	-0.104510	-0.110940	-0.111190	-0.124980	-0.049670	0.006060	-0.043080
