6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250	6.144250
-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020	-0.577020
-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500	-0.188500
-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440	-0.273440
-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090	-0.200090
-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160	-0.228160
-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450	-0.199450
-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800	-0.205800
-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270	-0.194270
-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900	-0.188900
