6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750	6.144750
-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180	-0.571180
-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140	-0.188140
-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880	-0.271880
-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580	-0.199580
-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240	-0.227240
-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940	-0.198940
-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200	-0.205200
-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840	-0.193840
-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540	-0.188540
-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550	-0.184550
-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330	-0.169330
-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220	-0.151220
-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570	-0.130570
