3.276150	3.224700	3.184900	3.182050	3.279150	3.400070	3.556670	3.653200	3.684020	3.642610	3.615860	3.726880	3.890480	3.894740	3.844810	3.750020	3.753820	3.771540	3.773180	3.746550	3.713080	3.674380	3.739260	3.892470	3.984800	3.998660	4.017420	4.075390	3.968870	3.960010	3.787010	3.763170	3.585770	3.302150	3.174580	3.268090	3.283010	3.327540	3.372160	3.352510	3.304490	3.194440	3.296530	3.369400	3.331040	3.293680	3.255100	3.204680	3.235250	3.214850	3.227430	3.279180	3.218390	3.266320	3.298430	3.212900	3.220780	3.277840
-0.029360	-0.024240	-0.020580	-0.042210	-0.032160	-0.127290	-0.189980	-0.249680	-0.243610	-0.201050	-0.163440	-0.054070	-0.013360	-0.059070	-0.001970	-0.021310	-0.040120	-0.042230	-0.041940	-0.041360	-0.045170	-0.042470	-0.046780	0.038670	-0.000710	0.009960	0.011970	-0.069270	-0.041920	-0.078350	-0.005380	-0.064380	-0.025570	-0.042400	-0.012340	-0.006010	0.001170	-0.073910	-0.116500	-0.076320	-0.064380	-0.053000	-0.025870	-0.076240	-0.056190	-0.028100	-0.027030	-0.045350	0.000090	-0.030730	-0.050890	-0.081020	-0.034180	-0.045260	-0.066600	-0.043110	-0.046970	0.002680
-0.203520	-0.250230	-0.230380	-0.264750	-0.261240	-0.295760	-0.322290	-0.280110	-0.309330	-0.323790	-0.301940	-0.215940	-0.220270	-0.167600	-0.223100	-0.212160	-0.197780	-0.192280	-0.188140	-0.187830	-0.201260	-0.207220	-0.274050	-0.268930	-0.161510	-0.216460	-0.194570	-0.114350	-0.167640	-0.114710	-0.221740	-0.128940	-0.208220	-0.217850	-0.323340	-0.260530	-0.245980	-0.229550	-0.208700	-0.238090	-0.207770	-0.279760	-0.299420	-0.182320	-0.222070	-0.225320	-0.255990	-0.216770	-0.241230	-0.250490	-0.242740	-0.221320	-0.241250	-0.268430	-0.254500	-0.237790	-0.209550	-0.270250
-0.231010	-0.149460	-0.203750	-0.136530	-0.152170	-0.091550	-0.026720	-0.065060	-0.051110	-0.086460	-0.063040	-0.139230	-0.144560	-0.210420	-0.180720	-0.120010	-0.128980	-0.124390	-0.129180	-0.131930	-0.123060	-0.118730	-0.087820	-0.091300	-0.240880	-0.153020	-0.183110	-0.204650	-0.132040	-0.236110	-0.127540	-0.187290	-0.115320	-0.184920	-0.073280	-0.143380	-0.191990	-0.143860	-0.155210	-0.163730	-0.239620	-0.135240	-0.077130	-0.245850	-0.185130	-0.191910	-0.170860	-0.224520	-0.194360	-0.175280	-0.169880	-0.169780	-0.181610	-0.148920	-0.126940	-0.182910	-0.227430	-0.167690
-0.047570	-0.122750	-0.046600	-0.074460	-0.084080	-0.046870	-0.032820	0.013060	0.014290	0.061780	-0.066210	-0.205280	-0.191150	-0.137540	-0.120620	-0.279920	-0.294770	-0.294590	-0.286190	-0.292910	-0.293800	-0.303110	-0.201100	-0.265710	-0.125210	-0.204540	-0.177460	-0.230420	-0.300230	-0.134380	-0.195720	-0.256200	-0.281460	-0.066900	-0.096070	-0.125390	-0.071520	-0.103960	-0.067160	-0.046520	0.048630	-0.035400	-0.177900	-0.032600	-0.081110	-0.077510	-0.075730	-0.003850	-0.085320	-0.063110	-0.077770	-0.072870	-0.087610	-0.043880	-0.103620	-0.065350	0.001980	-0.075610
-0.110560	-0.043020	-0.135000	-0.137910	-0.110470	-0.149730	-0.208720	-0.194690	-0.169080	-0.220960	-0.105760	-0.079650	-0.045360	-0.006290	-0.078410	0.017840	0.013350	0.013200	0.017260	0.014670	0.013360	0.021920	-0.036330	0.053910	-0.035550	0.015860	-0.029260	0.033130	0.048550	-0.073690	-0.050910	0.063980	0.023480	-0.106150	-0.169610	-0.049500	-0.089940	-0.107120	-0.150960	-0.196720	-0.228300	-0.174240	-0.039740	-0.103160	-0.064340	-0.104620	-0.099830	-0.159200	-0.113560	-0.115490	-0.093760	-0.143470	-0.053650	-0.180260	-0.108610	-0.040500	-0.170500	-0.094200
-0.152350	-0.168090	-0.128110	-0.084870	-0.141890	-0.208550	-0.103330	-0.164440	-0.219280	-0.160160	-0.223160	-0.109930	-0.101060	-0.199220	-0.115870	-0.118700	-0.112840	-0.093540	-0.093470	-0.094710	-0.118720	-0.127680	-0.190810	-0.153080	-0.134020	-0.157050	-0.061540	-0.082400	-0.040060	-0.069280	-0.057960	-0.113500	-0.051380	-0.169800	-0.061420	-0.175000	-0.138840	-0.054850	-0.058470	-0.026860	-0.096760	-0.116770	-0.187380	-0.148180	-0.189740	-0.163080	-0.202500	-0.161720	-0.125320	-0.160290	-0.144780	-0.105350	-0.265700	-0.087760	-0.167000	-0.277240	-0.129300	-0.251030
-0.095570	-0.086860	-0.117000	-0.141310	-0.107730	-0.028030	-0.098120	-0.035920	0.042620	0.038640	0.096300	-0.183880	-0.154640	-0.103150	-0.123880	-0.219410	-0.255870	-0.243190	-0.235840	-0.242450	-0.252400	-0.246870	-0.166480	-0.128580	-0.048880	-0.050110	-0.104030	-0.141920	-0.227730	-0.029520	-0.033220	-0.147790	-0.210780	0.039420	-0.118860	-0.017840	-0.031160	-0.141510	-0.160110	-0.168520	-0.043260	-0.090150	-0.122210	0.005540	-0.011240	-0.043310	-0.040090	-0.011650	-0.113980	-0.075970	-0.111300	-0.076810	0.025140	-0.101570	0.001330	0.033300	-0.087900	-0.001950
-0.177670	-0.075200	-0.136650	-0.110750	-0.181730	-0.163460	-0.052120	-0.019030	-0.121050	-0.069950	-0.110170	-0.326040	-0.230800	-0.043580	-0.118330	-0.241790	-0.300090	-0.267390	-0.249040	-0.268060	-0.287680	-0.302190	-0.207590	-0.137100	-0.280320	-0.257480	-0.235250	-0.213280	-0.191640	-0.383730	-0.303050	-0.202400	-0.188520	-0.308660	-0.127540	-0.157680	-0.147220	-0.031770	-0.044370	-0.090640	-0.184520	-0.119690	-0.109640	-0.089960	-0.139180	-0.242770	-0.217890	-0.218840	-0.159060	-0.127100	-0.030840	-0.178100	-0.187600	-0.071590	-0.203280	-0.151030	-0.111210	-0.245890
-0.022700	-0.057030	-0.052000	0.012110	-0.009350	-0.102080	-0.056930	-0.128110	-0.039130	-0.051680	-0.044250	-0.047480	0.027700	-0.175420	-0.072320	-0.004560	-0.004130	0.016440	0.029390	0.019370	-0.013700	0.007230	-0.046740	-0.003380	0.061850	0.047320	0.098820	0.084390	0.109800	0.184140	0.096710	0.064180	0.090520	0.061900	-0.054990	-0.040200	0.033710	-0.012450	-0.052330	-0.006290	0.005700	-0.079120	-0.107930	-0.005940	-0.013190	0.024100	-0.062990	-0.009210	-0.006090	-0.076310	-0.107690	0.021160	-0.075440	-0.112550	-0.004810	-0.079900	-0.153030	-0.136770
