1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.756390	1.801680	2.100280	2.234460	2.062230	2.063080	2.117540	2.185540	2.273510	2.243700	2.240010	2.264720	2.298490	2.370630	2.367050	2.377980	2.401750	2.370680	2.404200	2.424050	2.433420	2.415260	2.411720	2.340210	2.411650	2.396210	2.418250	2.378290	2.523220	2.438510	2.432460	2.616410	3.169330	3.435710	3.589580	3.685920	3.767940	3.774440	3.817870	3.847080	3.776010	3.828470	3.633480	3.367940	3.730300	3.816800	3.846900	3.650430	3.656310	3.548220	3.537100	3.601260	3.601820	3.600330	3.589220	3.620310	3.624850	3.879070	3.868050	3.769530	3.691120	3.491770	3.243050	3.199170	3.073240	2.881160	2.828810	2.729430	2.575720	2.665930	2.626420	2.661320	2.591410	2.582240	2.561460	2.531280	2.534160	2.487140	2.533100	2.521610	2.495100	2.468430	2.535860	2.515470	2.538830	2.510420	2.524690	2.555900	2.521090	2.536040	2.573190	2.725220	2.509730
0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.145620	0.102560	-0.129050	-0.207240	-0.087830	-0.026710	-0.049460	-0.122840	-0.111310	-0.037520	-0.034430	-0.083690	-0.069740	-0.123210	-0.094790	-0.088590	-0.117320	-0.095400	-0.074160	-0.093470	-0.094430	-0.106490	-0.080370	-0.056710	-0.091360	-0.113470	-0.114340	-0.071910	-0.129340	-0.095380	-0.108090	-0.188540	-0.302770	-0.393960	-0.432970	-0.439960	-0.434390	-0.355170	-0.336320	-0.328020	-0.226760	-0.145650	-0.077190	0.005540	-0.012580	-0.022600	-0.052340	-0.045860	-0.122890	-0.044980	-0.029770	-0.081210	-0.085730	-0.098580	-0.092610	-0.088100	-0.067770	-0.078390	-0.080910	-0.031160	-0.040060	-0.029270	-0.025520	-0.040830	-0.071750	-0.005890	-0.084230	-0.143030	-0.071310	-0.158650	-0.131100	-0.152260	-0.104030	-0.134980	-0.122580	-0.075720	-0.122930	-0.089770	-0.089560	-0.078620	-0.076360	-0.066570	-0.085520	-0.069130	-0.166230	-0.089080	-0.094050	-0.089340	-0.085530	-0.066970	-0.092040	-0.213570	-0.096090
-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.515040	-0.459240	-0.281190	-0.242000	-0.229510	-0.295440	-0.307590	-0.206210	-0.176590	-0.280880	-0.290990	-0.246590	-0.300840	-0.190530	-0.212060	-0.228080	-0.214490	-0.224610	-0.250380	-0.210320	-0.258700	-0.263590	-0.269210	-0.278000	-0.266620	-0.243830	-0.243610	-0.274870	-0.244160	-0.275270	-0.298130	-0.203750	-0.343680	-0.329990	-0.287060	-0.321920	-0.271050	-0.318360	-0.317430	-0.305880	-0.309950	-0.218630	-0.206870	-0.181950	-0.201660	-0.203260	-0.191580	-0.221140	-0.151070	-0.208100	-0.242840	-0.186490	-0.195180	-0.167660	-0.183170	-0.224510	-0.204320	-0.241100	-0.198240	-0.185420	-0.215050	-0.198780	-0.141480	-0.157350	-0.201660	-0.261280	-0.219080	-0.205790	-0.302650	-0.216060	-0.175740	-0.208190	-0.230780	-0.198320	-0.204930	-0.246750	-0.216240	-0.245360	-0.259320	-0.253280	-0.257060	-0.250640	-0.283640	-0.279960	-0.185760	-0.269470	-0.234370	-0.227210	-0.265250	-0.234610	-0.229810	-0.341670	-0.241820
0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.132510	0.078450	-0.026930	-0.078630	-0.168700	-0.086470	-0.032100	-0.162430	-0.201260	-0.083690	-0.078870	-0.118130	-0.003910	-0.158840	-0.160020	-0.140290	-0.140380	-0.172570	-0.094600	-0.149250	-0.069370	-0.062680	-0.076360	-0.126880	-0.067920	-0.111050	-0.060240	-0.090430	-0.091870	-0.075860	-0.045190	-0.158140	0.033980	0.025860	-0.027610	0.063760	-0.039800	0.005950	0.049880	-0.002040	-0.052970	-0.133600	-0.095000	-0.236840	-0.149210	-0.136590	-0.149520	-0.138500	-0.205350	-0.156220	-0.103770	-0.171500	-0.140770	-0.186130	-0.180620	-0.097650	-0.148990	-0.081170	-0.149250	-0.211770	-0.142360	-0.146400	-0.257300	-0.242580	-0.162500	-0.149540	-0.160550	-0.130380	-0.057030	-0.102610	-0.200630	-0.101270	-0.137920	-0.168010	-0.149730	-0.149930	-0.146610	-0.131820	-0.099910	-0.120390	-0.095760	-0.153760	-0.055180	-0.105140	-0.176380	-0.070670	-0.165060	-0.136200	-0.059350	-0.134450	-0.103650	0.064870	-0.082200
-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.184540	-0.144040	-0.059820	0.031990	0.080480	-0.032910	-0.094820	0.061210	0.030920	-0.055560	-0.055200	-0.021600	-0.153610	0.014480	0.042670	-0.006790	0.000950	0.096440	-0.048540	0.004560	-0.067910	-0.073410	-0.044860	0.042770	-0.066630	0.019040	-0.088140	-0.007380	-0.001790	-0.040300	-0.057370	0.095720	0.011280	0.063540	0.149000	0.021910	0.162320	0.087790	0.008230	0.017520	0.093380	0.003630	-0.167310	-0.031190	-0.128350	-0.155770	-0.127780	-0.097580	-0.002230	-0.075390	-0.148050	-0.056660	-0.103340	-0.047820	-0.021310	-0.120100	-0.075550	-0.111100	-0.041090	0.018250	-0.053930	-0.112330	-0.013150	-0.012390	-0.093830	-0.000680	0.022780	-0.006630	-0.019440	-0.030380	0.063230	-0.049780	0.026910	0.051330	0.008790	0.038450	0.020000	0.034680	-0.005850	0.004070	-0.036220	0.062870	-0.058550	0.001630	0.053760	-0.050910	0.076890	-0.005750	-0.076650	-0.042170	-0.088750	-0.042390	-0.089060
-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.110840	-0.130480	-0.142580	-0.212910	-0.249860	-0.144360	-0.115840	-0.228260	-0.141720	-0.147490	-0.110930	-0.133520	-0.045710	-0.178130	-0.224420	-0.118000	-0.129550	-0.282140	-0.110300	-0.152260	-0.138470	-0.140550	-0.184240	-0.229250	-0.120120	-0.214090	-0.138680	-0.222490	-0.199300	-0.104900	-0.083480	-0.242410	-0.128490	-0.151470	-0.262500	-0.112530	-0.260260	-0.221420	-0.157150	-0.118340	-0.264930	-0.174860	-0.050280	-0.102620	-0.050990	-0.019460	-0.043470	-0.073840	-0.168220	-0.094380	-0.015510	-0.116630	-0.071160	-0.128630	-0.149690	-0.086490	-0.159010	-0.029120	-0.092530	-0.139920	-0.133470	-0.052210	-0.129790	-0.066530	-0.079090	-0.178000	-0.206740	-0.156150	-0.174310	-0.166590	-0.206480	-0.123460	-0.226200	-0.197110	-0.169720	-0.200280	-0.180580	-0.204750	-0.154340	-0.189590	-0.133800	-0.217110	-0.162810	-0.179760	-0.183600	-0.124600	-0.253570	-0.143960	-0.141770	-0.091430	-0.099460	-0.167770	-0.074030
-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.106790	-0.110310	-0.191920	-0.115810	-0.096200	-0.177500	-0.132050	-0.102820	-0.168270	-0.108970	-0.153450	-0.197490	-0.169610	-0.125250	-0.087350	-0.255760	-0.199000	-0.039250	-0.204210	-0.163160	-0.109570	-0.127000	-0.078840	-0.121080	-0.133000	-0.056390	-0.099030	-0.056710	-0.070060	-0.230250	-0.258700	-0.117850	-0.209680	-0.229930	-0.126960	-0.255430	-0.198310	-0.201650	-0.201600	-0.249480	-0.077760	-0.168310	-0.194690	-0.207250	-0.157800	-0.186820	-0.183600	-0.196830	-0.151820	-0.190920	-0.260410	-0.169650	-0.184530	-0.144770	-0.171000	-0.224940	-0.077050	-0.232050	-0.158610	-0.124900	-0.065400	-0.150080	-0.152130	-0.265300	-0.241160	-0.127160	-0.103920	-0.192500	-0.158010	-0.113050	-0.157460	-0.200470	-0.087340	-0.174430	-0.181920	-0.140330	-0.137450	-0.109650	-0.157010	-0.141710	-0.193300	-0.142400	-0.135370	-0.213750	-0.204010	-0.207330	-0.116020	-0.225390	-0.122430	-0.277820	-0.189980	-0.235310	-0.239590
-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.057840	-0.036080	0.037010	-0.123570	-0.029160	0.029360	-0.080250	0.014670	0.073780	-0.046930	0.033800	0.035190	-0.065770	0.008020	-0.029150	0.078390	0.049020	-0.049650	0.060720	0.018550	-0.108210	-0.111370	-0.133890	-0.066460	-0.074700	-0.126410	-0.109270	-0.129910	-0.083960	0.045060	0.052660	-0.103450	-0.025170	0.060630	0.005790	0.100440	0.132560	0.170010	0.118650	0.227110	0.159620	0.067870	-0.083300	-0.060140	-0.107450	-0.104420	-0.134200	-0.105580	-0.127360	-0.081350	-0.053050	-0.137790	-0.149240	-0.168510	-0.072250	-0.002510	-0.219130	-0.068510	-0.081380	-0.061390	-0.171510	-0.103480	-0.017300	0.022530	-0.055720	-0.081600	-0.137130	0.029720	-0.026720	-0.114740	0.020860	0.022470	-0.076310	0.009090	-0.008390	-0.043110	-0.065690	-0.021780	-0.001720	-0.046900	0.018550	0.009490	-0.110550	0.004890	0.039740	0.038280	-0.049570	0.084550	-0.102150	0.074560	-0.077720	-0.002340	0.038750
-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.143040	-0.175130	-0.161460	0.005570	-0.142840	-0.180840	-0.037470	-0.166860	-0.084540	-0.024240	-0.075020	-0.144250	-0.062870	-0.146980	-0.114900	-0.248500	-0.199230	-0.112060	-0.208160	-0.137860	-0.057890	-0.113780	-0.048860	-0.116180	-0.014090	-0.016020	-0.037280	-0.147000	0.013200	-0.102530	-0.190940	0.035520	0.174440	0.155070	0.187720	0.138380	0.066940	0.096330	0.136800	0.047440	0.047570	-0.056200	-0.221540	-0.273870	-0.224440	-0.230290	-0.180510	-0.195230	-0.091740	-0.197800	-0.193420	-0.117560	-0.114360	-0.125740	-0.265740	-0.356960	-0.191280	0.021530	0.003610	-0.084730	-0.034880	-0.128420	-0.328590	-0.219330	-0.326060	-0.073640	-0.056410	-0.175150	-0.123640	-0.025740	-0.168670	-0.185260	-0.109570	-0.166460	-0.190910	-0.119600	-0.022350	-0.075330	-0.087810	-0.109500	-0.136320	-0.133280	-0.074390	-0.186680	-0.114000	-0.131220	-0.110630	-0.209210	-0.049510	-0.216860	-0.069780	0.032080	-0.191870
-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.081330	-0.049840	-0.065760	-0.061240	-0.051250	-0.075770	-0.143100	0.000050	-0.075530	-0.160670	-0.069980	-0.131680	-0.103780	-0.050290	-0.088370	-0.099810	-0.000630	-0.029410	-0.051840	-0.102630	-0.126260	-0.107150	-0.153630	-0.163280	-0.148820	-0.118240	-0.163170	-0.030860	-0.124930	-0.127230	-0.039010	-0.154050	-0.104060	-0.098340	-0.080000	-0.061900	-0.037560	-0.095840	-0.107960	0.002970	-0.051120	-0.119860	-0.163170	-0.148180	-0.060650	-0.054280	-0.101650	-0.114890	-0.236050	-0.145180	-0.151960	-0.217260	-0.164420	-0.177560	-0.091440	-0.042230	-0.089820	-0.209980	-0.149930	-0.076310	-0.078220	-0.087960	-0.019070	-0.110600	-0.081850	-0.194390	-0.204470	-0.110020	-0.138400	-0.144170	-0.094150	-0.109800	-0.094610	-0.102720	-0.132370	-0.112310	-0.173780	-0.114700	-0.090370	-0.147260	-0.144680	-0.083120	-0.172020	-0.158600	-0.120490	-0.099310	-0.124990	-0.065600	-0.189790	-0.144670	-0.230420	-0.242100	-0.095610
